sec,link,n,stopped,mean_speed_kph
540,329,5,5,0.0
540,10639,0,0,
540,10681,2,0,60.045
540,10682,6,0,47.281666666666666
540,10643,1,0,101.08
540,10646,0,0,
570,2,97,0,113.40247422680413
570,40,3,3,0.0
570,66,21,7,28.201904761904764
570,68,0,0,
570,69,15,0,42.31533333333334
570,70,2,0,74.78
570,71,8,7,0.1575
570,121,7,0,29.428571428571427
570,123,29,0,101.65655172413791
570,127,18,4,63.12722222222222
570,321,3,0,40.166666666666664
570,322,4,0,44.57
570,325,0,0,
570,326,1,0,41.8
570,329,5,5,0.0
570,10639,1,0,42.34
570,10681,2,0,42.235
570,10682,6,0,20.55
570,10643,2,0,99.715
570,10646,6,0,42.66
600,2,100,0,112.2808
600,40,5,3,30.506
600,66,22,9,24.886363636363637
600,68,0,0,
600,69,17,0,41.57294117647059
600,70,0,0,
600,71,4,4,0.2125
600,121,3,0,66.65333333333332
600,123,35,0,99.11285714285718
600,127,17,6,37.57235294117647
600,321,0,0,
600,322,10,0,39.931
600,325,2,0,36.985
600,326,5,0,43.274
600,329,0,0,
600,10639,1,0,42.11
600,10681,0,0,
600,10682,7,1,25.254285714285718
600,10643,1,0,116.53
600,10646,3,0,72.18666666666667
630,2,115,1,109.74643478260865
630,40,9,3,51.02666666666667
630,66,23,10,24.613478260869567
630,68,0,0,
630,69,17,0,41.59823529411765
630,70,2,0,73.465
630,71,5,5,0.0
630,121,1,0,92.26
630,123,37,0,110.9564864864865
630,127,22,18,9.005454545454546
630,321,0,0,
630,322,0,0,
630,325,1,0,28.71
630,326,10,0,41.284000000000006
630,329,6,5,5.68
630,10639,0,0,
630,10681,0,0,
630,10682,4,0,63.37499999999999
630,10643,2,0,122.18
630,10646,0,0,
660,2,102,0,114.53960784313728
660,40,7,0,50.35571428571428
660,66,22,2,30.43681818181818
660,68,3,0,41.21666666666667
660,69,15,0,41.018
660,70,0,0,
660,71,12,10,8.479999999999999
660,121,1,0,100.43
660,123,29,0,108.3796551724138
660,127,32,21,24.249375
660,321,0,0,
660,322,0,0,
660,325,0,0,
660,326,0,0,
660,329,16,15,1.951875
660,10639,1,0,44.22
660,10681,0,0,
660,10682,6,0,94.695
660,10643,1,0,126.86
660,10646,0,0,
690,2,102,0,112.04617647058825
690,40,6,0,42.413333333333334
690,66,17,1,40.894705882352945
690,68,6,0,44.96
690,69,21,0,40.69714285714286
690,70,0,0,
690,71,4,4,0.12
690,121,11,0,46.22
690,123,32,0,109.91750000000002
690,127,26,13,20.53884615384616
690,321,0,0,
690,322,0,0,
690,325,0,0,
690,326,0,0,
690,329,10,10,0.0
690,10639,1,0,44.56
690,10681,5,0,51.65
690,10682,2,0,49.91
690,10643,1,0,103.16
690,10646,0,0,
720,2,112,0,112.70875000000001
720,40,5,4,6.668000000000001
720,66,20,2,37.666
720,68,1,0,45.08
720,69,23,0,39.38304347826087
720,70,1,0,39.11
720,71,5,5,0.0
720,121,13,0,35.51153846153847
720,123,33,0,93.78545454545457
720,127,15,1,74.53733333333335
720,321,0,0,
720,322,6,0,40.46666666666666
720,325,0,0,
720,326,0,0,
720,329,10,10,0.0
720,10639,0,0,
720,10681,3,0,77.80666666666667
720,10682,6,0,31.096666666666664
720,10643,1,0,93.14
720,10646,7,0,41.962857142857146
750,2,97,0,116.12907216494844
750,40,6,4,19.875
750,66,22,3,36.765
750,68,0,0,
750,69,24,0,39.916666666666664
750,70,0,0,
750,71,4,1,29.165000000000003
750,121,8,0,33.93
750,123,32,0,88.37343750000002
750,127,18,4,76.37444444444445
750,321,1,0,31.24
750,322,13,0,40.32153846153846
750,325,2,0,43.135000000000005
750,326,6,0,40.650000000000006
750,329,0,0,
750,10639,2,0,41.53
750,10681,0,0,
750,10682,12,1,33.17166666666667
750,10643,1,0,102.59
750,10646,4,0,47.372499999999995
780,2,103,0,116.14019417475728
780,40,10,5,35.481
780,66,24,5,33.13416666666666
780,68,0,0,
780,69,25,0,40.3224
780,70,2,0,67.16
780,71,8,7,1.175
780,121,2,0,65.945
780,123,37,0,89.34945945945947
780,127,23,18,20.046521739130434
780,321,0,0,
780,322,0,0,
780,325,4,0,29.32
780,326,10,0,38.366
780,329,9,6,14.224444444444446
780,10639,1,0,43.9
780,10681,0,0,
780,10682,8,0,32.45875
780,10643,1,0,94.74
780,10646,2,0,43.09
810,2,101,0,116.70019801980202
810,40,5,0,39.007999999999996
810,66,19,1,37.99526315789473
810,68,3,0,40.81999999999999
810,69,25,0,40.104000000000006
810,70,3,0,60.62
810,71,13,13,0.0
810,121,0,0,
810,123,44,0,97.18636363636361
810,127,29,24,8.592758620689654
810,321,0,0,
810,322,0,0,
810,325,0,0,
810,326,1,0,30.49
810,329,22,21,0.8904545454545455
810,10639,0,0,
810,10681,0,0,
810,10682,1,0,68.93
810,10643,0,0,
810,10646,0,0,
840,2,97,0,118.22948453608245
840,40,2,0,45.05
840,66,19,1,39.65210526315791
840,68,9,0,43.50888888888889
840,69,23,0,37.56260869565217
840,70,1,0,39.28
840,71,12,10,11.2525
840,121,12,0,49.65583333333333
840,123,32,0,100.855
840,127,35,9,46.914857142857144
840,321,0,0,
840,322,0,0,
840,325,1,0,44.05
840,326,0,0,
840,329,20,20,0.0
840,10639,0,0,
840,10681,2,0,44.3
840,10682,1,0,89.62
840,10643,0,0,
840,10646,2,0,39.54
870,2,96,0,116.10062499999998
870,40,2,2,0.0
870,66,21,5,30.035238095238096
870,68,1,0,78.43
870,69,25,0,36.587599999999995
870,70,0,0,
870,71,13,11,14.255384615384616
870,121,8,0,38.83375000000001
870,123,24,0,105.10208333333333
870,127,20,4,35.5665
870,321,0,0,
870,322,4,0,42.8075
870,325,1,0,76.21
870,326,1,1,0.0
870,329,20,20,0.0
870,10639,1,0,44.99
870,10681,2,0,41.6
870,10682,2,0,95.75999999999999
870,10643,0,0,
870,10646,5,0,48.718
900,2,98,0,107.45
900,40,4,2,42.3825
900,66,25,8,26.548
900,68,0,0,
900,69,23,0,39.939565217391305
900,70,0,0,
900,71,1,1,0.0
900,121,2,0,120.065
900,123,24,0,100.37833333333334
900,127,23,9,52.97782608695653
900,321,1,0,27.2
900,322,11,0,41.315454545454536
900,325,0,0,
900,326,6,2,28.419999999999998
900,329,8,0,24.409999999999997
900,10639,0,0,
900,10681,0,0,
900,10682,1,0,52.19
900,10643,2,0,99.7
900,10646,5,0,59.306000000000004
930,2,104,0,114.78144230769229
930,40,7,3,47.94857142857143
930,66,25,10,24.2568
930,68,1,0,65.27
930,69,20,0,42.20349999999999
930,70,4,0,50.9025
930,71,3,2,4.666666666666667
930,121,7,0,51.74428571428571
930,123,24,0,103.76666666666667
930,127,40,24,27.893499999999996
930,321,0,0,
930,322,0,0,
930,325,1,0,32.56
930,326,11,0,40.809090909090905
930,329,14,14,0.0
930,10639,0,0,
930,10681,1,0,44.01
930,10682,0,0,
930,10643,4,0,104.545
930,10646,0,0,
960,2,96,0,116.70489583333337
960,40,6,0,47.33500000000001
960,66,28,13,21.298571428571424
960,68,0,0,
960,69,25,0,41.452799999999996
960,70,0,0,
960,71,8,2,28.307499999999997
960,121,5,0,44.402
960,123,23,0,103.50565217391306
960,127,43,39,7.880232558139536
960,321,0,0,
960,322,1,0,41.56
960,325,0,0,
960,326,1,0,30.08
960,329,23,22,0.5013043478260869
960,10639,0,0,
960,10681,0,0,
960,10682,5,0,53.108000000000004
960,10643,1,0,94.59
960,10646,7,0,45.347142857142856
990,2,112,0,116.85482142857147
990,40,5,1,35.464
990,66,29,14,20.801724137931036
990,68,2,0,45.31
990,69,31,0,41.30419354838709
990,70,1,0,43.84
990,71,7,6,8.411428571428571
990,121,3,0,42.92333333333334
990,123,30,0,114.76700000000001
990,127,46,18,27.24543478260869
990,321,0,0,
990,322,0,0,
990,325,0,0,
990,326,1,0,40.67
990,329,20,20,0.0
990,10639,0,0,
990,10681,0,0,
990,10682,1,0,111.85
990,10643,2,0,90.505
990,10646,0,0,
1020,2,131,0,115.4921374045801
1020,40,5,2,22.6
1020,66,33,12,25.000303030303023
1020,68,0,0,
1020,69,32,0,40.173125
1020,70,3,0,40.67333333333333
1020,71,17,11,8.205294117647059
1020,121,0,0,
1020,123,27,0,107.35148148148149
1020,127,37,5,48.81945945945946
1020,321,0,0,
1020,322,5,0,40.218
1020,325,1,0,76.67
1020,326,0,0,
1020,329,19,19,0.0
1020,10639,0,0,
1020,10681,0,0,
1020,10682,4,0,100.83
1020,10643,1,0,126.46
1020,10646,2,0,42.66
1050,2,128,0,114.19109374999996
1050,40,7,4,25.887142857142855
1050,66,25,1,37.6768
1050,68,5,0,41.722
1050,69,32,0,39.885937500000004
1050,70,0,0,
1050,71,22,20,1.8404545454545456
1050,121,5,0,41.87
1050,123,25,0,110.98680000000002
1050,127,33,14,21.334545454545452
1050,321,0,0,
1050,322,8,0,38.61625000000001
1050,325,1,0,30.29
1050,326,8,0,44.39875
1050,329,7,0,27.318571428571428
1050,10639,0,0,
1050,10681,3,0,42.676666666666655
1050,10682,6,0,51.22833333333333
1050,10643,0,0,
1050,10646,0,0,
1080,2,131,0,112.9075572519084
1080,40,17,4,35.760000000000005
1080,66,27,4,34.16851851851851
1080,68,2,0,37.185
1080,69,37,0,39.201891891891904
1080,70,1,0,43.9
1080,71,12,10,6.489166666666667
1080,121,9,2,26.78
1080,123,31,0,98.1390322580645
1080,127,23,2,34.2495652173913
1080,321,0,0,
1080,322,0,0,
1080,325,1,0,31.39
1080,326,7,0,41.15
1080,329,17,16,1.903529411764706
1080,10639,0,0,
1080,10681,4,0,59.1225
1080,10682,5,1,44.465999999999994
1080,10643,2,0,109.82
1080,10646,6,0,41.99666666666666
1110,2,144,0,108.62361111111107
1110,40,18,5,28.855555555555554
1110,66,31,6,31.60032258064516
1110,68,1,0,28.09
1110,69,33,0,38.832727272727276
1110,70,2,0,40.565
1110,71,9,4,12.902222222222223
1110,121,5,0,41.726
1110,123,27,0,93.89185185185183
1110,127,10,4,30.562
1110,321,0,0,
1110,322,0,0,
1110,325,1,0,44.27
1110,326,0,0,
1110,329,24,23,0.11291666666666667
1110,10639,0,0,
1110,10681,0,0,
1110,10682,9,0,20.87777777777778
1110,10643,0,0,
1110,10646,3,0,63.82333333333332
1140,2,135,1,112.456
1140,40,18,6,26.435555555555553
1140,66,35,7,31.936857142857143
1140,68,1,0,43.02
1140,69,29,0,39.04827586206898
1140,70,5,0,57.874
1140,71,9,8,0.9422222222222223
1140,121,4,0,55.580000000000005
1140,123,34,0,97.02499999999999
1140,127,23,6,61.755217391304356
1140,321,0,0,
1140,322,0,0,
1140,325,0,0,
1140,326,0,0,
1140,329,21,21,0.0
1140,10639,1,0,40.86
1140,10681,1,0,41.34
1140,10682,4,0,74.8675
1140,10643,2,0,92.13499999999999
1140,10646,2,0,34.58
1170,2,136,0,112.04404411764712
1170,40,17,9,10.918235294117647
1170,66,34,5,31.9185294117647
1170,68,0,0,
1170,69,32,0,37.931875000000005
1170,70,1,0,43.5
1170,71,18,15,4.157222222222222
1170,121,5,0,37.706
1170,123,36,0,106.21222222222221
1170,127,36,23,18.95611111111111
1170,321,1,0,54.55
1170,322,5,0,39.094
1170,325,0,0,
1170,326,0,0,
1170,329,21,21,0.0
1170,10639,2,0,41.61
1170,10681,0,0,
1170,10682,5,0,49.52
1170,10643,3,0,101.22666666666667
1170,10646,1,0,43.18
1200,2,135,0,110.88888888888884
1200,40,2,0,32.72
1200,66,26,0,40.822692307692314
1200,68,4,0,35.817499999999995
1200,69,28,0,37.72035714285715
1200,70,2,0,33.650000000000006
1200,71,23,21,3.8995652173913045
1200,121,6,0,40.28666666666667
1200,123,30,0,104.13799999999999
1200,127,60,41,21.034333333333333
1200,321,0,0,
1200,322,5,0,35.072
1200,325,2,0,33.3
1200,326,5,0,41.544000000000004
1200,329,10,1,16.797
1200,10639,1,0,42.88
1200,10681,2,0,43.22
1200,10682,8,0,53.97249999999999
1200,10643,2,0,108.11
1200,10646,2,0,41.894999999999996
1230,2,153,0,109.41143790849677
1230,40,12,2,70.79
1230,66,28,2,37.56499999999999
1230,68,5,1,29.439999999999998
1230,69,26,0,38.10807692307692
1230,70,4,0,61.73500000000001
1230,71,15,13,0.21333333333333332
1230,121,16,0,29.906875000000003
1230,123,33,0,110.36060606060605
1230,127,40,19,14.471750000000004
1230,321,0,0,
1230,322,0,0,
1230,325,0,0,
1230,326,4,0,40.8225
1230,329,18,16,0.7727777777777778
1230,10639,1,0,32.75
1230,10681,5,0,57.248000000000005
1230,10682,6,0,36.575
1230,10643,3,0,83.41666666666667
1230,10646,5,0,36.858
1260,2,152,1,106.8303947368421
1260,40,14,7,19.460714285714285
1260,66,32,8,29.310937500000005
1260,68,0,0,
1260,69,24,0,40.605416666666656
1260,70,1,0,41.89
1260,71,8,4,14.0525
1260,121,13,0,21.401538461538458
1260,123,28,0,95.68285714285712
1260,127,30,10,31.949
1260,321,0,0,
1260,322,0,0,
1260,325,0,0,
1260,326,0,0,
1260,329,21,21,0.0
1260,10639,1,0,33.46
1260,10681,0,0,
1260,10682,11,0,15.305454545454547
1260,10643,3,0,116.60333333333334
1260,10646,7,0,48.212857142857146
1290,2,150,1,105.9053333333333
1290,40,14,8,18.270000000000003
1290,66,36,12,27.94527777777778
1290,68,0,0,
1290,69,27,0,40.96333333333333
1290,70,0,0,
1290,71,8,7,3.345
1290,121,5,0,30.468
1290,123,31,0,92.28161290322583
1290,127,33,24,24.048484848484854
1290,321,0,0,
1290,322,0,0,
1290,325,0,0,
1290,326,0,0,
1290,329,19,19,0.0
1290,10639,0,0,
1290,10681,0,0,
1290,10682,23,8,11.135652173913044
1290,10643,1,0,112.18
1290,10646,4,0,60.137499999999996
1320,2,157,0,107.51331210191083
1320,40,13,8,13.82153846153846
1320,66,39,13,26.61076923076923
1320,68,0,0,
1320,69,30,0,41.248333333333335
1320,70,7,0,42.26285714285715
1320,71,13,13,0.0
1320,121,4,0,68.50999999999999
1320,123,28,0,102.74678571428568
1320,127,50,35,21.800599999999996
1320,321,1,0,36.26
1320,322,8,0,40.8675
1320,325,0,0,
1320,326,0,0,
1320,329,19,19,0.0
1320,10639,0,0,
1320,10681,0,0,
1320,10682,16,4,12.842500000000001
1320,10643,1,0,131.33
1320,10646,3,0,43.27333333333333
1350,2,156,2,103.838717948718
1350,40,2,0,56.97
1350,66,24,0,40.97166666666667
1350,68,5,0,40.072
1350,69,30,0,40.769999999999996
1350,70,1,0,41.03
1350,71,24,17,6.672916666666667
1350,121,9,0,48.375555555555565
1350,123,38,0,107.5915789473684
1350,127,72,54,16.271666666666665
1350,321,0,0,
1350,322,8,0,40.598749999999995
1350,325,1,0,63.23
1350,326,9,0,39.53777777777778
1350,329,8,0,27.937499999999996
1350,10639,2,0,41.845
1350,10681,5,0,42.568
1350,10682,11,2,32.26272727272727
1350,10643,3,0,105.50999999999999
1350,10646,0,0,
1380,2,164,0,101.93573170731705
1380,40,9,0,85.89333333333335
1380,66,25,3,34.993199999999995
1380,68,7,0,35.95428571428572
1380,69,32,0,38.824687499999996
1380,70,0,0,
1380,71,17,11,6.314705882352941
1380,121,18,1,27.032222222222224
1380,123,45,0,99.31288888888889
1380,127,51,29,14.005686274509804
1380,321,0,0,
1380,322,0,0,
1380,325,3,0,30.91333333333333
1380,326,7,0,41.99
1380,329,19,16,0.5326315789473685
1380,10639,0,0,
1380,10681,5,0,88.288
1380,10682,12,0,30.797500000000003
1380,10643,3,0,96.71333333333332
1380,10646,6,0,33.165
1410,2,185,1,102.54178378378383
1410,40,12,5,39.13916666666666
1410,66,27,4,35.368148148148144
1410,68,8,3,9.35625
1410,69,30,0,37.30266666666667
1410,70,0,0,
1410,71,12,2,11.694166666666668
1410,121,15,1,17.096666666666668
1410,123,33,0,100.32757575757574
1410,127,46,15,27.70913043478261
1410,321,0,0,
1410,322,0,0,
1410,325,0,0,
1410,326,2,1,3.665
1410,329,24,24,0.0
1410,10639,0,0,
1410,10681,1,0,41.79
1410,10682,19,1,16.22578947368421
1410,10643,3,0,85.23333333333333
1410,10646,9,0,45.03666666666667
1440,2,183,0,111.97513661202188
1440,40,12,6,17.458333333333332
1440,66,30,6,33.81966666666667
1440,68,1,0,10.66
1440,69,29,0,38.88206896551724
1440,70,1,0,44.36
1440,71,5,4,4.174
1440,121,15,2,21.769333333333336
1440,123,34,0,102.44205882352942
1440,127,53,35,17.459245283018863
1440,321,0,0,
1440,322,0,0,
1440,325,1,0,43.12
1440,326,2,2,0.0
1440,329,21,20,2.0033333333333334
1440,10639,1,0,40.09
1440,10681,0,0,
1440,10682,23,10,6.122608695652174
1440,10643,1,0,70.88
1440,10646,4,0,77.605
1470,2,189,5,98.92164021164021
1470,40,11,9,5.035454545454545
1470,66,33,5,34.92787878787878
1470,68,2,0,30.759999999999998
1470,69,31,0,40.39161290322581
1470,70,13,0,36.01307692307693
1470,71,8,5,15.907499999999999
1470,121,9,2,26.799999999999997
1470,123,36,0,109.74444444444445
1470,127,71,57,11.639154929577463
1470,321,8,0,28.870000000000005
1470,322,6,0,43.41833333333333
1470,325,1,0,103.21
1470,326,2,2,0.0
1470,329,21,20,1.9095238095238096
1470,10639,0,0,
1470,10681,0,0,
1470,10682,21,6,8.67095238095238
1470,10643,3,0,104.16333333333334
1470,10646,5,0,56.501999999999995
1500,2,172,3,99.54174418604651
1500,40,2,0,68.94
1500,66,24,0,42.229166666666664
1500,68,2,0,40.08
1500,69,31,0,41.268387096774205
1500,70,1,0,98.97
1500,71,22,19,1.8536363636363637
1500,121,13,0,36.970769230769235
1500,123,21,0,100.91142857142856
1500,127,83,72,8.060361445783132
1500,321,13,0,24.172307692307694
1500,322,10,0,38.97499999999999
1500,325,7,0,38.01714285714286
1500,326,11,4,25.817272727272726
1500,329,8,2,22.522499999999997
1500,10639,4,0,37.94
1500,10681,3,0,39.17666666666667
1500,10682,21,7,7.282857142857143
1500,10643,3,0,104.58333333333333
1500,10646,6,0,41.11666666666667
1530,2,185,9,93.49745945945945
1530,40,12,1,78.65333333333334
1530,66,28,3,37.12499999999999
1530,68,8,0,34.794999999999995
1530,69,33,0,40.50939393939394
1530,70,1,0,119.28
1530,71,21,16,12.92
1530,121,13,0,35.84923076923077
1530,123,26,0,103.46384615384615
1530,127,73,46,11.220273972602739
1530,321,0,0,
1530,322,3,0,29.246666666666666
1530,325,11,0,27.44454545454546
1530,326,15,1,24.623333333333335
1530,329,20,18,1.15
1530,10639,1,0,5.06
1530,10681,3,0,52.79333333333333
1530,10682,23,6,8.318260869565217
1530,10643,3,0,108.39333333333333
1530,10646,8,0,35.1425
1560,2,194,7,90.40154639175256
1560,40,12,8,16.4325
1560,66,30,5,33.96900000000001
1560,68,3,0,27.353333333333335
1560,69,45,0,39.122888888888895
1560,70,1,0,43.51
1560,71,19,7,10.073157894736841
1560,121,17,4,19.927647058823528
1560,123,34,0,104.75470588235294
1560,127,68,24,14.898970588235294
1560,321,0,0,
1560,322,0,0,
1560,325,1,0,7.31
1560,326,22,8,12.66590909090909
1560,329,22,22,0.0
1560,10639,1,0,40.53
1560,10681,0,0,
1560,10682,22,6,7.137272727272728
1560,10643,2,0,106.095
1560,10646,7,0,50.68
1590,2,198,10,83.20191919191919
1590,40,11,8,11.80909090909091
1590,66,33,5,35.78636363636363
1590,68,0,0,
1590,69,47,0,37.018297872340426
1590,70,4,0,45.0
