sim_sec,veh_no,lane,pos_m,route_decision_no,route_no,route_decision_type,decision_vartype,route_vartype,type_vartype
878,"3297","10621-2","168.044577798638","1129","1","STATIC",3,3,8
878,"3303","10621-1","844.845035674629",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3424","10621-2","708.884796071087",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3455","10621-1","737.232310014464",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3556","56-2","124.701189282893",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3615","10621-2","636.527309692815",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3620","10621-2","870.324427334962",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3662","56-2","213.222126696001",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3825","10621-2","495.647726257714","1129","1","STATIC",3,3,8
878,"3856","10621-1","61.4479537474063","1129","1","STATIC",3,3,8
878,"3981","10621-2","680.728897079489",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"3998","57-1","400.123400056915","1129","2","STATIC",3,3,8
878,"4052","56-3","204.189813345838",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
878,"4075","56-3","360.325394602492","1129","1","STATIC",3,3,8
878,"4320","10621-2","81.3019994824905","1129","1","STATIC",3,3,8
878,"4349","57-1","322.832214024294","1129","2","STATIC",3,3,8
879,"1444","57-1","94.5625897702407","1129","3","STATIC",3,3,8
879,"2032","56-3","393.042231839741","1129","1","STATIC",3,3,8
879,"2803","10621-1","682.044628629952",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3120","10621-1","175.253609617512","1129","1","STATIC",3,3,8
879,"3297","10621-2","189.296842314815","1129","1","STATIC",3,3,8
879,"3303","10621-1","875.317658328971",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3424","10621-2","731.524759671255",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3455","10621-1","763.068170576507",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3556","56-2","155.705366838309",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3615","10621-2","662.003247471594",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3620","10621-2","882.401212326869",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3662","56-2","246.302335876156",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3825","10621-2","528.07203391265",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3856","10621-1","73.2388415742284","1129","1","STATIC",3,3,8
879,"3981","10621-2","703.374343246578",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"3998","57-1","406.514604383448","1129","2","STATIC",3,3,8
879,"4052","56-3","215.863868581598",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
879,"4075","56-3","372.135945139972","1129","1","STATIC",3,3,8
879,"4320","10621-2","104.86265248324","1129","1","STATIC",3,3,8
879,"4349","57-1","343.837923233606","1129","2","STATIC",3,3,8
880,"1444","57-1","107.164257210279","1129","3","STATIC",3,3,8
880,"2032","56-3","404.360069998351","1129","1","STATIC",3,3,8
880,"2803","10621-1","690.79519548996",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3120","10621-1","206.068383047182","1129","1","STATIC",3,3,8
880,"3297","10621-2","210.549106830992","1129","1","STATIC",3,3,8
880,"3303","10621-1","905.95655667448",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3424","10621-2","753.756603741191",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3455","10621-1","790.059048000635",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3556","56-2","186.964091311178",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3615","10621-2","687.225814815955",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3620","10621-2","894.194130604414",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3662","56-2","279.493512507087","1129","2","STATIC",3,3,8
880,"3825","10621-2","560.180431937737",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3856","10621-1","85.0297294010506","1129","1","STATIC",3,3,8
880,"3981","10621-2","725.584929535277",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"3998","57-1","410.302955076704","1129","2","STATIC",3,3,8
880,"4052","56-3","227.537923817358",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
880,"4075","56-3","383.728286594174","1129","1","STATIC",3,3,8
880,"4320","10621-1","129.113804155092","1129","1","STATIC",3,3,8
880,"4349","57-2","362.952383918613","1129","2","STATIC",3,3,8
881,"1444","57-1","119.607826516157","1129","3","STATIC",3,3,8
881,"2032","56-3","415.51368076088","1129","1","STATIC",3,3,8
881,"2803","10621-1","699.644265670603",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3120","10621-1","238.064947329737","1129","1","STATIC",3,3,8
881,"3297","10621-2","231.598528112851","1129","1","STATIC",3,3,8
881,"3303","10621-1","936.761730711158",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3424","10621-2","775.55726583319",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3455","10621-1","818.137361454588",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3556","56-2","218.4773627015",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3615","10621-2","712.183768989254",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3620","10621-2","905.703182167596",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3662","56-2","312.780123218744","1129","2","STATIC",3,3,8
881,"3825","10621-2","591.954268315785",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3856","10621-1","96.7072498866178","1129","1","STATIC",3,3,8
881,"3981","10621-1","748.351697462391",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"3998","57-1","412.044303122788","1129","2","STATIC",3,3,8
881,"4052","56-3","238.912447665425",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
881,"4075","56-3","395.123460154776","1129","1","STATIC",3,3,8
881,"4320","10621-1","154.745510350634","1129","1","STATIC",3,3,8
881,"4349","57-2","381.549426228895","1129","2","STATIC",3,3,8
882,"1444","57-1","131.893297687874","1129","3","STATIC",3,3,8
882,"2032","56-3","426.503064127329","1129","1","STATIC",3,3,8
882,"2803","10621-1","708.591839171881",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3120","10621-1","271.206987458737","1129","1","STATIC",3,3,8
882,"3297","10621-2","252.445106160391","1129","1","STATIC",3,3,8
882,"3424","10621-2","796.902029136106",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3455","10621-1","847.253387393972",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3556","56-2","250.245181009274",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3615","10621-2","736.762316472684",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3620","10621-2","916.928367016416",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3662","56-2","346.148809022697","1129","2","STATIC",3,3,8
882,"3825","10621-2","623.396699809951",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3856","10621-1","108.27140303093","1129","1","STATIC",3,3,8
882,"3981","10621-1","772.600264046881",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"3998","57-1","412.638840880757","1129","2","STATIC",3,3,8
882,"4052","56-3","249.987440125801",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
882,"4075","56-3","406.340815686789","1129","1","STATIC",3,3,8
882,"4320","10621-1","181.665697157129","1129","1","STATIC",3,3,8
882,"4349","57-2","399.718681710766","1129","2","STATIC",3,3,8
883,"1444","57-1","144.02067072543","1129","3","STATIC",3,3,8
883,"2032","56-3","437.328220097697","1129","1","STATIC",3,3,8
883,"2803","10621-1","717.637915993795",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
883,"3120","10621-1","305.459329684399","1129","1","STATIC",3,3,8
883,"3297","10621-2","273.088840973614","1129","1","STATIC",3,3,8
883,"3424","10621-2","817.764312082296",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
883,"3455","10621-1","877.377454142592",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
883,"3556","56-2","282.267546234501","1129","1","STATIC",3,3,8
883,"3615","10621-2","760.804904683597",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
883,"3620","10621-2","928.153551865236",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
883,"3662","56-2","379.592214739445","1129","2","STATIC",3,3,8
883,"3825","10621-2","654.498831437294",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
883,"3856","10621-1","119.722188833988","1129","1","STATIC",3,3,8
883,"3981","10621-1","798.228666303002",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
883,"3998","57-1","412.824595007791","1129","2","STATIC",3,3,8
883,"4052","56-3","260.762901198485","1129","1","STATIC",3,3,8
883,"4075","56-3","417.377161871785","1129","1","STATIC",3,3,8
883,"4320","10621-1","209.791061229904","1129","1","STATIC",3,3,8
884,"1444","57-1","155.989945628825","1129","3","STATIC",3,3,8
884,"2032","56-3","448.153376068065","1129","1","STATIC",3,3,8
884,"2803","10621-1","726.782496136344",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
884,"3120","10621-1","340.788011078284","1129","1","STATIC",3,3,8
884,"3297","10621-2","293.732575786836","1129","1","STATIC",3,3,8
884,"3424","10621-1","839.077379499759",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
884,"3455","10621-1","908.484426520474",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
884,"3556","56-2","313.486864257118","1129","1","STATIC",3,3,8
884,"3615","10621-2","784.312023129551",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
884,"3662","56-2","413.108162108018","1129","2","STATIC",3,3,8
884,"3825","10621-2","685.237968899074",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
884,"3856","10621-1","131.059607295791","1129","1","STATIC",3,3,8
884,"3981","10621-1","823.645877204127",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
884,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
884,"4052","56-3","271.538362271168","1129","1","STATIC",3,3,8
884,"4075","56-3","428.229729728074","1129","1","STATIC",3,3,8
884,"4320","10621-1","239.0609666672","1129","1","STATIC",3,3,8
885,"1444","57-1","167.80112239806","1129","3","STATIC",3,3,8
885,"2032","56-3","459.142759434514","1129","1","STATIC",3,3,8
885,"2803","10621-1","735.927076278894",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
885,"3120","10621-1","376.780754986691","1129","1","STATIC",3,3,8
885,"3297","10621-2","314.579153834376","1129","1","STATIC",3,3,8
885,"3424","10621-1","861.744951402774",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
885,"3556","56-3","342.827433675982","1129","1","STATIC",3,3,8
885,"3615","10621-2","807.307988670657",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
885,"3662","56-2","446.694678537567","1129","2","STATIC",3,3,8
885,"3825","10621-2","715.600442083947",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
885,"3856","10621-1","142.283658416339","1129","1","STATIC",3,3,8
885,"3981","10621-1","847.934308099497",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
885,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
885,"4052","56-3","282.613354731544","1129","1","STATIC",3,3,8
885,"4075","56-3","438.979567989207","1129","1","STATIC",3,3,8
885,"4320","10621-1","269.439506352677","1129","1","STATIC",3,3,8
886,"1444","57-1","179.877673437427","1129","3","STATIC",3,3,8
886,"2032","10621-1","4.52976258630349","1129","1","STATIC",3,3,8
886,"2803","10621-1","744.973153100807",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
886,"3120","10621-1","413.041957780145","1129","1","STATIC",3,3,8
886,"3297","10621-2","335.628575116235","1129","1","STATIC",3,3,8
886,"3424","10621-1","885.684934938979",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
886,"3556","56-3","370.26892021328","1129","1","STATIC",3,3,8
886,"3615","10621-2","829.817605980659",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
886,"3662","10617-2","13.00592314998","1129","2","STATIC",3,3,8
886,"3825","10621-2","745.381935866379",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
886,"3856","10621-1","153.394342195632","1129","1","STATIC",3,3,8
886,"3981","10621-1","871.552612240185",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
886,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
886,"4052","56-3","293.987878579612","1129","1","STATIC",3,3,8
886,"4075","56-3","449.712411269521","1129","1","STATIC",3,3,8
886,"4320","10621-1","300.896066841777","1129","1","STATIC",3,3,8
887,"1444","57-1","192.298647814007","1129","3","STATIC",3,3,8
887,"2032","10621-1","15.8476007449137","1129","1","STATIC",3,3,8
887,"2803","10621-1","753.920726602086",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
887,"3120","10621-1","449.571619458648","1129","1","STATIC",3,3,8
887,"3297","10621-2","356.880839632412","1129","1","STATIC",3,3,8
887,"3424","10621-1","910.822435266143",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
887,"3556","56-3","395.722270807272","1129","1","STATIC",3,3,8
887,"3615","10621-2","851.866155237139",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
887,"3662","57-2","34.0271805431635","1129","2","STATIC",3,3,8
887,"3825","10621-2","774.397599322566",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
887,"3856","10621-1","164.39165863367","1129","1","STATIC",3,3,8
887,"3981","10621-2","894.355862465672",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
887,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
887,"4052","56-3","305.661933815371","1129","1","STATIC",3,3,8
887,"4075","56-3","460.437487517106","1129","1","STATIC",3,3,8
887,"4320","10621-1","333.400749280348","1129","1","STATIC",3,3,8
888,"1444","57-1","204.719622190587","1129","3","STATIC",3,3,8
888,"2032","10621-1","27.3296662996047","1129","1","STATIC",3,3,8
888,"2803","10621-1","762.769796782729",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
888,"3120","10621-1","486.3697400222","1129","1","STATIC",3,3,8
888,"3297","10621-2","378.133104148589","1129","1","STATIC",3,3,8
888,"3424","10621-1","937.088518560277",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
888,"3556","56-4","420.868588003373","1129","1","STATIC",3,3,8
888,"3615","10621-2","873.453036418747",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
888,"3662","57-2","67.8140977545127","1129","2","STATIC",3,3,8
888,"3825","10621-2","802.646861345371",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
888,"3856","10621-1","175.275607730453","1129","1","STATIC",3,3,8
888,"3981","10621-2","916.342394643933",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
888,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
888,"4052","56-3","317.335989051131","1129","1","STATIC",3,3,8
888,"4075","10621-1","5.69209094411696","1129","1","STATIC",3,3,8
888,"4320","10621-1","366.538253762661","1129","1","STATIC",3,3,8
889,"1444","57-1","217.140596567168","1129","3","STATIC",3,3,8
889,"2032","10621-1","38.9759592503764","1129","1","STATIC",3,3,8
889,"2803","10621-1","771.520363642737",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
889,"3120","10621-1","523.436319470799",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
889,"3297","10621-2","399.182525430447","1129","1","STATIC",3,3,8
889,"3556","56-4","447.424231606766","1129","1","STATIC",3,3,8
889,"3615","10621-1","895.680424826804",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
889,"3662","57-2","101.664215671984","1129","2","STATIC",3,3,8
889,"3825","10621-1","830.299000646747",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
889,"3856","10621-1","186.046189485982","1129","1","STATIC",3,3,8
889,"3981","10621-2","937.403636664247",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
889,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
889,"4052","56-3","328.710512899199","1129","1","STATIC",3,3,8
889,"4075","10621-1","17.1195193024178","1129","1","STATIC",3,3,8
889,"4320","10621-1","399.908063661505","1129","1","STATIC",3,3,8
890,"1444","57-1","229.561570943748","1129","3","STATIC",3,3,8
890,"2032","10621-1","50.7864795972289","1129","1","STATIC",3,3,8
890,"2803","10621-1","780.172427182109",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
890,"3120","10621-1","559.743488543969",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
890,"3297","10621-2","420.029103477988","1129","1","STATIC",3,3,8
890,"3556","10621-2","9.52423421278979","1129","1","STATIC",3,3,8
890,"3615","10621-1","919.595116149542",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
890,"3662","57-2","135.57581570865","1129","2","STATIC",3,3,8
890,"3825","10621-1","857.639419980394",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
890,"3856","10621-1","196.81677124151","1129","1","STATIC",3,3,8
890,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
890,"4052","56-3","339.785505359574","1129","1","STATIC",3,3,8
890,"4075","10621-1","28.7651567439973","1129","1","STATIC",3,3,8
890,"4320","10621-1","433.51017897688","1129","1","STATIC",3,3,8
891,"1444","57-1","241.982545320328","1129","3","STATIC",3,3,8
891,"2032","10621-1","62.7612273401621","1129","1","STATIC",3,3,8
891,"2803","10621-1","788.725987400846",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
891,"3120","10621-1","594.256801207381",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
891,"3297","10621-2","440.67283829121","1129","1","STATIC",3,3,8
891,"3556","10621-2","38.6256811753241","1129","1","STATIC",3,3,8
891,"3662","57-2","169.547226010304","1129","2","STATIC",3,3,8
891,"3825","10621-1","884.825885779586",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
891,"3856","10621-1","207.700720338294","1129","1","STATIC",3,3,8
891,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
891,"4052","56-3","350.560966432258","1129","1","STATIC",3,3,8
891,"4075","10621-1","40.6290032688554","1129","1","STATIC",3,3,8
891,"4320","10621-1","467.344599708784","1129","1","STATIC",3,3,8
892,"1444","57-1","254.403519696908","1129","3","STATIC",3,3,8
892,"2032","10621-1","74.7359750830953","1129","1","STATIC",3,3,8
892,"2803","10621-1","797.181044298948",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
892,"3120","10621-1","626.962607581479",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
892,"3297","10621-2","461.316573104432","1129","1","STATIC",3,3,8
892,"3556","10621-2","68.9148722342557","1129","1","STATIC",3,3,8
892,"3662","57-2","203.576820184681","1129","2","STATIC",3,3,8
892,"3825","10621-1","911.955543071152",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
892,"3856","10621-1","218.698036776332","1129","1","STATIC",3,3,8
892,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
892,"4052","56-3","361.336427504942","1129","1","STATIC",3,3,8
892,"4075","10621-1","52.7110588769921","1129","1","STATIC",3,3,8
892,"4320","10621-1","501.411325857219","1129","1","STATIC",3,3,8
893,"1444","57-1","266.824494073488","1129","3","STATIC",3,3,8
893,"2032","10621-1","86.5464954299477","1129","1","STATIC",3,3,8
893,"2803","10621-1","805.537597876414",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
893,"3120","10621-2","659.336906684914",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
893,"3297","10621-2","482.163151151972","1129","1","STATIC",3,3,8
893,"3556","10621-2","99.9163319148851","1129","1","STATIC",3,3,8
893,"3662","57-2","237.663016065233","1129","2","STATIC",3,3,8
893,"3856","10621-1","229.808720555625","1129","1","STATIC",3,3,8
893,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
893,"4052","56-3","372.411419965317","1129","1","STATIC",3,3,8
893,"4075","10621-1","64.8799395679439","1129","1","STATIC",3,3,8
893,"4320","10621-1","535.710357422184",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
894,"1444","57-1","279.245468450068","1129","3","STATIC",3,3,8
894,"2032","10621-1","98.1927883807194","1129","1","STATIC",3,3,8
894,"2803","10621-1","813.795648133245",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
894,"3120","10621-2","692.845068113629",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
894,"3297","10621-2","503.212572433831","1129","1","STATIC",3,3,8
894,"3556","10621-2","131.172338512967","1129","1","STATIC",3,3,8
894,"3662","57-2","271.804274508517","1129","2","STATIC",3,3,8
894,"3856","10621-1","241.032771676173","1129","1","STATIC",3,3,8
894,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
894,"4052","56-3","383.785943813385","1129","1","STATIC",3,3,8
894,"4075","10621-1","76.9174362584323","1129","1","STATIC",3,3,8
894,"4320","10621-1","570.009388987149",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
895,"1444","57-1","291.666442826648","1129","3","STATIC",3,3,8
895,"2032","10621-1","109.67485393541","1129","1","STATIC",3,3,8
895,"2803","10621-1","821.955195069441",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
895,"3120","10621-2","727.452317844811",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
895,"3297","10621-2","524.464836950008",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
895,"3556","10621-2","162.682892028502","1129","1","STATIC",3,3,8
895,"3662","57-2","305.999098224293","1129","2","STATIC",3,3,8
895,"3856","10621-1","252.370190137975","1129","1","STATIC",3,3,8
895,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
895,"4052","56-3","395.459999049145","1129","1","STATIC",3,3,8
895,"4075","10621-1","88.736723865642","1129","1","STATIC",3,3,8
895,"4320","10621-1","603.424148794271",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
896,"1444","57-1","304.087417203228","1129","3","STATIC",3,3,8
896,"2032","10621-1","120.992692094021","1129","1","STATIC",3,3,8
896,"2803","10621-1","830.016238685001",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
896,"3120","10621-2","763.125079085607",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
896,"3297","10621-2","545.717101466185",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
896,"3556","10621-2","194.44799246149","1129","1","STATIC",3,3,8
896,"3662","57-2","340.246030637425","1129","2","STATIC",3,3,8
896,"3856","10621-1","263.820975941033","1129","1","STATIC",3,3,8
896,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
896,"4052","56-3","407.134054284904","1129","1","STATIC",3,3,8
896,"4075","10621-1","100.337802389573","1129","1","STATIC",3,3,8
896,"4320","10621-1","635.296567800904",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
897,"1444","57-1","316.508391579808","1129","3","STATIC",3,3,8
897,"2032","10621-1","132.14630285655","1129","1","STATIC",3,3,8
897,"2803","10621-1","837.978778979926",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
897,"3120","10621-2","799.456572874504",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
897,"3297","10621-2","566.766522748044",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
897,"3556","10621-2","226.46763981193","1129","1","STATIC",3,3,8
897,"3662","57-2","374.543654780735","1129","2","STATIC",3,3,8
897,"3856","10621-1","275.385129085346","1129","1","STATIC",3,3,8
897,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
897,"4052","56-3","418.508578132972","1129","1","STATIC",3,3,8
897,"4075","10621-1","111.741945479697","1129","1","STATIC",3,3,8
897,"4320","10621-1","665.614013254846",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
898,"1444","57-1","328.929365956388","1129","3","STATIC",3,3,8
898,"2032","10621-1","143.135686222999","1129","1","STATIC",3,3,8
898,"2803","10621-1","845.842815954216",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
898,"3120","10621-2","836.05652554845",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
898,"3297","10621-2","587.613100795584",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
898,"3556","10621-2","258.487287162371","1129","1","STATIC",3,3,8
898,"3662","57-2","408.890592217967","1129","2","STATIC",3,3,8
898,"3856","10621-1","287.062649570913","1129","1","STATIC",3,3,8
898,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
898,"4052","56-3","429.583570593348","1129","1","STATIC",3,3,8
898,"4075","10621-1","122.968616046492","1129","1","STATIC",3,3,8
898,"4320","10621-2","695.701345950273",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
899,"1444","57-1","341.350340332968","1129","3","STATIC",3,3,8
899,"2032","10621-1","153.960842193367","1129","1","STATIC",3,3,8
899,"2803","10621-1","853.706852928506",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
899,"3120","10621-2","872.924937107443",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
899,"3297","10621-2","608.256835608806",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
899,"3556","10621-2","290.252387595358","1129","1","STATIC",3,3,8
899,"3856","10621-1","298.853537397735","1129","1","STATIC",3,3,8
899,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
899,"4052","56-3","440.359031666031","1129","1","STATIC",3,3,8
899,"4075","10621-1","134.01438107606","1129","1","STATIC",3,3,8
899,"4320","10621-2","726.874763898404",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
900,"2","1220042200-2","85.1921276753375",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
900,"13","174-1","242.161870381819","1081","2","STATIC",3,3,8
900,"19","329-4","3.81726337866013","1113","3","STATIC",3,3,8
900,"23","52-1","408.98181847973","1123","2","STATIC",3,3,8
900,"26","24-3","646.180387878167",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
900,"30","127-1","574.504582718036","1117","1","STATIC",3,3,8
900,"58","269-3","23.9701351455392","1088","1","STATIC",3,3,8
900,"72","427-3","113.62391362909","1112","1","STATIC",3,3,8
900,"78","1220000803-3","334.088659484954",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
900,"79","1220000102-4","127.123311149557","1128","2","STATIC",3,3,8
900,"89","326-4","132.312242391445","1113","3","STATIC",3,3,8
900,"124","1210018302-3","122.161309235088","1034","2","STATIC",3,3,8
900,"1444","57-1","353.771314709549","1129","3","STATIC",3,3,8
900,"2032","10621-1","164.785998163735","1129","1","STATIC",3,3,8
900,"2803","10621-1","861.669393223431",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
900,"3120","10621-2","909.218050663496",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
900,"3297","10621-2","628.900570422028",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
900,"3556","10621-2","321.762941110893","1129","1","STATIC",3,3,8
900,"3856","10621-1","310.644425224557","1129","1","STATIC",3,3,8
900,"3998","57-1","412.841919109218","1129","2","STATIC",3,3,8
900,"4052","56-3","451.134492738715","1129","1","STATIC",3,3,8
900,"4075","10621-1","144.876227128995","1129","1","STATIC",3,3,8
900,"4320","10621-2","759.104179898094",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
901,"1444","57-1","366.192289086129","1129","3","STATIC",3,3,8
901,"2032","10621-1","175.775381530184","1129","1","STATIC",3,3,8
901,"2803","10621-1","869.730436838991",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
