sim_sec,veh_no,lane,pos_m,route_decision_no,route_no,route_decision_type,decision_vartype,route_vartype,type_vartype
1008,"4710","56-3","188.280656894875",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4781","57-2","176.360710637447","1129","2","STATIC",3,3,8
1008,"4797","56-3","76.0351975002106",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4814","57-1","209.175492150481","1129","3","STATIC",3,3,8
1008,"4821","57-1","300.745472836686","1129","2","STATIC",3,3,8
1008,"5153","56-1","13.1133806257575","1124","3","STATIC",3,3,8
1008,"5166","56-2","212.986689293232",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"207","56-3","117.040464323282",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"818","56-1","304.079291934193","1129","2","STATIC",3,3,8
1009,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1009,"1107","10621-2","174.841563879582","1129","1","STATIC",3,3,8
1009,"1189","10621-2","284.008097334906","1129","1","STATIC",3,3,8
1009,"2241","56-2","268.921913012479","1129","2","STATIC",3,3,8
1009,"3123","10621-1","37.430818181547","1129","1","STATIC",3,3,8
1009,"3395","56-4","79.5873835995135",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"3832","56-3","56.6888707128284",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4023","57-1","156.469216458082","1129","3","STATIC",3,3,8
1009,"4037","56-1","4.3506928653718",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4293","56-1","240.481437875886",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4351","56-2","194.417933341747",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4424","10621-1","696.240551205524",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4459","56-4","114.518459432352",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4479","10621-2","317.85618033622","1129","1","STATIC",3,3,8
1009,"4637","56-2","291.180010432022","1129","1","STATIC",3,3,8
1009,"4662","10621-1","435.248620011784","1129","1","STATIC",3,3,8
1009,"4700","56-4","404.494827406632","1129","1","STATIC",3,3,8
1009,"4710","56-3","199.117607799144",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4781","57-2","210.891563434506","1129","2","STATIC",3,3,8
1009,"4797","56-3","87.7528369981842",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1009,"4814","57-1","221.654811173983","1129","3","STATIC",3,3,8
1009,"4821","57-1","329.885213850865","1129","2","STATIC",3,3,8
1009,"5153","56-1","25.3352670910458","1124","3","STATIC",3,3,8
1009,"5166","56-2","227.781551564498",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"207","56-3","126.153003371337",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"818","56-1","315.840732526963","1129","2","STATIC",3,3,8
1010,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1010,"1107","10621-2","206.084631122374","1129","1","STATIC",3,3,8
1010,"1189","10621-2","318.71394496465","1129","1","STATIC",3,3,8
1010,"2241","56-2","281.324069145852","1129","2","STATIC",3,3,8
1010,"3123","10621-1","57.8728405949759","1129","1","STATIC",3,3,8
1010,"3395","56-4","93.3958234520796",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"3832","56-3","69.5730122250911",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"4023","57-1","176.03002971512","1129","3","STATIC",3,3,8
1010,"4037","56-1","19.9154967684909",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"4293","56-1","255.435457843355","1129","1","STATIC",3,3,8
1010,"4351","56-2","210.645801974587",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"4424","10621-1","707.853993648481",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"4459","56-4","128.826402377497",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"4479","10621-2","356.285136014414","1129","1","STATIC",3,3,8
1010,"4637","56-2","307.924778826336","1129","1","STATIC",3,3,8
1010,"4662","10621-1","447.724048980071","1129","1","STATIC",3,3,8
1010,"4700","56-4","438.339372677083","1129","1","STATIC",3,3,8
1010,"4710","56-3","210.164193349947",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"4781","57-2","242.406360202692","1129","2","STATIC",3,3,8
1010,"4797","56-3","99.0586918664497",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1010,"4814","57-1","233.992577580725","1129","3","STATIC",3,3,8
1010,"4821","57-1","358.068830749118","1129","2","STATIC",3,3,8
1010,"5153","56-2","37.3910647370786","1124","3","STATIC",3,3,8
1010,"5166","56-2","242.406153490056",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"207","56-3","135.003704061541",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"818","56-1","327.602173119733","1129","2","STATIC",3,3,8
1011,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1011,"1107","10621-2","237.593320397733","1129","1","STATIC",3,3,8
1011,"1189","10621-2","353.233921373341","1129","1","STATIC",3,3,8
1011,"2241","56-2","294.004948841527","1129","2","STATIC",3,3,8
1011,"3123","10621-1","78.3148630084049","1129","1","STATIC",3,3,8
1011,"3395","56-4","108.505877229576",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"3832","56-3","82.2053722002232",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"4023","57-1","194.92064191323","1129","3","STATIC",3,3,8
1011,"4037","56-1","35.6068830323615",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"4293","56-1","270.161620209607","1129","1","STATIC",3,3,8
1011,"4351","56-2","226.699453635992",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"4424","10621-1","719.371757924451",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"4459","56-4","143.47811260813",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"4479","10621-2","395.356336627415","1129","1","STATIC",3,3,8
1011,"4637","56-3","326.128597502577","1129","1","STATIC",3,3,8
1011,"4662","10621-1","459.991063425072","1129","1","STATIC",3,3,8
1011,"4700","10621-2","6.70737857667086","1129","1","STATIC",3,3,8
1011,"4710","56-3","221.420413547284",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"4781","57-2","270.918935461152","1129","2","STATIC",3,3,8
1011,"4797","56-3","109.837293182666",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1011,"4814","57-1","246.188791370708","1129","3","STATIC",3,3,8
1011,"4821","57-1","385.286226481131","1129","2","STATIC",3,3,8
1011,"5153","56-2","49.2807735638561","1124","3","STATIC",3,3,8
1011,"5166","56-2","256.8242790687","1129","3","STATIC",3,3,8
1012,"207","56-3","143.854404751746",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"818","56-1","339.543414551352","1129","2","STATIC",3,3,8
1012,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1012,"1107","10621-2","269.367631705659","1129","1","STATIC",3,3,8
1012,"1189","10621-2","387.56802656098","1129","1","STATIC",3,3,8
1012,"2241","56-2","306.964552099506","1129","2","STATIC",3,3,8
1012,"3123","10621-1","98.99307555144","1129","1","STATIC",3,3,8
1012,"3395","56-4","124.709869730479",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"3832","56-3","94.4235050304111",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"4023","57-1","213.112188876164","1129","3","STATIC",3,3,8
1012,"4037","56-1","52.6925335230336",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"4293","56-2","284.601840669717","1129","1","STATIC",3,3,8
1012,"4351","56-1","242.608934716787",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"4424","10621-1","730.793844033432",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"4459","56-4","158.464306930503",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"4479","10621-2","435.056531015412","1129","1","STATIC",3,3,8
1012,"4637","56-3","345.703411749626","1129","1","STATIC",3,3,8
1012,"4662","10621-1","472.049663346787","1129","1","STATIC",3,3,8
1012,"4700","10621-2","41.1320603268741","1129","1","STATIC",3,3,8
1012,"4710","56-3","232.886268391155",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"4781","57-1","297.667760486492","1129","2","STATIC",3,3,8
1012,"4797","56-3","119.917830706986",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1012,"4814","57-1","258.24345254393","1129","3","STATIC",3,3,8
1012,"4821","57-1","411.506334056948","1129","2","STATIC",3,3,8
1012,"5153","56-2","61.0043935713781","1124","3","STATIC",3,3,8
1012,"5166","56-2","271.076625314206","1129","3","STATIC",3,3,8
1013,"207","56-3","152.966943799801",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"818","56-1","351.664456821819","1129","2","STATIC",3,3,8
1013,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1013,"1107","10621-2","301.407565046154","1129","1","STATIC",3,3,8
1013,"1189","10621-2","421.716260527566","1129","1","STATIC",3,3,8
1013,"2241","56-2","319.924155357485","1129","2","STATIC",3,3,8
1013,"3123","10621-1","119.907478224081","1129","1","STATIC",3,3,8
1013,"3395","56-4","140.791768541724",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"3832","56-4","107.468903677855",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"4023","57-1","230.571799807082","1129","3","STATIC",3,3,8
1013,"4037","56-1","71.0578408677046",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"4293","56-2","298.84011549077","1129","1","STATIC",3,3,8
1013,"4351","56-1","258.4070311008","1129","1","STATIC",3,3,8
1013,"4424","10621-1","742.120251975425",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"4459","56-4","173.775952836985",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"4479","10621-2","475.136356676551","1129","1","STATIC",3,3,8
1013,"4637","56-3","366.569816253224","1129","1","STATIC",3,3,8
1013,"4662","10621-1","483.899848745217","1129","1","STATIC",3,3,8
1013,"4700","10621-2","75.5567420770774","1129","1","STATIC",3,3,8
1013,"4710","56-3","244.56175788156",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"4781","57-1","323.875070075314","1129","2","STATIC",3,3,8
1013,"4797","56-3","129.475680693597",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1013,"4814","57-1","270.156561100393","1129","3","STATIC",3,3,8
1013,"5153","56-3","72.6167130546076","1124","3","STATIC",3,3,8
1013,"5166","56-1","285.271161505887","1129","3","STATIC",3,3,8
1014,"207","56-3","162.341321205705",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"818","56-1","363.965299931133","1129","2","STATIC",3,3,8
1014,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1014,"1107","10621-2","333.447498386648","1129","1","STATIC",3,3,8
1014,"1189","10621-2","455.864494494153","1129","1","STATIC",3,3,8
1014,"2241","56-2","332.60503505316","1129","2","STATIC",3,3,8
1014,"3123","10621-1","141.058071026328","1129","1","STATIC",3,3,8
1014,"3395","56-4","156.8119436501",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"3832","56-4","122.620900325311",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"4023","57-1","247.261351813342","1129","3","STATIC",3,3,8
1014,"4037","56-1","90.6047309771184",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"4293","56-2","312.785769570992","1129","1","STATIC",3,3,8
1014,"4351","56-1","274.078481093675","1129","1","STATIC",3,3,8
1014,"4424","10621-1","753.350981750431",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"4459","56-4","189.404261736461",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"4479","10621-2","515.353007625048",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"4637","56-4","388.655935670937","1129","1","STATIC",3,3,8
1014,"4662","10621-1","495.750034143646","1129","1","STATIC",3,3,8
1014,"4700","10621-2","109.691355587405","1129","1","STATIC",3,3,8
1014,"4710","56-3","256.237247371964","1129","1","STATIC",3,3,8
1014,"4781","57-1","349.522978891459","1129","2","STATIC",3,3,8
1014,"4797","56-3","138.909515229444",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1014,"4814","57-1","281.928117040096","1129","3","STATIC",3,3,8
1014,"5153","56-3","84.1731860762738","1124","3","STATIC",3,3,8
1014,"5166","56-1","299.424365595024","1129","3","STATIC",3,3,8
1015,"207","56-3","171.977536969459",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"818","56-1","376.445943879297","1129","2","STATIC",3,3,8
1015,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1015,"1107","10621-2","365.221809694574","1129","1","STATIC",3,3,8
1015,"1189","10621-2","490.198599681791","1129","1","STATIC",3,3,8
1015,"2241","56-2","345.007191186533","1129","2","STATIC",3,3,8
1015,"3123","10621-1","162.444853958182","1129","1","STATIC",3,3,8
1015,"3395","56-4","172.811187220389",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"3832","56-4","138.8853028234",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"4023","57-1","263.135539092186","1129","3","STATIC",3,3,8
1015,"4037","56-2","111.245082244345",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"4293","56-3","327.146880746238","1129","1","STATIC",3,3,8
1015,"4351","56-2","289.628584648029","1129","1","STATIC",3,3,8
1015,"4424","10621-1","764.486033358449",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"4459","56-4","205.340682367538",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"4479","10621-2","555.706483860903",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"4637","56-4","411.895726518095","1129","1","STATIC",3,3,8
1015,"4662","10621-1","507.808634065362",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"4700","10621-2","143.535900857857","1129","1","STATIC",3,3,8
1015,"4710","56-3","267.703102215835","1129","1","STATIC",3,3,8
1015,"4781","57-1","374.611847702295","1129","2","STATIC",3,3,8
1015,"4797","56-3","148.336760854721",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1015,"4814","57-1","293.558120363039","1129","3","STATIC",3,3,8
1015,"5153","56-3","95.669708080184","1124","3","STATIC",3,3,8
1015,"5166","56-1","313.540998310993","1129","3","STATIC",3,3,8
1016,"207","56-3","181.875591091064",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"818","56-1","389.106388666308","1129","2","STATIC",3,3,8
1016,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1016,"1107","10621-2","396.730498969933","1129","1","STATIC",3,3,8
1016,"1189","10621-2","524.718576090483",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"2241","56-2","357.130623757604","1129","2","STATIC",3,3,8
1016,"3123","10621-1","184.067827019641","1129","1","STATIC",3,3,8
1016,"3395","56-4","188.936804467326",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"3832","56-4","155.24989712365",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4023","57-1","278.138639964614","1129","3","STATIC",3,3,8
1016,"4037","56-2","132.89932822033",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4293","56-3","342.732571967694","1129","1","STATIC",3,3,8
1016,"4350","10634-1","1.84156313037079",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4351","56-2","305.055221017075","1129","1","STATIC",3,3,8
1016,"4424","10621-1","775.525406799479",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4459","56-4","221.57689438962",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4479","10621-2","596.196785384117",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4637","56-4","436.228466046276","1129","1","STATIC",3,3,8
1016,"4662","10621-1","520.075648510363",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4700","10621-2","177.090377888433","1129","1","STATIC",3,3,8
1016,"4710","56-3","278.959322413172","1129","1","STATIC",3,3,8
1016,"4781","57-1","399.160972033251","1129","2","STATIC",3,3,8
1016,"4797","56-3","157.758756421344",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1016,"4814","57-1","305.046571069222","1129","3","STATIC",3,3,8
1016,"5153","56-3","107.101230790598","1124","3","STATIC",3,3,8
1016,"5166","56-1","327.625721303553","1129","3","STATIC",3,3,8
1017,"207","56-3","192.035483570518",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"818","56-1","401.946634292167","1129","2","STATIC",3,3,8
1017,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1017,"1107","10621-2","427.973566212725","1129","1","STATIC",3,3,8
1017,"1189","10621-2","559.424423720227",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"2241","56-2","368.975332766371","1129","2","STATIC",3,3,8
1017,"3123","10621-1","205.6908000811","1129","1","STATIC",3,3,8
1017,"3395","56-4","205.321231212191",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"3832","56-4","171.714683226062",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4023","57-1","292.198465343231","1129","3","STATIC",3,3,8
1017,"4037","56-2","155.494468486045",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4293","56-3","359.482650526296","1129","1","STATIC",3,3,8
1017,"4350","10634-1","12.6614472211369",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4351","56-2","320.316052431331","1129","1","STATIC",3,3,8
1017,"4424","10621-1","786.469102073521",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4459","56-4","238.104802147061",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4479","10621-2","636.823912194689",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4637","56-4","461.597678159905","1129","1","STATIC",3,3,8
1017,"4662","10621-1","532.55107747865",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4700","10621-2","210.354786679133","1129","1","STATIC",3,3,8
1017,"4710","56-3","290.005907963975","1129","1","STATIC",3,3,8
1017,"4797","56-3","167.401397982507",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1017,"4814","57-1","316.535021775405","1129","3","STATIC",3,3,8
1017,"5153","56-3","118.467419965655","1124","3","STATIC",3,3,8
1017,"5166","56-1","342.671713655099","1129","3","STATIC",3,3,8
1018,"207","56-3","202.195376049972",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"818","56-1","414.966680756875","1129","2","STATIC",3,3,8
1018,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1018,"1107","10621-2","458.951011422949","1129","1","STATIC",3,3,8
1018,"1189","10621-2","594.316142571024",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"2241","56-2","380.541318212836","1129","2","STATIC",3,3,8
1018,"3123","10621-1","227.077583012954","1129","1","STATIC",3,3,8
1018,"3395","56-4","221.964467454985",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"3832","56-4","188.390225047835",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"4023","57-1","305.33189715947","1129","3","STATIC",3,3,8
1018,"4037","56-2","178.970190822234",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"4293","56-3","377.341491102671","1129","1","STATIC",3,3,8
1018,"4350","10634-1","24.3707048630457",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"4351","56-3","336.271748471374","1129","1","STATIC",3,3,8
1018,"4424","10621-1","797.317119180576",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"4459","56-4","254.916537768638","1129","1","STATIC",3,3,8
1018,"4479","10621-2","677.587864292619",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"4637","10621-2","22.1844781806429","1129","1","STATIC",3,3,8
1018,"4662","10621-1","545.234920970222",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"4700","10621-2","243.619195469833","1129","1","STATIC",3,3,8
1018,"4710","56-3","300.842858868244","1129","1","STATIC",3,3,8
1018,"4797","56-3","177.600143109236",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1018,"4814","57-1","328.165025098348","1129","3","STATIC",3,3,8
1018,"5153","56-3","129.781536523523","1124","3","STATIC",3,3,8
1018,"5166","56-1","358.629114167172","1129","3","STATIC",3,3,8
1019,"207","56-3","212.093430171577",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"818","56-1","427.986727221582","1129","2","STATIC",3,3,8
1019,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1019,"1107","10621-2","489.662834600605","1129","1","STATIC",3,3,8
1019,"1189","10621-2","629.393732642874",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"2241","56-2","392.107303659301","1129","2","STATIC",3,3,8
1019,"3123","10621-1","248.228175815201","1129","1","STATIC",3,3,8
1019,"3395","56-4","238.866513195706",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"3832","56-4","205.276522588969",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"4023","57-1","317.78192747861","1129","3","STATIC",3,3,8
1019,"4037","56-2","203.278224152268",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"4293","56-3","396.258234687014","1129","1","STATIC",3,3,8
1019,"4350","10634-1","36.8687236557294",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"4351","56-3","353.762606424256","1129","1","STATIC",3,3,8
1019,"4424","10621-1","808.069458120642",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"4459","56-4","272.004949763814","1129","1","STATIC",3,3,8
1019,"4479","10621-2","718.488641677908",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"4637","10621-2","49.4739119433292","1129","1","STATIC",3,3,8
1019,"4662","10621-1","558.12717898508",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"4700","10621-2","277.173672500409","1129","1","STATIC",3,3,8
1019,"4710","56-3","311.47017512598","1129","1","STATIC",3,3,8
1019,"4797","56-3","188.069889495452",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1019,"4814","57-1","339.936581038051","1129","3","STATIC",3,3,8
1019,"5153","56-3","141.070754565645","1124","3","STATIC",3,3,8
1019,"5166","56-1","374.46591390654","1129","3","STATIC",3,3,8
1020,"207","56-3","221.729645935331",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"818","56-1","440.826972847442","1129","2","STATIC",3,3,8
1020,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1020,"1107","10621-2","520.109035745694",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"1189","10621-2","664.657193935776",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"2241","56-2","403.952012668069","1129","2","STATIC",3,3,8
1020,"3123","10621-1","269.142578487842","1129","1","STATIC",3,3,8
1020,"3395","56-4","256.027368434356","1129","1","STATIC",3,3,8
1020,"3832","56-4","222.373575849463",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"4023","57-1","329.97756955291","1129","3","STATIC",3,3,8
1020,"4037","56-2","227.739645781539",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"4293","56-3","416.185230300183","1129","1","STATIC",3,3,8
1020,"4350","10634-1","50.061818832144",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"4351","56-3","372.692333655454","1129","1","STATIC",3,3,8
1020,"4424","10621-1","818.821797060709",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"4459","56-4","289.363562716671","1129","1","STATIC",3,3,8
1020,"4479","10621-2","759.526244350555",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"4637","10621-2","77.6537485962387","1129","1","STATIC",3,3,8
1020,"4662","10621-1","571.227851523224",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"4700","10621-2","311.018217770861","1129","1","STATIC",3,3,8
1020,"4710","56-3","322.097491383716","1129","1","STATIC",3,3,8
1020,"4797","56-3","198.373953747704",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"4814","57-1","351.849689594514","1129","3","STATIC",3,3,8
1020,"5153","56-3","152.341547946629",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1020,"5166","56-1","390.181786397236","1129","3","STATIC",3,3,8
1021,"207","56-3","231.104023341235",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1021,"818","56-1","453.487417634453","1129","2","STATIC",3,3,8
1021,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1021,"1107","10621-2","550.555236890782",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1021,"1189","10621-2","699.920655228678",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1021,"2241","56-2","416.075445239139","1129","2","STATIC",3,3,8
1021,"3123","10621-1","289.820791030877","1129","1","STATIC",3,3,8
1021,"3395","56-4","273.447033170934","1129","1","STATIC",3,3,8
1021,"3832","56-4","239.681384829318",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1021,"4023","57-1","342.16627069218","1129","3","STATIC",3,3,8
