t_start,kind,key,veh_h
4500,ramp,R_F_E,408.0
4500,ramp,R_F_W,1392.0
4650,mainline,FW_E,2856.0
4650,mainline,FW_W,5280.0
4650,ramp,R_D_E,720.0
4650,ramp,R_D_W,576.0
4650,ramp,R_F_E,384.0
4650,ramp,R_F_W,1128.0
4800,mainline,FW_E,2688.0
4800,mainline,FW_W,4872.0
4800,ramp,R_D_E,504.0
4800,ramp,R_D_W,672.0
4800,ramp,R_F_E,384.0
4800,ramp,R_F_W,1128.0
4950,mainline,FW_E,2832.0
4950,mainline,FW_W,5088.0
4950,ramp,R_D_E,864.0
4950,ramp,R_D_W,672.0
4950,ramp,R_F_E,576.0
4950,ramp,R_F_W,960.0
5100,mainline,FW_E,2592.0
5100,mainline,FW_W,4440.0
5100,ramp,R_D_E,696.0
5100,ramp,R_D_W,696.0
5100,ramp,R_F_E,384.0
5100,ramp,R_F_W,1272.0
5250,mainline,FW_E,2448.0
5250,mainline,FW_W,4944.0
5250,ramp,R_D_E,720.0
5250,ramp,R_D_W,600.0
5250,ramp,R_F_E,648.0
5250,ramp,R_F_W,1008.0
