t_start,kind,key,veh_h
3900,mainline,FW_E,2712.0
3900,mainline,FW_W,4992.0
3900,ramp,R_D_E,720.0
3900,ramp,R_D_W,768.0
3900,ramp,R_F_E,336.0
3900,ramp,R_F_W,1512.0
4050,mainline,FW_E,2808.0
4050,mainline,FW_W,4464.0
4050,ramp,R_D_E,1080.0
4050,ramp,R_D_W,672.0
4050,ramp,R_F_E,456.0
4050,ramp,R_F_W,1296.0
4200,mainline,FW_E,2544.0
4200,mainline,FW_W,4464.0
4200,ramp,R_D_E,648.0
4200,ramp,R_D_W,408.0
4200,ramp,R_F_E,432.0
4200,ramp,R_F_W,1368.0
4350,mainline,FW_E,2784.0
4350,mainline,FW_W,5232.0
4350,ramp,R_D_E,1008.0
4350,ramp,R_D_W,840.0
4350,ramp,R_F_E,432.0
4350,ramp,R_F_W,1368.0
4500,mainline,FW_E,2760.0
4500,mainline,FW_W,4536.0
4500,ramp,R_D_E,864.0
4500,ramp,R_D_W,768.0
4500,ramp,R_F_E,408.0
4500,ramp,R_F_W,1392.0
4650,mainline,FW_E,2616.0
4650,mainline,FW_W,4872.0
4650,ramp,R_D_E,576.0
4650,ramp,R_D_W,696.0
4650,ramp,R_F_E,408.0
4650,ramp,R_F_W,1320.0
4800,mainline,FW_E,2616.0
4800,mainline,FW_W,5136.0
4800,ramp,R_D_E,480.0
4800,ramp,R_D_W,720.0
4800,ramp,R_F_E,336.0
4800,ramp,R_F_W,1104.0
4950,mainline,FW_E,1992.0
4950,mainline,FW_W,4920.0
4950,ramp,R_D_E,912.0
4950,ramp,R_D_W,672.0
4950,ramp,R_F_E,384.0
4950,ramp,R_F_W,1056.0
5100,mainline,FW_E,2184.0
5100,mainline,FW_W,5304.0
5100,ramp,R_D_E,504.0
5100,ramp,R_D_W,672.0
5100,ramp,R_F_E,360.0
5100,ramp,R_F_W,1248.0
5250,mainline,FW_E,2808.0
5250,mainline,FW_W,5040.0
5250,ramp,R_D_E,768.0
5250,ramp,R_D_W,600.0
5250,ramp,R_F_E,576.0
5250,ramp,R_F_W,1176.0
