link,nc_lcd200,g1_lcd200,h0,h11,b0,d_g1_200,d_h11_1000,d_b0_1000,d_nc_1000v200
10650,0.3,0.3,0.3,0.3,0.3,0.0,-0.0,-0.0,0.0
10651,0.3,0.4,0.4,0.3,0.3,0.0,-0.0,-0.0,0.0
10653,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
10636,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,0.0,-0.0
295,2.2,2.2,2.3,2.3,2.3,0.0,0.0,0.0,0.1
10656,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10657,0.1,0.1,0.1,0.0,0.1,-0.0,-0.0,-0.0,-0.0
10658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
296,1.6,1.6,1.6,1.6,1.6,-0.0,-0.0,-0.0,0.0
10660,0.5,0.4,0.7,0.5,0.2,-0.0,-0.2,-0.5,0.2
308,0.8,0.8,0.8,0.8,0.8,-0.0,0.0,0.0,-0.0
309,8.8,8.8,8.7,8.8,8.8,0.0,0.1,0.1,-0.0
10663,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10664,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.1,0.0
10665,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10666,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10667,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10668,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
10669,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0
316,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,-0.0,-0.0
10674,0.1,0.1,0.2,0.1,0.1,0.0,-0.0,-0.0,0.0
10675,0.2,0.2,0.2,0.3,0.2,0.0,0.1,0.0,-0.0
10676,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,0.0
10677,0.1,0.2,0.1,0.1,0.2,0.0,-0.0,0.0,-0.0
10738,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10739,0.1,0.1,0.1,0.1,0.2,0.0,-0.0,0.1,-0.0
10740,0.3,0.2,0.3,0.2,0.3,-0.0,-0.0,0.0,-0.0
10741,0.3,0.3,0.2,0.3,0.3,0.0,0.0,0.0,-0.0
289,0.2,0.2,0.2,0.2,0.2,0.0,0.0,-0.0,0.0
10684,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10685,0.4,0.4,0.4,0.4,0.3,0.0,-0.0,-0.1,-0.0
128,4.4,4.4,4.4,4.2,3.8,-0.0,-0.2,-0.6,-0.0
10670,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10671,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
136,0.4,0.4,0.4,0.4,0.4,-0.0,0.0,0.0,-0.0
10673,0.1,0.0,0.1,0.1,0.1,-0.0,-0.0,0.0,-0.0
10691,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10692,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10693,0.6,0.5,0.6,0.5,0.7,-0.0,-0.1,0.1,0.0
138,1.6,1.6,1.7,1.6,1.8,-0.0,-0.0,0.1,0.0
10678,0.2,0.2,0.2,0.2,0.3,0.0,0.0,0.0,-0.0
10679,0.3,0.3,0.3,0.3,0.3,0.0,-0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
164,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,-0.0
10697,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
10701,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.0
10702,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
10703,0.7,0.7,0.7,0.7,0.7,0.0,-0.0,0.0,0.0
10687,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
10688,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,-0.0,0.0
165,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,-0.0
10690,0.2,0.1,0.2,0.1,0.2,-0.0,-0.0,-0.0,0.0
10713,0.4,0.4,0.4,0.4,0.4,-0.0,0.0,-0.0,-0.0
10715,0.3,0.3,0.3,0.3,0.4,0.0,-0.0,0.0,0.0
10720,0.2,0.1,0.1,0.1,0.2,-0.0,-0.0,0.0,-0.0
10721,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10770,0.2,0.2,0.2,0.2,0.3,-0.0,-0.0,0.1,0.0
167,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
297,3.0,3.0,2.9,3.0,3.0,0.0,0.0,0.1,-0.1
168,0.8,0.8,0.9,0.7,0.8,-0.0,-0.2,-0.1,0.0
10726,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,-0.0
10727,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
10728,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10729,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10705,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10707,0.2,0.2,0.3,0.2,0.3,0.0,-0.0,0.1,0.0
10709,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,0.0,-0.0
10711,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10734,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10735,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10736,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
10737,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
10611,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
10723,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
10724,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10725,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,0.0,0.0
10742,0.3,0.3,0.3,0.3,0.4,0.0,0.0,0.1,0.0
10743,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-0.0
10744,0.3,0.3,0.3,0.3,0.3,-0.0,-0.0,0.1,0.0
10745,0.2,0.2,0.2,0.2,0.2,0.0,-0.0,-0.0,0.0
10730,0.1,0.2,0.2,0.1,0.3,0.0,-0.0,0.2,0.0
10731,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,0.0,-0.0
10732,0.4,0.4,0.4,0.4,0.4,0.0,-0.0,0.0,-0.0
10733,0.3,0.3,0.3,0.3,0.3,-0.0,0.0,0.0,-0.0
170,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
329,74.8,74.8,74.0,73.3,71.3,0.0,-0.7,-2.7,-0.8
332,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
1220000502,9.4,9.4,9.3,9.3,9.4,-0.0,-0.0,0.0,-0.0
1220000600,0.3,0.3,0.3,0.3,0.3,0.0,-0.0,-0.0,0.0
336,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,-0.0,0.0
1210018202,1.8,1.8,1.8,1.8,1.8,0.0,0.0,-0.0,-0.0
10746,0.3,0.3,0.3,0.3,0.3,-0.0,-0.0,0.0,-0.0
10747,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,0.0,-0.0
10748,0.2,0.2,0.2,0.2,0.3,0.0,-0.0,0.0,0.0
10749,0.4,0.4,0.4,0.4,0.4,0.0,0.1,0.0,-0.0
10750,0.3,0.3,0.3,0.3,0.3,0.0,0.0,-0.0,0.0
10751,0.2,0.2,0.2,0.2,0.2,0.0,0.0,-0.0,0.0
10752,0.5,0.5,0.5,0.5,0.5,-0.0,-0.0,-0.0,-0.0
10753,0.4,0.4,0.4,0.4,0.4,-0.0,0.0,0.0,-0.0
10754,0.2,0.2,0.2,0.2,0.2,-0.0,0.0,0.0,-0.0
10755,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,0.0,-0.0
10756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10758,0.9,0.9,0.9,0.9,0.9,-0.0,-0.0,-0.0,0.0
10759,0.5,0.5,0.5,0.5,0.5,-0.0,-0.0,-0.0,-0.0
10760,0.7,0.7,0.7,0.7,0.6,-0.0,0.0,-0.0,-0.0
10761,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,-0.0
10762,0.2,0.3,0.2,0.3,0.2,0.0,0.0,0.0,0.0
10763,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
10764,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0
10765,0.4,0.4,0.4,0.4,0.4,-0.0,0.0,0.0,-0.0
10766,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,-0.0,0.0
10767,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,-0.0
10768,0.1,0.2,0.2,0.1,0.2,0.0,-0.0,-0.0,0.0
10769,0.2,0.2,0.2,0.2,0.2,0.0,0.0,-0.0,0.0
49,0.6,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
343,6.0,6.0,6.1,6.1,6.0,-0.0,-0.0,-0.0,0.1
112,2.1,2.1,2.1,2.1,2.1,0.0,0.0,-0.0,0.0
319,0.2,0.1,0.1,0.2,0.2,-0.0,0.0,0.0,-0.0
114,0.9,0.9,0.9,0.9,0.9,-0.0,-0.0,-0.0,0.0
404,2.5,2.5,2.6,2.5,2.6,-0.0,-0.1,0.0,0.0
1220018201,3.4,3.4,3.5,3.4,3.3,-0.0,-0.0,-0.2,0.1
55,24.1,24.2,24.1,25.9,24.1,0.0,1.8,0.0,-0.0
359,2.0,2.0,2.2,2.1,2.1,-0.0,-0.1,-0.1,0.1
364,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,-0.0
59,0.7,0.7,0.7,0.7,0.7,0.0,-0.0,0.0,0.0
41,1.6,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0
42,3.3,3.3,3.3,3.3,3.3,0.0,0.0,0.0,0.0
44,1.1,1.1,1.1,1.1,1.1,0.0,0.0,-0.0,0.0
45,1.6,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0
77,3.6,3.6,3.7,3.6,3.9,-0.0,-0.0,0.2,0.0
60,5.1,5.1,5.1,5.1,5.1,0.0,0.0,0.0,0.0
365,0.3,0.3,0.3,0.3,0.3,-0.0,0.0,-0.0,-0.0
65,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.0,-0.0
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
379,7.2,7.2,7.2,7.2,7.2,0.0,0.0,0.0,0.0
69,69.7,69.7,73.1,150.1,154.3,-0.0,77.0,81.2,3.4
54,2.2,2.2,2.2,3.5,2.2,0.0,1.2,-0.0,0.0
269,0.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1
270,3.0,3.0,3.0,3.0,3.0,-0.0,-0.0,-0.0,0.0
381,0.9,0.8,0.8,0.9,0.9,-0.0,0.1,0.1,-0.0
383,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
387,7.5,7.4,7.3,6.9,7.0,-0.0,-0.3,-0.3,-0.2
75,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,-0.0
1220018402,0.6,0.6,0.6,0.7,0.6,0.0,0.2,-0.0,0.0
276,1.3,1.4,1.3,1.4,1.3,0.0,0.0,0.0,-0.0
279,2.4,2.4,2.4,2.5,2.4,0.0,0.1,0.0,-0.0
1220021803,3.7,3.7,3.7,3.7,3.7,-0.0,-0.0,-0.0,-0.0
1220021902,0.7,0.7,0.7,0.7,0.7,-0.0,-0.0,-0.0,0.1
280,0.7,0.8,0.7,0.7,0.8,0.0,0.0,0.0,0.0
282,1.6,1.7,1.6,1.4,1.5,0.0,-0.2,-0.1,-0.0
1220022504,2.4,2.4,2.4,2.4,2.4,-0.0,-0.0,-0.0,0.0
260,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,0.0,-0.0
3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1220022601,1.7,1.7,1.7,1.8,1.7,0.0,0.1,0.0,-0.0
265,0.3,0.3,0.3,0.3,0.2,0.0,-0.0,-0.1,0.0
1220023101,12.2,12.3,12.3,12.3,12.3,0.0,0.0,-0.0,0.0
1220023201,2.5,2.6,2.6,2.6,2.5,0.0,0.0,-0.0,0.0
1220024301,3.8,3.9,3.8,3.9,3.8,0.0,0.0,0.0,-0.0
268,1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,-0.0
1220024901,3.4,3.4,3.4,3.3,3.3,0.0,-0.1,-0.1,0.1
1210015600,1.9,1.9,1.9,1.9,1.9,0.0,0.0,0.0,0.0
10018,0.1,0.1,0.1,0.1,0.1,0.0,-0.0,-0.0,0.0
10024,0.2,0.2,0.2,0.2,0.2,-0.0,-0.0,0.0,-0.0
10025,1.7,1.7,1.7,1.7,1.7,0.0,-0.0,0.0,0.0
10026,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
1220042300,34.5,34.5,34.5,34.5,34.5,0.0,0.0,0.0,0.0
1220043300,0.1,0.1,0.1,0.1,0.1,-0.0,0.0,-0.0,0.0
1220044400,5.8,5.8,5.8,5.6,5.7,-0.0,-0.3,-0.1,0.0
10029,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,-0.0
1210018504,1.2,1.1,1.2,1.2,1.1,-0.0,-0.0,-0.1,0.0
1220011003,1.5,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0
1210012001,0.6,0.6,0.6,0.7,0.5,0.0,0.1,-0.1,-0.0
1220008603,0.1,0.1,0.1,0.1,0.1,-0.0,-0.0,-0.0,0.0
1220011403,0.6,0.5,0.6,0.6,0.6,-0.0,-0.0,-0.0,0.0
1220009402,0.5,0.5,0.5,0.5,0.5,-0.0,-0.1,-0.1,0.0
10722,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
1220043200,1.2,1.1,1.2,1.1,1.0,-0.1,-0.1,-0.1,-0.0
1210009600,1.7,1.6,1.6,1.3,1.5,-0.1,-0.3,-0.1,-0.1
10698,0.8,0.7,0.8,0.7,0.7,-0.1,-0.1,-0.1,-0.0
10695,0.6,0.5,0.6,0.5,1.0,-0.1,-0.1,0.4,0.0
10625,0.3,0.2,0.4,0.2,0.2,-0.1,-0.2,-0.1,0.1
1220007004,4.6,4.5,4.5,4.4,4.5,-0.1,-0.2,-0.1,-0.0
1210021204,20.0,19.9,19.9,25.6,20.2,-0.1,5.6,0.2,-0.0
1210019201,4.9,4.8,4.9,4.8,4.8,-0.1,-0.1,-0.1,-0.0
1210008202,0.7,0.6,0.7,0.7,0.7,-0.1,0.0,-0.1,-0.0
10452,0.4,0.3,0.3,0.3,0.3,-0.1,0.0,0.0,-0.2
1220009700,0.3,0.2,0.3,0.2,0.2,-0.1,-0.1,-0.1,0.0
1220012600,2.1,2.0,2.1,2.0,2.0,-0.1,-0.1,-0.1,0.0
341,5.3,5.3,5.3,5.3,5.3,-0.1,-0.1,-0.0,-0.0
278,2.8,2.7,2.8,3.0,2.7,-0.1,0.2,-0.0,-0.0
200,0.6,0.4,0.6,0.5,0.5,-0.1,-0.1,-0.1,0.0
277,5.2,5.1,5.2,5.1,5.1,-0.1,-0.1,-0.0,-0.0
196,0.2,0.1,0.2,0.2,0.2,-0.1,-0.0,-0.0,-0.0
122,4.2,4.2,4.5,4.3,4.0,-0.1,-0.2,-0.5,0.3
1220015100,4.5,4.5,4.5,4.5,4.5,-0.1,0.1,-0.0,-0.1
1220018302,2.9,2.8,2.9,3.0,2.9,-0.1,0.1,0.1,0.0
1220018502,2.1,2.0,2.1,1.9,1.9,-0.1,-0.1,-0.2,-0.0
1220018501,3.9,3.8,4.0,3.7,3.5,-0.1,-0.3,-0.4,0.1
53,2.7,2.7,2.7,4.0,2.6,-0.1,1.3,-0.1,-0.0
86,1.9,1.9,2.0,1.9,2.2,-0.1,-0.1,0.3,0.0
78,9.6,9.5,9.6,9.6,9.9,-0.1,0.0,0.4,-0.0
236,0.3,0.3,0.3,0.3,0.3,-0.1,-0.0,-0.0,-0.0
10080,1.9,1.8,1.8,2.9,1.8,-0.1,1.1,-0.0,-0.1
10152,2.0,1.9,1.9,1.8,1.8,-0.1,-0.1,-0.0,-0.1
10248,0.5,0.4,0.4,0.4,0.4,-0.1,-0.1,-0.0,-0.0
378,0.9,0.8,0.9,0.8,0.8,-0.1,-0.1,-0.1,0.0
10022,0.2,0.0,0.2,0.0,0.1,-0.1,-0.1,-0.1,-0.0
411,1.6,1.5,1.5,1.5,1.5,-0.1,-0.0,0.0,-0.1
10082,1.8,1.7,1.7,2.4,1.7,-0.1,0.7,-0.0,-0.1
1220009403,1.4,1.3,1.5,1.2,1.3,-0.1,-0.2,-0.2,0.0
10265,0.2,0.2,0.2,0.2,0.2,-0.1,-0.0,-0.0,-0.0
10300,0.1,0.0,0.1,0.0,0.0,-0.1,-0.1,-0.1,-0.0
10379,0.4,0.4,0.3,0.4,0.4,-0.1,0.1,0.1,-0.1
10179,1.2,1.1,1.2,1.4,1.5,-0.1,0.2,0.3,-0.0
1220000402,10.7,10.5,10.8,9.8,10.1,-0.2,-1.0,-0.8,0.1
10523,8.9,8.7,8.7,8.7,8.2,-0.2,0.1,-0.4,-0.2
10540,0.8,0.7,0.8,0.6,0.6,-0.2,-0.2,-0.2,-0.0
29,5.8,5.7,6.3,6.0,6.6,-0.2,-0.3,0.4,0.4
1220018301,3.9,3.6,3.8,3.9,3.4,-0.2,0.1,-0.4,-0.1
274,1.0,0.8,1.1,0.9,0.9,-0.2,-0.1,-0.2,0.1
281,2.8,2.6,2.2,2.2,2.4,-0.2,-0.1,0.1,-0.6
337,6.8,6.6,6.8,6.6,6.7,-0.2,-0.1,-0.1,-0.0
1220021903,6.7,6.5,6.5,6.6,6.6,-0.2,0.1,0.1,-0.2
1220012700,2.5,2.4,2.5,2.4,2.4,-0.2,-0.1,-0.1,-0.0
1220012001,5.3,5.1,5.3,6.1,5.8,-0.2,0.9,0.6,-0.0
88,6.5,6.2,6.3,6.5,6.4,-0.3,0.2,0.1,-0.2
10539,5.7,5.4,5.8,5.3,4.7,-0.3,-0.4,-1.1,0.0
38,7.5,7.1,7.5,6.5,13.7,-0.3,-1.0,6.2,0.1
1220021303,6.8,6.5,6.8,6.5,5.5,-0.3,-0.2,-1.3,-0.0
10609,0.5,0.2,0.6,0.3,0.3,-0.3,-0.4,-0.4,0.1
1220011101,6.0,5.8,6.2,5.8,5.8,-0.3,-0.4,-0.4,0.1
94,9.6,9.3,9.7,9.1,9.3,-0.3,-0.6,-0.4,0.1
1220019301,5.0,4.7,5.3,4.8,4.6,-0.3,-0.5,-0.7,0.3
10513,5.8,5.5,5.4,5.2,4.8,-0.3,-0.3,-0.7,-0.3
1220000803,10.7,10.4,10.7,10.0,10.3,-0.3,-0.7,-0.4,0.0
1220061200,31.7,31.4,31.6,34.0,31.4,-0.3,2.5,-0.2,-0.1
1220061100,19.9,19.6,19.8,19.5,18.9,-0.3,-0.4,-1.0,-0.0
1210012101,3.3,2.9,3.4,3.2,3.1,-0.4,-0.3,-0.3,0.1
1220012102,1.6,1.2,1.7,1.0,1.1,-0.4,-0.7,-0.5,0.1
1220013600,5.2,4.7,5.2,4.4,4.4,-0.4,-0.8,-0.8,0.0
121008402,7.1,6.7,7.1,10.7,6.6,-0.4,3.6,-0.5,0.0
1220000704,13.2,12.7,13.3,12.8,12.8,-0.5,-0.5,-0.5,0.0
271,3.2,2.7,3.3,2.8,2.8,-0.5,-0.5,-0.5,0.1
87,6.4,6.0,6.5,6.3,8.5,-0.5,-0.3,2.0,0.1
39,14.2,13.6,14.2,13.6,13.4,-0.6,-0.6,-0.8,0.0
10520,21.6,20.9,21.3,20.9,20.1,-0.7,-0.4,-1.2,-0.4
61,9.6,8.7,9.0,9.2,8.8,-0.8,0.1,-0.2,-0.5
57,4.4,3.6,4.1,3.2,3.4,-0.8,-0.8,-0.7,-0.3
1210008501,8.4,7.5,8.3,7.6,7.1,-0.9,-0.7,-1.2,-0.1
1210008203,4.1,3.2,4.2,3.1,3.4,-0.9,-1.1,-0.8,0.2
1220011200,3.9,3.0,3.8,2.4,2.7,-0.9,-1.4,-1.1,-0.1
99,112.3,111.3,113.3,112.3,111.3,-1.0,-1.0,-2.0,1.0
47,17.0,16.0,16.3,14.7,15.8,-1.0,-1.7,-0.5,-0.7
325,72.6,71.6,72.0,71.4,67.7,-1.0,-0.6,-4.3,-0.6
1210009700,3.0,1.8,3.5,1.8,2.0,-1.2,-1.7,-1.5,0.4
322,82.2,81.0,81.8,81.3,77.4,-1.2,-0.6,-4.4,-0.4
321,65.3,64.0,63.5,62.7,60.1,-1.3,-0.8,-3.4,-1.8
10699,12.6,11.2,14.2,14.3,14.2,-1.4,0.1,-0.0,1.6
1210009402,3.8,2.4,3.7,2.5,2.8,-1.4,-1.3,-1.0,-0.1
354,3.3,1.9,3.4,1.9,1.8,-1.5,-1.6,-1.6,0.1
425,5.8,4.3,6.4,4.8,4.5,-1.5,-1.7,-1.9,0.6
1220007401,5.6,4.0,5.8,4.2,3.9,-1.6,-1.6,-1.9,0.2
416,9.3,7.7,9.1,7.9,8.4,-1.6,-1.2,-0.7,-0.2
117,40.6,38.9,42.3,40.1,43.6,-1.7,-2.2,1.2,1.8
1220021801,9.1,7.4,9.2,7.5,7.3,-1.8,-1.7,-1.8,0.0
1210009403,4.3,2.4,4.3,2.3,2.3,-1.9,-2.0,-2.0,0.0
382,3.9,2.0,4.0,2.1,2.2,-1.9,-1.9,-1.8,0.0
1220008502,35.1,33.0,34.4,41.4,23.0,-2.1,7.0,-11.4,-0.6
46,9.7,7.6,9.6,7.3,7.4,-2.1,-2.3,-2.2,-0.1
326,106.4,104.1,105.2,104.3,99.2,-2.3,-0.9,-6.0,-1.2
1210008401,20.4,17.7,20.6,18.6,18.2,-2.8,-2.0,-2.4,0.1
1210018302,26.0,22.4,25.6,23.1,23.8,-3.6,-2.6,-1.8,-0.4
1220020904,25.2,20.8,19.4,21.2,20.5,-4.4,1.8,1.1,-5.8
52,28.3,20.9,40.7,22.1,21.4,-7.4,-18.5,-19.2,12.4
66,287.9,277.5,287.9,276.7,281.3,-10.4,-11.2,-6.5,0.0
10491,23.2,8.9,23.9,7.3,21.1,-14.3,-16.6,-2.8,0.8
26,1409.6,1336.6,1415.0,1267.3,1437.2,-73.0,-147.7,22.2,5.4
10481,139.1,60.4,138.2,16.0,136.7,-78.8,-122.2,-1.5,-0.9
32,347.8,255.6,352.3,449.6,350.5,-92.2,97.3,-1.8,4.5
74,991.1,885.2,1101.1,1116.2,1097.4,-105.9,15.1,-3.7,110.0
1220044500,138.0,29.3,131.6,28.4,29.8,-108.6,-103.2,-101.8,-6.4
2,1032.6,684.8,1060.7,969.1,1032.3,-347.7,-91.7,-28.5,28.2
