run,t,scan_ok,obs_n,unobs_n,total,stopped,ramp_R_D_W,ramp_R_D_E,ramp_R_F_W,ramp_R_F_E,ramp_D,ramp_F,obs_n_32,obs_stop_32,obs_qtail_32,full_n_32,full_stop_32,obs_n_69,obs_stop_69,obs_qtail_69,full_n_69,full_stop_69,obs_n_70,obs_stop_70,obs_qtail_70,full_n_70,full_stop_70,obs_n_420,obs_stop_420,obs_qtail_420,full_n_420,full_stop_420,obs_n_31,obs_stop_31,obs_qtail_31,full_n_31,full_stop_31,obs_n_68,obs_stop_68,obs_qtail_68,full_n_68,full_stop_68,obs_n_30,obs_stop_30,obs_qtail_30,full_n_30,full_stop_30,obs_n_10482,obs_stop_10482,obs_qtail_10482,full_n_10482,full_stop_10482,obs_n_10639,obs_stop_10639,obs_qtail_10639,full_n_10639,full_stop_10639,obs_n_10681,obs_stop_10681,obs_qtail_10681,full_n_10681,full_stop_10681,obs_n_10480,obs_stop_10480,obs_qtail_10480,full_n_10480,full_stop_10480,obs_n_10637,obs_stop_10637,obs_qtail_10637,full_n_10637,full_stop_10637,obs_n_10638,obs_stop_10638,obs_qtail_10638,full_n_10638,full_stop_10638,far_interval_sec,far_freeway_exit_count,far_link_volume_veh_h_10482,far_link_volume_veh_h_10490,far_link_volume_veh_h_10639,far_link_volume_veh_h_10480,far_link_volume_veh_h_10646,far_link_volume_veh_h_10644,far_link_volume_veh_h_10681,far_link_volume_veh_h_10484,meter_R_D_W,meter_R_F_W,meter_R_D_E,meter_R_F_E,g_SC1001_p1,g_SC1001_p2,g_SC1001_p3,g_SC1001_p4,g_SC1004_p1,g_SC1004_p2,g_SC1004_p3,g_SC1004_p4,g_SC105_p1,g_SC105_p2,g_SC105_p3,g_SC105_p4,diag_leader_search_ramp_queue_stress,diag_leader_forecast_ramp_first_veh_h,diag_leader_forecast_ramp_future_mean_veh_h,diag_leader_forecast_ramp_peak_veh_h,diag_leader_ramp_queue_veh,diag_leader_ramp_queue_penalty,diag_wu_b3_meter_price_enabled,diag_wu_b3_meter_fd3_R_D_W_lo,diag_wu_b3_meter_fd3_R_D_W_base,diag_wu_b3_meter_fd3_R_D_W_hi,diag_wu_b3_meter_fd3_R_D_W_curv,diag_wu_b3_meter_fd3_R_D_W_nonlin,diag_wu_b3_meter_fd3_R_D_W_cliffup,diag_wu_b3_meter_price_R_D_W,diag_wu_b3_meter_price_ref_R_D_W,diag_wu_b3_meter_fd3_R_F_W_lo,diag_wu_b3_meter_fd3_R_F_W_base,diag_wu_b3_meter_fd3_R_F_W_hi,diag_wu_b3_meter_fd3_R_F_W_curv,diag_wu_b3_meter_fd3_R_F_W_nonlin,diag_wu_b3_meter_fd3_R_F_W_cliffup,diag_wu_b3_meter_price_R_F_W,diag_wu_b3_meter_price_ref_R_F_W,diag_wu_b3_meter_fd3_R_D_E_lo,diag_wu_b3_meter_fd3_R_D_E_base,diag_wu_b3_meter_fd3_R_D_E_hi,diag_wu_b3_meter_fd3_R_D_E_curv,diag_wu_b3_meter_fd3_R_D_E_nonlin,diag_wu_b3_meter_fd3_R_D_E_cliffup,diag_wu_b3_meter_price_R_D_E,diag_wu_b3_meter_price_ref_R_D_E,diag_wu_b3_meter_fd3_R_F_E_lo,diag_wu_b3_meter_fd3_R_F_E_base,diag_wu_b3_meter_fd3_R_F_E_hi,diag_wu_b3_meter_fd3_R_F_E_curv,diag_wu_b3_meter_fd3_R_F_E_nonlin,diag_wu_b3_meter_fd3_R_F_E_cliffup,diag_wu_b3_meter_price_R_F_E,diag_wu_b3_meter_price_ref_R_F_E,diag_phase_price_ramp_signal_zeroed,diag_leader_candidate_wu_metered_serial_override,diag_gate_onramp_queue_kept,diag_leg_ramp_split_enabled,diag_leg_ramp_split_folded_movements,diag_leg_ramp_split_folded_into_w,diag_leg_ramp_split_redistributed,diag_leg_ramp_split_moved_beta,diag_offramp_direct_enabled,diag_offramp_direct_movements,diag_offramp_direct_beta_zeroed,diag_offramp_direct_offramps,diag_leg_ramp_split_substep_rebound_modules,diag_leg_ramp_split_runtime,diag_leg_ramp_split_patched_modules,diag_leg_ramp_split_links,diag_leg_ramp_split_injected_veh,diag_offramp_direct_veh,diag_leg_ramp_split_tail_extra_exit_veh,diag_leg_ramp_split_len_SC1004_W_out,diag_leg_ramp_split_injected_R_F_E,diag_leg_ramp_split_injected_R_F_W,diag_leg_ramp_split_storage_adjust_veh,diag_leg_ramp_split_len_SC1001_W_out,diag_leg_ramp_split_injected_R_D_E,diag_leg_ramp_split_injected_R_D_W,diag_phase_local_ramp_aware_enabled,diag_phase_local_ramp_setup_built,diag_phase_local_ramp_scored,diag_leg_ramp_split_req_last_SC1001_W_out,diag_leg_ramp_split_req_last_SC1004_W_out,diag_leg_ramp_split_u_on_last
h11,3900,True,6506,843,7349,4029,142,4,26,123,146,149,370,323,39.328365,370.0,323.0,,,,148.0,111.0,,,,40.0,28.0,229,184,124.211201,229.0,184.0,,,,53.0,28.0,,,,61.0,2.0,56,4,325.129627,56.0,4.0,121,121,1.849578,121.0,121.0,47,47,4.743828,47.0,47.0,76,75,60.434303,76.0,75.0,21,21,1.287982,21.0,21.0,,,,23.0,23.0,9,4,265.375161,9.0,4.0,150,438,0.0,144.0,0.0,0.0,776.029108,0.0,83.771545,577.17893,0.0,765.7512686066232,449.4991542622511,224.7495771311256,77.0,20.0,21.0,20.0,26.0,24.292692939244663,63.41461412151068,24.292692939244663,22.0,34.666666666666664,34.666666666666664,46.666666666666664,0.4781606395209287,3184.490607753455,3184.490607753455,3184.490607753455,876.5588643771025,0.0,1.0,1115.6442762767024,1115.6442762767024,1115.4654860762478,0.17879020045438665,0.0,0.0,-0.0002307302980533955,0.0,1116.5224846579688,1115.6442762767024,1115.369507961008,0.6034400655717036,0.0,0.0,4.40869006635659e-05,891.9665564648202,1115.6602761319054,1115.6442762767024,1115.6378697545738,0.009593333074462862,0.0,0.0,-1.335941242786021e-05,908.0334435351797,1115.6442762767024,1115.6442762767024,1115.5837091804322,0.06056709627046075,0.0,0.0,-0.00011977150449398423,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,4050,True,6543,843,7386,4022,142,15,35,95,157,130,438,365,21.49698,438.0,365.0,,,,166.0,136.0,,,,34.0,18.0,265,237,90.301524,265.0,237.0,,,,58.0,30.0,,,,61.0,9.0,19,0,0.0,19.0,0.0,121,121,1.849578,121.0,121.0,42,28,11.434934,42.0,28.0,53,25,106.192515,53.0,25.0,21,21,1.287982,21.0,21.0,,,,21.0,18.0,3,0,0.0,3.0,0.0,150,386,0.0,72.0,124.944732,0.0,637.565918,0.0,485.948185,516.555837,0.0,1149.2654949098217,1040.7345049590524,0.0,24.0,20.0,74.0,20.0,26.0,25.594087203847057,60.811825592305894,25.594087203847057,22.0,34.666666666666664,34.666666666666664,46.666666666666664,0.4702119214896231,3976.0,3976.0,3976.0,840.6167721077342,0.0,1.0,1122.4706774054157,1122.4706774054157,1122.2949057853239,0.17577162009183667,0.0,0.0,-0.00025909162573272386,0.0,1123.6307447588079,1122.4706774054157,1121.849895266569,0.5392852145455436,0.0,0.0,7.061425152280615e-05,765.7512686066232,1123.4302690109755,1122.4706774054157,1122.2070517386933,0.6959659388376167,0.0,0.0,-0.0002361304653957872,449.4991542622511,1122.5060156745415,1122.4706774054157,1122.4612310112789,0.025891874988701602,0.0,0.0,-9.173839347199641e-05,224.7495771311256,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,4200,True,6633,836,7469,4139,142,2,50,107,144,157,452,380,21.49698,452.0,380.0,,,,150.0,92.0,,,,47.0,39.0,271,240,49.70735,271.0,240.0,,,,73.0,36.0,,,,58.0,11.0,36,3,421.979208,36.0,3.0,121,121,1.849578,121.0,121.0,47,47,0.751117,47.0,47.0,60,60,98.61193,60.0,60.0,21,21,1.287982,21.0,21.0,,,,24.0,21.0,20,8,235.569336,20.0,8.0,150,369,0.0,24.0,59.747617,0.0,965.485259,605.798007,120.561652,720.564956,300.0,1449.2654949098217,1340.7345049590524,300.0,78.0,20.0,20.0,20.0,20.0,25.594087203847057,66.8118255923059,25.594087203847057,28.0,34.666666666666664,52.666666666666664,22.666666666666664,0.48200652413129197,3131.527687296417,3131.527687296417,3131.527687296417,750.6497805945746,0.0,1.0,1131.3757019596092,1131.3757019596092,1131.1228588136655,0.2528431459436433,0.0,0.0,-0.000466266618093177,0.0,1132.3412899260006,1131.3757019596092,1130.9274758544739,0.5173618612561768,0.0,0.0,-6.203769343764696e-05,1149.2654949098217,1131.3764114578385,1131.3757019596092,1131.3757019596092,0.0007094982292983332,0.0,0.0,-4.609316798267729e-07,1040.7345049590524,1131.3757019596092,1131.3757019596092,1131.3235337332994,0.052168226309731835,0.0,0.0,-0.00014413970685988413,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,4350,True,6741,846,7587,4041,120,7,6,82,127,88,510,421,21.49698,510.0,421.0,,,,176.0,105.0,,,,47.0,43.0,261,226,84.742808,261.0,226.0,,,,67.0,17.0,,,,40.0,0.0,26,8,414.009279,26.0,8.0,100,47,4.914577,100.0,47.0,45,34,10.771305,45.0,34.0,37,19,155.901024,37.0,19.0,20,14,16.869289,20.0,14.0,,,,26.0,24.0,73,57,45.822799,73.0,57.0,150,419,530.56457,139.396652,85.097717,370.239912,1217.008865,378.201993,435.316378,374.271412,349.61937510078303,349.61937510078303,617.3010414986949,123.46020829973895,24.0,20.0,74.0,20.0,24.0,24.72649102744546,64.54701794510908,24.72649102744546,28.0,22.666666666666664,52.666666666666664,34.666666666666664,0.3536193945853851,2603.6396516514487,2603.6396516514487,2603.6396516514487,686.6147555685948,0.0,1.0,1139.034750012524,1138.8740063663695,1138.739179746242,0.025917026026945678,0.0,0.0,-0.0002617796275130631,300.0,1138.8796768094257,1138.8740063663695,1138.86888526966,0.0005493463468155824,0.0,0.0,-4.233881385365481e-06,1449.2654949098217,1138.8874134241382,1138.8740063663695,1138.867156506265,0.006557197664278647,0.0,0.0,-1.1897665250870658e-05,1340.7345049590524,1138.9328012020974,1138.8740063663695,1138.8731958263566,0.057984295714959444,0.0,0.0,-0.0001259738074346408,300.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,4500,True,6712,888,7600,3997,120,29,16,63,149,79,498,342,3.535854,498.0,342.0,,,,201.0,137.0,,,,46.0,35.0,264,226,70.665556,264.0,226.0,,,,56.0,14.0,,,,46.0,0.0,46,26,325.853164,46.0,26.0,100,39,5.375302,100.0,39.0,42,25,18.068662,42.0,25.0,21,12,217.48893,21.0,12.0,20,12,1.973524,20.0,12.0,,,,25.0,24.0,86,75,2.004953,86.0,75.0,150,432,735.057056,393.868809,199.536655,285.14129,466.595923,94.747777,509.763416,535.044843,0.0,917.7795827038537,882.2204172961463,0.0,23.0,20.0,75.0,20.0,26.0,25.594087203847053,60.81182559230588,25.594087203847053,28.0,22.666666666666664,34.666666666666664,52.666666666666664,0.3864819946378646,3328.1139896373056,3328.1139896373056,3328.1139896373056,736.6832814345078,0.0,1.0,1096.0712802866788,1095.8665172993576,1095.7248345014173,0.0630801893807984,0.0,0.0,-0.0002902245827698999,349.61937510078303,1097.0515320336885,1095.8665172993576,1094.9041637088444,0.2226611438177315,0.0,0.0,-0.00010403877820596482,349.61937510078303,1096.8155761615812,1095.8665172993576,1095.3142672277443,0.39680879061006635,0.0,0.0,-0.0003472228284755216,617.3010414986949,1095.8913180383545,1095.8665172993576,1095.8591275402846,0.017410979924079584,0.0,0.0,-9.910568203840247e-05,123.46020829973895,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,4650,True,6706,819,7525,4096,141,32,27,77,173,104,475,334,4.394593,475.0,334.0,,,,200.0,145.0,,,,47.0,44.0,262,225,63.625635,262.0,225.0,,,,60.0,30.0,,,,52.0,1.0,81,51,125.307007,81.0,51.0,118,118,3.724995,118.0,118.0,49,49,6.15246,49.0,49.0,28,28,202.055731,28.0,28.0,23,23,3.889091,23.0,23.0,,,,21.0,19.0,72,53,4.81194,72.0,53.0,150,397,220.366141,159.582707,93.2196,37.82328,748.030381,393.785739,129.246703,754.830135,0.0,1589.169664434958,1410.8303355650423,0.0,23.0,20.0,75.0,20.0,26.0,20.965199018338865,70.06960196332227,20.965199018338865,28.0,22.666666666666664,34.666666666666664,52.666666666666664,0.4660412991125781,3841.067357512953,3841.067357512953,3841.067357512953,803.2419447666425,0.0,1.0,1084.7456118570371,1084.7456118570371,1084.5397721259083,0.20583973112888998,0.0,0.0,-0.0003456853123860053,0.0,1085.641305934705,1084.7456118570371,1084.458742834209,0.6088250548400538,0.0,0.0,-0.000335366978238759,917.7795827038537,1085.5075160812416,1084.7456118570371,1084.4276481870393,0.4439405542066197,0.0,0.0,-0.00034620328706027855,882.2204172961463,1084.7456118570371,1084.7456118570371,1084.6927534992599,0.05285835777704051,0.0,0.0,-0.00012027791523571018,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,4800,True,6560,812,7372,4178,141,20,18,82,161,100,486,409,26.803664,486.0,409.0,,,,207.0,162.0,,,,41.0,27.0,246,206,90.295274,246.0,206.0,,,,71.0,42.0,,,,30.0,2.0,123,93,96.624659,123.0,93.0,118,118,3.724995,118.0,118.0,49,49,6.15246,49.0,49.0,33,32,184.149523,33.0,32.0,23,23,3.889091,23.0,23.0,,,,25.0,24.0,88,86,1.58355,88.0,86.0,150,489,0.0,42.860757,0.0,0.0,806.57629,231.466484,74.127302,403.42159,0.0,927.2094733878133,872.7905266121867,0.0,23.0,20.0,75.0,20.0,23.0,20.403631187490504,74.19273762501899,20.403631187490504,28.0,22.666666666666664,34.666666666666664,52.666666666666664,0.4343069198717014,3421.378238341969,3421.378238341969,3421.378238341969,812.0051048136535,0.0,1.0,1044.113888698484,1044.113888698484,1043.9245775219222,0.18931117656211427,0.0,0.0,-0.00027366131459937527,0.0,1044.1544041282154,1044.113888698484,1044.0983055302759,0.02493226152319039,0.0,0.0,1.9955871226250127e-05,1589.169664434958,1044.2263388435042,1044.113888698484,1044.0565189222475,0.05508036878381972,0.0,0.0,-9.513644469518251e-05,1410.8303355650423,1044.113888698484,1044.113888698484,1044.0481022152035,0.06578648328058989,0.0,0.0,-0.00014893734576462396,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,4950,True,6553,794,7347,4240,141,23,16,90,164,106,490,436,16.6228,490.0,436.0,,,,224.0,192.0,,,,43.0,34.0,252,218,70.928796,252.0,218.0,,,,77.0,48.0,,,,36.0,1.0,137,88,61.420698,137.0,88.0,118,118,3.724995,118.0,118.0,49,49,6.15246,49.0,49.0,41,41,162.073488,41.0,41.0,23,23,3.889091,23.0,23.0,,,,24.0,24.0,82,74,0.192728,82.0,74.0,150,386,0.0,41.522702,0.0,0.0,708.779282,0.0,114.52242,394.294266,0.0,929.276749427077,870.723250572923,0.0,77.0,20.0,21.0,20.0,26.0,20.935899827164167,70.12820034567166,20.935899827164167,28.0,22.666666666666664,34.666666666666664,52.666666666666664,0.4512070280086875,3328.1139896373056,3328.1139896373056,3328.1139896373056,837.2723914390601,0.0,1.0,1059.851976955986,1059.851976955986,1059.6442231295157,0.20775382647025253,0.0,0.0,-0.0003657900798677992,0.0,1060.3526671470297,1059.851976955986,1059.7738021553457,0.42251539040353236,0.0,0.0,1.6327444920823607e-05,927.2094733878133,1060.46225859411,1059.851976955986,1059.6249334063339,0.38323808847189866,0.0,0.0,-0.0004195624408468904,872.7905266121867,1059.851976955986,1059.851976955986,1059.7843571376297,0.06761981835597908,0.0,0.0,-0.00015741859710390017,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,5100,True,6461,894,7355,4214,141,27,18,97,168,115,531,480,4.412818,531.0,480.0,,,,240.0,210.0,,,,35.0,26.0,257,221,86.987989,257.0,221.0,,,,75.0,51.0,,,,48.0,0.0,117,88,197.60217,117.0,88.0,118,118,3.724995,118.0,118.0,49,49,6.15246,49.0,49.0,48,48,142.698257,48.0,48.0,23,23,3.889091,23.0,23.0,,,,25.0,24.0,69,56,0.943735,69.0,56.0,150,442,0.0,25.198245,0.0,0.0,656.588297,0.0,84.897939,426.509762,0.0,981.0183662983707,818.9816337016294,0.0,24.0,20.0,74.0,20.0,26.0,22.057465889333677,67.88506822133265,22.057465889333677,28.0,34.666666666666664,34.666666666666664,40.666666666666664,0.47445839244364385,3421.378238341969,3421.378238341969,3421.378238341969,862.9175010442027,0.0,1.0,1043.7216527893368,1043.7216527893368,1043.5469747424265,0.17467804691023048,0.0,0.0,-0.00023631401952428632,0.0,1044.299238640467,1043.7216527893368,1043.6116735893806,0.4676066511742647,0.0,0.0,-5.701330357332779e-05,929.276749427077,1044.206125824738,1043.7216527893368,1043.5171976374963,0.2800178835609586,0.0,0.0,-0.00021246293953751665,870.723250572923,1043.7216527893368,1043.7216527893368,1043.6522451179962,0.06940767134028647,0.0,0.0,-0.000153287540232346,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,5250,True,6438,915,7353,4316,141,25,28,113,166,141,503,460,4.412818,503.0,460.0,,,,262.0,227.0,,,,37.0,26.0,274,246,61.273482,274.0,246.0,,,,103.0,70.0,,,,37.0,1.0,151,107,80.852276,151.0,107.0,118,118,3.724995,118.0,118.0,49,49,6.15246,49.0,49.0,64,64,95.064051,64.0,64.0,23,23,3.889091,23.0,23.0,,,,24.0,24.0,73,60,43.934188,73.0,60.0,150,415,0.0,23.160268,0.0,0.0,545.287939,0.0,149.952036,160.423283,0.0,1001.4831702869557,798.5168297130444,0.0,23.0,20.0,75.0,20.0,26.0,23.23911584769084,65.52176830461832,23.23911584769084,28.0,46.666666666666664,40.666666666666664,22.666666666666664,0.5103303037970826,3887.6994818652847,3887.6994818652847,3887.6994818652847,900.1096560675561,0.0,1.0,1045.052156242519,1045.052156242519,1044.8458437362742,0.20631250624455788,0.0,0.0,-0.0003040798356897609,0.0,1045.9257149828138,1045.052156242519,1044.755458359865,0.5768608576408951,0.0,0.0,-0.00022283355906209412,981.0183662983707,1045.7685825147787,1045.052156242519,1044.777980551896,0.44225058163692665,0.0,0.0,-0.00040193953679745526,818.9816337016294,1045.052156242519,1045.052156242519,1044.9935134933703,0.05864274914847556,0.0,0.0,-0.00010592286493628459,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h11,5400,True,6326,980,7306,4314,141,29,13,121,170,134,484,457,4.412818,484.0,457.0,,,,284.0,242.0,,,,38.0,27.0,270,238,38.367351,270.0,238.0,,,,123.0,83.0,,,,51.0,0.0,180,144,76.933517,180.0,144.0,118,118,3.724995,118.0,118.0,49,49,6.15246,49.0,49.0,72,72,66.585589,72.0,72.0,23,23,3.889091,23.0,23.0,,,,27.0,24.0,74,59,1.137474,74.0,59.0,150,421,0.0,40.144701,0.0,0.0,789.141898,0.0,51.705907,0.0,0.0,824.768619723976,615.2313802760241,0.0,23.0,20.0,75.0,20.0,23.0,22.616639530341978,69.76672093931604,22.616639530341978,22.0,52.666666666666664,40.666666666666664,22.666666666666664,0.5108539715391067,3188.2176165803107,3188.2176165803107,3188.2176165803107,928.0338212260908,0.0,1.0,1032.022843515898,1032.022843515898,1031.821055882221,0.2017876336772133,0.0,0.0,-0.0002877721533716719,0.0,1032.2009969276185,1032.022843515898,1031.9934580519916,0.14876794781366698,0.0,0.0,2.573333656828128e-05,1001.4831702869557,1032.8200704541407,1032.022843515898,1031.6958735338271,0.4702569561718519,0.0,0.0,-0.00037338493446696934,798.5168297130444,1032.022843515898,1032.022843515898,1031.9613413241598,0.06150219173832738,0.0,0.0,-9.833773080285052e-05,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0,1,True,6,2,8,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,0,0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0.0,,,,,,,,0,0,0.0,,,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,18.0,14.0,4.0,1.6666666666666665,1.0,4.0,0.6666666666666667,4.0,0.0,1.0,5.0,2.0,0.9636392210856182,10.310490035237306,5.689314447938386,1.9902,0.23290691500831961,0.6985810288191951,-10.711290708837705,1.9595,0.021434184838735514,0.010717092419367757,,,,,,
b0,150,True,820,168,988,134,5,6,0,0,11,0,42,2,1948.072685,42.0,2.0,,,,41.0,0.0,,,,,,0,0,0.0,,,,,,9.0,0.0,,,,,,0,0,0.0,,,5,0,0.0,5.0,0.0,0,0,0.0,,,0,0,0.0,,,0,0,0.0,,,,,,,,0,0,0.0,,,150,6,105.065514,62.517311,0.0,0.0,0.0,0.0,0.0,59.618589,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,18.0,14.0,4.0,1.6666666666666665,1.0,4.0,0.6666666666666667,4.0,0.0,1.0,5.0,2.0,7.447751324848323,49.993209156660356,26.131948530214572,1.9902,1.2438709135076782,3.7308665672095933,-65.69413427681926,1.9595,1.648675896087369,0.8243379480436845,,,,,,
b0,300,True,1376,326,1702,243,4,3,18,0,7,18,56,4,1942.747346,56.0,4.0,,,,34.0,0.0,,,,1.0,0.0,8,0,0.0,8.0,0.0,,,,15.0,0.0,,,,36.0,0.0,14,2,527.275452,14.0,2.0,4,0,0.0,4.0,0.0,0,0,0.0,,,0,0,0.0,,,0,0,0.0,,,,,,,,2,0,0.0,2.0,0.0,150,185,769.933211,361.162173,144.0,48.0,81.814048,493.984498,0.0,327.74148,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,18.0,14.0,4.0,1.6666666666666665,1.0,4.0,0.6666666666666667,4.0,0.0,1.0,5.0,2.0,19.424938046593763,68.43211037467582,32.54261949375058,1.9902,2.8841036705122347,8.650580895357633,-138.173873241549,1.9595,5.260168987149261,2.6300844935746306,,,,,,
b0,450,True,1761,397,2158,373,10,5,17,1,15,18,67,22,1883.383092,67.0,22.0,,,,42.0,0.0,,,,3.0,0.0,25,0,0.0,25.0,0.0,,,,36.0,0.0,,,,33.0,1.0,17,1,527.4619,17.0,1.0,10,0,0.0,10.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0,,,0,0,0.0,,,,,,1.0,0.0,2,0,0.0,2.0,0.0,150,381,719.190684,239.50404,116.939993,72.0,261.026513,553.998134,264.0,376.126544,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,18.0,14.0,4.0,1.6666666666666665,1.0,4.0,0.6666666666666667,4.0,0.0,1.0,5.0,2.0,28.535598032426286,76.36440811461748,36.62996008230223,1.9902,3.9589360350346987,11.874433218460405,-152.0766734548374,1.9595,8.468152519287452,4.234076259643726,,,,,,
b0,600,True,2031,405,2436,493,4,6,29,1,10,30,89,31,1773.5837,89.0,31.0,,,,32.0,0.0,,,,,,25,0,0.0,25.0,0.0,,,,27.0,0.0,,,,36.0,0.0,22,2,521.834702,22.0,2.0,4,0,0.0,4.0,0.0,1,0,0.0,1.0,0.0,0,0,0.0,,,0,0,0.0,,,,,,,,8,0,0.0,8.0,0.0,150,531,528.173758,318.746702,107.027455,144.0,449.097493,749.891533,216.0,488.355437,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,18.0,14.0,4.0,1.6666666666666665,1.0,4.0,0.6666666666666667,4.0,0.0,1.0,5.0,2.0,30.232421912665735,77.66073405424873,37.357763996934665,1.9902,4.893479235088201,14.677502204823643,-152.31976447307449,1.9595,7.107626981835926,3.553813490917963,,,,,,
b0,750,True,2223,503,2726,548,6,4,11,0,10,11,142,58,1620.736898,142.0,58.0,,,,42.0,0.0,,,,1.0,0.0,25,0,0.0,25.0,0.0,,,,45.0,0.0,,,,54.0,0.0,14,3,516.089656,14.0,3.0,6,0,0.0,6.0,0.0,0,0,0.0,,,0,0,0.0,,,0,0,0.0,,,,,,,,6,0,0.0,6.0,0.0,150,561,736.912795,233.203388,160.032552,240.0,303.633964,710.27371,312.0,506.986993,1800.0,1800.0,1800.0,1800.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,18.0,14.0,4.0,1.6666666666666665,1.0,4.0,0.6666666666666667,4.0,0.0,1.0,5.0,2.0,29.639067205050978,80.72622718996679,38.877823556365314,1.9902,4.813110670071325,14.43644472126972,-132.37021511995854,1.9595,6.926341209139956,3.463170604569978,,,,,,
b0,900,True,2333,505,2838,649,5,7,14,2,12,16,161,82,1543.73243,161.0,82.0,,,,32.0,0.0,,,,,,16,0,0.0,16.0,0.0,,,,41.0,0.0,,,,49.0,0.0,25,5,464.805169,25.0,5.0,5,0,0.0,5.0,0.0,2,0,0.0,2.0,0.0,0,0,0.0,,,0,0,0.0,,,,,,1.0,0.0,10,0,0.0,10.0,0.0,150,564,836.435395,334.596071,92.332305,240.0,842.60597,767.848654,192.0,260.472135,1654.5841291622282,1800.0,1800.0,1800.0,21.0,21.0,45.0,51.0,23.0,24.333333333333336,66.33333333333334,24.333333333333336,34.0,40.666666666666664,40.666666666666664,22.666666666666664,0.04720919392503758,2649.0100793059228,2649.0100793059228,2649.0100793059228,8.070746899915559,0.0,1.0,519.6129397168847,519.6105804242661,519.6105804242661,0.0023592926186211116,0.0,0.0,-2.5281930889538744e-06,1800.0,519.6290199178618,519.6105804242661,519.6105804242661,0.01843949359567887,0.0,0.0,-4.422547743645721e-06,1800.0,519.613865292596,519.6105804242661,519.6105804242661,0.0032848683299562254,0.0,0.0,-1.3685074896111843e-06,1800.0,519.6105804242661,519.6105804242661,519.6105804242661,0.0,0.0,0.0,0.0,1800.0,0.0,1.0,0.0,1.0,18.0,14.0,4.0,1.6666666666666665,1.0,4.0,0.6666666666666667,4.0,0.0,1.0,5.0,2.0,4072.310244600789,9281.308200471462,4507.453591254564,1.9902,585.6944124579924,1756.731890995779,-13254.971008267288,1.9595,1153.255960764681,576.6279803823405,1.0,10.0,459.0,0.659750566893424,0.39585034013605447,798.167179936986
