link,veh_h_h0,stop_veh_h_h0,veh_h_h11,stop_veh_h_h11,veh_h_b0,stop_veh_h_b0,dTTT_h11,dTTT_b0,dStop_h11,dStop_b0
10615,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10616,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10617,0.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10618,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10599,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10602,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10603,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,-0.0,0.0,0.0
10605,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
10606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10607,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10608,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10589,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10592,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10593,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,-0.0
10594,1.3,0.0,1.2,0.0,1.2,0.0,-0.0,-0.0,0.0,0.0
10595,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10596,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10597,1.1,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0
10598,0.8,0.0,0.8,0.0,0.8,0.0,-0.0,-0.0,0.0,0.0
10574,0.1,0.0,0.1,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10578,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10579,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10584,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10585,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-0.0,0.0
10586,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10587,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,-0.0,-0.0
10588,0.3,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0
275,2.9,0.0,2.9,0.0,2.9,0.0,0.0,0.0,0.0,0.0
276,1.3,0.0,1.4,0.0,1.3,0.0,0.0,0.0,0.0,0.0
280,0.7,0.0,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0
289,0.2,0.0,0.2,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
290,0.9,0.0,0.9,0.0,0.9,0.0,0.0,-0.0,0.0,0.0
256,1.5,0.5,1.5,0.5,1.5,0.5,0.0,-0.0,-0.0,-0.0
260,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
265,0.3,0.0,0.3,0.0,0.2,0.0,-0.0,-0.1,0.0,0.0
268,1.1,0.1,1.1,0.2,1.1,0.1,0.0,0.0,0.0,0.0
269,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
270,3.0,0.0,3.0,0.0,3.0,0.0,-0.0,-0.0,0.0,0.0
10630,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10631,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10632,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10633,0.6,0.0,0.6,0.0,0.6,0.0,-0.0,-0.0,0.0,0.0
255,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10623,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10624,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10626,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10628,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10662,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10663,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10664,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.0
10665,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10666,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10667,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10668,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10650,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10651,0.4,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10653,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10654,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0
10655,0.4,0.0,0.4,0.0,0.4,0.0,0.0,-0.0,0.0,-0.0
10656,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10657,0.1,0.0,0.0,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
10636,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10640,0.4,0.0,0.3,0.0,0.3,0.0,-0.0,-0.0,0.0,0.0
10647,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
10649,1.2,0.0,1.2,0.0,1.3,0.0,0.0,0.1,0.0,0.0
291,2.1,0.0,2.1,0.0,2.1,0.0,-0.0,0.0,0.0,0.0
292,5.0,0.0,5.0,0.0,5.1,0.0,0.0,0.1,0.0,0.0
293,2.3,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0
294,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
295,2.3,0.1,2.3,0.1,2.3,0.1,0.0,0.0,0.0,0.0
296,1.6,0.0,1.6,0.0,1.6,0.0,-0.0,-0.0,0.0,0.0
297,2.9,0.0,3.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0
308,0.8,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0
136,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,-0.0,-0.0
138,1.7,0.1,1.6,0.1,1.8,0.2,-0.0,0.1,-0.0,0.1
164,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
165,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
167,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10770,0.2,0.0,0.2,0.0,0.3,0.0,-0.0,0.1,0.0,0.0
1210008202,0.7,0.2,0.7,0.2,0.7,0.1,0.0,-0.1,0.0,-0.1
1210008402,4.1,0.0,4.1,0.0,4.1,0.0,-0.0,0.0,0.0,0.0
10762,0.2,0.0,0.3,0.0,0.2,0.0,0.0,0.0,-0.0,-0.0
10763,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10764,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
10765,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
10766,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10767,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10768,0.2,0.0,0.1,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10769,0.2,0.0,0.2,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10754,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10755,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10758,0.9,0.0,0.9,0.0,0.9,0.0,-0.0,-0.0,-0.0,-0.0
10759,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
10760,0.7,0.0,0.7,0.0,0.6,0.0,0.0,-0.0,-0.0,-0.0
10761,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
10703,0.7,0.0,0.7,0.0,0.7,0.0,-0.0,0.0,0.0,0.0
10705,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10707,0.3,0.0,0.2,0.0,0.3,0.0,-0.0,0.1,0.0,0.0
10709,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10711,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10713,0.4,0.0,0.4,0.0,0.4,0.0,0.0,-0.0,0.0,0.0
10715,0.3,0.0,0.3,0.0,0.4,0.0,-0.0,0.0,0.0,0.0
10720,0.1,0.0,0.1,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10692,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10696,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10697,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10701,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10702,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
10679,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10684,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10685,0.4,0.0,0.4,0.0,0.3,0.0,-0.0,-0.1,0.0,0.0
10687,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10688,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10689,0.9,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0
10690,0.2,0.0,0.1,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10691,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,0.0,0.0
10669,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10670,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10671,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10673,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10674,0.2,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10676,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
10677,0.1,0.0,0.1,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
10678,0.2,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10745,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,-0.0,-0.0,-0.0
10746,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10747,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10748,0.2,0.0,0.2,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10750,0.3,0.0,0.3,0.0,0.3,0.0,0.0,-0.0,0.0,0.0
10751,0.2,0.0,0.2,0.0,0.2,0.0,0.0,-0.0,0.0,0.0
10752,0.5,0.0,0.5,0.0,0.5,0.0,-0.0,-0.0,0.0,0.0
10753,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
10737,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10738,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10739,0.1,0.0,0.1,0.0,0.2,0.0,-0.0,0.1,0.0,0.0
10740,0.3,0.0,0.2,0.0,0.3,0.0,-0.0,0.0,0.0,0.0
10741,0.2,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10742,0.3,0.0,0.3,0.0,0.4,0.0,0.0,0.1,0.0,0.0
10743,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
10744,0.3,0.0,0.3,0.0,0.3,0.0,-0.0,0.1,0.0,0.0
10729,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10730,0.2,0.0,0.1,0.0,0.3,0.0,-0.0,0.2,0.0,0.0
10731,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,0.0,0.0
10732,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,0.0,0.0,0.0
10733,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10734,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,-0.0,0.0,0.0
10735,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10736,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10721,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10722,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10723,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10724,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
10725,0.1,0.0,0.1,0.0,0.1,0.0,-0.0,0.0,-0.0,-0.0
10726,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10727,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
10728,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
1220017202,5.3,3.6,5.3,3.6,5.3,3.6,0.0,0.0,0.0,0.0
1220017300,1.2,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0
1220018201,3.5,0.1,3.4,0.1,3.3,0.0,-0.0,-0.2,0.0,-0.0
1220018202,1.7,0.0,1.7,0.0,1.7,0.0,-0.0,-0.0,0.0,0.0
1220013000,0.2,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0
1220013100,1.4,0.8,1.5,0.8,1.5,0.8,0.0,0.0,0.0,0.0
1220015600,1.1,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0
1220015700,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
59,0.7,0.0,0.7,0.0,0.7,0.0,-0.0,0.0,0.0,0.0
60,5.1,0.0,5.1,0.0,5.1,0.0,0.0,0.0,0.0,0.0
62,3.2,0.0,3.2,0.0,3.3,0.0,0.0,0.1,-0.0,0.0
65,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,-0.0
44,1.1,0.0,1.1,0.0,1.1,0.0,0.0,-0.0,0.0,0.0
45,1.6,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0
49,0.6,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10029,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10034,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10035,0.4,0.0,0.4,0.0,0.4,0.0,-0.0,0.0,0.0,0.0
10036,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220023201,2.6,0.0,2.6,0.0,2.5,0.0,0.0,-0.0,0.0,0.0
1220024301,3.8,0.0,3.9,0.0,3.8,0.0,0.0,0.0,0.0,0.0
1220042300,34.5,0.0,34.5,0.0,34.5,0.0,0.0,0.0,0.0,0.0
1220043300,0.1,0.0,0.1,0.0,0.1,0.0,0.0,-0.0,0.0,0.0
1220021802,2.0,0.4,2.1,0.4,2.1,0.4,0.0,0.0,0.0,0.0
1220021803,3.7,1.1,3.7,1.1,3.7,1.1,-0.0,-0.0,-0.0,-0.0
1220021902,0.7,0.0,0.7,0.0,0.7,0.0,-0.0,-0.0,-0.0,-0.0
1220022504,2.4,0.0,2.4,0.0,2.4,0.0,-0.0,-0.0,-0.0,0.0
1220023101,12.3,9.7,12.3,9.7,12.3,9.7,0.0,-0.0,0.0,-0.0
33,1.8,0.0,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0
34,1.3,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0
35,1.7,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0
36,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1220020804,2.3,0.0,2.3,0.0,2.3,0.0,-0.0,0.0,0.0,0.0
1220021304,2.3,0.0,2.3,0.0,2.2,0.0,0.0,-0.1,0.0,0.0
1220021301,2.9,0.0,2.8,0.0,2.7,0.0,-0.1,-0.2,0.0,0.0
1220021904,0.9,0.1,0.9,0.1,0.9,0.1,-0.1,-0.0,-0.0,-0.0
1220043200,1.2,1.0,1.1,1.0,1.0,0.9,-0.1,-0.1,-0.0,-0.1
1220024901,3.4,0.0,3.3,0.0,3.3,0.0,-0.1,-0.1,0.0,0.0
1210019201,4.9,2.3,4.8,2.2,4.8,2.2,-0.1,-0.1,-0.1,-0.1
10634,1.0,0.0,0.9,0.0,0.9,0.0,-0.1,-0.1,0.0,0.0
10620,0.2,0.0,0.2,0.0,0.2,0.0,-0.1,-0.1,0.0,0.0
10643,2.8,0.1,2.6,0.0,2.8,0.1,-0.1,0.0,-0.1,-0.0
10695,0.6,0.0,0.5,0.0,1.0,0.0,-0.1,0.4,0.0,0.0
10698,0.8,0.0,0.7,0.0,0.7,0.0,-0.1,-0.1,0.0,0.0
10693,0.6,0.0,0.5,0.0,0.7,0.0,-0.1,0.1,0.0,0.0
1220018502,2.1,0.0,1.9,0.0,1.9,0.0,-0.1,-0.2,0.0,0.0
10152,1.9,0.1,1.8,0.1,1.8,0.1,-0.1,-0.0,-0.0,-0.0
404,2.6,0.0,2.5,0.0,2.6,0.0,-0.1,0.0,0.0,0.0
10248,0.4,0.0,0.4,0.0,0.4,0.0,-0.1,-0.0,0.0,0.0
10022,0.2,0.1,0.0,0.0,0.1,0.0,-0.1,-0.1,-0.1,-0.1
10023,1.0,0.0,1.0,0.0,1.0,0.0,-0.1,-0.1,0.0,0.0
10189,0.7,0.0,0.6,0.0,0.7,0.0,-0.1,-0.0,0.0,0.0
10195,0.3,0.0,0.2,0.0,0.2,0.0,-0.1,-0.1,-0.0,-0.0
10146,1.1,0.0,1.1,0.0,1.1,0.0,-0.1,-0.1,0.0,0.0
200,0.6,0.0,0.5,0.0,0.5,0.0,-0.1,-0.1,0.0,0.0
10567,1.2,0.0,1.1,0.0,1.1,0.0,-0.1,-0.1,0.0,0.0
277,5.2,0.0,5.1,0.0,5.1,0.0,-0.1,-0.0,0.0,0.0
281,2.2,1.4,2.2,1.3,2.4,1.5,-0.1,0.1,-0.1,0.2
274,1.1,0.3,0.9,0.1,0.9,0.1,-0.1,-0.2,-0.2,-0.2
10635,0.9,0.0,0.8,0.0,0.8,0.0,-0.1,-0.1,-0.0,-0.0
10627,0.1,0.0,0.1,0.0,0.1,0.0,-0.1,-0.1,0.0,0.0
1220009402,0.5,0.0,0.5,0.0,0.5,0.0,-0.1,-0.1,0.0,0.0
10256,0.1,0.0,0.1,0.0,0.1,0.0,-0.1,-0.1,-0.0,-0.0
10215,0.5,0.2,0.4,0.2,0.4,0.2,-0.1,-0.0,-0.0,-0.0
1220008202,3.0,0.3,2.9,0.2,3.0,0.2,-0.1,-0.0,-0.1,-0.1
85,2.5,0.0,2.4,0.0,3.0,0.0,-0.1,0.5,-0.0,0.0
86,2.0,0.0,1.9,0.0,2.2,0.0,-0.1,0.3,0.0,0.0
10448,1.0,0.9,0.8,0.7,1.0,0.9,-0.1,-0.0,-0.2,-0.0
10381,0.2,0.1,0.1,0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.1
95,5.0,0.0,5.0,0.0,5.2,0.0,-0.1,0.1,0.0,-0.0
10300,0.1,0.1,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.0
10421,0.6,0.0,0.6,0.0,0.6,0.0,-0.1,-0.0,0.0,0.0
84,5.6,4.6,5.5,4.5,6.7,5.4,-0.1,1.1,-0.1,0.8
81,4.5,0.0,4.5,0.0,4.8,0.0,-0.1,0.3,0.0,0.0
341,5.3,4.4,5.3,4.4,5.3,4.4,-0.1,-0.0,-0.0,-0.0
337,6.8,0.1,6.6,0.0,6.7,0.1,-0.1,-0.1,-0.1,-0.0
378,0.9,0.1,0.8,0.0,0.8,0.0,-0.1,-0.1,-0.1,-0.1
359,2.2,0.7,2.1,0.6,2.1,0.6,-0.1,-0.1,-0.1,-0.1
1220012600,2.1,0.0,2.0,0.0,2.0,0.0,-0.1,-0.1,0.0,0.0
1220012700,2.5,0.0,2.4,0.0,2.4,0.0,-0.1,-0.1,0.0,0.0
113,6.2,0.5,6.1,0.4,6.0,0.3,-0.1,-0.2,-0.1,-0.2
115,9.3,0.0,9.2,0.0,9.3,0.0,-0.1,-0.0,-0.0,-0.0
1220009700,0.3,0.0,0.2,0.0,0.2,0.0,-0.1,-0.1,0.0,0.0
10540,0.8,0.3,0.6,0.2,0.6,0.1,-0.2,-0.2,-0.2,-0.2
282,1.6,1.2,1.4,0.9,1.5,1.0,-0.2,-0.1,-0.2,-0.2
1220021303,6.8,3.7,6.5,3.4,5.5,2.6,-0.2,-1.3,-0.2,-1.1
122,4.5,1.7,4.3,1.7,4.0,1.5,-0.2,-0.5,-0.1,-0.2
128,4.4,2.7,4.2,2.6,3.8,2.2,-0.2,-0.6,-0.1,-0.5
10660,0.7,0.6,0.5,0.4,0.2,0.1,-0.2,-0.5,-0.2,-0.5
10625,0.4,0.1,0.2,0.0,0.2,0.0,-0.2,-0.1,-0.1,-0.1
10642,0.9,0.0,0.7,0.0,0.8,0.0,-0.2,-0.1,0.0,0.0
1220006801,5.6,0.0,5.3,0.0,5.4,0.0,-0.2,-0.2,0.0,0.0
1220007004,4.5,1.2,4.4,1.0,4.5,1.1,-0.2,-0.1,-0.1,-0.1
58,6.6,0.0,6.5,0.0,6.7,0.0,-0.2,0.0,0.0,0.0
1220012103,5.9,4.7,5.7,4.5,4.8,3.6,-0.2,-1.1,-0.2,-1.1
1220009403,1.5,0.0,1.2,0.0,1.3,0.0,-0.2,-0.2,-0.0,-0.0
168,0.9,0.1,0.7,0.0,0.8,0.1,-0.2,-0.1,-0.1,-0.1
1210009600,1.6,1.2,1.3,0.9,1.5,1.2,-0.3,-0.1,-0.3,-0.0
1220018501,4.0,0.0,3.7,0.0,3.5,0.0,-0.3,-0.4,-0.0,-0.0
10517,13.5,12.0,13.1,11.8,12.6,11.1,-0.3,-0.9,-0.2,-0.9
1220044400,5.8,0.0,5.6,0.0,5.7,0.0,-0.3,-0.1,0.0,0.0
29,6.3,2.2,6.0,2.0,6.6,2.6,-0.3,0.4,-0.2,0.3
87,6.5,5.4,6.3,5.2,8.5,7.2,-0.3,2.0,-0.2,1.8
10513,5.4,4.8,5.2,4.6,4.8,4.1,-0.3,-0.7,-0.2,-0.7
387,7.3,0.0,6.9,0.0,7.0,0.0,-0.3,-0.3,0.0,0.0
1210012101,3.4,0.8,3.2,0.4,3.1,0.4,-0.3,-0.3,-0.5,-0.4
10534,10.5,9.2,10.0,8.9,9.8,8.6,-0.4,-0.7,-0.3,-0.6
1220061100,19.8,0.0,19.5,0.0,18.9,0.0,-0.4,-1.0,0.0,0.0
10539,5.8,5.5,5.3,5.0,4.7,4.2,-0.4,-1.1,-0.5,-1.2
10629,2.7,0.4,2.4,0.2,2.2,0.2,-0.4,-0.5,-0.2,-0.2
10520,21.3,19.2,20.9,18.8,20.1,18.0,-0.4,-1.2,-0.4,-1.2
10609,0.6,0.3,0.3,0.0,0.3,0.0,-0.4,-0.4,-0.3,-0.3
1220011101,6.2,0.5,5.8,0.1,5.8,0.1,-0.4,-0.4,-0.5,-0.5
108,20.6,7.8,20.2,7.3,19.6,7.0,-0.4,-0.9,-0.5,-0.8
10514,10.2,9.1,9.8,8.7,9.4,8.2,-0.4,-0.8,-0.4,-0.8
1220022501,14.3,12.0,13.8,11.6,13.9,11.7,-0.5,-0.4,-0.4,-0.3
1220006803,13.5,0.0,13.0,0.0,13.0,0.0,-0.5,-0.4,-0.0,-0.0
104,5.0,2.9,4.5,2.4,5.0,2.6,-0.5,-0.0,-0.4,-0.2
271,3.3,0.8,2.8,0.5,2.8,0.6,-0.5,-0.5,-0.3,-0.2
173,7.5,6.1,7.0,5.6,6.6,5.3,-0.5,-0.9,-0.4,-0.8
1220000704,13.3,4.6,12.8,4.1,12.8,4.2,-0.5,-0.5,-0.5,-0.4
1220019301,5.3,0.8,4.8,0.4,4.6,0.3,-0.5,-0.7,-0.4,-0.5
322,81.8,72.9,81.3,72.5,77.4,68.1,-0.6,-4.4,-0.4,-4.7
325,72.0,64.6,71.4,64.3,67.7,60.2,-0.6,-4.3,-0.3,-4.3
39,14.2,3.9,13.6,3.5,13.4,3.1,-0.6,-0.8,-0.5,-0.8
1220042200,24.2,0.0,23.7,0.0,23.5,0.0,-0.6,-0.7,0.0,0.0
94,9.7,4.1,9.1,3.6,9.3,3.9,-0.6,-0.4,-0.5,-0.2
1210008501,8.3,5.7,7.6,5.1,7.1,4.7,-0.7,-1.2,-0.6,-1.1
1220000803,10.7,0.0,10.0,0.0,10.3,0.0,-0.7,-0.4,0.0,0.0
1220012102,1.7,1.1,1.0,0.4,1.1,0.6,-0.7,-0.5,-0.7,-0.5
329,74.0,67.8,73.3,67.6,71.3,65.3,-0.7,-2.7,-0.2,-2.5
68,76.2,2.3,75.5,3.4,77.5,2.3,-0.7,1.3,1.0,-0.0
321,63.5,56.7,62.7,56.2,60.1,53.4,-0.8,-3.4,-0.6,-3.3
1220013600,5.2,3.5,4.4,2.8,4.4,2.8,-0.8,-0.8,-0.7,-0.7
57,4.1,2.4,3.2,1.8,3.4,1.8,-0.8,-0.7,-0.7,-0.6
326,105.2,95.3,104.3,94.9,99.2,89.8,-0.9,-6.0,-0.5,-5.5
1220000402,10.8,0.0,9.8,0.0,10.1,0.0,-1.0,-0.8,-0.0,0.0
38,7.5,1.9,6.5,1.7,13.7,4.3,-1.0,6.2,-0.2,2.4
99,113.3,100.3,112.3,99.1,111.3,97.6,-1.0,-2.0,-1.2,-2.7
1220012402,8.0,7.0,6.9,6.1,6.6,5.7,-1.0,-1.3,-0.9,-1.3
1210008203,4.2,3.3,3.1,2.2,3.4,2.4,-1.1,-0.8,-1.0,-0.8
10641,3.0,0.7,1.9,0.2,2.2,0.4,-1.1,-0.8,-0.6,-0.4
56,8.0,0.0,6.9,0.0,7.4,0.0,-1.1,-0.6,0.0,0.0
416,9.1,6.7,7.9,5.4,8.4,5.7,-1.2,-0.7,-1.3,-1.0
1210014303,6.6,2.2,5.4,1.4,5.0,1.4,-1.3,-1.6,-0.8,-0.8
