simsec,sc,states
131,5,RRRGRRRGRRRRRRRRRRRGRRRG
131,6,RRGRRRGR
131,11,RARRRARR
131,12,RRGRRRGR
131,101,RGRRRGRR
131,105,RRRGRRRG
131,107,RRGRRRGR
131,108,RGRRRGRR
131,109,RGRRRGRR
131,1001,GRRRGRRR
131,1002,GRRRGRRR
131,1003,GRRRGRRR
131,1004,GRRRGRRR
131,1005,GRRRGRRR
132,1,RGRRRGRR
132,5,RRRGRRRGRRRRRRRRRRRGRRRG
132,6,RRGRRRGR
132,11,GRRRGRRR
132,12,RRGRRRGR
132,101,RGRRRGRR
132,105,RRRGRRRG
132,107,RRGRRRGR
132,108,RGRRRGRR
132,109,RGRRRGRR
132,1001,GRRRGRRR
132,1002,GRRRGRRR
132,1003,GRRRGRRR
132,1004,GRRRGRRR
132,1005,GRRRGRRR
133,1,RGRRRGRR
133,5,RRRGRRRGRRRRRRRRRRRGRRRG
133,6,RRGRRRGR
133,11,GRRRGRRR
133,12,RRGRRRGR
133,101,RGRRRGRR
133,105,RRRGRRRG
133,107,RRGRRRGR
133,108,RGRRRGRR
133,109,RGRRRGRR
133,1001,GRRRGRRR
133,1002,GRRRGRRR
133,1003,GRRRGRRR
133,1004,GRRRGRRR
133,1005,GRRRGRRR
134,1,RGRRRGRR
134,5,RRRGRRRGRRRRRRRRRRRGRRRG
134,6,RRARRRAR
134,11,GRRRGRRR
134,12,RRGRRRGR
134,101,RGRRRGRR
134,105,RRRGRRRG
134,107,RRGRRRGR
134,108,RGRRRGRR
134,109,RGRRRGRR
134,1001,GRRRGRRR
134,1002,GRRRGRRR
134,1003,GRRRGRRR
134,1004,GRRRGRRR
134,1005,GRRRGRRR
135,1,RGRRRGRR
135,5,RRRGRRRGRRRRRRRRRRRGRRRG
135,6,RRARRRAR
135,11,GRRRGRRR
135,12,RRGRRRGR
135,101,RGRRRGRR
135,105,RRRGRRRG
135,107,RRARRRAR
135,108,RGRRRGRR
135,109,RGRRRGRR
135,1001,GRRRGRRR
135,1002,GRRRGRRR
135,1003,GRRRGRRR
135,1004,GRRRGRRR
135,1005,GRRRGRRR
136,1,RGRRRGRR
136,5,RRRGRRRGRRRRRRRRRRRGRRRG
136,6,RRARRRAR
136,11,GRRRGRRR
136,12,RRGRRRGR
136,101,RGRRRGRR
136,105,RRRGRRRG
136,107,RRARRRAR
136,108,RGRRRGRR
136,109,RGRRRGRR
136,1001,GRRRGRRR
136,1002,GRRRGRRR
136,1003,GRRRGRRR
136,1004,GRRRGRRR
136,1005,GRRRGRRR
137,1,RGRRRGRR
137,5,RRRGRRRGRRRRRRRRRRRGRRRG
137,6,RGRRRGRR
137,11,GRRRGRRR
137,12,RRGRRRGR
137,101,RGRRRGRR
137,105,RRRGRRRG
137,107,RRARRRAR
137,108,RGRRRGRR
137,109,RGRRRGRR
137,1001,GRRRGRRR
137,1002,GRRRGRRR
137,1003,GRRRGRRR
137,1004,GRRRGRRR
137,1005,GRRRGRRR
138,1,RGRRRGRR
138,5,RRRGRRRGRRRRRRRRRRRGRRRG
138,6,RGRRRGRR
138,11,GRRRGRRR
138,12,RRGRRRGR
138,101,RGRRRGRR
138,105,RRRGRRRG
138,107,RGRRRGRR
138,108,RGRRRGRR
138,109,RGRRRGRR
138,1001,GRRRGRRR
138,1002,GRRRGRRR
138,1003,GRRRGRRR
138,1004,GRRRGRRR
138,1005,GRRRGRRR
139,1,RGRRRGRR
139,5,RRRGRRRGRRRRRRRRRRRGRRRG
139,6,RGRRRGRR
139,11,GRRRGRRR
139,12,RRGRRRGR
139,101,RGRRRGRR
139,105,RRRGRRRG
139,107,RGRRRGRR
139,108,RGRRRGRR
139,109,RGRRRGRR
139,1001,GRRRGRRR
139,1002,GRRRGRRR
139,1003,GRRRGRRR
139,1004,GRRRGRRR
139,1005,GRRRGRRR
140,1,RGRRRGRR
140,5,RRRGRRRGRRRRRRRRRRRGRRRG
140,6,RGRRRGRR
140,11,GRRRGRRR
140,12,RRGRRRGR
140,101,RGRRRGRR
140,105,RRRGRRRG
140,107,RGRRRGRR
140,108,RGRRRGRR
140,109,RGRRRGRR
140,1001,GRRRGRRR
140,1002,GRRRGRRR
140,1003,GRRRGRRR
140,1004,GRRRGRRR
140,1005,GRRRGRRR
141,1,RGRRRGRR
141,5,RRRGRRRGRRRRRRRRRRRGRRRG
141,6,RGRRRGRR
141,11,GRRRGRRR
141,12,RRGRRRGR
141,101,RGRRRGRR
141,105,RRRGRRRG
141,107,RGRRRGRR
141,108,RGRRRGRR
141,109,RGRRRGRR
141,1001,GRRRGRRR
141,1002,GRRRGRRR
141,1003,GRRRGRRR
141,1004,GRRRGRRR
141,1005,GRRRGRRR
142,1,RGRRRGRR
142,5,RRRGRRRGRRRRRRRRRRRGRRRG
142,6,RGRRRGRR
142,11,GRRRGRRR
142,12,RRGRRRGR
142,101,RGRRRGRR
142,105,RRRGRRRG
142,107,RGRRRGRR
142,108,RGRRRGRR
142,109,RGRRRGRR
142,1001,GRRRGRRR
142,1002,GRRRGRRR
142,1003,GRRRGRRR
142,1004,GRRRGRRR
142,1005,GRRRGRRR
143,1,RGRRRGRR
143,5,RRRGRRRGRRRRRRRRRRRGRRRG
143,6,RGRRRGRR
143,11,GRRRGRRR
143,12,RRGRRRGR
143,101,RGRRRGRR
143,105,RRRGRRRG
143,107,RGRRRGRR
143,108,RGRRRGRR
143,109,RGRRRGRR
143,1001,GRRRGRRR
143,1002,GRRRGRRR
143,1003,GRRRGRRR
143,1004,GRRRGRRR
143,1005,GRRRGRRR
144,1,RGRRRGRR
144,5,RRRGRRRGRRRRRRRRRRRGRRRG
144,6,RGRRRGRR
144,11,GRRRGRRR
144,12,RRGRRRGR
144,101,RGRRRGRR
144,105,RRRGRRRG
144,107,RGRRRGRR
144,108,RGRRRGRR
144,109,RGRRRGRR
144,1001,GRRRGRRR
144,1002,GRRRGRRR
144,1003,GRRRGRRR
144,1004,GRRRGRRR
144,1005,GRRRGRRR
145,1,RGRRRGRR
145,5,RRRGRRRGRRRRRRRRRRRGRRRG
145,6,RGRRRGRR
145,11,GRRRGRRR
145,12,RRGRRRGR
145,101,RGRRRGRR
145,105,RRRGRRRG
145,107,RGRRRGRR
145,108,RGRRRGRR
145,109,RGRRRGRR
145,1001,GRRRGRRR
145,1002,GRRRGRRR
145,1003,GRRRGRRR
145,1004,GRRRGRRR
145,1005,GRRRGRRR
146,1,RGRRRGRR
146,5,RRRGRRRGRRRRRRRRRRRGRRRG
146,6,RGRRRGRR
146,11,GRRRGRRR
146,12,RRGRRRGR
146,101,RGRRRGRR
146,105,RRRGRRRG
146,107,RGRRRGRR
146,108,RGRRRGRR
146,109,RGRRRGRR
146,1001,GRRRGRRR
146,1002,GRRRGRRR
146,1003,GRRRGRRR
146,1004,GRRRGRRR
146,1005,GRRRGRRR
147,1,RGRRRGRR
147,5,RRRGRRRGRRRRRRRRRRRGRRRG
147,6,RGRRRGRR
147,11,GRRRGRRR
147,12,RRGRRRGR
147,101,RGRRRGRR
147,105,RRRGRRRG
147,107,RGRRRGRR
147,108,RGRRRGRR
147,109,RGRRRGRR
147,1001,ARRRARRR
147,1002,ARRRARRR
147,1003,ARRRARRR
147,1004,ARRRARRR
147,1005,ARRRARRR
148,1,RGRRRGRR
148,5,RRRGRRRGRRRRRRRRRRRGRRRG
148,6,RGRRRGRR
148,11,GRRRGRRR
148,12,RRGRRRGR
148,101,RGRRRGRR
148,105,RRRGRRRG
148,107,RGRRRGRR
148,108,RGRRRGRR
148,109,RGRRRGRR
148,1001,ARRRARRR
148,1002,ARRRARRR
148,1003,ARRRARRR
148,1004,ARRRARRR
148,1005,ARRRARRR
149,1,RGRRRGRR
149,5,RRRGRRRGRRRRRRRRRRRGRRRG
149,6,RGRRRGRR
149,11,GRRRGRRR
149,12,RRGRRRGR
149,101,RGRRRGRR
149,105,RRRGRRRG
149,107,RGRRRGRR
149,108,RGRRRGRR
149,109,RGRRRGRR
149,1001,ARRRARRR
149,1002,ARRRARRR
149,1003,ARRRARRR
149,1004,ARRRARRR
149,1005,ARRRARRR
150,1,RGRRRGRR
150,5,RRRGRRRGRRRRRRRRRRRGRRRG
150,6,RGRRRGRR
150,11,GRRRGRRR
150,12,RRGRRRGR
150,101,RGRRRGRR
150,105,RRRGRRRG
150,107,RGRRRGRR
150,108,RGRRRGRR
150,109,RGRRRGRR
150,1001,RRRGRRRG
150,1002,RRRGRRRG
150,1003,RRRGRRRG
150,1004,RRRGRRRG
150,1005,RRRGRRRG
151,1,RGRRRGRR
151,5,RRRGRRRGRRRRRRRRRRRGRRRG
151,6,RGRRRGRR
151,11,GRRRGRRR
151,12,RRGRRRGR
151,101,RGRRRGRR
151,105,RRRGRRRG
151,107,RGRRRGRR
151,108,RGRRRGRR
151,109,RGRRRGRR
151,1001,RRRGRRRG
151,1002,RRRGRRRG
151,1003,RRRGRRRG
151,1004,RRRGRRRG
151,1005,RRRGRRRG
152,1,RGRRRGRR
152,5,RRRGRRRGRRRRRRRRRRRGRRRG
152,6,RGRRRGRR
152,11,GRRRGRRR
152,12,RRARRRAR
152,101,RGRRRGRR
152,105,RRRGRRRG
152,107,RGRRRGRR
152,108,RGRRRGRR
152,109,RGRRRGRR
152,1001,RRRGRRRG
152,1002,RRRGRRRG
152,1003,RRRGRRRG
152,1004,RRRGRRRG
152,1005,RRRGRRRG
153,1,RGRRRGRR
153,5,RRRGRRRGRRRRRRRRRRRGRRRG
153,6,RGRRRGRR
153,11,GRRRGRRR
153,12,RRARRRAR
153,101,RGRRRGRR
153,105,RRRGRRRG
153,107,RGRRRGRR
153,108,RGRRRGRR
153,109,RGRRRGRR
153,1001,RRRGRRRG
153,1002,RRRGRRRG
153,1003,RRRGRRRG
153,1004,RRRGRRRG
153,1005,RRRGRRRG
154,1,RGRRRGRR
154,5,RRRGRRRGRRRRRRRRRRRGRRRG
154,6,RGRRRGRR
154,11,GRRRGRRR
154,12,RRARRRAR
154,101,RGRRRGRR
154,105,RRRGRRRG
154,107,RGRRRGRR
154,108,RGRRRGRR
154,109,RGRRRGRR
154,1001,RRRGRRRG
154,1002,RRRGRRRG
154,1003,RRRGRRRG
154,1004,RRRGRRRG
154,1005,RRRGRRRG
155,1,RGRRRGRR
155,5,RRRGRRRGRRRRRRRRRRRGRRRG
155,6,RGRRRGRR
155,11,GRRRGRRR
155,12,RGRRRGRR
155,101,RGRRRGRR
155,105,RRRGRRRG
155,107,RGRRRGRR
155,108,RGRRRGRR
155,109,RGRRRGRR
155,1001,RRRGRRRG
155,1002,RRRGRRRG
155,1003,RRRGRRRG
155,1004,RRRGRRRG
155,1005,RRRGRRRG
156,1,RGRRRGRR
156,5,RRRGRRRGRRRRRRRRRRRGRRRG
156,6,RGRRRGRR
156,11,GRRRGRRR
156,12,RGRRRGRR
156,101,RGRRRGRR
156,105,RRRGRRRG
156,107,RGRRRGRR
156,108,RGRRRGRR
156,109,RGRRRGRR
156,1001,RRRGRRRG
156,1002,RRRGRRRG
156,1003,RRRGRRRG
156,1004,RRRGRRRG
156,1005,RRRGRRRG
157,1,RGRRRGRR
157,5,RRRARRRARRRRRRRRRRRGRRRG
157,6,RGRRRGRR
157,11,GRRRGRRR
157,12,RGRRRGRR
157,101,RGRRRGRR
157,105,RRRGRRRG
157,107,RGRRRGRR
157,108,RGRRRGRR
157,109,RGRRRGRR
157,1001,RRRGRRRG
157,1002,RRRGRRRG
157,1003,RRRGRRRG
157,1004,RRRGRRRG
157,1005,RRRGRRRG
158,1,RGRRRGRR
158,5,RRRARRRARRRRRRRRRRRGRRRG
158,6,RGRRRGRR
158,11,GRRRGRRR
158,12,RGRRRGRR
158,101,RGRRRGRR
158,105,RRRARRRA
158,107,RGRRRGRR
158,108,RGRRRGRR
158,109,RGRRRGRR
158,1001,RRRGRRRG
158,1002,RRRGRRRG
158,1003,RRRGRRRG
158,1004,RRRGRRRG
158,1005,RRRGRRRG
159,1,RGRRRGRR
159,5,RRRARRRARRRRRRRRRRRGRRRG
159,6,RGRRRGRR
159,11,GRRRGRRR
159,12,RGRRRGRR
159,101,RGRRRGRR
159,105,RRRARRRA
159,107,RGRRRGRR
159,108,RGRRRGRR
159,109,RGRRRGRR
159,1001,RRRGRRRG
159,1002,RRRGRRRG
159,1003,RRRGRRRG
159,1004,RRRGRRRG
159,1005,RRRGRRRG
160,1,RGRRRGRR
160,5,RRGRRRGRRGRRRGRRRRRGRRRG
160,6,RGRRRGRR
160,11,GRRRGRRR
160,12,RGRRRGRR
160,101,RGRRRGRR
160,105,RRRARRRA
160,107,RGRRRGRR
160,108,RGRRRGRR
160,109,RGRRRGRR
160,1001,RRRGRRRG
160,1002,RRRGRRRG
160,1003,RRRGRRRG
160,1004,RRRGRRRG
160,1005,RRRGRRRG
161,1,RGRRRGRR
161,5,RRGRRRGRRGRRRGRRRRRGRRRG
161,6,RGRRRGRR
161,11,GRRRGRRR
161,12,RGRRRGRR
161,101,RGRRRGRR
161,105,RRGRRRGR
161,107,RGRRRGRR
161,108,RGRRRGRR
161,109,RGRRRGRR
161,1001,RRRGRRRG
161,1002,RRRGRRRG
161,1003,RRRGRRRG
161,1004,RRRGRRRG
161,1005,RRRGRRRG
162,1,RGRRRGRR
162,5,RRGRRRGRRGRRRGRRRRRGRRRG
162,6,RGRRRGRR
162,11,GRRRGRRR
162,12,RGRRRGRR
162,101,RGRRRGRR
162,105,RRGRRRGR
162,107,RGRRRGRR
162,108,RGRRRGRR
162,109,RGRRRGRR
162,1001,RRRGRRRG
162,1002,RRRGRRRG
162,1003,RRRGRRRG
162,1004,RRRGRRRG
162,1005,RRRGRRRG
163,1,RARRRARR
163,5,RRGRRRGRRGRRRGRRRRRGRRRG
163,6,RGRRRGRR
163,11,GRRRGRRR
163,12,RGRRRGRR
163,101,RGRRRGRR
163,105,RRGRRRGR
163,107,RGRRRGRR
163,108,RGRRRGRR
163,109,RGRRRGRR
163,1001,RRRGRRRG
163,1002,RRRGRRRG
163,1003,RRRGRRRG
163,1004,RRRGRRRG
163,1005,RRRGRRRG
164,1,RARRRARR
164,5,RRGRRRGRRGRRRGRRRRRGRRRG
164,6,RGRRRGRR
164,11,GRRRGRRR
164,12,RGRRRGRR
164,101,RARRRARR
164,105,RRGRRRGR
164,107,RGRRRGRR
164,108,RGRRRGRR
164,109,RGRRRGRR
164,1001,RRRGRRRG
164,1002,RRRGRRRG
164,1003,RRRGRRRG
164,1004,RRRGRRRG
164,1005,RRRGRRRG
165,1,RARRRARR
165,5,RRGRRRGRRGRRRGRRRRRGRRRG
165,6,RGRRRGRR
165,11,ARRRARRR
165,12,RGRRRGRR
165,101,RARRRARR
165,105,RRGRRRGR
165,107,RGRRRGRR
165,108,RGRRRGRR
165,109,RGRRRGRR
165,1001,RRRGRRRG
165,1002,RRRGRRRG
165,1003,RRRGRRRG
165,1004,RRRGRRRG
165,1005,RRRGRRRG
166,1,GRRRGRRR
166,5,RRGRRRGRRGRRRGRRRRRGRRRG
166,6,RGRRRGRR
166,11,ARRRARRR
166,12,RGRRRGRR
166,101,RARRRARR
166,105,RRGRRRGR
166,107,RGRRRGRR
166,108,RGRRRGRR
166,109,RGRRRGRR
166,1001,RRRGRRRG
166,1002,RRRGRRRG
166,1003,RRRGRRRG
166,1004,RRRGRRRG
166,1005,RRRGRRRG
167,1,GRRRGRRR
167,5,RRGRRRGRRGRRRGRRRRRGRRRG
167,6,RGRRRGRR
167,11,ARRRARRR
167,12,RGRRRGRR
167,101,GRRRGRRR
167,105,RRGRRRGR
167,107,RGRRRGRR
167,108,RGRRRGRR
167,109,RGRRRGRR
167,1001,RRRGRRRG
167,1002,RRRGRRRG
167,1003,RRRGRRRG
167,1004,RRRGRRRG
167,1005,RRRGRRRG
168,1,GRRRGRRR
168,5,RRGRRRGRRGRRRGRRRRRGRRRG
168,6,RGRRRGRR
168,11,RRRGRRRG
168,12,RGRRRGRR
168,101,GRRRGRRR
168,105,RRGRRRGR
168,107,RGRRRGRR
168,108,RGRRRGRR
168,109,RGRRRGRR
168,1001,RRRGRRRG
168,1002,RRRGRRRG
168,1003,RRRGRRRG
168,1004,RRRGRRRG
168,1005,RRRGRRRG
169,1,GRRRGRRR
169,5,RRGRRRGRRGRRRGRRRRRGRRRG
169,6,RGRRRGRR
169,11,RRRGRRRG
169,12,RGRRRGRR
169,101,GRRRGRRR
169,105,RRGRRRGR
169,107,RGRRRGRR
169,108,RGRRRGRR
169,109,RGRRRGRR
169,1001,RRRGRRRG
169,1002,RRRGRRRG
169,1003,RRRGRRRG
169,1004,RRRGRRRG
169,1005,RRRGRRRG
170,1,GRRRGRRR
170,5,RRGRRRGRRGRRRGRRRRRGRRRG
170,6,RGRRRGRR
170,11,RRRGRRRG
170,12,RGRRRGRR
170,101,GRRRGRRR
170,105,RRGRRRGR
170,107,RGRRRGRR
170,108,RGRRRGRR
170,109,RGRRRGRR
170,1001,RRRGRRRG
170,1002,RRRGRRRG
170,1003,RRRGRRRG
170,1004,RRRGRRRG
170,1005,RRRGRRRG
171,1,GRRRGRRR
171,5,RRGRRRGRRGRRRGRRRRRGRRRG
171,6,RGRRRGRR
171,11,RRRGRRRG
171,12,RGRRRGRR
171,101,GRRRGRRR
171,105,RRGRRRGR
171,107,RGRRRGRR
171,108,RGRRRGRR
171,109,RGRRRGRR
171,1001,RRRGRRRG
171,1002,RRRGRRRG
171,1003,RRRGRRRG
171,1004,RRRGRRRG
171,1005,RRRGRRRG
172,1,GRRRGRRR
172,5,RRGRRRGRRGRRRGRRRRRGRRRG
172,6,RGRRRGRR
172,11,RRRGRRRG
172,12,RGRRRGRR
172,101,GRRRGRRR
172,105,RRGRRRGR
172,107,RGRRRGRR
172,108,RGRRRGRR
172,109,RGRRRGRR
172,1001,RRRGRRRG
172,1002,RRRGRRRG
172,1003,RRRGRRRG
172,1004,RRRGRRRG
172,1005,RRRGRRRG
173,1,GRRRGRRR
173,5,RRGRRRGRRGRRRGRRRRRGRRRG
173,6,RGRRRGRR
173,11,RRRGRRRG
173,12,RGRRRGRR
173,101,GRRRGRRR
173,105,RRGRRRGR
173,107,RGRRRGRR
173,108,RGRRRGRR
173,109,RGRRRGRR
173,1001,RRRGRRRG
173,1002,RRRGRRRG
173,1003,RRRGRRRG
173,1004,RRRGRRRG
173,1005,RRRGRRRG
174,1,GRRRGRRR
174,5,RRGRRRGRRGRRRGRRRRRGRRRG
174,6,RGRRRGRR
174,11,RRRGRRRG
174,12,RGRRRGRR
174,101,GRRRGRRR
174,105,RRGRRRGR
174,107,RGRRRGRR
174,108,RGRRRGRR
174,109,RGRRRGRR
174,1001,RRRGRRRG
174,1002,RRRGRRRG
174,1003,RRRGRRRG
174,1004,RRRGRRRG
174,1005,RRRGRRRG
175,1,GRRRGRRR
175,5,RRGRRRGRRGRRRGRRRRRGRRRG
175,6,RGRRRGRR
175,11,RRRGRRRG
175,12,RGRRRGRR
175,101,GRRRGRRR
175,105,RRGRRRGR
175,107,RGRRRGRR
175,108,RGRRRGRR
175,109,RGRRRGRR
175,1001,RRRGRRRG
175,1002,RRRGRRRG
175,1003,RRRGRRRG
175,1004,RRRGRRRG
175,1005,RRRGRRRG
176,1,GRRRGRRR
176,5,RRGRRRGRRGRRRGRRRRRGRRRG
176,6,RGRRRGRR
176,11,RRRGRRRG
176,12,RGRRRGRR
176,101,GRRRGRRR
176,105,RRGRRRGR
176,107,RGRRRGRR
176,108,RGRRRGRR
176,109,RGRRRGRR
176,1001,RRRGRRRG
176,1002,RRRGRRRG
176,1003,RRRGRRRG
176,1004,RRRGRRRG
176,1005,RRRGRRRG
177,1,GRRRGRRR
177,5,RRGRRRGRRGRRRGRRRRRGRRRG
177,6,RGRRRGRR
177,11,RRRGRRRG
177,12,RGRRRGRR
177,101,GRRRGRRR
177,105,RRGRRRGR
177,107,RGRRRGRR
177,108,RGRRRGRR
177,109,RGRRRGRR
177,1001,RRRGRRRG
177,1002,RRRGRRRG
177,1003,RRRGRRRG
177,1004,RRRGRRRG
177,1005,RRRGRRRG
178,1,GRRRGRRR
178,5,RRGRRRGRRGRRRGRRRRRGRRRG
178,6,RGRRRGRR
178,11,RRRGRRRG
178,12,RGRRRGRR
178,101,GRRRGRRR
178,105,RRGRRRGR
178,107,RGRRRGRR
178,108,RGRRRGRR
178,109,RGRRRGRR
178,1001,RRRGRRRG
178,1002,RRRGRRRG
178,1003,RRRGRRRG
178,1004,RRRGRRRG
178,1005,RRRGRRRG
179,1,GRRRGRRR
179,5,RRGRRRGRRGRRRGRRRRRGRRRG
179,6,RGRRRGRR
179,11,RRRGRRRG
179,12,RGRRRGRR
179,101,GRRRGRRR
179,105,RRGRRRGR
179,107,RGRRRGRR
179,108,RGRRRGRR
179,109,RGRRRGRR
179,1001,RRRGRRRG
179,1002,RRRGRRRG
179,1003,RRRGRRRG
179,1004,RRRGRRRG
179,1005,RRRGRRRG
180,1,GRRRGRRR
180,5,RRGRRRGRRGRRRGRRRRRGRRRG
180,6,RGRRRGRR
180,11,RRRGRRRG
180,12,RGRRRGRR
180,101,GRRRGRRR
180,105,RRGRRRGR
180,107,RGRRRGRR
180,108,RGRRRGRR
180,109,RGRRRGRR
180,1001,RRRGRRRG
180,1002,RRRGRRRG
180,1003,RRRGRRRG
180,1004,RRRGRRRG
180,1005,RRRGRRRG
181,1,GRRRGRRR
181,5,RRGRRRGRRGRRRGRRRRRGRRRG
181,6,RGRRRGRR
181,11,RRRGRRRG
181,12,RGRRRGRR
181,101,GRRRGRRR
181,105,RRGRRRGR
181,107,RGRRRGRR
181,108,RGRRRGRR
181,109,RGRRRGRR
181,1001,RRRGRRRG
181,1002,RRRGRRRG
181,1003,RRRGRRRG
181,1004,RRRGRRRG
181,1005,RRRGRRRG
182,1,GRRRGRRR
182,5,RRGRRRGRRGRRRGRRRRRGRRRG
182,6,RGRRRGRR
182,11,RRRGRRRG
182,12,RGRRRGRR
182,101,GRRRGRRR
182,105,RRARRRAR
182,107,RGRRRGRR
182,108,RGRRRGRR
182,109,RGRRRGRR
182,1001,RRRGRRRG
182,1002,RRRGRRRG
182,1003,RRRGRRRG
182,1004,RRRGRRRG
182,1005,RRRGRRRG
183,1,GRRRGRRR
183,5,RRARRRARRGRRRGRRRRRARRRA
183,6,RGRRRGRR
183,11,RRRGRRRG
183,12,RGRRRGRR
183,101,GRRRGRRR
183,105,RRARRRAR
183,107,RGRRRGRR
183,108,RGRRRGRR
183,109,RGRRRGRR
183,1001,RRRGRRRG
183,1002,RRRGRRRG
183,1003,RRRGRRRG
183,1004,RRRGRRRG
183,1005,RRRGRRRG
184,1,GRRRGRRR
184,5,RRARRRARRGRRRGRRRRRARRRA
184,6,RGRRRGRR
184,11,RRRGRRRG
184,12,RGRRRGRR
184,101,GRRRGRRR
184,105,RRARRRAR
184,107,RGRRRGRR
184,108,RGRRRGRR
184,109,RGRRRGRR
184,1001,RRRGRRRG
184,1002,RRRGRRRG
184,1003,RRRGRRRG
184,1004,RRRGRRRG
184,1005,RRRGRRRG
185,1,GRRRGRRR
185,5,RRARRRARRGRRRGRRRRRARRRA
185,6,RGRRRGRR
185,11,RRRGRRRG
185,12,RGRRRGRR
185,101,GRRRGRRR
185,105,RGRRRGRR
185,107,RGRRRGRR
185,108,RGRRRGRR
185,109,RGRRRGRR
185,1001,RRRGRRRG
185,1002,RRRGRRRG
185,1003,RRRGRRRG
185,1004,RRRGRRRG
185,1005,RRRGRRRG
186,1,GRRRGRRR
186,5,RGRRRGRRRGRRRGRRRRRRRRRR
186,6,RGRRRGRR
186,11,RRRGRRRG
186,12,RGRRRGRR
186,101,GRRRGRRR
186,105,RGRRRGRR
186,107,RGRRRGRR
186,108,RGRRRGRR
186,109,RGRRRGRR
186,1001,RRRGRRRG
186,1002,RRRGRRRG
186,1003,RRRGRRRG
186,1004,RRRGRRRG
186,1005,RRRGRRRG
187,1,GRRRGRRR
187,5,RGRRRGRRRGRRRGRRRRRRRRRR
187,6,RGRRRGRR
187,11,RRRGRRRG
187,12,RARRRARR
187,101,GRRRGRRR
187,105,RGRRRGRR
187,107,RGRRRGRR
187,108,RGRRRGRR
187,109,RGRRRGRR
187,1001,RRRGRRRG
187,1002,RRRGRRRG
187,1003,RRRGRRRG
187,1004,RRRGRRRG
187,1005,RRRGRRRG
188,1,GRRRGRRR
188,5,RGRRRGRRRGRRRGRRRRRRRRRR
188,6,RGRRRGRR
188,11,RRRGRRRG
188,12,RARRRARR
188,101,GRRRGRRR
188,105,RGRRRGRR
188,107,RGRRRGRR
188,108,RGRRRGRR
188,109,RGRRRGRR
188,1001,RRRGRRRG
188,1002,RRRGRRRG
188,1003,RRRGRRRG
188,1004,RRRGRRRG
188,1005,RRRGRRRG
189,1,GRRRGRRR
189,5,RGRRRGRRRGRRRGRRRRRRRRRR
189,6,RARRRARR
189,11,RRRGRRRG
189,12,RARRRARR
189,101,GRRRGRRR
189,105,RGRRRGRR
189,107,RGRRRGRR
189,108,RGRRRGRR
189,109,RGRRRGRR
189,1001,RRRGRRRG
189,1002,RRRGRRRG
189,1003,RRRGRRRG
189,1004,RRRGRRRG
189,1005,RRRGRRRG
190,1,GRRRGRRR
190,5,RGRRRGRRRGRRRGRRRRRRRRRR
190,6,RARRRARR
190,11,RRRGRRRG
190,12,GRRRGRRR
190,101,GRRRGRRR
190,105,RGRRRGRR
190,107,RGRRRGRR
190,108,RGRRRGRR
190,109,RGRRRGRR
190,1001,RRRGRRRG
190,1002,RRRGRRRG
190,1003,RRRGRRRG
190,1004,RRRGRRRG
190,1005,RRRGRRRG
191,1,GRRRGRRR
191,5,RGRRRGRRRGRRRGRRRRRRRRRR
191,6,RARRRARR
191,11,RRRGRRRG
191,12,GRRRGRRR
191,101,ARRRARRR
191,105,RGRRRGRR
191,107,RGRRRGRR
191,108,RGRRRGRR
191,109,RGRRRGRR
191,1001,RRRGRRRG
191,1002,RRRGRRRG
191,1003,RRRGRRRG
191,1004,RRRGRRRG
191,1005,RRRGRRRG
192,1,GRRRGRRR
192,5,RGRRRGRRRGRRRGRRRRRRRRRR
192,6,GRRRGRRR
192,11,RRRGRRRG
192,12,GRRRGRRR
192,101,ARRRARRR
192,105,RGRRRGRR
192,107,RGRRRGRR
192,108,RGRRRGRR
192,109,RGRRRGRR
192,1001,RRRGRRRG
192,1002,RRRGRRRG
192,1003,RRRGRRRG
192,1004,RRRGRRRG
192,1005,RRRGRRRG
193,1,GRRRGRRR
193,5,RGRRRGRRRGRRRGRRRRRRRRRR
193,6,GRRRGRRR
193,11,RRRGRRRG
193,12,GRRRGRRR
193,101,ARRRARRR
193,105,RGRRRGRR
193,107,RGRRRGRR
193,108,RGRRRGRR
193,109,RGRRRGRR
193,1001,RRRGRRRG
193,1002,RRRGRRRG
193,1003,RRRGRRRG
193,1004,RRRGRRRG
193,1005,RRRGRRRG
194,1,GRRRGRRR
194,5,RGRRRGRRRGRRRGRRRRRRRRRR
194,6,GRRRGRRR
194,11,RRRGRRRG
194,12,GRRRGRRR
194,101,RRRGRRRG
194,105,RGRRRGRR
194,107,RGRRRGRR
194,108,RGRRRGRR
194,109,RGRRRGRR
194,1001,RRRGRRRG
194,1002,RRRGRRRG
194,1003,RRRGRRRG
194,1004,RRRGRRRG
194,1005,RRRGRRRG
195,1,GRRRGRRR
195,5,RGRRRGRRRGRRRGRRRRRRRRRR
195,6,GRRRGRRR
195,11,RRRGRRRG
195,12,GRRRGRRR
195,101,RRRGRRRG
195,105,RGRRRGRR
195,107,RGRRRGRR
195,108,RGRRRGRR
195,109,RGRRRGRR
195,1001,RRRGRRRG
195,1002,RRRGRRRG
195,1003,RRRGRRRG
195,1004,RRRGRRRG
195,1005,RRRGRRRG
196,1,GRRRGRRR
