model_link,density_bin_center_veh_km_lane,n,flow_mean_vph,flow_p85_vph,speed_mean_kph,count_mean_veh
FW_W,15.0,52,5408.569985607403,6213.430419089254,91.58394284615385,79.71153846153847
FW_W,17.0,34,5147.447440572603,6307.07768372707,76.34694947058824,90.91176470588235
FW_W,19.0,16,5282.901164181016,5790.843321923924,69.6022971875,102.3125
FW_W,21.0,21,5407.5548804797545,6899.787399133096,64.49334971428571,112.95238095238095
FW_W,23.0,12,5677.532777330224,6313.128487263663,62.1231615,123.25
FW_W,25.0,5,6802.799964509555,8005.493228659432,67.8251246,135.0
FW_W,27.0,4,7044.749149754022,7373.352745400285,65.12176149999999,145.75
FW_W,29.0,3,6610.691910870413,6966.994536208832,57.78043,154.33333333333334
FW_W,33.0,4,5692.710576374117,6093.977945755618,42.69323875,179.5
FW_W,35.0,6,5274.3425942597205,5557.519884933889,37.5696935,189.16666666666666
FW_W,37.0,9,5914.134767480931,6470.292212294949,40.100520333333336,198.88888888888889
FW_W,39.0,15,5649.485084337318,6425.357034608752,36.241795,210.06666666666666
FW_W,41.0,12,5429.590080444338,5922.684517003519,33.17284466666666,220.5
FW_W,43.0,11,5340.961266504631,5825.434529211951,30.94496690909091,232.54545454545453
FW_W,45.0,7,5977.397801889588,6295.123003376224,33.23110742857143,242.28571428571428
FW_W,47.0,11,5827.904586048415,6330.212731412705,31.09072209090909,252.54545454545453
FW_W,49.0,7,5760.237385565898,6145.473991818804,29.115718142857144,266.42857142857144
FW_W,51.0,18,6084.925319828869,6460.003643973896,29.681418444444443,276.27777777777777
FW_W,53.0,14,5872.438833724686,6127.5355868626375,27.635215857142857,286.2857142857143
FW_W,55.0,18,5836.8301254545095,6131.821079915104,26.749246888888887,294.0
FW_W,57.0,11,5506.865424544017,5661.2323346427165,24.283535,305.54545454545456
FW_W,59.0,7,5599.85132269967,5686.356330230347,23.802186142857142,317.0
FW_W,61.0,9,5359.445055000461,5586.616308829951,21.921774,329.44444444444446
FW_W,63.0,4,5230.856959988849,5285.823481606876,20.972984750000002,336.0
