vehicle_id,link,lower_sec,upper_sec,lane_before,pos_before_m,lane_after,pos_after_m,to_link,head,SC,sg,lane,pos_m,road,post_head_connectors,pre_head_bypasses,linear_estimate_sec,method,kind,guaranteed_green,input_no,physical_resource,prior_same_lane_stopped_samples,nearest_prior_stopped_distance_m,repeated_head_vehicle_id,observed_subsequent_connector,resource_join_verified,connector,branch_connector
200,66,354,355,4,2653.91,1,0.28,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],354.738006493697,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,93,12.997367307855711,False,10633,True,10633,10633
268,66,356,357,4,2652.26,4,2659.37,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],356.8941444877434,same_source_position_bracket,head_crossing,True,90030875,10633,93,18.517367307855693,False,10633,True,,
253,66,358,359,4,2652.76,1,1.91,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],358.63955598310594,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,81,24.34736730785562,False,10633,True,10633,10633
237,66,360,361,4,2653.74,1,4.89,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],360.43709920869236,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,80,30.507367307855475,False,10633,True,10633,10633
11,66,363,364,4,2655.34,1,3.47,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],363.4026996607095,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,52,35.44736730785553,False,10633,True,10633,10633
88,66,365,366,4,2652.7,1,0.91,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],365.7200066005452,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,51,48.23736730785549,False,10633,True,10633,10633
365,66,367,368,4,2650.15,4,2658.7,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],367.99033535764397,same_source_position_bracket,head_crossing,True,90030875,10633,52,60.667367307855784,False,10633,True,,
444,66,369,370,4,2649.73,4,2659.35,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],369.9238427554944,same_source_position_bracket,head_crossing,True,90030875,10633,51,66.7373673078555,False,10633,True,,
673,66,371,372,4,2650.56,1,0.24,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],371.83164321849887,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,32,73.00736730785547,False,10633,True,10633,10633
662,66,373,374,4,2654.57,1,4.98,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],373.3884792486098,source_to_observed_connector_bracket,head_crossing,False,90030875,10633,28,77.87736730785582,False,10633,True,10633,10633
433,71,375,376,2,77.88,2,79.41,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],375.6499070046653,same_source_position_bracket,head_crossing,True,90030882,10634,91,0.9943577171378735,False,10634,True,,
672,66,375,376,4,2655.44,1,5.91,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],375.30322758315305,source_to_observed_connector_bracket,head_crossing,False,90030875,10633,27,84.17736730785555,False,10633,True,10633,10633
699,71,375,376,3,77.64,3,79.26,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],375.7848278875351,same_source_position_bracket,head_crossing,True,90030881,10634,113,1.2714211778067863,False,10634,True,,
683,71,378,379,3,76.42,3,80.78,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],378.57142687564374,same_source_position_bracket,head_crossing,True,90030881,10634,74,7.031421177806791,False,10634,True,,
1052,71,378,379,1,77.67,1,4.14,10634,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],378.16996034910704,source_to_observed_connector_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,10634,10634
974,71,380,381,3,73.67,3,79.54,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],380.8929167253504,same_source_position_bracket,head_crossing,True,90030881,10634,47,12.64142117780679,False,10634,True,,
1070,71,383,384,3,75.58,3,4.26,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],383.33589254752854,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,42,23.851421177806785,False,10634,True,10634,10634
1216,71,385,386,3,77.66,3,8.21,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],385.1061595593901,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,35,29.97142117780679,False,10634,True,10634,10634
258,71,387,388,3,74.71,3,6.71,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],387.31737304960524,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,34,36.12142117780679,False,10634,True,10634,10634
1123,71,389,390,3,77.74,3,9.33,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],389.09131669821295,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,33,41.701421177806786,False,10634,True,10634,10634
1336,71,390,391,3,65.71,3,80.41,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],390.89805586243585,same_source_position_bracket,head_crossing,True,90030881,10634,10,52.98142117780679,False,10634,True,,
1144,71,395,396,3,75.39,3,4.36,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],395.34496289539334,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
996,71,409,410,3,74.9,3,24.13,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],409.1316596407232,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
1485,71,418,419,2,46.57,2,79.68,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],418.97566770513856,same_source_position_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,,
1173,71,420,421,3,60.83,3,11.53,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],420.5661392581628,source_to_observed_connector_bracket,head_crossing,False,90030881,10634,0,,False,10634,True,10634,10634
29,71,423,424,4,77.68,4,79.36,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],423.7079340699087,same_source_position_bracket,head_crossing,True,90030880,10635,116,1.1893292374465432,False,10635,True,,
511,71,423,424,5,77.91,5,79.39,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],423.68897919560646,same_source_position_bracket,head_crossing,True,90030879,10635,91,1.0196892094975993,False,10635,True,,
450,71,426,427,5,76.7,2,0.45,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],426.4809101116758,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,66,6.939689209497601,False,10635,True,10635,10635
1022,71,426,427,4,78.33,1,4.14,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],426.0805402372605,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,103,6.479329237446549,False,10635,True,10635,10635
1072,71,428,429,4,76.51,1,2.67,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],428.3348278455508,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,81,12.25932923744655,False,10635,True,10635,10635
1306,71,441,442,4,62.74,1,1.45,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],441.8230763507726,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,0,,False,10635,True,10635,10635
1405,71,444,445,4,61.6,1,1.68,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],444.82366707700265,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,0,,False,10635,True,10635,10635
410,66,450,451,3,2657.63,3,2658.88,66,90030876,1004,8,3,2658.7703026862664,66,['10631'],[],450.912242149013,same_source_position_bracket,head_crossing,True,90030876,10631,80,1.1403026862662955,False,10631,True,,
856,66,499,500,4,2657.47,4,2659.22,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],499.6556384616319,same_source_position_bracket,head_crossing,True,90030875,10633,123,1.1473673078558022,False,10633,True,,
701,66,502,503,4,2656.53,1,2.26,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],502.3637485080266,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,111,7.047367307855438,False,10633,True,10633,10633
911,66,505,506,4,2653.93,1,2.59,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],505.54073628874056,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,113,18.307367307855657,False,10633,True,10633,10633
945,66,506,507,4,2649.51,4,2658.99,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],506.9606927539932,same_source_position_bracket,head_crossing,True,90030875,10633,115,24.017367307855693,False,10633,True,,
1009,66,508,509,4,2654.24,1,5.79,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],508.37871444889373,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,111,29.417367307855784,False,10633,True,10633,10633
1016,66,510,511,4,2654.28,1,6.16,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],510.36483751724825,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,113,35.537367307855675,False,10633,True,10633,10633
951,66,512,513,4,2657.27,1,8.24,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],512.1227279219008,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,112,41.55736730785566,False,10633,True,10633,10633
1047,66,513,514,4,2650.81,1,2.4,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],513.6731365085909,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,113,47.21736730785551,False,10633,True,10633,10633
1054,66,515,516,4,2649.37,1,0.95,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],515.797978599301,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,111,53.137367307855584,False,10633,True,10633,10633
1134,66,517,518,4,2649.12,1,0.72,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],517.8181397417662,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,110,59.20736730785575,False,10633,True,10633,10633
1083,66,519,520,4,2651.28,1,2.72,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],519.640902605953,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,110,63.49736730785571,False,10633,True,10633,10633
1129,66,521,522,4,2654.04,1,5.08,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],521.4142979861934,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,108,71.09736730785562,False,10633,True,10633,10633
1300,66,522,523,4,2647.14,4,2659.25,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],522.9477594804175,same_source_position_bracket,head_crossing,False,90030875,10633,92,76.7373673078555,False,10633,True,,
1394,71,525,526,2,77.91,2,79.66,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],525.5510615526503,same_source_position_bracket,head_crossing,True,90030882,10634,81,0.9643577171378723,False,10634,True,,
1569,71,525,526,3,77.82,3,79.25,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],525.7632315928719,same_source_position_bracket,head_crossing,True,90030881,10634,91,1.0914211778067937,False,10634,True,,
2000,71,525,526,1,78.07,1,79.82,71,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],525.5200423141868,same_source_position_bracket,head_crossing,True,90030883,10634,44,0.9100740498268891,False,10634,True,,
444,71,527,528,1,73.57,1,79.38,71,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],527.9311659294023,same_source_position_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,,
1717,71,527,528,2,74.12,2,78.95,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],527.9843390718712,same_source_position_bracket,head_crossing,True,90030882,10634,73,6.504357717137864,False,10634,True,,
1643,71,528,529,3,77.63,3,1.43,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],528.2543453212303,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,89,6.50142117780679,False,10634,True,10634,10634
960,71,529,530,1,72.64,1,0.19,10634,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],529.7214372460173,source_to_observed_connector_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,10634,10634
70,71,530,531,3,75.87,3,1.23,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],530.4609529866972,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,40,12.091421177806794,False,10634,True,10634,10634
365,71,530,531,2,76.3,2,3.23,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],530.3151715505517,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,19,12.934357717137871,False,10634,True,10634,10634
1869,71,532,533,2,73.53,2,80.57,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],532.7591417211844,same_source_position_bracket,head_crossing,True,90030882,10634,7,19.134357717137867,False,10634,True,,
2020,71,532,533,3,73.64,3,0.19,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],532.6768544951217,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,29,18.25142117780679,False,10634,True,10634,10634
1700,71,534,535,3,75.75,3,4.37,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],534.3206922343641,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,6,23.921421177806785,False,10634,True,10634,10634
1662,71,536,537,3,74.47,3,3.31,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],536.4406995585708,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,5,29.321421177806783,False,10634,True,10634,10634
1739,71,541,542,2,63.96,2,5.6,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],541.651904984532,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,10634,10634
11,71,544,545,3,71.05,3,79.42,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],544.9392378946005,same_source_position_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,,
2322,71,547,548,3,66.82,3,79.0,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],547.9927275187033,same_source_position_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,,
2382,71,553,554,3,61.51,3,0.44,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],553.8628183893358,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
2099,71,558,559,2,50.92,2,81.03,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],558.9284077621102,same_source_position_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,,
1534,71,573,574,4,77.52,4,79.06,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],573.8761878165237,same_source_position_bracket,head_crossing,True,90030880,10635,113,1.349329237446554,False,10635,True,,
1902,71,573,574,5,77.55,5,79.3,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],573.7883938339986,same_source_position_bracket,head_crossing,True,90030879,10635,91,1.3796892094975988,False,10635,True,,
58,71,576,577,5,76.12,2,0.28,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],576.556771564968,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,64,8.059689209497591,False,10635,True,10635,10635
1783,71,576,577,4,77.22,1,1.59,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],576.3137757446951,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,107,6.829329237446544,False,10635,True,10635,10635
1227,71,578,579,5,74.44,2,0.77,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],578.6221512604792,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,55,13.879689209497599,False,10635,True,10635,10635
1719,71,578,579,4,73.29,4,79.52,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],578.8955584650797,same_source_position_bracket,head_crossing,True,90030880,10635,101,13.039329237446552,False,10635,True,,
2161,71,580,581,5,72.23,5,80.06,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],580.8556435772027,same_source_position_bracket,head_crossing,True,90030879,10635,53,20.1296892094976,False,10635,True,,
1415,71,581,582,4,76.28,1,7.9,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],581.2070404180728,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,56,24.639329237446553,False,10635,True,10635,10635
2627,71,591,592,4,70.98,1,8.82,10635,90030880,1004,5,4,78.86932923744655,71,['10635'],[],591.4212946091192,source_to_observed_connector_bracket,head_crossing,True,90030880,10635,0,,False,10635,True,10635,10635
202,46,600,601,2,952.0,2,953.44,46,90030890,1004,4,2,953.2067093372814,46,['10626'],[],600.8379925953343,same_source_position_bracket,head_crossing,True,90030890,10626,18,1.2067093372813815,False,10626,True,,
1763,66,600,601,1,2657.82,1,2659.55,66,90030878,1004,8,1,2658.8419334135556,66,['10631'],['10632'],600.5907129558124,same_source_position_bracket,head_crossing,True,90030878,10631,82,1.0219334135554163,False,10631,True,,
2520,66,640,641,2,2657.05,2,9.01,10631,90030877,1004,8,2,2658.822897114408,66,['10631'],[],640.149452431662,source_to_observed_connector_bracket,head_crossing,True,90030877,10631,0,,False,10631,True,10631,10631
884,46,649,650,4,952.33,4,954.08,46,90030888,1004,7,4,953.1907462857191,46,['10627'],[],649.4918550204109,same_source_position_bracket,head_crossing,True,90030888,10627,107,0.860746285719074,False,10627,True,,
1309,66,649,650,4,2657.59,4,2658.86,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],649.8089506361067,same_source_position_bracket,head_crossing,True,90030875,10633,213,1.0273673078554566,False,10633,True,,
1327,66,653,654,4,2658.33,1,4.8,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],653.0443571405922,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,212,7.137367307855584,False,10633,True,10633,10633
1455,66,655,656,4,2656.78,1,5.79,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],655.2037333560171,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,179,11.057367307855657,False,10633,True,10633,10633
1522,66,657,658,4,2658.48,1,9.08,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],657.0129488082805,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,177,18.59736730785562,False,10633,True,10633,10633
1646,66,659,660,4,2658.44,1,9.42,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],659.0161411897355,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,157,24.417367307855784,False,10633,True,10633,10633
1677,66,660,661,4,2650.46,1,0.41,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],660.819136938485,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,158,30.037367307855675,False,10633,True,10633,10633
1721,66,662,663,4,2653.19,1,4.89,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],662.4635411688104,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,150,35.5873673078554,False,10633,True,10633,10633
1692,66,664,665,4,2655.49,1,6.61,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],664.2810234996709,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,139,41.73736730785549,False,10633,True,10633,10633
1814,66,665,666,4,2646.79,4,2658.74,66,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],665.9897378500298,same_source_position_bracket,head_crossing,True,90030875,10633,137,47.357367307855384,False,10633,True,,
1893,66,667,668,4,2649.08,1,0.72,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],667.8187642355936,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,117,53.59736730785562,False,10633,True,10633,10633
1967,66,669,670,4,2653.87,1,6.06,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],669.3891766248606,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,118,53.857367307855384,False,10633,True,10633,10633
1946,66,671,672,4,2652.14,1,4.16,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],671.5385020989663,source_to_observed_connector_bracket,head_crossing,True,90030875,10633,119,59.70736730785575,False,10633,True,10633,10633
1935,66,673,674,4,2654.27,1,6.33,10633,90030875,1004,3,4,2658.6173673078556,66,['10633'],[],673.3602246160957,source_to_observed_connector_bracket,head_crossing,False,90030875,10633,118,69.2373673078555,False,10633,True,10633,10633
2131,71,675,676,3,77.84,3,79.59,71,90030881,1004,2,3,78.91142117780679,71,['10634'],[],675.6122406730325,same_source_position_bracket,head_crossing,True,90030881,10634,82,1.0714211778067835,False,10634,True,,
2411,71,675,676,2,77.94,2,79.69,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],675.5339186955074,same_source_position_bracket,head_crossing,True,90030882,10634,99,0.9343577171378712,False,10634,True,,
2518,71,675,676,1,75.76,1,79.71,71,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],675.8152086202093,same_source_position_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,,
2219,71,678,679,3,78.08,3,1.11,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],678.1947981778449,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,68,6.711421177806784,False,10634,True,10634,10634
3040,71,678,679,2,78.75,2,5.65,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],678.015280897989,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,16,6.894357717137865,False,10634,True,10634,10634
856,71,681,682,3,77.95,3,3.08,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],681.1509741986831,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,39,13.181421177806783,False,10634,True,10634,10634
2974,71,683,684,3,77.35,3,5.2,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],683.1718091202505,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,32,19.29142117780679,False,10634,True,10634,10634
2896,71,685,686,3,76.09,3,4.5,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],685.2924323505846,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,30,24.881421177806786,False,10634,True,10634,10634
618,71,687,688,3,75.91,3,5.69,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],687.2724078450702,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,20,24.40142117780679,False,10634,True,10634,10634
2676,71,688,689,2,69.09,2,80.49,71,90030882,1004,2,2,78.87435771713787,71,['10634'],[],688.8582769927314,same_source_position_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,,
2610,71,689,690,1,75.56,1,9.66,10634,90030883,1004,2,1,78.98007404982688,71,['10634'],['10642'],689.2229787607357,source_to_observed_connector_bracket,head_crossing,True,90030883,10634,0,,False,10634,True,10634,10634
3283,71,690,691,3,69.63,3,2.14,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],690.675104961491,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
2616,71,696,697,2,63.82,2,9.36,10634,90030882,1004,2,2,78.87435771713787,71,['10634'],[],696.5621888350114,source_to_observed_connector_bracket,head_crossing,True,90030882,10634,0,,False,10634,True,10634,10634
3333,71,711,712,3,58.31,3,9.67,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],711.6319819621935,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
2848,71,715,716,3,66.71,3,15.52,10634,90030881,1004,2,3,78.91142117780679,71,['10634'],[],715.4060627716224,source_to_observed_connector_bracket,head_crossing,True,90030881,10634,0,,False,10634,True,10634,10634
2811,71,723,724,4,77.94,4,79.52,71,90030880,1004,5,4,78.86932923744655,71,['10635'],[],723.5881830616751,same_source_position_bracket,head_crossing,True,90030880,10635,96,0.9293292374465523,False,10635,True,,
2912,71,723,724,5,77.83,5,79.52,71,90030879,1004,5,5,78.9296892094976,71,['10635'],[],723.6507036742589,same_source_position_bracket,head_crossing,True,90030879,10635,73,1.0996892094975976,False,10635,True,,
1134,71,726,727,5,77.14,2,2.41,10635,90030879,1004,5,5,78.9296892094976,71,['10635'],[],726.2907040932652,source_to_observed_connector_bracket,head_crossing,True,90030879,10635,54,7.0896892094975925,False,10635,True,10635,10635
