movement,signal,phase,kind,beta,projected_queue_veh,source_class,initial_lane_base_veh_h,final_capacity_veh_h,local_cached_capacity_veh_h,actual_control_capacity_veh_h
SC6_S_SC12_to_N_SC103,SC6,SC6_p1,internal,0.7657506300252009,5.0,measured_lane_group_assignment,619.5918367346939,965.2372691833735,965.2372691833735,965.2372691833735
SC6_S_SC12_to_E_SC104,SC6,SC6_p1,internal,0.08568342733709348,5.0,measured_lane_group_assignment,206.53061224489795,108.00492245681377,108.00492245681377,108.00492245681377
SC6_S_SC12_to_W_SC5,SC6,SC6_p2,internal,0.1485659426377055,5.0,measured_lane_group_assignment,206.53061224489795,182.13412428840388,182.13412428840388,182.13412428840388
SC6_W_SC5_to_E_SC104,SC6,SC6_p3,internal,0.6051,0.5,measured_lane_group_assignment,826.1224489795918,3419.2713954206433,3419.2713954206433,3419.2713954206433
SC6_W_SC5_to_N_SC103,SC6,SC6_p4,internal,0.1795,0.5,measured_lane_group_assignment,206.53061224489795,1159.1109651060312,1159.1109651060312,1159.1109651060312
SC6_W_SC5_to_S_SC12,SC6,SC6_p3,internal,0.21539999999999998,1.0,measured_lane_group_assignment,206.53061224489795,1217.1724650034812,1217.1724650034812,1217.1724650034812
SC6_S_to_N_SC103,SC6,SC6_p1,boundary_in,0.6000000000000001,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC6_S_to_E_SC104,SC6,SC6_p1,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC6_S_to_W_SC5,SC6,SC6_p2,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC7_E_SC16_to_N_SC11,SC7,SC7_p3,internal,0.0,0.5,normalized_base_with_native_factor,206.53061224489795,327.9126387397064,327.9126387397064,327.9126387397064
SC7_E_SC16_to_S_SC108,SC7,SC7_p4,internal,1.0,0.5,measured_lane_group_assignment,206.53061224489795,1562.625959844096,1562.625959844096,1562.625959844096
SC7_N_SC11_to_S_SC108,SC7,SC7_p1,internal,0.6572,1.0,measured_lane_group_assignment,413.0612244897959,3125.251919688192,3125.251919688192,3125.251919688192
SC7_N_SC11_to_E_SC16,SC7,SC7_p2,internal,0.3428,1.0,normalized_base_with_native_factor,206.53061224489795,327.9126387397064,327.9126387397064,327.9126387397064
SC7_S_SC108_to_N_SC11,SC7,SC7_p1,internal,0.5,0.0,measured_lane_group_assignment,413.0612244897959,1148.602485846087,1148.602485846087,1148.602485846087
SC7_S_SC108_to_E_SC16,SC7,SC7_p1,internal,0.5,0.0,measured_lane_group_assignment,206.53061224489795,1148.602485846087,1148.602485846087,1148.602485846087
SC7_E_to_N_SC11,SC7,SC7_p3,boundary_in,0.0,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC7_E_to_S_SC108,SC7,SC7_p4,boundary_in,1.0,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC11_E_SC12_to_W_SC1,SC11,SC11_p3,internal,0.7692307692307692,0.5,measured_lane_group_assignment,413.0612244897959,1289.6140598172597,1289.6140598172597,1289.6140598172597
SC11_E_SC12_to_N_SC5,SC11,SC11_p3,internal,0.1628465138605544,0.25,measured_lane_group_assignment,206.53061224489795,273.01190002683643,273.01190002683643,273.01190002683643
SC11_E_SC12_to_S_SC7,SC11,SC11_p4,internal,0.06792271690867634,0.25,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC11_N_SC5_to_S_SC7,SC11,SC11_p1,internal,0.2849,0.6,measured_lane_group_assignment,413.0612244897959,890.3842719191659,890.3842719191659,890.3842719191659
SC11_N_SC5_to_E_SC12,SC11,SC11_p1,internal,0.2144,1.2,measured_lane_group_assignment,206.53061224489795,670.0540115811484,670.0540115811484,670.0540115811484
SC11_N_SC5_to_W_SC1,SC11,SC11_p1,internal,0.5007,1.2,measured_lane_group_assignment,206.53061224489795,1564.8136361878778,1564.8136361878778,1564.8136361878778
SC11_S_SC7_to_N_SC5,SC11,SC11_p1,internal,0.785978597859786,3.5,measured_lane_group_assignment,413.0612244897959,2456.3811217951297,2456.3811217951297,2456.3811217951297
SC11_S_SC7_to_E_SC12,SC11,SC11_p1,internal,0.08830883088308832,1.75,measured_lane_group_assignment,206.53061224489795,275.98734324279167,275.98734324279167,275.98734324279167
SC11_S_SC7_to_W_SC1,SC11,SC11_p1,internal,0.1257125712571257,1.75,measured_lane_group_assignment,206.53061224489795,392.8834546502708,392.8834546502708,392.8834546502708
SC11_W_SC1_to_E_SC12,SC11,SC11_p3,internal,0.5969038761550461,0.0,measured_lane_group_assignment,413.0612244897959,1865.4749848228812,1865.4749848228812,1865.4749848228812
SC11_W_SC1_to_N_SC5,SC11,SC11_p3,internal,0.29821192847713907,0.0,measured_lane_group_assignment,206.53061224489795,931.9874019470969,931.9874019470969,931.9874019470969
SC11_W_SC1_to_S_SC7,SC11,SC11_p3,internal,0.10488419536781471,0.0,measured_lane_group_assignment,206.53061224489795,327.7895329182144,327.7895329182144,327.7895329182144
SC11_W_to_E_SC12,SC11,SC11_p3,boundary_in,0.5999520038396929,0.5999520038396929,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC11_W_to_N_SC5,SC11,SC11_p3,boundary_in,0.2000239980801536,0.2000239980801536,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC11_W_to_S_SC7,SC11,SC11_p3,boundary_in,0.2000239980801536,0.2000239980801536,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC11_E_to_W_SC1,SC11,SC11_p3,boundary_in,0.6000000000000001,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC11_E_to_N_SC5,SC11,SC11_p3,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC11_E_to_S_SC7,SC11,SC11_p4,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC12_E_SC106_to_W_SC11,SC12,SC12_p3,internal,0.625705028201128,3.8000000000000003,measured_lane_group_assignment,413.0612244897959,583.4154411069144,583.4154411069144,583.4154411069144
SC12_E_SC106_to_N_SC6,SC12,SC12_p3,internal,0.29017160686427457,1.5999999999999999,measured_lane_group_assignment,206.53061224489795,270.5597500185115,270.5597500185115,270.5597500185115
SC12_E_SC106_to_S_SC16,SC12,SC12_p4,internal,0.08412336493459739,1.5999999999999999,measured_lane_group_assignment,206.53061224489795,853.9751911254259,853.9751911254259,853.9751911254259
SC12_N_SC6_to_S_SC16,SC12,SC12_p1,internal,0.5972597259725972,0.8,measured_lane_group_assignment,619.5918367346939,3430.462773749151,3430.462773749151,3430.462773749151
SC12_N_SC6_to_E_SC106,SC12,SC12_p2,internal,0.18381838183818383,1.6,measured_lane_group_assignment,206.53061224489795,1562.625959844096,1562.625959844096,1562.625959844096
SC12_N_SC6_to_W_SC11,SC12,SC12_p1,internal,0.21892189218921893,1.6,measured_lane_group_assignment,206.53061224489795,1257.4151057831366,1257.4151057831366,1257.4151057831366
SC12_S_SC16_to_N_SC6,SC12,SC12_p1,internal,0.6826,0.0,measured_lane_group_assignment,619.5918367346939,3814.908727430543,3814.908727430543,3814.908727430543
SC12_S_SC16_to_E_SC106,SC12,SC12_p1,internal,0.1562,0.0,measured_lane_group_assignment,206.53061224489795,872.9691521017446,872.9691521017446,872.9691521017446
SC12_S_SC16_to_W_SC11,SC12,SC12_p2,internal,0.1612,0.0,measured_lane_group_assignment,206.53061224489795,1562.625959844096,1562.625959844096,1562.625959844096
SC12_W_SC11_to_E_SC106,SC12,SC12_p3,internal,0.5696627865114604,1.6,measured_lane_group_assignment,413.0612244897959,339.3935501180419,339.3935501180419,339.3935501180419
SC12_W_SC11_to_N_SC6,SC12,SC12_p4,internal,0.34429377175087,0.7,measured_lane_group_assignment,206.53061224489795,390.656489961024,390.656489961024,390.656489961024
SC12_W_SC11_to_S_SC16,SC12,SC12_p3,internal,0.08604344173766951,0.7,measured_lane_group_assignment,206.53061224489795,51.26293984298211,51.26293984298211,51.26293984298211
SC12_W_to_E_SC106,SC12,SC12_p3,boundary_in,0.6000000000000001,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC12_W_to_N_SC6,SC12,SC12_p4,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC12_W_to_S_SC16,SC12,SC12_p3,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC12_E_to_W_SC11,SC12,SC12_p3,boundary_in,0.6000000000000001,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC12_E_to_N_SC6,SC12,SC12_p3,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC12_E_to_S_SC16,SC12,SC12_p4,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_N_SC12_to_S_SC109,SC16,SC16_p1,internal,0.7332000000000001,0.0,measured_lane_group_assignment,619.5918367346939,3610.0746363544517,3610.0746363544517,3610.0746363544517
SC16_N_SC12_to_W_SC7,SC16,SC16_p1,internal,0.21889999999999998,0.0,measured_lane_group_assignment,206.53061224489795,1077.803243177836,1077.803243177836,1077.803243177836
SC16_N_SC12_to_E,SC16,SC16_p2,boundary_out,0.0479,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_S_SC109_to_N_SC12,SC16,SC16_p1,internal,0.8165714285714286,0.0,measured_lane_group_assignment,619.5918367346939,4687.877879532288,4687.877879532288,4687.877879532288
SC16_S_SC109_to_W_SC7,SC16,SC16_p2,internal,0.16491428571428574,0.0,measured_lane_group_assignment,206.53061224489795,1562.625959844096,1562.625959844096,1562.625959844096
SC16_S_SC109_to_E,SC16,SC16_p1,boundary_out,0.018514285714285712,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_W_SC7_to_E,SC16,SC16_p3,boundary_out,0.18546038758911537,1.25,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC16_W_SC7_to_N_SC12,SC16,SC16_p3,internal,0.6774776583994376,1.25,measured_lane_group_assignment,206.53061224489795,1299.684091601099,1299.684091601099,1299.684091601099
SC16_W_SC7_to_S_SC109,SC16,SC16_p3,internal,0.13706195401144694,2.5,measured_lane_group_assignment,206.53061224489795,262.941868242997,262.941868242997,262.941868242997
SC16_E_to_W_SC7,SC16,SC16_p3,boundary_in,0.4209,1.2,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_E_to_N_SC12,SC16,SC16_p3,boundary_in,0.2192,0.6,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_E_to_S_SC109,SC16,SC16_p3,boundary_in,0.3599,1.2,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_S_to_N_SC12,SC16,SC16_p1,boundary_in,0.5714285714285714,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC16_S_to_W_SC7,SC16,SC16_p2,boundary_in,0.2857142857142857,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_S_to_E,SC16,SC16_p1,boundary_in,0.14285714285714285,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_W_to_E,SC16,SC16_p3,boundary_in,0.5714285714285714,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC16_W_to_N_SC12,SC16,SC16_p3,boundary_in,0.14285714285714285,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC16_W_to_S_SC109,SC16,SC16_p3,boundary_in,0.2857142857142857,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC101_E_SC5_to_W_SC1002,SC101,SC101_p3,internal,0.5507,3.7535,measured_lane_group_assignment,826.1224489795918,2842.554269447336,2842.554269447336,2842.554269447336
SC101_E_SC5_to_N_SC2005,SC101,SC101_p3,internal,0.1427,1.7135,measured_lane_group_assignment,206.53061224489795,736.576165335273,736.576165335273,736.576165335273
SC101_E_SC5_to_S_SC1,SC101,SC101_p4,internal,0.3066,3.533,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC101_N_SC2005_to_S_SC1,SC101,SC101_p1,internal,0.7835,0.5,measured_lane_group_assignment,619.5918367346939,4157.745436510694,4157.745436510694,4157.745436510694
SC101_N_SC2005_to_E_SC5,SC101,SC101_p2,internal,0.1166,0.25,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC101_N_SC2005_to_W_SC1002,SC101,SC101_p1,internal,0.0999,0.25,measured_lane_group_assignment,206.53061224489795,530.1324430215934,530.1324430215934,530.1324430215934
SC101_S_SC1_to_N_SC2005,SC101,SC101_p1,internal,0.7227889115564623,1.0,measured_lane_group_assignment,619.5918367346939,5508.728997529723,5508.728997529723,5508.728997529723
SC101_S_SC1_to_E_SC5,SC101,SC101_p1,internal,0.04392175687027482,1.0,measured_lane_group_assignment,206.53061224489795,334.7492633398437,334.7492633398437,334.7492633398437
SC101_S_SC1_to_W_SC1002,SC101,SC101_p2,internal,0.23328933157326293,1.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC101_W_SC1002_to_E_SC5,SC101,SC101_p3,internal,0.5791420857914209,0.5,measured_lane_group_assignment,826.1224489795918,4112.098845714223,4112.098845714223,4112.098845714223
SC101_W_SC1002_to_N_SC2005,SC101,SC101_p4,internal,0.11968803119688032,0.5,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC101_W_SC1002_to_S_SC1,SC101,SC101_p3,internal,0.30116988301169884,1.0,measured_lane_group_assignment,206.53061224489795,2138.4049936621614,2138.4049936621614,2138.4049936621614
SC101_S_to_N_SC2005,SC101,SC101_p1,boundary_in,0.6000000000000001,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC101_S_to_E_SC5,SC101,SC101_p1,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC101_S_to_W_SC1002,SC101,SC101_p2,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC105_E_SC1_to_W_SC1003,SC105,SC105_p3,internal,0.27205088203528144,1.6666666666666667,measured_lane_group_assignment,413.0612244897959,195.16944139355564,195.16944139355564,195.16944139355564
SC105_E_SC1_to_N_SC1002,SC105,SC105_p3,internal,0.48061922476899077,1.6666666666666667,measured_lane_group_assignment,206.53061224489795,344.7964767451214,344.7964767451214,344.7964767451214
SC105_E_SC1_to_S_SC1005,SC105,SC105_p3,internal,0.24732989319572782,1.6666666666666667,measured_lane_group_assignment,206.53061224489795,177.43459140366923,177.43459140366923,177.43459140366923
SC105_N_SC1002_to_S_SC1005,SC105,SC105_p1,internal,0.6294000000000001,2.0,measured_lane_group_assignment,619.5918367346939,1401.6036117790268,1401.6036117790268,1401.6036117790268
SC105_N_SC1002_to_E_SC1,SC105,SC105_p2,internal,0.3089,4.0,measured_lane_group_assignment,206.53061224489795,513.0008770789564,513.0008770789564,513.0008770789564
SC105_N_SC1002_to_W_SC1003,SC105,SC105_p1,internal,0.061700000000000005,2.0,measured_lane_group_assignment,206.53061224489795,137.39901945784231,137.39901945784231,137.39901945784231
SC105_S_SC1005_to_N_SC1002,SC105,SC105_p1,internal,0.7918,0.0,measured_lane_group_assignment,619.5918367346939,4572.384460475075,4572.384460475075,4572.384460475075
SC105_S_SC1005_to_E_SC1,SC105,SC105_p1,internal,0.02,0.0,measured_lane_group_assignment,206.53061224489795,115.4934190572133,115.4934190572133,115.4934190572133
SC105_S_SC1005_to_W_SC1003,SC105,SC105_p2,internal,0.1882,0.0,measured_lane_group_assignment,206.53061224489795,1562.625959844096,1562.625959844096,1562.625959844096
SC105_W_SC1003_to_E_SC1,SC105,SC105_p3,internal,0.4337433743374337,2.0,measured_lane_group_assignment,413.0612244897959,464.65492350342276,464.65492350342276,464.65492350342276
SC105_W_SC1003_to_N_SC1002,SC105,SC105_p3,internal,0.3313331333133313,1.0,measured_lane_group_assignment,206.53061224489795,354.9462212512888,354.9462212512888,354.9462212512888
SC105_W_SC1003_to_S_SC1005,SC105,SC105_p3,internal,0.23492349234923493,1.0,measured_lane_group_assignment,206.53061224489795,251.66576327174087,251.66576327174087,251.66576327174087
SC105_E_to_W_SC1003,SC105,SC105_p3,boundary_in,0.6000000000000001,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC105_E_to_N_SC1002,SC105,SC105_p3,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC105_E_to_S_SC1005,SC105,SC105_p4,boundary_in,0.2,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC107_E_SC108_to_W_SC1005,SC107,SC107_p3,internal,0.8274,0.5,physical_corridor_single_turn_base_per_lane,826.1224489795918,826.1224489795918,826.1224489795918,826.1224489795918
SC107_E_SC108_to_N_SC1,SC107,SC107_p3,internal,0.0276,0.25,measured_lane_group_assignment,206.53061224489795,201.77065025355347,201.77065025355347,201.77065025355347
SC107_E_SC108_to_S,SC107,SC107_p4,boundary_out,0.145,0.25,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC107_N_SC1_to_S,SC107,SC107_p2,boundary_out,0.6804,0.0,unchanged_normalized_lane_base,413.0612244897959,413.0612244897959,413.0612244897959,413.0612244897959
SC107_N_SC1_to_E_SC108,SC107,SC107_p2,internal,0.1135,0.0,measured_lane_group_assignment,413.0612244897959,1109.8751341821333,1109.8751341821333,1109.8751341821333
SC107_N_SC1_to_W_SC1005,SC107,SC107_p2,internal,0.20609999999999998,0.0,physical_corridor_single_turn_base_per_lane,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC107_W_SC1004_to_E_SC108,SC107,SC107_p3,internal,0.9368998628257887,0.0,measured_lane_group_assignment,413.0612244897959,2021.7976917160038,2021.7976917160038,2021.7976917160038
SC107_W_SC1004_to_N_SC1,SC107,SC107_p4,internal,0.0,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
SC107_W_SC1004_to_S,SC107,SC107_p3,boundary_out,0.06310013717421124,0.0,unchanged_normalized_lane_base,206.53061224489795,206.53061224489795,206.53061224489795,206.53061224489795
