head,sec,stopped_before_head,stopped_near_head_20m,stopped_first20m_after_head,nearest_prehead_stopped_distance_m
90030888,409,0,0,0,
90030888,410,0,0,0,
90030888,411,0,0,0,
90030888,412,0,0,0,
90030888,413,0,0,0,
90030888,414,0,0,0,
90030888,415,0,0,0,
90030888,416,0,0,0,
90030888,417,0,0,0,
90030888,418,0,0,0,
90030888,419,0,0,0,
90030888,420,0,0,0,
90030888,421,0,0,0,
90030888,422,0,0,0,
90030888,423,0,0,0,
90030888,424,0,0,0,
90030888,425,0,0,0,
90030888,426,0,0,0,
90030888,427,0,0,0,
90030888,428,0,0,0,
90030888,429,0,0,0,
90030888,430,0,0,0,
90030888,431,0,0,0,
90030888,432,0,0,0,
90030888,433,0,0,0,
90030888,434,0,0,0,
90030888,435,0,0,0,
90030888,436,0,0,0,
90030888,437,0,0,0,
90030888,438,0,0,0,
90030888,439,0,0,0,
90030888,440,0,0,0,
90030888,441,0,0,0,
90030888,442,0,0,0,
90030888,443,0,0,0,
90030888,444,0,0,0,
90030888,445,0,0,0,
90030888,446,0,0,0,
90030888,447,0,0,0,
90030888,448,0,0,0,
90030888,449,0,0,0,
90030888,450,0,0,0,
90030888,451,0,0,0,
90030888,452,0,0,0,
90030888,453,0,0,0,
90030888,454,0,0,0,
90030888,455,0,0,0,
90030888,456,0,0,0,
90030888,457,0,0,0,
90030888,458,0,0,0,
90030888,459,0,0,0,
90030888,460,0,0,0,
90030888,461,0,0,0,
90030888,462,0,0,0,
90030888,463,0,0,0,
90030888,464,0,0,0,
90030888,465,0,0,0,
90030888,466,0,0,0,
90030888,467,0,0,0,
90030888,468,0,0,0,
90030888,469,0,0,0,
90030888,470,0,0,0,
90030888,471,0,0,0,
90030888,472,0,0,0,
90030888,473,0,0,0,
90030888,474,0,0,0,
90030888,475,0,0,0,
90030888,476,0,0,0,
90030888,477,0,0,0,
90030888,478,0,0,0,
90030888,479,0,0,0,
90030888,480,0,0,0,
90030888,481,0,0,0,
90030888,482,0,0,0,
90030888,483,0,0,0,
90030888,484,0,0,0,
90030888,485,0,0,0,
90030888,486,0,0,0,
90030888,487,0,0,0,
90030888,488,0,0,0,
90030888,489,0,0,0,
90030888,490,0,0,0,
90030888,491,0,0,0,
90030888,492,0,0,0,
90030888,493,0,0,0,
90030888,494,0,0,0,
90030888,495,0,0,0,
90030888,496,0,0,0,
90030888,497,0,0,0,
90030888,498,0,0,0,
90030888,499,0,0,0,
90030888,500,0,0,0,
90030888,501,0,0,0,
90030888,502,0,0,0,
90030888,503,0,0,0,
90030888,504,0,0,0,
90030888,505,0,0,0,
90030888,506,0,0,0,
90030888,507,0,0,0,
90030888,508,0,0,0,
90030888,509,0,0,0,
90030888,510,0,0,0,
90030888,511,0,0,0,
90030888,512,0,0,0,
90030888,513,0,0,0,
90030888,514,0,0,0,
90030888,515,0,0,0,
90030888,516,0,0,0,
90030888,517,0,0,0,
90030888,518,0,0,0,
90030888,519,0,0,0,
90030888,520,0,0,0,
90030888,521,0,0,0,
90030888,522,0,0,0,
90030888,523,0,0,0,
90030888,524,0,0,0,
90030888,525,0,0,0,
90030888,526,0,0,0,
90030888,527,0,0,0,
90030888,528,0,0,0,
90030888,529,0,0,0,
90030888,530,0,0,0,
90030888,531,0,0,0,
90030888,532,0,0,0,
90030888,533,0,0,0,
90030888,534,0,0,0,
90030888,535,0,0,0,
90030888,536,0,0,0,
90030888,537,0,0,0,
90030888,538,0,0,0,
90030888,539,0,0,0,
90030888,540,0,0,0,
90030888,541,0,0,0,
90030888,542,0,0,0,
90030888,543,1,1,0,1.7807462857191467
90030888,544,1,1,0,1.110746285719074
90030888,545,1,1,0,0.8907462857191604
90030888,546,1,1,0,0.860746285719074
90030888,547,1,1,0,0.860746285719074
90030888,548,1,1,0,0.860746285719074
90030888,549,1,1,0,0.860746285719074
90030888,550,1,1,0,0.860746285719074
90030888,551,1,1,0,0.860746285719074
90030888,552,1,1,0,0.860746285719074
90030888,553,1,1,0,0.860746285719074
90030888,554,1,1,0,0.860746285719074
90030888,555,1,1,0,0.860746285719074
90030888,556,1,1,0,0.860746285719074
90030888,557,1,1,0,0.860746285719074
90030888,558,1,1,0,0.860746285719074
90030888,559,1,1,0,0.860746285719074
90030888,560,1,1,0,0.860746285719074
90030888,561,1,1,0,0.860746285719074
90030888,562,1,1,0,0.860746285719074
90030888,563,1,1,0,0.860746285719074
90030888,564,1,1,0,0.860746285719074
90030888,565,1,1,0,0.860746285719074
90030888,566,1,1,0,0.860746285719074
90030888,567,1,1,0,0.860746285719074
90030888,568,1,1,0,0.860746285719074
90030888,569,1,1,0,0.860746285719074
90030888,570,1,1,0,0.860746285719074
90030888,571,1,1,0,0.860746285719074
90030888,572,1,1,0,0.860746285719074
90030888,573,1,1,0,0.860746285719074
90030888,574,1,1,0,0.860746285719074
90030888,575,1,1,0,0.860746285719074
90030888,576,1,1,0,0.860746285719074
90030888,577,1,1,0,0.860746285719074
90030888,578,1,1,0,0.860746285719074
90030888,579,1,1,0,0.860746285719074
90030888,580,1,1,0,0.860746285719074
90030888,581,1,1,0,0.860746285719074
90030888,582,1,1,0,0.860746285719074
90030888,583,1,1,0,0.860746285719074
90030888,584,1,1,0,0.860746285719074
90030888,585,1,1,0,0.860746285719074
90030888,586,1,1,0,0.860746285719074
90030888,587,1,1,0,0.860746285719074
90030888,588,1,1,0,0.860746285719074
90030888,589,1,1,0,0.860746285719074
90030888,590,1,1,0,0.860746285719074
90030888,591,1,1,0,0.860746285719074
90030888,592,1,1,0,0.860746285719074
90030888,593,1,1,0,0.860746285719074
90030888,594,1,1,0,0.860746285719074
90030888,595,1,1,0,0.860746285719074
90030888,596,1,1,0,0.860746285719074
90030888,597,1,1,0,0.860746285719074
90030888,598,1,1,0,0.860746285719074
90030888,599,1,1,0,0.860746285719074
90030888,600,1,1,0,0.860746285719074
90030888,601,1,1,0,0.860746285719074
90030888,602,1,1,0,0.860746285719074
90030888,603,1,1,0,0.860746285719074
90030888,604,1,1,0,0.860746285719074
90030888,605,1,1,0,0.860746285719074
90030888,606,1,1,0,0.860746285719074
90030888,607,1,1,0,0.860746285719074
90030888,608,1,1,0,0.860746285719074
90030888,609,1,1,0,0.860746285719074
90030888,610,1,1,0,0.860746285719074
90030888,611,1,1,0,0.860746285719074
90030888,612,1,1,0,0.860746285719074
90030888,613,1,1,0,0.860746285719074
90030888,614,1,1,0,0.860746285719074
90030888,615,1,1,0,0.860746285719074
90030888,616,1,1,0,0.860746285719074
90030888,617,1,1,0,0.860746285719074
90030888,618,1,1,0,0.860746285719074
90030888,619,1,1,0,0.860746285719074
90030888,620,1,1,0,0.860746285719074
90030888,621,1,1,0,0.860746285719074
90030888,622,1,1,0,0.860746285719074
90030888,623,1,1,0,0.860746285719074
90030888,624,1,1,0,0.860746285719074
90030888,625,1,1,0,0.860746285719074
90030888,626,1,1,0,0.860746285719074
90030888,627,1,1,0,0.860746285719074
90030888,628,1,1,0,0.860746285719074
90030888,629,1,1,0,0.860746285719074
90030888,630,1,1,0,0.860746285719074
90030888,631,1,1,0,0.860746285719074
90030888,632,1,1,0,0.860746285719074
90030888,633,1,1,0,0.860746285719074
90030888,634,1,1,0,0.860746285719074
90030888,635,1,1,0,0.860746285719074
90030888,636,1,1,0,0.860746285719074
90030888,637,1,1,0,0.860746285719074
90030888,638,1,1,0,0.860746285719074
90030888,639,1,1,0,0.860746285719074
90030888,640,1,1,0,0.860746285719074
90030888,641,1,1,0,0.860746285719074
90030888,642,1,1,0,0.860746285719074
90030888,643,1,1,0,0.860746285719074
90030888,644,1,1,0,0.860746285719074
90030888,645,1,1,0,0.860746285719074
90030888,646,1,1,0,0.860746285719074
90030888,647,1,1,0,0.860746285719074
90030888,648,1,1,0,0.860746285719074
90030888,649,1,1,0,0.860746285719074
90030888,650,0,0,0,
90030888,651,0,0,0,
90030888,652,0,0,0,
90030888,653,0,0,0,
90030888,654,0,0,0,
90030888,655,0,0,0,
90030888,656,0,0,0,
90030888,657,0,0,0,
90030888,658,0,0,0,
90030888,659,0,0,0,
90030888,660,0,0,0,
90030888,661,0,0,0,
90030888,662,0,0,0,
90030888,663,0,0,0,
90030888,664,0,0,0,
90030888,665,0,0,0,
90030888,666,0,0,0,
90030888,667,0,0,0,
90030888,668,0,0,0,
90030888,669,0,0,0,
90030888,670,0,0,0,
90030888,671,0,0,0,
90030888,672,0,0,0,
90030888,673,0,0,0,
90030888,674,0,0,0,
90030888,675,0,0,0,
90030888,676,0,0,0,
90030888,677,0,0,0,
90030888,678,0,0,0,
90030888,679,0,0,0,
90030888,680,0,0,0,
90030888,681,0,0,0,
90030888,682,0,0,0,
90030888,683,0,0,0,
90030888,684,0,0,0,
90030888,685,0,0,0,
90030888,686,0,0,0,
90030888,687,0,0,0,
90030888,688,0,0,0,
90030888,689,0,0,0,
90030888,690,0,0,0,
90030888,691,0,0,0,
90030888,692,0,0,0,
90030888,693,0,0,0,
90030888,694,1,1,0,1.6507462857191513
90030888,695,1,1,0,1.0907462857190922
90030888,696,1,1,0,0.9407462857191149
90030888,697,1,1,0,0.930746285719124
90030888,698,1,1,0,0.930746285719124
90030888,699,1,1,0,0.930746285719124
90030888,700,1,1,0,0.930746285719124
90030888,701,1,1,0,0.930746285719124
90030888,702,1,1,0,0.930746285719124
90030888,703,1,1,0,0.930746285719124
90030888,704,1,1,0,0.930746285719124
90030888,705,1,1,0,0.930746285719124
90030888,706,1,1,0,0.930746285719124
90030888,707,1,1,0,0.930746285719124
90030888,708,1,1,0,0.930746285719124
90030888,709,1,1,0,0.930746285719124
90030888,710,1,1,0,0.930746285719124
90030888,711,1,1,0,0.930746285719124
90030888,712,1,1,0,0.930746285719124
90030888,713,1,1,0,0.930746285719124
90030888,714,1,1,0,0.930746285719124
90030888,715,1,1,0,0.930746285719124
90030888,716,1,1,0,0.930746285719124
90030888,717,1,1,0,0.930746285719124
90030888,718,1,1,0,0.930746285719124
90030888,719,1,1,0,0.930746285719124
90030888,720,1,1,0,0.930746285719124
90030888,721,1,1,0,0.930746285719124
90030888,722,1,1,0,0.930746285719124
90030888,723,1,1,0,0.930746285719124
90030888,724,1,1,0,0.930746285719124
90030888,725,1,1,0,0.930746285719124
90030888,726,1,1,0,0.930746285719124
90030888,727,1,1,0,0.930746285719124
90030888,728,1,1,0,0.930746285719124
90030888,729,1,1,0,0.930746285719124
90030888,730,1,1,0,0.930746285719124
90030888,731,1,1,0,0.930746285719124
90030888,732,1,1,0,0.930746285719124
90030888,733,1,1,0,0.930746285719124
90030888,734,1,1,0,0.930746285719124
90030888,735,1,1,0,0.930746285719124
90030888,736,1,1,0,0.930746285719124
90030888,737,1,1,0,0.930746285719124
90030888,738,1,1,0,0.930746285719124
90030888,739,1,1,0,0.930746285719124
90030888,740,1,1,0,0.930746285719124
90030888,741,1,1,0,0.930746285719124
90030888,742,1,1,0,0.930746285719124
90030888,743,1,1,0,0.930746285719124
90030888,744,1,1,0,0.930746285719124
90030888,745,1,1,0,0.930746285719124
90030888,746,1,1,0,0.930746285719124
90030888,747,1,1,0,0.930746285719124
90030888,748,1,1,0,0.930746285719124
90030888,749,1,1,0,0.930746285719124
90030888,750,1,1,0,0.930746285719124
90030888,751,1,1,0,0.930746285719124
90030888,752,1,1,0,0.930746285719124
90030888,753,1,1,0,0.930746285719124
90030888,754,1,1,0,0.930746285719124
90030888,755,1,1,0,0.930746285719124
90030888,756,1,1,0,0.930746285719124
90030888,757,1,1,0,0.930746285719124
90030888,758,1,1,0,0.930746285719124
90030888,759,1,1,0,0.930746285719124
90030888,760,1,1,0,0.930746285719124
90030888,761,1,1,0,0.930746285719124
90030888,762,1,1,0,0.930746285719124
90030888,763,1,1,0,0.930746285719124
90030888,764,1,1,0,0.930746285719124
90030888,765,1,1,0,0.930746285719124
90030888,766,1,1,0,0.930746285719124
90030888,767,1,1,0,0.930746285719124
90030888,768,1,1,0,0.930746285719124
90030888,769,1,1,0,0.930746285719124
90030888,770,1,1,0,0.930746285719124
90030888,771,1,1,0,0.930746285719124
90030888,772,1,1,0,0.930746285719124
90030888,773,1,1,0,0.930746285719124
90030888,774,1,1,0,0.930746285719124
90030888,775,1,1,0,0.930746285719124
90030888,776,1,1,0,0.930746285719124
90030888,777,1,1,0,0.930746285719124
90030888,778,1,1,0,0.930746285719124
90030888,779,1,1,0,0.930746285719124
90030888,780,1,1,0,0.930746285719124
90030888,781,1,1,0,0.930746285719124
90030888,782,1,1,0,0.930746285719124
90030888,783,1,1,0,0.930746285719124
90030888,784,1,1,0,0.930746285719124
90030888,785,1,1,0,0.930746285719124
90030888,786,1,1,0,0.930746285719124
90030888,787,1,1,0,0.930746285719124
90030888,788,1,1,0,0.930746285719124
90030888,789,1,1,0,0.930746285719124
90030888,790,1,1,0,0.930746285719124
90030888,791,1,1,0,0.930746285719124
90030888,792,1,1,0,0.930746285719124
90030888,793,1,1,0,0.930746285719124
90030888,794,1,1,0,0.930746285719124
90030888,795,1,1,0,0.930746285719124
90030888,796,1,1,0,0.930746285719124
90030888,797,1,1,0,0.930746285719124
90030888,798,1,1,0,0.930746285719124
90030888,799,1,1,0,0.930746285719124
90030888,800,0,0,0,
90030888,801,0,0,0,
90030888,802,0,0,0,
90030888,803,0,0,0,
90030888,804,0,0,0,
90030888,805,0,0,0,
90030888,806,0,0,0,
90030888,807,0,0,0,
90030888,808,0,0,0,
90030888,809,0,0,0,
90030888,810,0,0,0,
90030888,811,0,0,0,
90030888,812,0,0,0,
90030888,813,0,0,0,
90030888,814,0,0,0,
90030888,815,0,0,0,
90030888,816,0,0,0,
90030888,817,0,0,0,
90030888,818,0,0,0,
90030888,819,0,0,0,
90030888,820,0,0,0,
90030888,821,0,0,0,
90030888,822,0,0,0,
90030888,823,0,0,0,
90030888,824,0,0,0,
90030888,825,0,0,0,
90030888,826,0,0,0,
90030888,827,0,0,0,
90030888,828,0,0,0,
90030888,829,0,0,0,
90030888,830,0,0,0,
90030888,831,0,0,0,
90030888,832,0,0,0,
90030888,833,0,0,0,
90030888,834,0,0,0,
90030888,835,0,0,0,
90030888,836,0,0,0,
90030888,837,1,1,0,1.8007462857191285
90030888,838,1,1,0,1.1207462857190649
90030888,839,2,2,0,0.9207462857191331
90030888,840,2,2,0,0.9107462857191422
90030888,841,2,2,0,0.9107462857191422
90030888,842,2,2,0,0.9107462857191422
90030888,843,2,2,0,0.9107462857191422
90030888,844,2,2,0,0.9107462857191422
90030888,845,2,2,0,0.9107462857191422
90030888,846,2,2,0,0.9107462857191422
90030888,847,2,2,0,0.9107462857191422
90030888,848,2,2,0,0.9107462857191422
90030888,849,2,2,0,0.9107462857191422
90030888,850,2,2,0,0.9107462857191422
90030888,851,2,2,0,0.9107462857191422
90030888,852,2,2,0,0.9107462857191422
90030888,853,2,2,0,0.9107462857191422
90030888,854,2,2,0,0.9107462857191422
90030888,855,2,2,0,0.9107462857191422
90030888,856,2,2,0,0.9107462857191422
90030888,857,2,2,0,0.9107462857191422
90030888,858,2,2,0,0.9107462857191422
90030888,859,2,2,0,0.9107462857191422
90030888,860,2,2,0,0.9107462857191422
90030888,861,2,2,0,0.9107462857191422
90030888,862,2,2,0,0.9107462857191422
90030888,863,2,2,0,0.9107462857191422
90030888,864,2,2,0,0.9107462857191422
90030888,865,2,2,0,0.9107462857191422
90030888,866,2,2,0,0.9107462857191422
90030888,867,2,2,0,0.9107462857191422
90030888,868,2,2,0,0.9107462857191422
90030888,869,2,2,0,0.9107462857191422
90030888,870,2,2,0,0.9107462857191422
90030888,871,2,2,0,0.9107462857191422
90030888,872,2,2,0,0.9107462857191422
90030888,873,2,2,0,0.9107462857191422
90030888,874,2,2,0,0.9107462857191422
90030888,875,2,2,0,0.9107462857191422
90030888,876,2,2,0,0.9107462857191422
90030888,877,2,2,0,0.9107462857191422
90030888,878,2,2,0,0.9107462857191422
90030888,879,2,2,0,0.9107462857191422
90030888,880,2,2,0,0.9107462857191422
90030888,881,2,2,0,0.9107462857191422
90030888,882,2,2,0,0.9107462857191422
90030888,883,2,2,0,0.9107462857191422
90030888,884,2,2,0,0.9107462857191422
90030888,885,2,2,0,0.9107462857191422
90030888,886,2,2,0,0.9107462857191422
90030888,887,2,2,0,0.9107462857191422
90030888,888,2,2,0,0.9107462857191422
90030888,889,2,2,0,0.9107462857191422
90030888,890,2,2,0,0.9107462857191422
90030888,891,2,2,0,0.9107462857191422
90030888,892,2,2,0,0.9107462857191422
90030888,893,2,2,0,0.9107462857191422
90030888,894,2,2,0,0.9107462857191422
90030888,895,2,2,0,0.9107462857191422
90030888,896,2,2,0,0.9107462857191422
90030888,897,2,2,0,0.9107462857191422
90030888,898,2,2,0,0.9107462857191422
90030888,899,2,2,0,0.9107462857191422
90030888,900,2,2,0,0.9107462857191422
90030888,901,2,2,0,0.9107462857191422
90030888,902,2,2,0,0.9107462857191422
90030888,903,2,2,0,0.9107462857191422
90030888,904,2,2,0,0.9107462857191422
90030888,905,2,2,0,0.9107462857191422
90030888,906,2,2,0,0.9107462857191422
90030888,907,2,2,0,0.9107462857191422
90030888,908,2,2,0,0.9107462857191422
