object_type,category,control_id,segment_id,model_link,model_segment_index,direction,name,no,link,lane,pos,segment_start_m,segment_end_m,default_speed_kph,veh_classes,sc_no,sg_no,connector,from_link,from_pos,to_link,to_pos,default_green_sec,capacity_vph,model_ramp_key,purpose
"desSpeedDecision","segment_start_vsl","RW_FW_E_S2","RW_FW_E_S2","FW_E","2","E","RW_VSL_RW_FW_E_S2_L2_LN3","53","2","3","1182.900","1172.900","1759.350","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S2"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S2","RW_FW_E_S2","FW_E","2","E","RW_VSL_RW_FW_E_S2_L2_LN4","54","2","4","1182.900","1172.900","1759.350","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S2"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S3","RW_FW_E_S3","FW_E","3","E","RW_VSL_RW_FW_E_S3_L2_LN1","55","2","1","1759.350","1759.350","2345.800","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S3"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S3","RW_FW_E_S3","FW_E","3","E","RW_VSL_RW_FW_E_S3_L2_LN2","56","2","2","1759.350","1759.350","2345.800","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S3"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S3","RW_FW_E_S3","FW_E","3","E","RW_VSL_RW_FW_E_S3_L2_LN3","57","2","3","1759.350","1759.350","2345.800","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S3"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S3","RW_FW_E_S3","FW_E","3","E","RW_VSL_RW_FW_E_S3_L2_LN4","58","2","4","1759.350","1759.350","2345.800","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S3"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S4","RW_FW_E_S4","FW_E","4","E","RW_VSL_RW_FW_E_S4_L2_LN1","59","2","1","2345.800","2345.800","2932.249","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S4"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S4","RW_FW_E_S4","FW_E","4","E","RW_VSL_RW_FW_E_S4_L2_LN2","60","2","2","2345.800","2345.800","2932.249","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S4"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S4","RW_FW_E_S4","FW_E","4","E","RW_VSL_RW_FW_E_S4_L2_LN3","61","2","3","2345.800","2345.800","2932.249","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S4"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S4","RW_FW_E_S4","FW_E","4","E","RW_VSL_RW_FW_E_S4_L2_LN4","62","2","4","2345.800","2345.800","2932.249","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S4"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S5","RW_FW_E_S5","FW_E","5","E","RW_VSL_RW_FW_E_S5_L2_LN1","63","2","1","2932.249","2932.249","3518.699","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S5"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S5","RW_FW_E_S5","FW_E","5","E","RW_VSL_RW_FW_E_S5_L2_LN2","64","2","2","2932.249","2932.249","3518.699","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S5"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S5","RW_FW_E_S5","FW_E","5","E","RW_VSL_RW_FW_E_S5_L2_LN3","65","2","3","2932.249","2932.249","3518.699","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S5"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S5","RW_FW_E_S5","FW_E","5","E","RW_VSL_RW_FW_E_S5_L2_LN4","66","2","4","2932.249","2932.249","3518.699","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S5"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S6","RW_FW_E_S6","FW_E","6","E","RW_VSL_RW_FW_E_S6_L2_LN1","67","2","1","3518.699","3518.699","4105.149","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S6"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S6","RW_FW_E_S6","FW_E","6","E","RW_VSL_RW_FW_E_S6_L2_LN2","68","2","2","3518.699","3518.699","4105.149","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S6"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S6","RW_FW_E_S6","FW_E","6","E","RW_VSL_RW_FW_E_S6_L2_LN3","69","2","3","3518.699","3518.699","4105.149","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S6"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S6","RW_FW_E_S6","FW_E","6","E","RW_VSL_RW_FW_E_S6_L2_LN4","70","2","4","3518.699","3518.699","4105.149","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S6"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S7","RW_FW_E_S7","FW_E","7","E","RW_VSL_RW_FW_E_S7_L2_LN1","71","2","1","4105.149","4105.149","4691.599","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S7"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S7","RW_FW_E_S7","FW_E","7","E","RW_VSL_RW_FW_E_S7_L2_LN2","72","2","2","4105.149","4105.149","4691.599","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S7"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S7","RW_FW_E_S7","FW_E","7","E","RW_VSL_RW_FW_E_S7_L2_LN3","73","2","3","4105.149","4105.149","4691.599","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S7"
"desSpeedDecision","segment_start_vsl","RW_FW_E_S7","RW_FW_E_S7","FW_E","7","E","RW_VSL_RW_FW_E_S7_L2_LN4","74","2","4","4105.149","4105.149","4691.599","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_E S7"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S0","RW_FW_W_S0","FW_W","0","W","RW_VSL_RW_FW_W_S0_L26_LN1","75","26","1","1.000","0.000","1003.668","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S0"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S0","RW_FW_W_S0","FW_W","0","W","RW_VSL_RW_FW_W_S0_L26_LN2","76","26","2","1.000","0.000","1003.668","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S0"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S0","RW_FW_W_S0","FW_W","0","W","RW_VSL_RW_FW_W_S0_L26_LN3","77","26","3","1.000","0.000","1003.668","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S0"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S0","RW_FW_W_S0","FW_W","0","W","RW_VSL_RW_FW_W_S0_L26_LN4","78","26","4","1.000","0.000","1003.668","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S0"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S1","RW_FW_W_S1","FW_W","1","W","RW_VSL_RW_FW_W_S1_L26_LN1","79","26","1","1003.668","1003.668","2007.336","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S1"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S1","RW_FW_W_S1","FW_W","1","W","RW_VSL_RW_FW_W_S1_L26_LN2","80","26","2","1003.668","1003.668","2007.336","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S1"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S1","RW_FW_W_S1","FW_W","1","W","RW_VSL_RW_FW_W_S1_L26_LN3","81","26","3","1003.668","1003.668","2007.336","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S1"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S1","RW_FW_W_S1","FW_W","1","W","RW_VSL_RW_FW_W_S1_L26_LN4","82","26","4","1003.668","1003.668","2007.336","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S1"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S2","RW_FW_W_S2","FW_W","2","W","RW_VSL_RW_FW_W_S2_L26_LN1","83","26","1","2007.336","2007.336","3011.003","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S2"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S2","RW_FW_W_S2","FW_W","2","W","RW_VSL_RW_FW_W_S2_L26_LN2","84","26","2","2007.336","2007.336","3011.003","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S2"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S2","RW_FW_W_S2","FW_W","2","W","RW_VSL_RW_FW_W_S2_L26_LN3","85","26","3","2007.336","2007.336","3011.003","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S2"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S2","RW_FW_W_S2","FW_W","2","W","RW_VSL_RW_FW_W_S2_L26_LN4","86","26","4","2007.336","2007.336","3011.003","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S2"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S3","RW_FW_W_S3","FW_W","3","W","RW_VSL_RW_FW_W_S3_L26_LN1","87","26","1","3011.003","3011.003","4014.671","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S3"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S3","RW_FW_W_S3","FW_W","3","W","RW_VSL_RW_FW_W_S3_L26_LN2","88","26","2","3011.003","3011.003","4014.671","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S3"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S3","RW_FW_W_S3","FW_W","3","W","RW_VSL_RW_FW_W_S3_L26_LN3","89","26","3","3011.003","3011.003","4014.671","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S3"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S3","RW_FW_W_S3","FW_W","3","W","RW_VSL_RW_FW_W_S3_L26_LN4","90","26","4","3011.003","3011.003","4014.671","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S3"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S4","RW_FW_W_S4","FW_W","4","W","RW_VSL_RW_FW_W_S4_L26_LN1","91","26","1","4014.671","4014.671","5018.339","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S4"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S4","RW_FW_W_S4","FW_W","4","W","RW_VSL_RW_FW_W_S4_L26_LN2","92","26","2","4014.671","4014.671","5018.339","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S4"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S4","RW_FW_W_S4","FW_W","4","W","RW_VSL_RW_FW_W_S4_L26_LN3","93","26","3","4014.671","4014.671","5018.339","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S4"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S4","RW_FW_W_S4","FW_W","4","W","RW_VSL_RW_FW_W_S4_L26_LN4","94","26","4","4014.671","4014.671","5018.339","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S4"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S5","RW_FW_W_S5","FW_W","5","W","RW_VSL_RW_FW_W_S5_L26_LN1","95","26","1","5018.339","5018.339","6022.007","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S5"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S5","RW_FW_W_S5","FW_W","5","W","RW_VSL_RW_FW_W_S5_L26_LN2","96","26","2","5018.339","5018.339","6022.007","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S5"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S5","RW_FW_W_S5","FW_W","5","W","RW_VSL_RW_FW_W_S5_L26_LN3","97","26","3","5018.339","5018.339","6022.007","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S5"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S5","RW_FW_W_S5","FW_W","5","W","RW_VSL_RW_FW_W_S5_L26_LN4","98","26","4","5018.339","5018.339","6022.007","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S5"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S6","RW_FW_W_S6","FW_W","6","W","RW_VSL_RW_FW_W_S6_L26_LN1","99","26","1","6022.007","6022.007","7025.674","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S6"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S6","RW_FW_W_S6","FW_W","6","W","RW_VSL_RW_FW_W_S6_L26_LN2","100","26","2","6022.007","6022.007","7025.674","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S6"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S6","RW_FW_W_S6","FW_W","6","W","RW_VSL_RW_FW_W_S6_L26_LN3","101","26","3","6022.007","6022.007","7025.674","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S6"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S6","RW_FW_W_S6","FW_W","6","W","RW_VSL_RW_FW_W_S6_L26_LN4","102","26","4","6022.007","6022.007","7025.674","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S6"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S7","RW_FW_W_S7","FW_W","7","W","RW_VSL_RW_FW_W_S7_L26_LN1","103","26","1","7025.674","7025.674","8029.342","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S7"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S7","RW_FW_W_S7","FW_W","7","W","RW_VSL_RW_FW_W_S7_L26_LN2","104","26","2","7025.674","7025.674","8029.342","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S7"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S7","RW_FW_W_S7","FW_W","7","W","RW_VSL_RW_FW_W_S7_L26_LN3","105","26","3","7025.674","7025.674","8029.342","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S7"
"desSpeedDecision","segment_start_vsl","RW_FW_W_S7","RW_FW_W_S7","FW_W","7","W","RW_VSL_RW_FW_W_S7_L26_LN4","106","26","4","7025.674","7025.674","8029.342","120","10;20;30","","","","","","","","","","","Real-world freeway VSL segment FW_W S7"
"rampMeter","ramp_meter_connector","RM_C10480","","","","","RW_RM_RM_C10480","","","","","","","","","9101","1","10480","31","734.931","26","3525.124","10","900","R_D_W","Ramp meter on connector 10480 link 31 to freeway link 26"
"signalController","ramp_meter_controller","RM_C10480","","","","","RW_SC_RM_C10480","9101","","","","","","","","9101","","10480","31","734.931","26","3525.124","10","900","R_D_W","Ramp meter on connector 10480 link 31 to freeway link 26"
"signalGroup","ramp_meter_signal_group","RM_C10480","","","","","RW_SG_RM_C10480","1","","","","","","","","9101","1","10480","31","734.931","26","3525.124","10","900","R_D_W","Ramp meter on connector 10480 link 31 to freeway link 26"
"signalHead","ramp_meter_signal_head","RM_C10480","","","","","RW_SH_RM_C10480_C10480_LN1","90030892","10480","1","5.000","","","","","9101","1","10480","31","734.931","26","3525.124","10","900","R_D_W","Ramp meter on connector 10480 link 31 to freeway link 26"
"rampMeter","ramp_meter_connector","RM_C10482","","","","","RW_RM_RM_C10482","","","","","","","","","9102","1","10482","32","1028.621","26","3829.779","10","900","R_D_W","Ramp meter on connector 10482 link 32 to freeway link 26"
"signalController","ramp_meter_controller","RM_C10482","","","","","RW_SC_RM_C10482","9102","","","","","","","","9102","","10482","32","1028.621","26","3829.779","10","900","R_D_W","Ramp meter on connector 10482 link 32 to freeway link 26"
"signalGroup","ramp_meter_signal_group","RM_C10482","","","","","RW_SG_RM_C10482","1","","","","","","","","9102","1","10482","32","1028.621","26","3829.779","10","900","R_D_W","Ramp meter on connector 10482 link 32 to freeway link 26"
"signalHead","ramp_meter_signal_head","RM_C10482","","","","","RW_SH_RM_C10482_C10482_LN1","90030893","10482","1","5.000","","","","","9102","1","10482","32","1028.621","26","3829.779","10","900","R_D_W","Ramp meter on connector 10482 link 32 to freeway link 26"
"signalHead","ramp_meter_signal_head","RM_C10482","","","","","RW_SH_RM_C10482_C10482_LN2","90030894","10482","2","5.000","","","","","9102","1","10482","32","1028.621","26","3829.779","10","900","R_D_W","Ramp meter on connector 10482 link 32 to freeway link 26"
"rampMeter","ramp_meter_connector","RM_C10646","","","","","RW_RM_RM_C10646","","","","","","","","","9103","1","10646","68","352.004","26","6072.550","10","900","R_F_W","Ramp meter on connector 10646 link 68 to freeway link 26"
"signalController","ramp_meter_controller","RM_C10646","","","","","RW_SC_RM_C10646","9103","","","","","","","","9103","","10646","68","352.004","26","6072.550","10","900","R_F_W","Ramp meter on connector 10646 link 68 to freeway link 26"
"signalGroup","ramp_meter_signal_group","RM_C10646","","","","","RW_SG_RM_C10646","1","","","","","","","","9103","1","10646","68","352.004","26","6072.550","10","900","R_F_W","Ramp meter on connector 10646 link 68 to freeway link 26"
"signalHead","ramp_meter_signal_head","RM_C10646","","","","","RW_SH_RM_C10646_C10646_LN1","90030895","10646","1","5.000","","","","","9103","1","10646","68","352.004","26","6072.550","10","900","R_F_W","Ramp meter on connector 10646 link 68 to freeway link 26"
"rampMeter","ramp_meter_connector","RM_C10644","","","","","RW_RM_RM_C10644","","","","","","","","","9104","1","10644","69","1740.482","26","6774.308","10","900","R_F_W","Ramp meter on connector 10644 link 69 to freeway link 26"
"signalController","ramp_meter_controller","RM_C10644","","","","","RW_SC_RM_C10644","9104","","","","","","","","9104","","10644","69","1740.482","26","6774.308","10","900","R_F_W","Ramp meter on connector 10644 link 69 to freeway link 26"
"signalGroup","ramp_meter_signal_group","RM_C10644","","","","","RW_SG_RM_C10644","1","","","","","","","","9104","1","10644","69","1740.482","26","6774.308","10","900","R_F_W","Ramp meter on connector 10644 link 69 to freeway link 26"
"signalHead","ramp_meter_signal_head","RM_C10644","","","","","RW_SH_RM_C10644_C10644_LN1","90030896","10644","1","5.000","","","","","9104","1","10644","69","1740.482","26","6774.308","10","900","R_F_W","Ramp meter on connector 10644 link 69 to freeway link 26"
"rampMeter","ramp_meter_connector","RM_C10639","","","","","RW_RM_RM_C10639","","","","","","","","","9105","1","10639","70","180.143","2","1876.292","10","900","R_F_E","Ramp meter on connector 10639 link 70 to freeway link 2"
"signalController","ramp_meter_controller","RM_C10639","","","","","RW_SC_RM_C10639","9105","","","","","","","","9105","","10639","70","180.143","2","1876.292","10","900","R_F_E","Ramp meter on connector 10639 link 70 to freeway link 2"
"signalGroup","ramp_meter_signal_group","RM_C10639","","","","","RW_SG_RM_C10639","1","","","","","","","","9105","1","10639","70","180.143","2","1876.292","10","900","R_F_E","Ramp meter on connector 10639 link 70 to freeway link 2"
"signalHead","ramp_meter_signal_head","RM_C10639","","","","","RW_SH_RM_C10639_C10639_LN1","90030897","10639","1","5.000","","","","","9105","1","10639","70","180.143","2","1876.292","10","900","R_F_E","Ramp meter on connector 10639 link 70 to freeway link 2"
"rampMeter","ramp_meter_connector","RM_C10681","","","","","RW_RM_RM_C10681","","","","","","","","","9106","1","10681","68","76.589","2","2165.429","10","900","R_F_E","Ramp meter on connector 10681 link 68 to freeway link 2"
"signalController","ramp_meter_controller","RM_C10681","","","","","RW_SC_RM_C10681","9106","","","","","","","","9106","","10681","68","76.589","2","2165.429","10","900","R_F_E","Ramp meter on connector 10681 link 68 to freeway link 2"
"signalGroup","ramp_meter_signal_group","RM_C10681","","","","","RW_SG_RM_C10681","1","","","","","","","","9106","1","10681","68","76.589","2","2165.429","10","900","R_F_E","Ramp meter on connector 10681 link 68 to freeway link 2"
"signalHead","ramp_meter_signal_head","RM_C10681","","","","","RW_SH_RM_C10681_C10681_LN1","90030898","10681","1","5.000","","","","","9106","1","10681","68","76.589","2","2165.429","10","900","R_F_E","Ramp meter on connector 10681 link 68 to freeway link 2"
"signalHead","ramp_meter_signal_head","RM_C10681","","","","","RW_SH_RM_C10681_C10681_LN2","90030899","10681","2","5.000","","","","","9106","1","10681","68","76.589","2","2165.429","10","900","R_F_E","Ramp meter on connector 10681 link 68 to freeway link 2"
"rampMeter","ramp_meter_connector","RM_C10490","","","","","RW_RM_RM_C10490","","","","","","","","","9107","1","10490","32","1330.644","2","4413.602","10","900","R_D_E","Ramp meter on connector 10490 link 32 to freeway link 2"
"signalController","ramp_meter_controller","RM_C10490","","","","","RW_SC_RM_C10490","9107","","","","","","","","9107","","10490","32","1330.644","2","4413.602","10","900","R_D_E","Ramp meter on connector 10490 link 32 to freeway link 2"
"signalGroup","ramp_meter_signal_group","RM_C10490","","","","","RW_SG_RM_C10490","1","","","","","","","","9107","1","10490","32","1330.644","2","4413.602","10","900","R_D_E","Ramp meter on connector 10490 link 32 to freeway link 2"
"signalHead","ramp_meter_signal_head","RM_C10490","","","","","RW_SH_RM_C10490_C10490_LN1","90030900","10490","1","5.000","","","","","9107","1","10490","32","1330.644","2","4413.602","10","900","R_D_E","Ramp meter on connector 10490 link 32 to freeway link 2"
"rampMeter","ramp_meter_connector","RM_C10484","","","","","RW_RM_RM_C10484","","","","","","","","","9108","1","10484","31","412.087","2","4702.918","10","900","R_D_E","Ramp meter on connector 10484 link 31 to freeway link 2"
"signalController","ramp_meter_controller","RM_C10484","","","","","RW_SC_RM_C10484","9108","","","","","","","","9108","","10484","31","412.087","2","4702.918","10","900","R_D_E","Ramp meter on connector 10484 link 31 to freeway link 2"
"signalGroup","ramp_meter_signal_group","RM_C10484","","","","","RW_SG_RM_C10484","1","","","","","","","","9108","1","10484","31","412.087","2","4702.918","10","900","R_D_E","Ramp meter on connector 10484 link 31 to freeway link 2"
"signalHead","ramp_meter_signal_head","RM_C10484","","","","","RW_SH_RM_C10484_C10484_LN1","90030901","10484","1","5.000","","","","","9108","1","10484","31","412.087","2","4702.918","10","900","R_D_E","Ramp meter on connector 10484 link 31 to freeway link 2"
