no,role,is_connector,lane_count,length_m,orientation,start_xy,end_xy,centroid_xy,from_link,to_link,name
10496,urban_road,True,2,57.524,EW,"[-5749544.861, -969889.1]","[-5749498.94, -969915.802]","[-5749525.501, -969906.139]",39,426,
10497,urban_road,True,2,59.331,EW,"[-5749498.491, -969909.802]","[-5749548.364, -969930.884]","[-5749527.287, -969916.154]",425,46,
10498,urban_road,True,2,24.69,DIAG,"[-5748783.194, -970435.463]","[-5748801.745, -970451.756]","[-5748792.469, -970443.609]",58,52,
10499,urban_road,True,2,23.347,EW,"[-5748089.337, -969883.293]","[-5748070.601, -969869.363]","[-5748079.969, -969876.328]",61,387,
10500,urban_road,True,2,50.641,EW,"[-5748082.547, -969849.232]","[-5748126.606, -969874.198]","[-5748104.577, -969861.715]",1220000102,62,
10501,urban_road,True,2,941.413,DIAG,"[-5748075.69, -969853.054]","[-5748797.284, -970457.159]","[-5748445.966, -970155.695]",1220000102,52,
10502,urban_road,True,2,4.914,NS,"[-5748593.327, -968271.783]","[-5748591.292, -968276.256]","[-5748592.309, -968274.019]",314,1220016001,
10503,urban_road,True,3,5.098,NS,"[-5748600.621, -968274.573]","[-5748598.512, -968279.215]","[-5748599.566, -968276.894]",314,1220016001,
10504,urban_road,True,1,9.277,NS,"[-5748606.314, -968277.526]","[-5748603.505, -968286.25]","[-5748604.573, -968281.833]",314,316,
10505,urban_road,True,3,18.87,NS,"[-5748640.042, -968192.767]","[-5748629.711, -968208.507]","[-5748634.851, -968200.626]",309,314,
10506,urban_road,True,1,18.052,NS,"[-5748643.195, -968194.289]","[-5748635.728, -968210.724]","[-5748639.437, -968202.496]",309,314,
10507,urban_road,True,1,19.641,DIAG,"[-5748636.928, -968191.164]","[-5748624.034, -968205.768]","[-5748630.455, -968198.454]",309,314,
10508,urban_road,True,4,38.762,EW,"[-5748376.44, -968182.925]","[-5748410.118, -968202.115]","[-5748393.279, -968192.52]",317,1220014201,
10509,urban_road,True,1,38.712,EW,"[-5748374.53, -968187.354]","[-5748406.131, -968209.05]","[-5748381.145, -968192.966]",317,1220014201,
10510,urban_road,True,1,11.681,EW,"[-5748546.476, -968274.986]","[-5748557.937, -968275.434]","[-5748552.083, -968275.731]",1220014201,319,
10511,urban_road,True,1,10.246,DIAG,"[-5748577.121, -968267.711]","[-5748584.666, -968260.846]","[-5748581.24, -968264.18]",319,1220016101,
10512,urban_road,True,1,12.105,DIAG,"[-5748608.752, -968305.15]","[-5748618.013, -968312.669]","[-5748613.017, -968309.252]",316,321,
10513,urban_road,True,4,11.256,EW,"[-5748604.202, -968314.034]","[-5748613.993, -968319.586]","[-5748609.098, -968316.81]",1220012402,321,
10514,urban_road,True,4,17.138,EW,"[-5748697.84, -968368.702]","[-5748712.78, -968377.099]","[-5748705.31, -968372.901]",321,322,
10515,urban_road,True,4,20.061,EW,"[-5748807.787, -968452.427]","[-5748790.577, -968442.118]","[-5748799.182, -968447.273]",324,1220012502,
10516,urban_road,True,1,19.96,DIAG,"[-5748810.105, -968448.222]","[-5748794.898, -968435.379]","[-5748802.499, -968441.805]",324,1220012502,
10517,urban_road,True,4,22.495,EW,"[-5748832.457, -968448.066]","[-5748852.171, -968458.901]","[-5748842.314, -968453.483]",322,325,
10518,urban_road,True,1,22.383,EW,"[-5748830.414, -968452.435]","[-5748848.27, -968465.888]","[-5748839.341, -968459.163]",322,325,
10519,urban_road,True,4,35.971,EW,"[-5748978.465, -968551.401]","[-5748947.182, -968533.684]","[-5748962.701, -968542.779]",327,324,
10520,urban_road,True,4,34.824,EW,"[-5748954.845, -968519.623]","[-5748985.093, -968536.838]","[-5748969.842, -968528.474]",325,326,
10521,urban_road,True,4,10.678,EW,"[-5749119.5, -968593.017]","[-5749109.037, -968590.889]","[-5749114.269, -968591.953]",328,327,
10522,urban_road,True,1,11.197,EW,"[-5749120.287, -968588.282]","[-5749110.517, -968583.027]","[-5749115.4, -968585.664]",328,327,
10523,urban_road,True,4,13.974,EW,"[-5749149.006, -968581.165]","[-5749162.812, -968583.327]","[-5749155.909, -968582.246]",326,329,
10524,urban_road,True,1,23.434,NS,"[-5747488.796, -967484.442]","[-5747477.063, -967504.689]","[-5747482.934, -967494.567]",1220021802,1220021801,
10525,urban_road,True,4,9.619,EW,"[-5748298.601, -968158.104]","[-5748290.461, -968152.979]","[-5748294.531, -968155.541]",1210014303,265,
10526,urban_road,True,4,11.576,EW,"[-5748296.364, -968137.994]","[-5748306.189, -968144.117]","[-5748301.276, -968141.055]",1220014203,317,
10527,urban_road,True,1,14.833,EW,"[-5748608.979, -968341.017]","[-5748594.509, -968338.843]","[-5748601.937, -968339.349]",1220012502,332,
10528,urban_road,True,1,15.898,NS,"[-5748549.966, -968339.901]","[-5748552.906, -968324.452]","[-5748551.961, -968332.345]",1220011503,336,
10529,urban_road,True,1,16.003,DIAG,"[-5748549.55, -968311.37]","[-5748538.755, -968299.749]","[-5748544.513, -968305.168]",336,1210014303,
10530,urban_road,True,1,4.251,NS,"[-5748571.378, -968353.799]","[-5748569.39, -968357.548]","[-5748570.334, -968355.646]",332,1210008402,
10531,urban_road,True,3,4.662,NS,"[-5748565.19, -968350.936]","[-5748563.414, -968355.246]","[-5748564.302, -968353.091]",1220011403,1210008402,
10532,urban_road,True,4,38.475,EW,"[-5748593.397, -968326.171]","[-5748560.351, -968306.472]","[-5748573.615, -968314.42]",1220012502,1210014303,
10533,urban_road,True,1,35.456,NS,"[-5748595.465, -968317.979]","[-5748578.992, -968290.373]","[-5748583.234, -968304.783]",1220012502,1220016101,
10534,urban_road,True,4,32.052,EW,"[-5748563.359, -968290.309]","[-5748591.123, -968306.321]","[-5748576.639, -968297.905]",1220014201,1220012402,
10535,urban_road,True,1,31.274,NS,"[-5748558.882, -968296.951]","[-5748574.568, -968322.227]","[-5748568.979, -968309.03]",1220014201,1220011403,
10536,urban_road,True,3,42.724,NS,"[-5748594.827, -968287.525]","[-5748576.309, -968326.023]","[-5748583.82, -968310.319]",1220016001,1220011403,
10537,urban_road,True,2,38.001,DIAG,"[-5748588.443, -968282.68]","[-5748561.7, -968303.559]","[-5748573.906, -968299.823]",1220016001,1210014303,
10538,urban_road,True,3,29.401,NS,"[-5748564.068, -968315.361]","[-5748576.009, -968288.497]","[-5748570.028, -968301.706]",1220011503,1220016101,
10539,urban_road,True,2,24.346,EW,"[-5748570.132, -968320.162]","[-5748589.428, -968309.036]","[-5748578.816, -968312.538]",1220011503,1220012402,
10540,urban_road,True,4,20.148,NS,"[-5748364.879, -968818.825]","[-5748355.306, -968836.554]","[-5748360.092, -968827.69]",337,1220008402,
10541,urban_road,True,1,17.921,DIAG,"[-5748360.405, -968817.832]","[-5748349.266, -968831.732]","[-5748354.853, -968824.801]",337,1220008402,
10542,urban_road,True,4,16.242,NS,"[-5748491.506, -968527.932]","[-5748484.518, -968542.593]","[-5748488.012, -968535.262]",1210008402,337,
10543,urban_road,True,1,16.526,NS,"[-5748495.595, -968530.58]","[-5748492.884, -968546.822]","[-5748493.967, -968538.622]",1210008402,334,
10544,urban_road,True,4,11.885,NS,"[-5748471.816, -968528.751]","[-5748477.139, -968518.125]","[-5748474.477, -968523.438]",1220008502,1220011503,
10545,urban_road,True,1,12.397,DIAG,"[-5748476.157, -968530.051]","[-5748484.182, -968520.737]","[-5748480.166, -968525.395]",1220008502,1220011503,
10546,urban_road,True,1,12.658,DIAG,"[-5748469.114, -968515.485]","[-5748477.48, -968506.086]","[-5748473.479, -968510.888]",340,1220011503,
10547,urban_road,True,4,24.04,NS,"[-5748337.071, -968876.312]","[-5748328.759, -968898.859]","[-5748333.096, -968887.428]",1220008402,1220008401,
10548,urban_road,True,1,17.832,EW,"[-5748331.393, -968870.702]","[-5748314.895, -968869.713]","[-5748323.833, -968871.723]",1220008402,342,
10549,urban_road,True,1,16.548,NS,"[-5748341.489, -968877.474]","[-5748342.211, -968893.564]","[-5748341.222, -968886.095]",1220008402,344,
10550,urban_road,True,4,31.752,NS,"[-5748312.296, -968897.658]","[-5748324.683, -968868.431]","[-5748319.106, -968881.279]",1210008501,1220008502,
10551,urban_road,True,1,28.132,EW,"[-5748319.206, -968900.573]","[-5748342.017, -968893.43]","[-5748331.26, -968893.085]",1210008501,344,
10552,urban_road,True,1,28.563,NS,"[-5748308.15, -968895.909]","[-5748314.895, -968869.713]","[-5748313.922, -968880.809]",1210008501,342,
10553,urban_road,True,1,29.581,NS,"[-5748340.198, -968895.96]","[-5748329.042, -968869.699]","[-5748333.306, -968884.455]",343,1220008502,
10554,urban_road,True,1,10.668,EW,"[-5748341.673, -968897.15]","[-5748332.689, -968901.121]","[-5748336.928, -968898.146]",343,1220008401,
10555,urban_road,True,1,39.736,NS,"[-5748314.457, -968862.625]","[-5748324.342, -968897.75]","[-5748323.84, -968880.534]",341,1220008401,
10556,urban_road,True,1,7.425,EW,"[-5748314.941, -968862.968]","[-5748321.904, -968863.581]","[-5748318.68, -968863.908]",341,1220008502,
10557,urban_road,True,4,19.732,NS,"[-5748308.895, -968945.942]","[-5748300.617, -968963.854]","[-5748304.756, -968954.898]",1220008401,1210008401,
10558,urban_road,True,1,20.861,NS,"[-5748305.08, -968943.41]","[-5748293.743, -968960.853]","[-5748299.427, -968952.138]",1220008401,1210008401,
10559,urban_road,True,4,21.681,NS,"[-5748286.781, -968958.057]","[-5748295.237, -968938.093]","[-5748291.009, -968948.075]",1220008501,1210008501,
10560,urban_road,True,1,21.797,NS,"[-5748291.007, -968959.623]","[-5748302.178, -968940.935]","[-5748296.26, -968950.806]",1220008501,1210008501,
10561,urban_road,True,2,52.041,DIAG,"[-5748245.545, -969129.982]","[-5748205.478, -969096.81]","[-5748225.585, -969113.968]",1220007104,1220008301,
10562,urban_road,True,1,41.37,NS,"[-5748246.109, -969128.41]","[-5748233.561, -969091.392]","[-5748236.71, -969111.024]",1220007104,1220008501,
10563,urban_road,True,1,27.122,EW,"[-5748244.041, -969130.858]","[-5748221.456, -969139.207]","[-5748234.928, -969130.886]",1220007104,1220006803,
10564,urban_road,True,2,56.78,DIAG,"[-5748206.482, -969088.332]","[-5748249.811, -969124.975]","[-5748227.832, -969107.038]",1220008201,1220007004,
10565,urban_road,True,1,22.5,NS,"[-5748480.207, -970146.884]","[-5748488.134, -970166.353]","[-5748482.561, -970156.736]",403,58,
10566,urban_road,True,1,51.124,NS,"[-5748205.399, -969089.51]","[-5748214.594, -969133.375]","[-5748215.984, -969108.535]",1220008201,1220006803,
10567,urban_road,True,4,47.371,NS,"[-5748242.811, -969096.781]","[-5748217.644, -969136.774]","[-5748233.305, -969113.506]",1210008401,1220006803,
10568,urban_road,True,1,33.054,EW,"[-5748236.355, -969092.829]","[-5748206.326, -969095.413]","[-5748222.359, -969097.265]",1210008401,1220008301,
10569,urban_road,True,1,27.309,NS,"[-5748247.217, -969097.94]","[-5748250.438, -969123.454]","[-5748246.701, -969110.594]",1210008401,1220007004,
10570,urban_road,True,2,49.767,EW,"[-5748479.217, -970141.017]","[-5748435.932, -970156.369]","[-5748458.165, -970152.49]",403,61,
10571,urban_road,True,1,44.054,EW,"[-5748210.692, -969132.257]","[-5748248.665, -969126.121]","[-5748231.43, -969123.077]",1220006903,1220007004,
10572,urban_road,True,1,30.607,NS,"[-5748200.805, -969125.416]","[-5748203.251, -969096.926]","[-5748204.305, -969112.145]",1220006903,1220008301,
10573,urban_road,True,2,14.058,EW,"[-5748487.044, -969294.27]","[-5748499.223, -969301.264]","[-5748493.054, -969297.905]",1220007004,354,
10574,urban_road,True,2,11.099,EW,"[-5748492.068, -969304.352]","[-5748482.264, -969299.17]","[-5748487.487, -969302.057]",353,1220007104,
10575,urban_road,True,1,9.697,NS,"[-5748486.118, -969308.081]","[-5748481.492, -969300.58]","[-5748485.032, -969304.41]",355,1220007104,
10576,urban_road,True,1,6.592,EW,"[-5748493.591, -969306.918]","[-5748488.199, -969309.884]","[-5748490.77, -969307.836]",353,356,
10577,urban_road,True,1,10.1,EW,"[-5748488.007, -969292.99]","[-5748497.632, -969291.881]","[-5748492.759, -969293.137]",1220007004,357,
10578,urban_road,True,2,18.362,EW,"[-5748623.955, -969334.348]","[-5748642.07, -969337.347]","[-5748633.012, -969335.847]",354,358,
10579,urban_road,True,2,17.888,EW,"[-5748641.589, -969343.739]","[-5748623.93, -969340.88]","[-5748632.76, -969342.309]",359,353,
10580,urban_road,True,1,14.567,NS,"[-5748624.42, -969336.008]","[-5748630.374, -969347.974]","[-5748628.538, -969341.109]",354,361,
10581,urban_road,True,1,12.34,EW,"[-5748641.396, -969345.327]","[-5748630.373, -969347.986]","[-5748635.173, -969345.715]",359,361,
10582,urban_road,True,1,18.894,EW,"[-5748626.887, -969347.637]","[-5748641.982, -969338.949]","[-5748633.342, -969341.846]",360,358,
10583,urban_road,True,1,7.158,NS,"[-5748626.834, -969347.994]","[-5748623.339, -969342.423]","[-5748625.632, -969344.788]",360,353,
10584,urban_road,True,1,25.834,DIAG,"[-5748770.717, -969374.974]","[-5748789.157, -969360.071]","[-5748778.548, -969365.401]",364,1220007001,
10585,urban_road,True,1,25.135,NS,"[-5748769.843, -969379.767]","[-5748758.393, -969360.878]","[-5748766.089, -969367.383]",364,359,
10586,urban_road,True,2,35.813,EW,"[-5748754.463, -969352.286]","[-5748789.706, -969358.555]","[-5748774.312, -969355.503]",358,1220007001,
10587,urban_road,True,1,33.249,DIAG,"[-5748754.253, -969353.872]","[-5748774.196, -969375.413]","[-5748768.749, -969363.371]",358,365,
10588,urban_road,True,2,37.041,EW,"[-5748795.454, -969366.449]","[-5748759.114, -969359.36]","[-5748774.457, -969362.039]",1220007101,359,
10589,urban_road,True,1,25.408,EW,"[-5748795.094, -969368.009]","[-5748774.17, -969375.548]","[-5748780.743, -969369.632]",1220007101,365,
10590,urban_road,True,4,14.379,DIAG,"[-5748133.618, -969216.774]","[-5748143.139, -969205.998]","[-5748138.379, -969211.386]",1210006903,1220006903,
10591,urban_road,True,1,15.37,EW,"[-5748137.123, -969219.597]","[-5748149.274, -969210.331]","[-5748143.205, -969214.961]",1210006903,1220006903,
10592,urban_road,True,1,5.368,DIAG,"[-5747833.386, -969631.882]","[-5747829.758, -969635.839]","[-5747831.572, -969633.861]",367,1220043200,
10593,urban_road,True,1,6.037,DIAG,"[-5747831.253, -969629.417]","[-5747827.361, -969634.033]","[-5747829.307, -969631.725]",367,1220043200,
10594,urban_road,True,2,46.198,DIAG,"[-5747809.106, -969646.901]","[-5747779.812, -969682.622]","[-5747794.283, -969665.066]",1220006801,1220042200,
10595,urban_road,True,2,50.074,NS,"[-5747771.834, -969683.412]","[-5747801.715, -969643.371]","[-5747784.112, -969666.164]",1220042300,100,
10596,urban_road,True,2,29.724,NS,"[-5747970.014, -969458.376]","[-5747952.401, -969482.3]","[-5747961.345, -969470.452]",1220006803,367,
10597,urban_road,True,2,41.603,DIAG,"[-5747965.237, -969454.746]","[-5747938.52, -969486.617]","[-5747952.101, -969470.868]",1220006803,1220006801,
10598,urban_road,True,2,21.283,NS,"[-5747928.252, -969482.455]","[-5747940.105, -969464.789]","[-5747934.146, -969473.597]",100,1210006903,
10599,urban_road,True,2,19.676,DIAG,"[-5747923.304, -969476.249]","[-5747935.564, -969460.859]","[-5747929.441, -969468.56]",1220043300,1210006903,
10600,urban_road,True,1,12.859,EW,"[-5747765.829, -969638.407]","[-5747778.156, -969641.27]","[-5747771.938, -969640.401]",183,374,
10601,urban_road,True,1,2.939,DIAG,"[-5747797.693, -969634.104]","[-5747799.715, -969631.977]","[-5747798.753, -969632.981]",374,1220043300,
10602,urban_road,True,1,10.791,NS,"[-5746996.536, -968649.839]","[-5747002.628, -968640.989]","[-5746999.577, -968645.412]",1220009503,1210009503,
10603,urban_road,True,2,42.749,EW,"[-5748434.999, -970128.331]","[-5748474.759, -970126.919]","[-5748455.174, -970130.733]",62,404,
10604,urban_road,True,1,48.489,NS,"[-5747637.669, -969835.889]","[-5747666.179, -969796.667]","[-5747651.924, -969816.278]",379,378,
10605,urban_road,True,1,48.408,DIAG,"[-5747637.882, -969835.62]","[-5747669.1, -969798.622]","[-5747653.491, -969817.121]",379,378,
10606,urban_road,True,1,3.975,NS,"[-5747697.977, -969803.844]","[-5747695.616, -969807.042]","[-5747696.797, -969805.443]",1,380,
10607,urban_road,True,1,21.27,DIAG,"[-5747769.682, -969718.337]","[-5747754.05, -969732.557]","[-5747761.445, -969724.989]",381,1,
10608,urban_road,True,1,36.95,NS,"[-5747713.601, -969738.059]","[-5747733.773, -969707.123]","[-5747729.462, -969713.713]",378,383,
10609,urban_road,True,1,37.739,NS,"[-5747716.335, -969740.244]","[-5747737.855, -969709.669]","[-5747727.563, -969725.102]",378,382,
10610,urban_road,True,1,10.471,NS,"[-5747821.741, -969645.775]","[-5747817.917, -969655.282]","[-5747819.049, -969650.926]",1220043200,385,
10611,urban_road,True,1,13.0,NS,"[-5747819.082, -969665.349]","[-5747826.227, -969675.904]","[-5747822.126, -969671.011]",385,1220000102,
10612,urban_road,True,2,71.219,EW,"[-5748432.718, -970126.452]","[-5748489.223, -970169.696]","[-5748461.438, -970147.662]",62,58,
10613,urban_road,True,1,13.796,EW,"[-5747887.898, -969740.298]","[-5747876.881, -969731.993]","[-5747882.39, -969736.146]",387,1220000201,
10614,urban_road,True,3,13.741,DIAG,"[-5747884.097, -969746.176]","[-5747873.562, -969737.353]","[-5747878.829, -969741.764]",387,1220000201,
10615,urban_road,True,1,14.08,EW,"[-5747882.175, -969749.101]","[-5747869.751, -969742.503]","[-5747875.958, -969745.81]",387,1220000201,
10616,urban_road,True,1,13.806,EW,"[-5747863.543, -969738.338]","[-5747850.363, -969734.627]","[-5747856.968, -969736.46]",1220000201,381,
10617,urban_road,True,2,14.797,EW,"[-5748783.043, -970472.995]","[-5748770.902, -970464.884]","[-5748776.761, -970469.327]",56,57,
10618,urban_road,True,3,49.046,EW,"[-5747765.886, -969682.014]","[-5747810.813, -969674.039]","[-5747787.729, -969673.404]",382,1220000102,
10619,urban_road,True,4,40.849,EW,"[-5747777.129, -969651.112]","[-5747811.849, -969672.627]","[-5747793.589, -969661.209]",183,1220000102,
10620,urban_road,True,2,36.296,NS,"[-5747771.277, -969658.541]","[-5747779.572, -969691.178]","[-5747778.483, -969673.745]",183,1,
10621,urban_road,True,2,937.905,DIAG,"[-5748788.923, -970468.882]","[-5748073.775, -969863.042]","[-5748441.165, -970163.785]",56,387,
10622,urban_road,True,1,50.771,NS,"[-5747805.964, -969684.405]","[-5747800.514, -969637.546]","[-5747798.711, -969662.706]",1220000201,1220043300,
10623,urban_road,True,2,65.884,NS,"[-5748462.027, -970187.869]","[-5748480.137, -970129.832]","[-5748465.985, -970159.558]",57,404,
10624,urban_road,True,2,39.46,DIAG,"[-5748462.229, -970188.051]","[-5748437.499, -970157.603]","[-5748449.599, -970172.994]",57,61,
10625,urban_road,True,1,38.865,NS,"[-5749203.043, -970771.169]","[-5749200.663, -970807.044]","[-5749198.397, -970789.349]",46,68,
10626,urban_road,True,4,65.397,DIAG,"[-5749194.46, -970773.245]","[-5749154.355, -970824.901]","[-5749174.408, -970799.073]",46,67,
10627,urban_road,True,1,65.748,EW,"[-5749192.168, -970767.802]","[-5749132.947, -970779.87]","[-5749162.967, -970779.881]",46,56,
10628,urban_road,True,2,89.823,EW,"[-5749097.832, -970719.535]","[-5749173.693, -970751.917]","[-5749136.25, -970743.888]",52,47,
10629,urban_road,True,3,70.761,DIAG,"[-5749144.269, -970763.892]","[-5749198.28, -970809.608]","[-5749171.275, -970786.75]",52,68,
10630,urban_road,True,1,58.404,NS,"[-5749139.658, -970769.159]","[-5749149.876, -970822.019]","[-5749150.065, -970795.34]",52,67,
10631,urban_road,True,3,64.957,DIAG,"[-5749134.209, -970805.44]","[-5749174.069, -970754.151]","[-5749154.139, -970779.795]",66,47,
10632,urban_road,True,1,43.858,NS,"[-5749111.844, -970825.455]","[-5749125.607, -970787.387]","[-5749122.508, -970806.216]",66,56,
10633,urban_road,True,1,59.148,EW,"[-5749139.522, -970809.998]","[-5749193.809, -970815.002]","[-5749166.36, -970807.135]",66,68,
10634,urban_road,True,3,64.204,DIAG,"[-5749177.37, -970826.034]","[-5749128.074, -970784.9]","[-5749152.722, -970805.467]",71,56,
10635,urban_road,True,2,68.528,NS,"[-5749183.369, -970819.654]","[-5749178.931, -970756.562]","[-5749174.969, -970788.533]",71,47,
10636,urban_road,True,2,98.075,DIAG,"[-5749596.956, -971187.474]","[-5749524.326, -971121.568]","[-5749560.641, -971154.521]",69,75,
10637,urban_road,True,2,149.954,DIAG,"[-5749629.04, -971225.945]","[-5749511.829, -971133.466]","[-5749569.031, -971181.314]",69,70,
10638,urban_freeway_interface_connector,True,2,288.151,EW,"[-5749403.892, -971100.936]","[-5749482.938, -971108.352]","[-5749433.461, -971154.89]",26,70,
10639,urban_freeway_interface_connector,True,1,320.529,NS,"[-5749376.203, -971017.891]","[-5749389.797, -971049.242]","[-5749329.63, -971051.401]",70,2,
10640,urban_road,True,2,478.017,DIAG,"[-5749592.661, -971193.028]","[-5749241.852, -970870.38]","[-5749365.471, -970988.485]",69,71,
10641,urban_road,True,2,45.291,NS,"[-5749264.086, -970912.495]","[-5749237.473, -970875.847]","[-5749250.779, -970894.171]",70,71,
10642,urban_road,True,1,67.962,EW,"[-5749208.128, -970857.344]","[-5749148.062, -970839.541]","[-5749177.737, -970842.211]",71,67,
10643,urban_freeway_interface_connector,True,2,318.998,NS,"[-5749255.221, -971228.921]","[-5749265.729, -970914.029]","[-5749267.732, -971065.884]",2,70,
10644,urban_freeway_interface_connector,True,1,730.529,EW,"[-5749630.728, -971229.833]","[-5749074.42, -971544.259]","[-5749343.224, -971333.63]",69,26,
10645,urban_freeway_interface_connector,True,1,350.386,NS,"[-5749594.074, -970849.641]","[-5749624.68, -971189.578]","[-5749596.899, -971027.783]",26,68,
10646,urban_freeway_interface_connector,True,1,307.31,NS,"[-5749460.45, -971041.415]","[-5749494.851, -970982.272]","[-5749537.632, -971018.587]",68,26,
10647,urban_road,True,3,13.54,DIAG,"[-5748719.309, -969851.671]","[-5748711.025, -969862.38]","[-5748715.167, -969857.026]",408,409,
10648,urban_road,True,1,14.009,DIAG,"[-5748717.291, -969849.409]","[-5748706.567, -969858.357]","[-5748711.925, -969853.879]",408,409,
10649,urban_road,True,3,32.272,DIAG,"[-5748673.872, -969907.071]","[-5748653.813, -969932.348]","[-5748663.857, -969919.722]",409,403,
10650,urban_road,True,3,33.785,DIAG,"[-5748644.862, -969924.276]","[-5748665.718, -969897.702]","[-5748655.293, -969910.992]",404,407,
10651,urban_road,True,3,9.28,DIAG,"[-5748894.159, -969643.884]","[-5748888.374, -969651.139]","[-5748891.267, -969647.512]",412,410,
10652,urban_road,True,1,9.987,EW,"[-5748892.163, -969641.595]","[-5748883.923, -969647.109]","[-5748888.044, -969644.353]",412,410,
10653,urban_road,True,3,21.263,DIAG,"[-5748838.156, -969691.761]","[-5748851.697, -969675.367]","[-5748844.927, -969683.564]",407,411,
10654,urban_road,True,3,19.258,DIAG,"[-5748860.806, -969683.898]","[-5748848.142, -969698.406]","[-5748854.474, -969691.152]",410,408,
10655,urban_road,True,3,9.764,DIAG,"[-5748969.669, -969553.452]","[-5748963.584, -969561.088]","[-5748966.626, -969557.27]",1220006403,412,
10656,urban_road,True,3,8.061,DIAG,"[-5748954.639, -969552.845]","[-5748960.332, -969547.138]","[-5748957.485, -969549.991]",411,413,
10657,urban_road,True,3,5.716,NS,"[-5748984.543, -969507.568]","[-5748985.938, -969502.024]","[-5748985.24, -969504.796]",413,1220006503,
10658,urban_road,True,1,6.767,DIAG,"[-5748987.273, -969508.816]","[-5748991.686, -969503.782]","[-5748989.495, -969506.305]",413,1220006503,
10659,urban_road,True,3,8.658,NS,"[-5749066.406, -969320.218]","[-5749063.386, -969328.333]","[-5749064.896, -969324.276]",420,1220007200,
10660,urban_road,True,1,8.943,DIAG,"[-5749063.59, -969319.183]","[-5749057.855, -969325.987]","[-5749060.904, -969322.645]",420,1220007200,
10661,urban_road,True,3,41.529,NS,"[-5749038.867, -969395.552]","[-5749024.595, -969434.551]","[-5749031.765, -969415.064]",1220007200,1220006403,
10662,urban_road,True,1,39.934,EW,"[-5749033.23, -969393.496]","[-5749003.215, -969412.74]","[-5749019.08, -969408.254]",1220007200,1220007101,
10663,urban_road,True,1,29.391,NS,"[-5749042.426, -969394.548]","[-5749045.436, -969421.635]","[-5749041.554, -969408.22]",1220007200,417,
10664,urban_road,True,3,36.811,NS,"[-5749012.208, -969431.631]","[-5749025.441, -969397.348]","[-5749019.094, -969414.602]",1220006503,1220007300,
10665,urban_road,True,1,18.48,NS,"[-5749009.104, -969431.393]","[-5749002.904, -969415.953]","[-5749007.72, -969422.486]",1220006503,1220007101,
10666,urban_road,True,1,30.347,EW,"[-5749017.583, -969434.412]","[-5749043.47, -969424.248]","[-5749029.184, -969426.54]",1220006503,417,
10667,urban_road,True,2,42.236,EW,"[-5749004.165, -969408.033]","[-5749043.738, -969422.606]","[-5749023.87, -969414.706]",1220007001,417,
10668,urban_road,True,1,24.936,EW,"[-5749002.868, -969406.092]","[-5749022.797, -969395.847]","[-5749014.862, -969403.071]",1220007001,1220007300,
10669,urban_road,True,1,32.365,DIAG,"[-5749004.01, -969409.64]","[-5749021.976, -969432.995]","[-5749015.892, -969419.766]",1220007001,1220006403,
10670,urban_road,True,2,45.197,EW,"[-5749044.608, -969430.316]","[-5749002.543, -969414.227]","[-5749024.905, -969421.828]",416,1220007101,
10671,urban_road,True,1,19.546,EW,"[-5749044.431, -969432.002]","[-5749027.05, -969436.539]","[-5749034.744, -969432.614]",416,1220006403,
10672,urban_road,True,1,38.845,NS,"[-5749046.692, -969429.505]","[-5749028.352, -969398.126]","[-5749035.673, -969416.515]",416,1220007300,
10673,urban_road,True,2,8.07,NS,"[-5749278.209, -969697.772]","[-5749282.805, -969704.405]","[-5749280.507, -969701.089]",421,422,
10674,urban_road,True,2,19.197,NS,"[-5749166.589, -969533.917]","[-5749177.617, -969549.631]","[-5749172.103, -969541.774]",417,421,
10675,urban_road,True,2,19.025,NS,"[-5749172.539, -969553.615]","[-5749161.129, -969538.39]","[-5749166.834, -969546.003]",423,416,
10676,urban_road,True,2,8.011,NS,"[-5749277.775, -969708.391]","[-5749273.212, -969701.806]","[-5749275.494, -969705.099]",424,423,
10677,urban_road,True,2,20.219,NS,"[-5749291.919, -969717.821]","[-5749303.98, -969734.041]","[-5749297.98, -969725.911]",422,425,
10678,urban_road,True,2,20.068,DIAG,"[-5749299.17, -969737.659]","[-5749286.888, -969721.804]","[-5749293.066, -969729.707]",426,424,
10679,urban_road,True,3,17.443,NS,"[-5749116.886, -969149.199]","[-5749123.395, -969133.016]","[-5749120.141, -969141.107]",1220007300,427,
10680,urban_road,True,1,17.339,NS,"[-5749119.944, -969149.574]","[-5749129.089, -969134.918]","[-5749124.774, -969142.319]",1220007300,427,
10681,urban_freeway_interface_connector,True,2,296.439,EW,"[-5749285.1, -970885.577]","[-5749566.321, -970820.236]","[-5749425.977, -970865.047]",68,2,
10682,urban_freeway_interface_connector,True,1,226.524,EW,"[-5749472.212, -970940.976]","[-5749375.38, -970964.668]","[-5749421.518, -970915.326]",2,68,
10683,urban_road,True,3,66.733,NS,"[-5749326.716, -968584.048]","[-5749317.961, -968650.204]","[-5749322.338, -968617.126]",72,420,
10684,urban_road,True,1,34.704,NS,"[-5749333.79, -968583.772]","[-5749353.357, -968609.317]","[-5749341.125, -968598.384]",72,29,
10685,urban_road,True,3,60.19,EW,"[-5749350.952, -968627.815]","[-5749291.194, -968620.615]","[-5749321.073, -968624.215]",30,328,
