sim_sec,controller_mode,sc_no,control_name,sg1_state,sg2_state,phase_label
111,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
111,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
111,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
111,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
112,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
112,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
112,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
112,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
112,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
112,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
112,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
113,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
113,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
113,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
113,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
113,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
113,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
113,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
114,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
114,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
114,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
114,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
114,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
114,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
114,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
115,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
115,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
115,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
115,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
115,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
115,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
115,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
116,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
116,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
116,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
116,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
116,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
116,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
116,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
117,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
117,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
117,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
117,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
117,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
117,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
117,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
118,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
118,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
118,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
118,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
118,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
118,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
118,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
119,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
119,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
119,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
119,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
119,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
119,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
119,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
120,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
120,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
120,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
120,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
120,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
120,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
120,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
121,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
121,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
121,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
121,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
121,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
121,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
121,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
122,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
122,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
122,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
122,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
122,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
122,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
122,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
123,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
123,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
123,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
123,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
123,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
123,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
123,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
124,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
124,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
124,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
124,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
124,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
124,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
124,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
125,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
125,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
125,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
125,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
125,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
125,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
125,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
126,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
126,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
126,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
126,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
126,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
126,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
126,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
127,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
127,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
127,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
127,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
127,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
127,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
127,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
128,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
128,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
128,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
128,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
128,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
128,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
128,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
129,COM_FIXED_TIME,1,A,GREEN,RED,MAJOR_GREEN
129,COM_FIXED_TIME,2,B,GREEN,RED,MAJOR_GREEN
129,COM_FIXED_TIME,3,C,GREEN,RED,MAJOR_GREEN
129,COM_FIXED_TIME,4,D,GREEN,RED,MAJOR_GREEN
129,COM_FIXED_TIME,5,F,GREEN,RED,MAJOR_GREEN
129,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
129,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
130,COM_FIXED_TIME,1,A,AMBER,RED,MAJOR_AMBER
130,COM_FIXED_TIME,2,B,AMBER,RED,MAJOR_AMBER
130,COM_FIXED_TIME,3,C,AMBER,RED,MAJOR_AMBER
130,COM_FIXED_TIME,4,D,AMBER,RED,MAJOR_AMBER
130,COM_FIXED_TIME,5,F,AMBER,RED,MAJOR_AMBER
130,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
130,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
131,COM_FIXED_TIME,1,A,AMBER,RED,MAJOR_AMBER
131,COM_FIXED_TIME,2,B,AMBER,RED,MAJOR_AMBER
131,COM_FIXED_TIME,3,C,AMBER,RED,MAJOR_AMBER
131,COM_FIXED_TIME,4,D,AMBER,RED,MAJOR_AMBER
131,COM_FIXED_TIME,5,F,AMBER,RED,MAJOR_AMBER
131,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
131,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
132,COM_FIXED_TIME,1,A,AMBER,RED,MAJOR_AMBER
132,COM_FIXED_TIME,2,B,AMBER,RED,MAJOR_AMBER
132,COM_FIXED_TIME,3,C,AMBER,RED,MAJOR_AMBER
132,COM_FIXED_TIME,4,D,AMBER,RED,MAJOR_AMBER
132,COM_FIXED_TIME,5,F,AMBER,RED,MAJOR_AMBER
132,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
132,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
133,COM_FIXED_TIME,1,A,RED,RED,ALL_RED_1
133,COM_FIXED_TIME,2,B,RED,RED,ALL_RED_1
133,COM_FIXED_TIME,3,C,RED,RED,ALL_RED_1
133,COM_FIXED_TIME,4,D,RED,RED,ALL_RED_1
133,COM_FIXED_TIME,5,F,RED,RED,ALL_RED_1
133,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
133,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
134,COM_FIXED_TIME,1,A,RED,RED,ALL_RED_1
134,COM_FIXED_TIME,2,B,RED,RED,ALL_RED_1
134,COM_FIXED_TIME,3,C,RED,RED,ALL_RED_1
134,COM_FIXED_TIME,4,D,RED,RED,ALL_RED_1
134,COM_FIXED_TIME,5,F,RED,RED,ALL_RED_1
134,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
134,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
135,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
135,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
135,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
135,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
135,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
135,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
135,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
136,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
136,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
136,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
136,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
136,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
136,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
136,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
137,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
137,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
137,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
137,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
137,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
137,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
137,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
138,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
138,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
138,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
138,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
138,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
138,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
138,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
139,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
139,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
139,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
139,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
139,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
139,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
139,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
140,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
140,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
140,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
140,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
140,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
140,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
140,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
141,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
141,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
141,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
141,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
141,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
141,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
141,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
142,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
142,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
142,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
142,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
142,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
142,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
142,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
143,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
143,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
143,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
143,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
143,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
143,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
143,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
144,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
144,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
144,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
144,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
144,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
144,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
144,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
145,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
145,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
145,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
145,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
145,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
145,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
145,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
146,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
146,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
146,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
146,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
146,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
146,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
146,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
147,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
147,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
147,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
147,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
147,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
147,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
147,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
148,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
148,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
148,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
148,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
148,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
148,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
148,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
149,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
149,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
149,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
149,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
149,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
149,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
149,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
150,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
150,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
150,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
150,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
150,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
150,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
150,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
151,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
151,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
151,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
151,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
151,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
151,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
151,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
152,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
152,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
152,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
152,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
152,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
152,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
152,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
153,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
153,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
153,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
153,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
153,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
153,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
153,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
154,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
154,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
154,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
154,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
154,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
154,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
154,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
155,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
155,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
155,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
155,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
155,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
155,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
155,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
156,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
156,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
156,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
156,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
156,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
156,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
156,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
157,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
157,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
157,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
157,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
157,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
157,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
157,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
158,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
158,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
158,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
158,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
158,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
158,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
158,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
159,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
159,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
159,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
159,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
159,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
159,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
159,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
160,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
160,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
160,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
160,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
160,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
160,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
160,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
161,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
161,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
161,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
161,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
161,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
161,COM_FIXED_TIME,6,RM_D,GREEN,,RAMP_GREEN
161,COM_FIXED_TIME,7,RM_F,GREEN,,RAMP_GREEN
162,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
162,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
162,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
162,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
162,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
162,COM_FIXED_TIME,6,RM_D,AMBER,,RAMP_AMBER
162,COM_FIXED_TIME,7,RM_F,AMBER,,RAMP_AMBER
163,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
163,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
163,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
163,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
163,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
163,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
163,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
164,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
164,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
164,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
164,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
164,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
164,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
164,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
165,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
165,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
165,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
165,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
165,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
165,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
165,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
166,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
166,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
166,COM_FIXED_TIME,3,C,RED,GREEN,MINOR_GREEN
166,COM_FIXED_TIME,4,D,RED,GREEN,MINOR_GREEN
166,COM_FIXED_TIME,5,F,RED,GREEN,MINOR_GREEN
166,COM_FIXED_TIME,6,RM_D,RED,,RAMP_RED
166,COM_FIXED_TIME,7,RM_F,RED,,RAMP_RED
167,COM_FIXED_TIME,1,A,RED,GREEN,MINOR_GREEN
167,COM_FIXED_TIME,2,B,RED,GREEN,MINOR_GREEN
