candidate,score_relative_to_base,internal_storage_fraction,offramp_storage_fraction,total_model_vehicles,total_model_vehicles_delta_pct_vs_base,protected_accumulation_veh,protected_accumulation_veh_delta_pct_vs_base,urban_queue_plus_link_occupancy_total_veh,urban_queue_plus_link_occupancy_total_veh_delta_pct_vs_base,urban_link_occupancy_total_veh,urban_link_occupancy_total_veh_delta_pct_vs_base,urban_movement_queue_total_veh,urban_movement_queue_total_veh_delta_pct_vs_base,freeway_total_veh,freeway_total_veh_delta_pct_vs_base
int080_off010,0.9270904565402297,0.8,0.1,47.333304755582596,11.722690825248975,48.60831114020059,-3.858284862667391,52.341188421879764,3.089948282467847,68.9949858443877,-37.663453877847,67.66543209876544,-36.00976041166522,14.367413013289726,-0.32241536207362786
int090_off040,0.9275660582314823,0.9,0.4,48.34787237420997,14.117415321299433,50.72081387089541,0.32000545430124383,53.247052030356706,4.874115500761661,56.19469845990794,-49.22843494355935,63.47623456790123,-39.97142511058542,14.375495584754784,-0.26634046532254135
int085_off035,0.9277961739651805,0.85,0.35,47.807732937281735,12.842502622385462,50.19893396542723,-0.7122136874562702,52.80851460153977,4.010382707912692,60.782841994366365,-45.083075428653515,65.39853395061729,-38.15353384402314,14.372506884136158,-0.2870753365617129
int100_off030,0.9280632438578773,1.0,0.3,49.96827411942426,17.942114317663467,50.635586607262475,0.15143561284967344,54.40753174490625,7.15976848959896,49.35172561002688,-55.411018901636204,60.21219135802469,-43.058184487541915,14.374603254322462,-0.2725312348167074
int100_off035,0.9289085601206004,1.0,0.35,49.91840989765918,17.82441780227608,50.975517162818036,0.8237796188867269,54.355093313396424,7.056487013664759,48.86104933022467,-55.85434190797646,60.19830246913582,-43.07131901280907,14.376148491046596,-0.2618107617424662
int085_off040,0.928924936390224,0.85,0.4,47.758085989762094,12.725318948082645,50.53886452098278,-0.03986968141924484,52.85663122439715,4.105152053268646,60.13521458491697,-45.668202817043245,65.3846450617284,-38.16666836929031,14.374232883652628,-0.27510077560708446
int080_off030,0.929172215012466,0.8,0.3,47.175405797757904,11.349995604879929,49.58241529994238,-1.9316175409028848,52.48944188553044,3.381944745697865,66.37054243054101,-40.03462238973303,67.5320987654321,-36.13585185423013,14.371756797117403,-0.2922792561698283
int100_off040,0.9299990082326952,1.0,0.4,49.868762549601435,17.707233182567165,51.315447718373605,1.4961236249237946,54.30264846902642,6.953192907115099,48.55051788977057,-56.134905157948054,60.184413580246904,-43.084453538076275,14.377874897217291,-0.24983337952064866
int080_off035,0.9302999947216989,0.8,0.35,47.12554207263537,11.232300261737782,49.92234585549795,-1.2592735348658173,52.53756492021935,3.476726719643296,65.72292169916244,-40.619743744526765,67.51820987654322,-36.148986379497295,14.373301530067152,-0.28156227815859897
int100_off010,0.9303921388410319,1.0,0.1,50.12617468529235,18.31481333356161,50.28792474954679,-0.5362000302034329,54.57291754345853,7.485508388395029,51.34839122779111,-53.607043774327714,60.34552469135804,-42.93209304497699,14.370257844146652,-0.3026786239246285
int095_off050,0.9304497332045742,0.95,0.5,48.959310767547265,15.560617796390774,51.847537205247995,2.5485361583915442,53.644695076927036,5.65730369999411,51.12317779540857,-53.810522727808575,61.60123456790124,-41.74458602165446,14.380906177344016,-0.2288031021065139
int080_off040,0.9314287577655127,0.8,0.4,47.07589525892273,11.115116903264973,50.262276411053506,-0.5869295288287778,52.58568154101836,3.571496060945131,65.07529428768042,-41.20487113475295,67.50432098765431,-36.1621209047645,14.375027393743974,-0.269588659626109
int090_off050,0.9314532336896572,0.9,0.5,48.249222589762276,13.884568292664119,51.6031362273586,2.0651388001135436,53.34326616925309,5.063616559142757,55.213312623273076,-50.115111021832554,63.44845679012346,-39.99769416111977,14.379485266908953,-0.2386610299062487
int075_off010,0.9314718621252833,0.75,0.1,46.721690191006864,10.27907252614311,48.467095560571465,-4.13759323012944,52.105067121270544,2.6248894368032314,74.2203740293987,-32.94234773347073,69.9786265432099,-33.82220522841668,14.33203193755326,-0.5678805803450194
int075_off020,0.9321574056855335,0.75,0.2,46.646119362533824,10.100699679613614,48.8474878397983,-3.385220533115061,52.17533907019611,2.763295380551664,72.92587415318967,-34.11192042416489,70.1832561728395,-33.62868988948028,14.333834550580683,-0.5553744936581464
int100_off050,0.9326096916712485,1.0,0.5,49.770112175092365,17.474384761186407,52.07980259202904,3.007930696658018,54.19773967088409,6.746567056595664,47.91565984059405,-56.70849550772753,60.097608024691354,-43.16654432099614,14.38186517911337,-0.22214978324219775
int085_off050,0.9329387920345137,0.85,0.5,47.65943650084489,12.492472616999757,51.48017034995164,1.8219262695820242,52.952845358402186,4.29465310201586,58.98905433920787,-46.70375156229798,65.35686728395062,-38.19293741982467,14.378222265446087,-0.2474234240196579
int075_off030,0.9347516085256365,0.75,0.3,46.563791636209324,9.906378257055154,49.54540450646497,-2.004820684152381,52.253320580310344,2.9168858909517805,71.59593061099878,-35.31351624947059,70.45825617283951,-33.368626289190146,14.336375313800549,-0.5377473021339076
int080_off050,0.9355905154979818,0.8,0.5,46.97724606586892,10.882271270520278,51.26256553365497,1.3915286735708376,52.681895670138836,3.760997100071829,63.78001955250288,-42.375143905767985,67.47654320987654,-36.188389955298845,14.37901647485047,-0.24191339413102275
int070_off010,0.9357271716633654,0.7,0.1,46.13780750223085,8.900910881753722,48.142552453055075,-4.779502612716905,51.73219816679571,1.8904956946680238,79.17768683847137,-28.463446045431105,74.26651234567902,-29.767212430514718,14.334503650628346,-0.5507324417751481
int075_off035,0.936047510734733,0.75,0.35,46.51392803558275,9.788683207765802,49.885335062020516,-1.3324766781153556,52.301443613200924,3.011667861355256,70.9483098778443,-35.89863760586885,70.62214506172842,-33.21363889103743,14.337919920478392,-0.5270312001661704
int070_off020,0.9363786135923504,0.7,0.2,46.06223685642217,8.72253846637421,48.627137710076546,-3.8210480470782517,51.802470113937844,2.0289016349038476,77.88318696050115,-29.633018737716487,73.78132716049383,-30.226045179848143,14.336306079230237,-0.5382276345873362
int075_off040,0.9373443963214501,0.75,0.4,46.464281355824184,9.671500165470148,50.22526561757609,-0.660132672078274,52.349560231944636,3.106437198609032,70.30068246433264,-36.4837649979288,70.78603395061728,-33.05865149288475,14.339645648171576,-0.5150585250547719
int070_off030,0.9386558375805374,0.7,0.3,45.97990935086658,8.528217564905434,49.32505437674322,-2.440648198115572,51.88045162123399,2.1824921397535206,76.55324341552738,-30.834614565536498,73.72114197530865,-30.282961456005907,14.338846618898247,-0.5206019940109989
int070_off035,0.9399517403667277,0.7,0.35,45.93004587487001,8.410522809785265,49.664984932298765,-1.7683041920785467,51.92857465232899,2.277274106620471,75.90562268059975,-31.419735923536784,73.88503086419755,-30.1279740578532,14.340391099173,-0.5098867689968635
int070_off040,0.9412486265736406,0.7,0.4,45.88039932921237,8.293340084013392,50.00491548785434,-1.095960186041465,51.976691269020456,2.3720434398321912,75.25799526506148,-32.00486331742777,74.04891975308642,-29.97298665970051,14.342116690738633,-0.497915038305004
int075_off050,0.942192384963027,0.75,0.5,46.36563245896646,9.43865523184891,51.28453785523102,1.4349874285104531,52.44577435618727,3.2959382281284535,69.0054077243382,-37.654037773295876,71.11381172839508,-32.748676696579324,14.343634428265041,-0.48738534791420607
int070_off050,0.9464466012212133,0.7,0.5,45.78175072888329,8.060495850300553,51.12317066227739,1.1158214601082186,52.07290538839197,2.5615444597575743,73.96272052025675,-33.17513609714091,74.37669753086422,-29.663011863395088,14.346105169493189,-0.47024395177982015
int035_off050,1.0,0.35,0.5,42.36677832045683,0.0,50.55902224207938,0.0,50.77234909310867,0.0,110.68143831579471,0.0,105.74336419753088,0.0,14.413885594718817,0.0
