arm,time_s,zone,command_kph,link,position_m,flow_vph_per_lane,occupancy_pct,speed_kph
both,8700,FW_W__seg0,60.0,26,40.0,1216.0,44.2842675883812,23.79510571081967
both,8700,FW_W__seg5,120.0,26,2694.4232696497,1184.0,9.629908439551583,59.59531291167285
both,8700,FW_W__seg10,120.0,120,1569.2945392994002,858.0,3.6042907770486425,115.34280875309125
both,8700,FW_W__seg15,120.0,120,4263.717808949101,726.0,2.8810573670474824,122.51243955479566
both,8850,FW_E__seg0,120.0,74,40.0,1194.0,11.24308973542825,53.02108131281857
both,8850,FW_E__seg5,120.0,2,48.18555656496521,1218.0,5.3970366931155604,112.63708379036825
both,8850,FW_E__seg10,120.0,2,2652.0273490354593,1134.0,5.236392811965754,111.83056965599276
both,8850,FW_E__seg15,120.0,24,652.704139739827,1600.0,7.583720608303714,110.04028089230735
both,8850,FW_W__seg0,60.0,26,40.0,1248.0,45.45889070069054,25.10159591938456
both,8850,FW_W__seg5,120.0,26,2694.4232696497,1280.0,10.568795972444383,60.942871488018554
both,8850,FW_W__seg10,120.0,120,1569.2945392994002,924.0,3.915532837130488,114.49518490298638
both,8850,FW_W__seg15,120.0,120,4263.717808949101,510.0,2.1568885593012226,120.57301973116202
