time_s,vehicle,connector,kind,other_link,lane,position_m,speed_kmh,residence_s,lower_time_s,upper_time_s
8480.1,63479,10643,departure,10641,2,218.45,110.15,10.0,8475.1,8480.1
8485.1,61569,10479,departure,125,1,145.62,107.76,10.0,8480.1,8485.1
8485.1,62856,10491,arrival,,1,131.43,87.98,,8480.1,8485.1
8485.1,62223,10479,arrival,,1,122.21,113.53,,8480.1,8485.1
8485.1,63506,10643,departure,71,2,300.09,81.56,10.0,8480.1,8485.1
8485.1,63659,10643,departure,10641,2,238.0,103.37,10.0,8480.1,8485.1
8485.1,64043,10482,arrival,,2,60.05,44.86,,8480.1,8485.1
8485.1,63027,10479,arrival,,1,8.77,96.92,,8480.1,8485.1
8485.1,63540,10639,arrival,,1,29.15,42.54,,8480.1,8485.1
8485.1,63671,10682,departure,121,1,127.15,126.42,5.0,8480.1,8485.1
8485.1,63803,10490,arrival,,1,25.01,42.4,,8480.1,8485.1
8485.1,63689,10482,departure,120,2,523.13,77.93,50.0,8480.1,8485.1
8485.1,62926,10483,arrival,,1,39.49,94.41,,8480.1,8485.1
8485.1,62548,10479,departure,125,1,109.89,105.0,5.0,8480.1,8485.1
8485.1,62949,10483,arrival,,1,15.51,98.77,,8480.1,8485.1
8485.1,59366,10483,arrival,,1,67.19,94.25,,8480.1,8485.1
8485.1,61548,10479,departure,125,1,180.2,109.25,10.0,8480.1,8485.1
8485.1,62832,10483,arrival,,1,109.42,92.17,,8480.1,8485.1
8485.1,62705,10681,arrival,,2,18.98,33.1,,8480.1,8485.1
8485.1,63605,10490,departure,119,1,287.78,47.39,30.0,8480.1,8485.1
8485.1,62200,10479,departure,125,1,217.18,112.35,10.0,8480.1,8485.1
8490.1,62223,10479,departure,125,1,122.21,113.53,5.0,8485.1,8490.1
8490.1,62992,10483,arrival,,1,126.87,93.56,,8485.1,8490.1
8490.1,64026,10482,arrival,,2,11.73,40.44,,8485.1,8490.1
8490.1,62509,10479,departure,125,1,190.08,109.38,10.0,8485.1,8490.1
8490.1,64046,10482,arrival,,2,57.62,41.49,,8485.1,8490.1
8490.1,62017,10645,arrival,,1,41.47,110.32,,8485.1,8490.1
8490.1,62021,10646,arrival,,1,0.47,42.04,,8485.1,8490.1
8490.1,49225,10484,arrival,,1,76.15,96.31,,8485.1,8490.1
8490.1,61770,10646,departure,120,1,328.64,43.09,40.0,8485.1,8490.1
8490.1,61784,10491,arrival,,1,34.74,92.46,,8485.1,8490.1
8490.1,63590,10639,arrival,,1,38.22,42.7,,8485.1,8490.1
8490.1,63091,10483,arrival,,1,102.39,99.96,,8485.1,8490.1
8490.1,63106,10681,arrival,,2,42.35,34.74,,8485.1,8490.1
8490.1,63111,10483,arrival,,1,69.17,105.41,,8485.1,8490.1
8490.1,62856,10491,departure,129,1,131.43,87.98,5.0,8485.1,8490.1
8490.1,63121,10681,arrival,,2,27.79,32.17,,8485.1,8490.1
8490.1,63135,10681,arrival,,2,4.1,36.24,,8485.1,8490.1
8490.1,63664,10490,departure,119,1,347.53,74.87,30.0,8485.1,8490.1
8490.1,62653,10645,arrival,,1,3.86,110.58,,8485.1,8490.1
8490.1,63696,10490,departure,119,1,289.76,49.77,25.0,8485.1,8490.1
8490.1,63701,10643,departure,71,1,316.36,77.78,15.0,8485.1,8490.1
8495.1,62994,10484,arrival,,1,1.96,29.09,,8490.1,8495.1
8495.1,63772,10643,arrival,,2,112.18,123.76,,8490.1,8495.1
8495.1,62769,10483,departure,124,1,282.63,88.48,15.0,8490.1,8495.1
8495.1,62001,10645,arrival,,1,120.02,111.26,,8490.1,8495.1
8495.1,63027,10479,departure,125,1,151.41,108.15,10.0,8490.1,8495.1
8495.1,61770,10638,arrival,,2,44.55,78.09,,8490.1,8495.1
8495.1,62814,10681,arrival,,2,9.63,35.67,,8490.1,8495.1
8495.1,52834,10483,departure,124,1,250.48,84.89,15.0,8490.1,8495.1
8495.1,63341,10484,departure,24,1,450.7,68.19,40.0,8490.1,8495.1
8495.1,62832,10483,departure,124,1,231.4,83.74,10.0,8490.1,8495.1
8495.1,63610,10639,arrival,,1,27.4,42.29,,8490.1,8495.1
8495.1,63374,10481,arrival,,1,174.81,139.35,,8490.1,8495.1
8495.1,62872,10479,arrival,,1,45.74,65.93,,8490.1,8495.1
8495.1,63142,10681,arrival,,2,35.1,39.71,,8490.1,8495.1
8495.1,63437,10645,arrival,,1,30.32,118.15,,8490.1,8495.1
8495.1,63949,10490,arrival,,1,40.21,44.02,,8490.1,8495.1
8495.1,62425,10645,arrival,,1,88.44,112.71,,8490.1,8495.1
8495.1,59366,10483,departure,124,1,195.53,90.39,10.0,8490.1,8495.1
8495.1,63975,10484,departure,24,1,493.57,77.75,40.0,8490.1,8495.1
8495.1,59378,10646,departure,10638,1,379.34,61.79,40.0,8490.1,8495.1
8495.1,59378,10638,arrival,,1,19.79,80.4,,8490.1,8495.1
8500.1,62992,10483,departure,124,1,241.77,64.53,10.0,8495.1,8500.1
8500.1,63504,10645,arrival,,1,57.69,120.21,,8495.1,8500.1
8500.1,61202,10681,arrival,,1,0.05,42.79,,8495.1,8500.1
8500.1,63812,10644,arrival,,1,27.85,41.19,,8495.1,8500.1
8500.1,61784,10491,departure,129,1,161.59,88.87,10.0,8495.1,8500.1
8500.1,63070,10644,departure,120,1,1020.37,60.89,105.0,8495.1,8500.1
8500.1,63091,10483,departure,124,1,224.24,67.17,10.0,8495.1,8500.1
8500.1,60547,10681,arrival,,2,18.77,41.71,,8495.1,8500.1
8500.1,63114,10644,departure,120,1,971.08,74.02,80.0,8495.1,8500.1
8500.1,63634,10484,arrival,,1,22.53,31.35,,8495.1,8500.1
8500.1,64145,10482,arrival,,2,35.78,43.33,,8495.1,8500.1
8500.1,62377,10646,arrival,,1,36.85,41.46,,8495.1,8500.1
8500.1,62907,10483,arrival,,1,85.34,118.02,,8495.1,8500.1
8500.1,62926,10483,departure,124,1,275.81,64.03,15.0,8495.1,8500.1
8500.1,63440,10481,arrival,,1,179.66,130.4,,8495.1,8500.1
8500.1,63702,10482,departure,120,1,466.3,48.43,50.0,8495.1,8500.1
8500.1,63449,10645,arrival,,1,157.42,118.05,,8495.1,8500.1
8500.1,63969,10482,arrival,,1,11.23,31.74,,8495.1,8500.1
8500.1,62949,10483,departure,124,1,257.29,62.96,15.0,8495.1,8500.1
8500.1,52967,10480,arrival,,1,61.71,83.33,,8495.1,8500.1
8500.1,63213,10644,departure,120,1,913.29,80.64,75.0,8495.1,8500.1
8505.1,63744,10482,departure,120,1,462.75,52.72,50.0,8500.1,8505.1
8505.1,63749,10482,departure,120,1,480.38,53.49,50.0,8500.1,8505.1
8505.1,58888,10681,arrival,,2,18.11,36.29,,8500.1,8505.1
8505.1,63754,10482,departure,120,2,480.65,58.63,50.0,8500.1,8505.1
8505.1,62746,10681,arrival,,2,25.12,36.79,,8500.1,8505.1
8505.1,63772,10643,departure,71,2,271.95,101.65,10.0,8500.1,8505.1
8505.1,63531,10484,departure,24,1,507.02,80.36,45.0,8500.1,8505.1
8505.1,63788,10482,departure,120,2,462.72,58.56,50.0,8500.1,8505.1
8505.1,62001,10645,departure,123,1,272.43,110.53,10.0,8500.1,8505.1
8505.1,62017,10645,departure,123,1,349.63,111.52,15.0,8500.1,8505.1
8505.1,61770,10638,departure,70,2,161.14,89.37,10.0,8500.1,8505.1
8505.1,62844,10479,arrival,,1,96.09,88.94,,8500.1,8505.1
8505.1,63869,10643,arrival,,1,18.94,108.86,,8500.1,8505.1
8505.1,63111,10483,departure,124,1,291.08,64.47,15.0,8500.1,8505.1
8505.1,63374,10481,departure,127,1,365.13,133.83,10.0,8500.1,8505.1
8505.1,57743,10646,arrival,,1,63.62,53.0,,8500.1,8505.1
8505.1,61841,10681,arrival,,2,3.46,36.48,,8500.1,8505.1
8505.1,64150,10482,arrival,,2,44.89,42.19,,8500.1,8505.1
8505.1,60833,10681,arrival,,2,49.4,41.59,,8500.1,8505.1
8505.1,58283,10681,arrival,,2,40.94,38.32,,8500.1,8505.1
8505.1,62653,10645,departure,123,1,314.08,112.21,15.0,8500.1,8505.1
8505.1,63677,10482,departure,120,2,523.28,60.62,55.0,8500.1,8505.1
8505.1,61634,10491,arrival,,1,71.46,123.04,,8500.1,8505.1
8505.1,63437,10645,departure,123,1,192.98,116.45,10.0,8500.1,8505.1
8505.1,62425,10645,departure,123,1,243.9,111.56,10.0,8500.1,8505.1
8505.1,63707,10482,departure,120,1,496.93,51.43,50.0,8500.1,8505.1
8505.1,63710,10484,departure,24,1,486.1,75.69,40.0,8500.1,8505.1
8505.1,62694,10645,arrival,,1,152.27,124.35,,8500.1,8505.1
8505.1,63730,10482,departure,120,1,513.48,49.68,55.0,8500.1,8505.1
8505.1,63733,10482,departure,120,2,498.55,56.27,55.0,8500.1,8505.1
8510.1,63242,10681,arrival,,2,16.19,40.48,,8505.1,8510.1
8510.1,63504,10645,departure,123,1,224.11,117.69,10.0,8505.1,8510.1
8510.1,63791,10482,departure,120,2,525.64,55.32,50.0,8505.1,8510.1
8510.1,62273,10479,arrival,,1,11.78,62.66,,8505.1,8510.1
8510.1,63813,10482,departure,120,1,504.2,52.14,45.0,8505.1,8510.1
8510.1,64071,10482,arrival,,1,37.35,42.59,,8505.1,8510.1
8510.1,49225,10484,departure,24,1,535.31,94.12,20.0,8505.1,8510.1
8510.1,63821,10482,departure,120,1,518.97,49.94,50.0,8505.1,8510.1
8510.1,63837,10482,departure,120,2,508.98,58.47,45.0,8505.1,8510.1
8510.1,63084,10681,arrival,,2,36.76,34.8,,8505.1,8510.1
8510.1,63858,10482,departure,120,2,491.45,62.62,45.0,8505.1,8510.1
8510.1,63870,10482,departure,120,1,487.25,54.49,45.0,8505.1,8510.1
8510.1,63883,10482,departure,120,1,469.41,55.64,45.0,8505.1,8510.1
8510.1,62872,10479,departure,125,1,238.91,72.93,15.0,8505.1,8510.1
8510.1,64152,10482,arrival,,2,54.33,41.52,,8505.1,8510.1
8510.1,62907,10483,departure,124,1,245.25,115.8,10.0,8505.1,8510.1
8510.1,61634,10491,departure,129,1,71.46,123.04,5.0,8505.1,8510.1
8510.1,63943,10482,departure,120,2,473.69,66.75,40.0,8505.1,8510.1
8510.1,63440,10481,departure,127,1,358.93,127.75,10.0,8505.1,8510.1
8510.1,63449,10645,departure,123,1,321.2,117.78,10.0,8505.1,8510.1
8510.1,63709,10490,departure,119,1,289.47,48.32,30.0,8505.1,8510.1
8510.1,63965,10482,departure,120,2,445.63,71.02,40.0,8505.1,8510.1
8510.1,64223,10482,arrival,,2,21.42,44.11,,8505.1,8510.1
8510.1,52967,10480,departure,10491,1,188.6,98.82,10.0,8505.1,8510.1
8510.1,52967,10491,arrival,,1,56.39,103.0,,8505.1,8510.1
8510.1,61676,10491,arrival,,1,83.45,113.37,,8505.1,8510.1
8510.1,59378,10638,departure,126,1,285.6,109.26,15.0,8505.1,8510.1
8515.1,64001,10482,departure,120,1,483.9,71.52,40.0,8510.1,8515.1
8515.1,63237,10639,departure,2,1,354.87,53.49,40.0,8510.1,8515.1
8515.1,63882,10643,arrival,,1,28.04,110.59,,8510.1,8515.1
8515.1,63268,10639,departure,2,1,338.13,49.16,40.0,8510.1,8515.1
8515.1,63782,10682,arrival,,1,109.41,107.42,,8510.1,8515.1
8515.1,62638,10491,arrival,,1,15.76,87.03,,8510.1,8515.1
8515.1,61619,10681,departure,2,2,392.72,54.54,40.0,8510.1,8515.1
8515.1,63803,10490,departure,119,1,329.44,61.47,30.0,8510.1,8515.1
8515.1,63807,10682,arrival,,1,65.91,101.49,,8510.1,8515.1
8515.1,62150,10681,departure,2,2,369.68,54.91,40.0,8510.1,8515.1
8515.1,63048,10639,departure,2,1,398.43,61.88,45.0,8510.1,8515.1
8515.1,63180,10639,departure,2,1,374.25,59.22,45.0,8510.1,8515.1
8515.1,63948,10482,departure,120,1,525.98,49.73,45.0,8510.1,8515.1
8515.1,63951,10482,departure,120,2,518.92,66.61,45.0,8510.1,8515.1
8515.1,63830,10682,arrival,,1,12.89,56.92,,8510.1,8515.1
8515.1,63962,10482,departure,120,1,453.21,74.49,40.0,8510.1,8515.1
8515.1,63963,10482,departure,120,2,499.38,68.05,40.0,8510.1,8515.1
8515.1,62692,10491,arrival,,1,50.75,87.12,,8510.1,8515.1
8515.1,62694,10645,departure,123,1,322.68,121.05,10.0,8510.1,8515.1
8515.1,61676,10491,departure,129,1,83.45,113.37,5.0,8510.1,8515.1
8515.1,60017,10681,arrival,,2,19.88,32.0,,8510.1,8515.1
8515.1,52985,10480,arrival,,1,65.34,123.13,,8510.1,8515.1
8515.1,62844,10479,departure,125,1,227.95,101.84,10.0,8510.1,8515.1
8520.1,62213,10479,arrival,,1,40.2,75.45,,8515.1,8520.1
8520.1,62220,10681,departure,2,2,432.2,57.55,45.0,8515.1,8520.1
8520.1,63383,10681,arrival,,2,41.68,35.51,,8515.1,8520.1
8520.1,62238,10681,departure,2,2,414.71,59.87,40.0,8515.1,8520.1
8520.1,63782,10682,departure,121,1,109.41,107.42,5.0,8515.1,8520.1
8520.1,63272,10639,departure,2,1,405.15,70.49,40.0,8515.1,8520.1
8520.1,64043,10482,departure,120,2,449.23,68.68,35.0,8515.1,8520.1
8520.1,63540,10639,departure,2,1,335.6,46.57,35.0,8515.1,8520.1
8520.1,62265,10491,arrival,,1,111.42,88.85,,8515.1,8520.1
8520.1,59841,10681,arrival,,2,0.99,39.18,,8515.1,8520.1
8520.1,63817,10643,arrival,,2,141.04,103.95,,8515.1,8520.1
8520.1,63306,10639,departure,2,1,369.8,59.36,40.0,8515.1,8520.1
8520.1,53835,10484,arrival,,1,36.19,30.56,,8515.1,8520.1
8520.1,63949,10490,departure,119,1,285.21,48.74,25.0,8515.1,8520.1
8520.1,61906,10479,arrival,,1,68.1,82.59,,8515.1,8520.1
8520.1,63328,10639,departure,2,1,352.12,55.16,40.0,8515.1,8520.1
8520.1,62687,10491,arrival,,1,55.58,96.14,,8515.1,8520.1
8520.1,63455,10681,arrival,,2,20.82,40.94,,8515.1,8520.1
8520.1,52967,10491,departure,10490,1,201.36,108.96,10.0,8515.1,8520.1
8520.1,52967,10490,arrival,,1,67.45,116.96,,8515.1,8520.1
8520.1,63851,10682,arrival,,1,56.0,57.71,,8515.1,8520.1
8520.1,64243,10482,arrival,,2,4.3,42.38,,8515.1,8520.1
8520.1,63869,10643,departure,71,1,316.99,77.04,15.0,8515.1,8520.1
8525.1,60672,10681,arrival,,1,41.1,59.27,,8520.1,8525.1
8525.1,53507,10484,arrival,,1,11.88,40.07,,8520.1,8525.1
8525.1,62984,10483,arrival,,1,90.02,104.69,,8520.1,8525.1
8525.1,58893,10646,arrival,,1,86.21,84.84,,8520.1,8525.1
8525.1,63512,10644,departure,120,1,949.75,90.3,80.0,8520.1,8525.1
8525.1,63149,10483,arrival,,1,63.5,97.33,,8520.1,8525.1
8525.1,62638,10491,departure,129,1,137.27,90.62,10.0,8520.1,8525.1
8525.1,61870,10491,arrival,,1,133.31,95.63,,8520.1,8525.1
8525.1,57521,10681,arrival,,2,12.33,41.1,,8520.1,8525.1
8525.1,64249,10482,arrival,,1,59.21,43.53,,8520.1,8525.1
8525.1,63807,10682,departure,121,1,200.76,91.2,10.0,8520.1,8525.1
8525.1,62273,10479,departure,125,1,236.13,95.54,15.0,8520.1,8525.1
8525.1,62021,10646,departure,10638,1,360.53,64.28,35.0,8520.1,8525.1
8525.1,62021,10638,arrival,,1,9.24,88.46,,8520.1,8525.1
8525.1,62299,10491,arrival,,1,68.49,106.66,,8520.1,8525.1
8525.1,63325,10479,arrival,,1,2.86,74.11,,8520.1,8525.1
8525.1,62692,10491,departure,129,1,176.52,93.84,10.0,8520.1,8525.1
8525.1,63590,10639,departure,2,1,393.13,56.42,35.0,8520.1,8525.1
8525.1,61926,10479,arrival,,1,54.24,86.19,,8520.1,8525.1
8525.1,61942,10479,arrival,,1,25.46,72.05,,8520.1,8525.1
8525.1,52985,10480,departure,10491,1,244.92,123.57,10.0,8520.1,8525.1
8525.1,52985,10491,arrival,,1,126.0,98.06,,8520.1,8525.1
8530.1,63106,10681,departure,2,2,404.54,56.31,40.0,8525.1,8530.1
8530.1,62213,10479,departure,125,1,164.33,100.2,10.0,8525.1,8530.1
8530.1,61954,10479,arrival,,1,65.34,83.81,,8525.1,8530.1
8530.1,63882,10643,departure,71,2,318.19,90.35,15.0,8525.1,8530.1
8530.1,61326,10681,arrival,,2,27.43,49.72,,8525.1,8530.1
8530.1,57743,10646,departure,120,1,312.49,44.8,25.0,8525.1,8530.1
8530.1,64012,10490,arrival,,1,21.03,41.92,,8525.1,8530.1
8530.1,63121,10681,departure,2,2,386.35,57.61,40.0,8525.1,8530.1
8530.1,64023,10490,arrival,,1,40.3,42.74,,8525.1,8530.1
8530.1,63135,10681,departure,2,2,368.23,55.7,40.0,8525.1,8530.1
8530.1,63890,10682,arrival,,1,21.77,63.7,,8525.1,8530.1
8530.1,63016,10483,arrival,,1,16.33,100.1,,8525.1,8530.1
8530.1,62377,10646,departure,120,1,326.84,51.65,30.0,8525.1,8530.1
8530.1,61870,10491,departure,129,1,133.31,95.63,5.0,8525.1,8530.1
8530.1,64046,10482,departure,120,1,513.16,89.14,40.0,8525.1,8530.1
8530.1,64045,10643,arrival,,1,16.81,124.24,,8525.1,8530.1
8530.1,64309,10482,arrival,,2,47.65,44.18,,8525.1,8530.1
8530.1,62265,10491,departure,127,1,225.04,64.25,10.0,8525.1,8530.1
8530.1,52678,10484,arrival,,1,42.29,41.48,,8525.1,8530.1
8530.1,63817,10643,departure,71,2,281.38,98.47,10.0,8525.1,8530.1
8530.1,61906,10479,departure,125,1,196.87,101.96,10.0,8525.1,8530.1
8530.1,63830,10682,departure,121,1,220.82,61.1,15.0,8525.1,8530.1
8530.1,62687,10491,departure,129,1,182.3,81.66,10.0,8525.1,8530.1
8530.1,62686,10491,arrival,,1,64.79,109.68,,8525.1,8530.1
8530.1,52967,10490,departure,119,1,229.9,116.96,10.0,8525.1,8530.1
8530.1,62697,10681,arrival,,2,48.38,45.24,,8525.1,8530.1
8530.1,63851,10682,departure,121,1,148.93,66.28,10.0,8525.1,8530.1
8530.1,53613,10484,arrival,,1,11.66,37.12,,8525.1,8530.1
8530.1,57579,10483,arrival,,1,41.5,97.69,,8525.1,8530.1
8530.1,62318,10491,arrival,,1,118.46,97.07,,8525.1,8530.1
8530.1,62705,10681,departure,2,2,428.48,58.59,45.0,8525.1,8530.1
8530.1,52985,10491,departure,129,1,126.0,98.06,5.0,8525.1,8530.1
8530.1,63610,10639,departure,2,1,401.19,65.79,35.0,8525.1,8530.1
8530.1,62330,10479,arrival,,1,39.37,83.99,,8525.1,8530.1
8530.1,63999,10643,arrival,,1,141.29,134.19,,8525.1,8530.1
8535.1,62984,10483,departure,124,1,246.2,119.92,10.0,8530.1,8535.1
8535.1,64013,10490,arrival,,1,45.72,41.39,,8530.1,8535.1
8535.1,64026,10482,departure,120,1,500.4,76.04,45.0,8530.1,8535.1
8535.1,61978,10479,arrival,,1,23.02,98.35,,8530.1,8535.1
8535.1,62021,10638,departure,70,2,145.29,106.77,10.0,8530.1,8535.1
8535.1,47696,10484,arrival,,1,38.7,40.36,,8530.1,8535.1
8535.1,44118,10681,arrival,,1,30.87,54.8,,8530.1,8535.1
8535.1,63142,10681,departure,2,2,426.33,35.62,40.0,8530.1,8535.1
8535.1,63149,10483,departure,124,1,202.18,106.28,10.0,8530.1,8535.1
8535.1,63150,10483,arrival,,1,132.17,98.52,,8530.1,8535.1
8535.1,63154,10483,arrival,,1,110.91,101.61,,8530.1,8535.1
8535.1,59597,10681,arrival,,2,38.2,40.91,,8530.1,8535.1
8535.1,63182,10483,arrival,,1,77.65,105.89,,8530.1,8535.1
8535.1,63215,10483,arrival,,1,50.22,111.24,,8530.1,8535.1
8535.1,61202,10681,departure,2,1,391.08,79.51,35.0,8530.1,8535.1
8535.1,63259,10483,arrival,,1,17.36,118.61,,8530.1,8535.1
8535.1,58664,10646,arrival,,1,9.85,33.65,,8530.1,8535.1
8535.1,63810,10681,arrival,,2,1.06,36.72,,8530.1,8535.1
8535.1,62299,10491,departure,10777,1,203.4,83.15,10.0,8530.1,8535.1
8535.1,62828,10479,arrival,,1,56.65,99.72,,8530.1,8535.1
8535.1,62318,10491,departure,129,1,118.46,97.07,5.0,8530.1,8535.1
8535.1,57743,10638,arrival,,1,52.67,92.8,,8530.1,8535.1
8535.1,60829,10681,arrival,,2,15.68,44.07,,8530.1,8535.1
8535.1,61856,10638,arrival,,1,165.39,130.29,,8530.1,8535.1
8535.1,62377,10638,arrival,,1,87.94,101.15,,8530.1,8535.1
8535.1,61363,10681,arrival,,2,71.01,52.33,,8530.1,8535.1
8535.1,63937,10682,arrival,,1,90.65,74.75,,8530.1,8535.1
8535.1,63938,10682,arrival,,1,41.45,57.08,,8530.1,8535.1
8535.1,61926,10479,departure,125,1,189.37,107.46,10.0,8530.1,8535.1
8535.1,61942,10479,departure,125,1,146.52,101.36,10.0,8530.1,8535.1
8540.1,61954,10479,departure,125,1,187.88,95.84,10.0,8535.1,8540.1
8540.1,58893,10646,departure,10638,1,370.42,117.93,15.0,8535.1,8540.1
8540.1,58893,10638,arrival,,1,85.49,129.92,,8535.1,8540.1
8540.1,64018,10682,arrival,,1,53.65,95.56,,8535.1,8540.1
8540.1,64276,10482,arrival,,1,18.2,41.33,,8535.1,8540.1
8540.1,64024,10682,arrival,,1,33.58,100.21,,8535.1,8540.1
8540.1,61979,10484,arrival,,1,49.01,42.64,,8535.1,8540.1
8540.1,64045,10643,departure,10641,1,191.47,123.01,10.0,8535.1,8540.1
8540.1,63283,10483,arrival,,1,16.22,112.17,,8535.1,8540.1
8540.1,63284,10483,arrival,,1,121.56,112.18,,8535.1,8540.1
8540.1,63287,10491,arrival,,1,57.25,115.15,,8535.1,8540.1
8540.1,63289,10483,arrival,,1,94.24,115.66,,8535.1,8540.1
8540.1,64317,10482,arrival,,1,0.04,39.87,,8535.1,8540.1
8540.1,61514,10645,arrival,,1,49.48,121.87,,8535.1,8540.1
8540.1,63572,10645,arrival,,1,87.59,122.7,,8535.1,8540.1
8540.1,63319,10479,arrival,,1,126.63,101.25,,8535.1,8540.1
8540.1,63325,10479,departure,125,1,232.38,99.17,15.0,8535.1,8540.1
8540.1,62814,10681,departure,2,2,431.3,7.75,45.0,8535.1,8540.1
8540.1,64101,10644,arrival,,1,36.68,44.9,,8535.1,8540.1
8540.1,64102,10490,arrival,,1,58.01,42.55,,8535.1,8540.1
8540.1,63856,10643,arrival,,2,71.95,108.91,,8535.1,8540.1
8540.1,62330,10479,departure,125,1,156.63,88.64,10.0,8535.1,8540.1
8540.1,60547,10681,departure,2,2,424.53,2.54,40.0,8535.1,8540.1
8540.1,63877,10639,arrival,,1,18.07,42.45,,8535.1,8540.1
8540.1,62861,10646,arrival,,1,32.49,37.46,,8535.1,8540.1
8540.1,64145,10482,departure,120,2,494.74,82.04,40.0,8535.1,8540.1
8540.1,63896,10643,arrival,,2,31.33,108.38,,8535.1,8540.1
8540.1,61856,10638,departure,70,1,165.39,130.29,5.0,8535.1,8540.1
8540.1,63658,10481,arrival,,1,50.02,119.72,,8535.1,8540.1
8540.1,63668,10644,departure,120,1,962.43,98.69,75.0,8535.1,8540.1
8540.1,45507,10681,arrival,,2,33.68,41.85,,8535.1,8540.1
8540.1,64197,10490,arrival,,1,35.53,43.18,,8535.1,8540.1
8540.1,62686,10491,departure,127,1,199.32,83.77,10.0,8535.1,8540.1
8540.1,61150,10681,arrival,,2,10.71,43.31,,8535.1,8540.1
8540.1,61938,10646,arrival,,1,10.65,40.71,,8535.1,8540.1
8540.1,63992,10682,arrival,,1,71.8,89.02,,8535.1,8540.1
8540.1,63999,10643,departure,71,1,298.77,86.87,10.0,8535.1,8540.1
8545.1,60672,10681,departure,2,1,419.71,116.06,20.0,8540.1,8545.1
8545.1,62222,10645,arrival,,1,108.71,125.27,,8540.1,8545.1
8545.1,61978,10479,departure,125,1,167.06,107.31,10.0,8540.1,8545.1
8545.1,61213,10646,arrival,,1,28.82,41.23,,8540.1,8545.1
8545.1,63016,10483,departure,124,1,274.28,66.01,15.0,8540.1,8545.1
8545.1,59695,10484,arrival,,1,52.87,43.73,,8540.1,8545.1
8545.1,62531,10479,arrival,,1,138.07,113.34,,8540.1,8545.1
8545.1,63319,10479,departure,125,1,126.63,101.25,5.0,8540.1,8545.1
8545.1,62046,10681,arrival,,2,47.64,44.6,,8540.1,8545.1
8545.1,63330,10483,arrival,,1,126.43,102.56,,8540.1,8545.1
8545.1,62828,10479,departure,125,1,202.26,106.96,10.0,8540.1,8545.1
8545.1,64121,10644,arrival,,1,11.09,43.42,,8540.1,8545.1
8545.1,56186,10646,arrival,,1,47.7,42.04,,8540.1,8545.1
8545.1,64388,10482,arrival,,2,43.96,43.28,,8540.1,8545.1
8545.1,57743,10638,departure,70,2,193.81,109.96,10.0,8540.1,8545.1
8545.1,63890,10682,departure,121,1,217.67,62.24,15.0,8540.1,8545.1
8545.1,64150,10482,departure,120,1,504.26,89.1,40.0,8540.1,8545.1
8545.1,60833,10681,departure,2,2,429.75,13.45,40.0,8540.1,8545.1
8545.1,62377,10638,departure,70,1,237.67,110.14,10.0,8540.1,8545.1
8545.1,63150,10483,departure,124,1,253.75,65.5,10.0,8540.1,8545.1
8545.1,63154,10483,departure,124,1,235.3,66.34,10.0,8540.1,8545.1
8545.1,63937,10682,departure,121,1,189.4,67.16,10.0,8540.1,8545.1
8545.1,63684,10645,arrival,,1,149.59,124.55,,8540.1,8545.1
8545.1,64210,10490,arrival,,1,35.19,40.36,,8540.1,8545.1
8545.1,63196,10646,arrival,,1,9.49,39.39,,8540.1,8545.1
8545.1,57579,10483,departure,124,1,298.44,62.02,15.0,8540.1,8545.1
8550.1,58893,10638,departure,126,2,265.89,128.66,10.0,8545.1,8550.1
8550.1,63246,10479,arrival,,1,59.1,104.57,,8545.1,8550.1
8550.1,64018,10682,departure,121,1,176.26,80.51,10.0,8545.1,8550.1
8550.1,64024,10682,departure,121,1,160.96,82.59,10.0,8545.1,8550.1
8550.1,63259,10483,departure,124,1,257.22,52.49,15.0,8545.1,8550.1
8550.1,61992,10491,arrival,,1,107.13,91.54,,8545.1,8550.1
8550.1,61994,10491,arrival,,1,79.19,93.86,,8545.1,8550.1
8550.1,63284,10483,departure,124,1,237.06,57.3,10.0,8545.1,8550.1
8550.1,63287,10491,departure,127,1,199.25,88.92,10.0,8545.1,8550.1
8550.1,59711,10646,arrival,,1,30.56,42.5,,8545.1,8550.1
8550.1,53569,10646,arrival,,1,48.87,42.45,,8545.1,8550.1
8550.1,62531,10479,departure,125,1,138.07,113.34,5.0,8545.1,8550.1
8550.1,61514,10645,departure,123,1,219.97,118.54,10.0,8545.1,8550.1
8550.1,63572,10645,departure,123,1,254.4,112.12,10.0,8545.1,8550.1
8550.1,64091,10682,arrival,,1,129.47,113.84,,8545.1,8550.1
8550.1,64350,10482,arrival,,1,60.17,44.41,,8545.1,8550.1
8550.1,61537,10484,arrival,,1,52.96,43.55,,8545.1,8550.1
8550.1,63856,10643,departure,10641,2,222.49,102.88,10.0,8545.1,8550.1
8550.1,64117,10643,arrival,,2,80.99,117.94,,8545.1,8550.1
8550.1,63353,10483,arrival,,1,111.68,101.27,,8545.1,8550.1
8550.1,54401,10480,arrival,,1,32.75,40.35,,8545.1,8550.1
8550.1,64402,10482,arrival,,2,24.43,41.32,,8545.1,8550.1
8550.1,64406,10482,arrival,,1,10.26,44.13,,8545.1,8550.1
8550.1,64152,10482,departure,120,1,507.76,88.99,40.0,8545.1,8550.1
8550.1,63385,10483,arrival,,1,82.07,103.8,,8545.1,8550.1
