window_start_s,window_end_s,connector,kind,road,start_n_veh,end_n_veh,arrivals_veh,departures_veh,unresolved_absences_veh,stopped_veh,mean_speed_kmh,conservation_residual_veh
180.1,210.1,10639,ramp,FW_E,1,0,0,1,0,0,,0
180.1,210.1,10681,ramp,FW_E,0,0,0,0,0,0,,0
180.1,210.1,10490,ramp,FW_E,2,5,3,0,0,0,54.044000000000004,0
180.1,210.1,10484,ramp,FW_E,0,5,5,0,0,0,40.964,0
180.1,210.1,10481,offramp,FW_E,0,0,0,0,0,0,,0
180.1,210.1,10483,offramp,FW_E,0,0,0,0,0,0,,0
180.1,210.1,10491,offramp,FW_W,1,3,7,5,0,0,97.49333333333334,0
180.1,210.1,10479,offramp,FW_W,1,4,9,6,0,0,100.1375,0
180.1,210.1,10643,offramp,FW_E,0,2,4,2,0,0,103.25,0
180.1,210.1,10682,offramp,FW_E,0,0,0,0,0,0,,0
180.1,210.1,10638,offramp,FW_W,0,0,0,0,0,0,,0
180.1,210.1,10645,offramp,FW_W,0,2,5,3,0,0,117.805,0
210.1,240.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
210.1,240.1,10482,ramp,FW_W,35,26,13,22,0,0,49.782692307692315,0
210.1,240.1,10646,ramp,FW_W,0,0,0,0,0,0,,0
210.1,240.1,10644,ramp,FW_W,1,2,1,0,0,0,41.25,0
210.1,240.1,10639,ramp,FW_E,0,5,5,0,0,0,41.956,0
210.1,240.1,10681,ramp,FW_E,0,0,0,0,0,0,,0
210.1,240.1,10490,ramp,FW_E,5,3,3,5,0,0,51.96,0
210.1,240.1,10484,ramp,FW_E,5,5,2,2,0,0,50.932,0
210.1,240.1,10481,offramp,FW_E,0,1,3,2,0,0,119.43,0
210.1,240.1,10483,offramp,FW_E,0,0,0,0,0,0,,0
210.1,240.1,10491,offramp,FW_W,3,3,8,8,0,0,94.96666666666665,0
210.1,240.1,10479,offramp,FW_W,4,0,3,7,0,0,,0
210.1,240.1,10643,offramp,FW_E,2,4,5,3,0,0,111.705,0
210.1,240.1,10682,offramp,FW_E,0,2,9,7,0,0,118.38,0
210.1,240.1,10638,offramp,FW_W,0,0,1,1,0,0,,0
210.1,240.1,10645,offramp,FW_W,2,0,1,3,0,0,,0
240.10000000000002,270.1,10480,ramp,FW_W,0,1,1,0,0,0,44.32,0
240.10000000000002,270.1,10482,ramp,FW_W,26,18,13,21,0,0,43.83888888888889,0
240.10000000000002,270.1,10646,ramp,FW_W,0,1,2,1,0,0,86.19,0
240.10000000000002,270.1,10644,ramp,FW_W,2,3,2,1,0,0,37.57333333333333,0
240.10000000000002,270.1,10639,ramp,FW_E,5,4,4,5,0,0,41.585,0
240.10000000000002,270.1,10681,ramp,FW_E,0,0,2,2,0,0,,0
240.10000000000002,270.1,10490,ramp,FW_E,3,5,6,4,0,0,45.112,0
240.10000000000002,270.1,10484,ramp,FW_E,5,0,0,5,0,0,,0
240.10000000000002,270.1,10481,offramp,FW_E,1,0,2,3,0,0,,0
240.10000000000002,270.1,10483,offramp,FW_E,0,0,0,0,0,0,,0
240.10000000000002,270.1,10491,offramp,FW_W,3,4,13,12,0,0,97.77000000000001,0
240.10000000000002,270.1,10479,offramp,FW_W,0,1,5,4,0,0,109.27,0
240.10000000000002,270.1,10643,offramp,FW_E,4,3,10,11,0,0,111.79333333333334,0
240.10000000000002,270.1,10682,offramp,FW_E,2,4,9,7,0,0,83.2375,0
240.10000000000002,270.1,10638,offramp,FW_W,0,0,2,2,0,0,,0
240.10000000000002,270.1,10645,offramp,FW_W,0,1,6,5,0,0,109.31,0
270.1,300.1,10480,ramp,FW_W,1,0,0,1,0,0,,0
270.1,300.1,10482,ramp,FW_W,18,16,11,13,0,0,47.6475,0
270.1,300.1,10646,ramp,FW_W,1,1,1,1,0,0,84.6,0
270.1,300.1,10644,ramp,FW_W,3,4,1,0,0,0,49.980000000000004,0
270.1,300.1,10639,ramp,FW_E,4,2,2,4,0,0,40.989999999999995,0
270.1,300.1,10681,ramp,FW_E,0,0,0,0,0,0,,0
270.1,300.1,10490,ramp,FW_E,5,4,4,5,0,0,49.4625,0
270.1,300.1,10484,ramp,FW_E,0,3,3,0,0,0,42.75333333333333,0
270.1,300.1,10481,offramp,FW_E,0,0,0,0,0,0,,0
270.1,300.1,10483,offramp,FW_E,0,5,5,0,0,0,102.69200000000001,0
270.1,300.1,10491,offramp,FW_W,4,1,5,8,0,0,136.15,0
270.1,300.1,10479,offramp,FW_W,1,2,5,4,0,0,108.61500000000001,0
270.1,300.1,10643,offramp,FW_E,3,3,3,3,0,0,111.96999999999998,0
270.1,300.1,10682,offramp,FW_E,4,0,0,4,0,0,,0
270.1,300.1,10638,offramp,FW_W,0,0,3,3,0,0,,0
270.1,300.1,10645,offramp,FW_W,1,2,5,4,0,0,99.86500000000001,0
300.1,330.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
300.1,330.1,10482,ramp,FW_W,16,26,22,12,0,0,40.88269230769231,0
300.1,330.1,10646,ramp,FW_W,1,0,0,1,0,0,,0
300.1,330.1,10644,ramp,FW_W,4,8,5,1,0,0,37.1225,0
300.1,330.1,10639,ramp,FW_E,2,0,0,2,0,0,,0
300.1,330.1,10681,ramp,FW_E,0,0,0,0,0,0,,0
300.1,330.1,10490,ramp,FW_E,4,2,2,4,0,0,34.16,0
300.1,330.1,10484,ramp,FW_E,3,1,0,2,0,0,78.28,0
300.1,330.1,10481,offramp,FW_E,0,2,3,1,0,0,119.2,0
300.1,330.1,10483,offramp,FW_E,5,4,4,5,0,0,117.1125,0
300.1,330.1,10491,offramp,FW_W,1,0,4,5,0,0,,0
300.1,330.1,10479,offramp,FW_W,2,0,1,3,0,0,,0
300.1,330.1,10643,offramp,FW_E,3,0,2,5,0,0,,0
300.1,330.1,10682,offramp,FW_E,0,0,13,13,0,0,,0
300.1,330.1,10638,offramp,FW_W,0,2,6,4,0,0,111.365,0
300.1,330.1,10645,offramp,FW_W,2,4,14,12,0,0,111.18,0
330.1,360.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
330.1,360.1,10482,ramp,FW_W,26,20,8,14,0,0,46.060500000000005,0
330.1,360.1,10646,ramp,FW_W,0,0,0,0,0,0,,0
330.1,360.1,10644,ramp,FW_W,8,12,6,2,0,0,35.27,0
330.1,360.1,10639,ramp,FW_E,0,4,4,0,0,0,42.215,0
330.1,360.1,10681,ramp,FW_E,0,0,0,0,0,0,,0
330.1,360.1,10490,ramp,FW_E,2,9,9,2,0,0,37.47555555555556,0
330.1,360.1,10484,ramp,FW_E,1,3,3,1,0,0,41.86,0
330.1,360.1,10481,offramp,FW_E,2,0,0,2,0,0,,0
330.1,360.1,10483,offramp,FW_E,4,5,9,8,0,0,117.398,0
330.1,360.1,10491,offramp,FW_W,0,4,8,4,0,0,103.2325,0
330.1,360.1,10479,offramp,FW_W,0,2,7,5,0,0,111.115,0
330.1,360.1,10643,offramp,FW_E,0,0,5,5,0,0,,0
330.1,360.1,10682,offramp,FW_E,0,3,9,6,0,0,115.94,0
330.1,360.1,10638,offramp,FW_W,2,2,4,4,0,0,118.505,0
330.1,360.1,10645,offramp,FW_W,4,1,7,10,0,0,105.39,0
360.1,390.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
360.1,390.1,10482,ramp,FW_W,20,27,25,18,0,0,38.24703703703704,0
360.1,390.1,10646,ramp,FW_W,0,1,1,0,0,0,41.8,0
360.1,390.1,10644,ramp,FW_W,12,16,4,0,0,0,37.033125,0
360.1,390.1,10639,ramp,FW_E,4,4,4,4,0,0,41.8475,0
360.1,390.1,10681,ramp,FW_E,0,9,9,0,0,0,43.15777777777778,0
360.1,390.1,10490,ramp,FW_E,9,6,6,9,0,0,41.045,0
360.1,390.1,10484,ramp,FW_E,3,8,6,1,0,0,49.595,0
360.1,390.1,10481,offramp,FW_E,0,0,1,1,0,0,,0
360.1,390.1,10483,offramp,FW_E,5,5,7,7,0,0,97.842,0
360.1,390.1,10491,offramp,FW_W,4,3,5,6,0,0,99.88,0
360.1,390.1,10479,offramp,FW_W,2,5,11,8,0,0,87.748,0
360.1,390.1,10643,offramp,FW_E,0,2,5,3,0,0,124.36500000000001,0
360.1,390.1,10682,offramp,FW_E,3,8,18,13,0,0,53.3475,0
360.1,390.1,10638,offramp,FW_W,2,0,0,2,0,0,,0
360.1,390.1,10645,offramp,FW_W,1,4,11,8,0,0,104.3275,0
390.1,420.1,10480,ramp,FW_W,0,2,2,0,0,0,48.58,0
390.1,420.1,10482,ramp,FW_W,27,37,20,10,0,0,49.04054054054054,0
390.1,420.1,10646,ramp,FW_W,1,10,9,0,0,0,55.971000000000004,0
390.1,420.1,10644,ramp,FW_W,16,11,1,6,0,0,34.71181818181818,0
390.1,420.1,10639,ramp,FW_E,4,4,4,4,0,0,46.832499999999996,0
390.1,420.1,10681,ramp,FW_E,9,10,10,9,0,0,51.52,0
390.1,420.1,10490,ramp,FW_E,6,4,4,6,0,0,47.955,0
390.1,420.1,10484,ramp,FW_E,8,2,0,6,0,0,58.144999999999996,0
390.1,420.1,10481,offramp,FW_E,0,0,0,0,0,0,,0
390.1,420.1,10483,offramp,FW_E,5,1,4,8,0,0,113.98,0
390.1,420.1,10491,offramp,FW_W,3,4,6,5,0,0,92.67,0
390.1,420.1,10479,offramp,FW_W,5,1,3,7,0,0,95.9,0
390.1,420.1,10643,offramp,FW_E,2,1,2,3,0,0,118.98,0
390.1,420.1,10682,offramp,FW_E,8,7,12,13,0,0,81.90428571428572,0
390.1,420.1,10638,offramp,FW_W,0,0,2,2,0,0,,0
390.1,420.1,10645,offramp,FW_W,4,1,1,4,0,0,111.0,0
420.1,450.1,10480,ramp,FW_W,2,0,0,2,0,0,,0
420.1,450.1,10482,ramp,FW_W,37,19,12,30,0,0,43.32526315789473,0
420.1,450.1,10646,ramp,FW_W,10,0,1,11,0,0,,0
420.1,450.1,10644,ramp,FW_W,11,6,2,7,0,0,56.975,0
420.1,450.1,10639,ramp,FW_E,4,1,1,4,0,0,32.66,0
420.1,450.1,10681,ramp,FW_E,10,3,2,9,0,0,22.956666666666667,0
420.1,450.1,10490,ramp,FW_E,4,6,6,4,0,0,41.723333333333336,0
420.1,450.1,10484,ramp,FW_E,2,3,3,2,0,0,39.48,0
420.1,450.1,10481,offramp,FW_E,0,0,0,0,0,0,,0
420.1,450.1,10483,offramp,FW_E,1,4,10,7,0,0,118.75,0
420.1,450.1,10491,offramp,FW_W,4,1,4,7,0,0,111.2,0
420.1,450.1,10479,offramp,FW_W,1,2,7,6,0,0,117.97,0
420.1,450.1,10643,offramp,FW_E,1,2,6,5,0,0,109.17,0
420.1,450.1,10682,offramp,FW_E,7,7,14,14,0,0,62.09571428571429,0
420.1,450.1,10638,offramp,FW_W,0,7,12,5,0,0,89.73714285714286,0
420.1,450.1,10645,offramp,FW_W,1,0,5,6,0,0,,0
450.1,480.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
450.1,480.1,10482,ramp,FW_W,19,19,14,14,0,0,46.80105263157895,0
450.1,480.1,10646,ramp,FW_W,0,0,0,0,0,0,,0
450.1,480.1,10644,ramp,FW_W,6,5,2,3,0,0,46.794,0
450.1,480.1,10639,ramp,FW_E,1,9,8,0,0,0,33.63666666666667,0
450.1,480.1,10681,ramp,FW_E,3,0,0,3,0,0,,0
450.1,480.1,10490,ramp,FW_E,6,5,5,6,0,0,51.35,0
450.1,480.1,10484,ramp,FW_E,3,3,2,2,0,0,49.446666666666665,0
450.1,480.1,10481,offramp,FW_E,0,0,0,0,0,0,,0
450.1,480.1,10483,offramp,FW_E,4,1,8,11,0,0,110.67,0
450.1,480.1,10491,offramp,FW_W,1,1,3,3,0,0,108.57,0
450.1,480.1,10479,offramp,FW_W,2,2,8,8,0,0,111.66999999999999,0
450.1,480.1,10643,offramp,FW_E,2,1,4,5,0,0,116.17,0
450.1,480.1,10682,offramp,FW_E,7,0,1,8,0,0,,0
450.1,480.1,10638,offramp,FW_W,7,0,2,9,0,0,,0
450.1,480.1,10645,offramp,FW_W,0,7,21,14,0,0,89.92428571428572,0
480.1,510.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
480.1,510.1,10482,ramp,FW_W,19,17,11,13,0,0,47.06941176470588,0
480.1,510.1,10646,ramp,FW_W,0,0,0,0,0,0,,0
480.1,510.1,10644,ramp,FW_W,5,5,1,1,0,0,40.791999999999994,0
480.1,510.1,10639,ramp,FW_E,9,6,6,9,0,0,34.19,0
480.1,510.1,10681,ramp,FW_E,0,0,0,0,0,0,,0
480.1,510.1,10490,ramp,FW_E,5,3,3,5,0,0,54.26,0
480.1,510.1,10484,ramp,FW_E,3,4,3,2,0,0,50.56,0
480.1,510.1,10481,offramp,FW_E,0,0,0,0,0,0,,0
480.1,510.1,10483,offramp,FW_E,1,0,6,7,0,0,,0
480.1,510.1,10491,offramp,FW_W,1,3,7,5,0,0,114.67,0
480.1,510.1,10479,offramp,FW_W,2,1,6,7,0,0,116.91,0
480.1,510.1,10643,offramp,FW_E,1,1,3,3,0,0,116.24,0
480.1,510.1,10682,offramp,FW_E,0,6,21,15,0,0,55.800000000000004,0
480.1,510.1,10638,offramp,FW_W,0,3,7,4,0,0,113.05,0
480.1,510.1,10645,offramp,FW_W,7,9,12,10,0,0,110.71777777777778,0
510.1,540.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
510.1,540.1,10482,ramp,FW_W,17,25,20,12,0,0,40.88,0
510.1,540.1,10646,ramp,FW_W,0,2,2,0,0,0,44.989999999999995,0
510.1,540.1,10644,ramp,FW_W,5,10,9,4,0,0,39.308,0
510.1,540.1,10639,ramp,FW_E,6,0,0,6,0,0,,0
510.1,540.1,10681,ramp,FW_E,0,8,8,0,0,0,44.792500000000004,0
510.1,540.1,10490,ramp,FW_E,3,3,3,3,0,0,43.723333333333336,0
510.1,540.1,10484,ramp,FW_E,4,8,5,1,0,0,42.8425,0
510.1,540.1,10481,offramp,FW_E,0,0,2,2,0,0,,0
510.1,540.1,10483,offramp,FW_E,0,0,2,2,0,0,,0
510.1,540.1,10491,offramp,FW_W,3,2,11,12,0,0,94.37,0
510.1,540.1,10479,offramp,FW_W,1,1,5,5,0,0,98.27,0
510.1,540.1,10643,offramp,FW_E,1,1,7,7,0,0,115.95,0
510.1,540.1,10682,offramp,FW_E,6,2,9,13,0,0,60.83,0
510.1,540.1,10638,offramp,FW_W,3,0,2,5,0,0,,0
510.1,540.1,10645,offramp,FW_W,9,8,14,15,0,0,100.71124999999999,0
540.1,570.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
540.1,570.1,10482,ramp,FW_W,25,27,15,13,0,0,43.933703703703706,0
540.1,570.1,10646,ramp,FW_W,2,4,4,2,0,0,42.385,0
540.1,570.1,10644,ramp,FW_W,10,15,5,0,0,0,38.02066666666666,0
540.1,570.1,10639,ramp,FW_E,0,6,6,0,0,0,34.115,0
540.1,570.1,10681,ramp,FW_E,8,15,17,10,0,0,45.23866666666667,0
540.1,570.1,10490,ramp,FW_E,3,4,4,3,0,0,45.3225,0
540.1,570.1,10484,ramp,FW_E,8,1,0,7,0,0,31.74,0
540.1,570.1,10481,offramp,FW_E,0,1,2,1,0,0,133.77,0
540.1,570.1,10483,offramp,FW_E,0,2,3,1,0,0,100.465,0
540.1,570.1,10491,offramp,FW_W,2,2,8,8,0,0,102.005,0
540.1,570.1,10479,offramp,FW_W,1,1,5,5,0,0,108.07,0
540.1,570.1,10643,offramp,FW_E,1,2,3,2,0,0,113.27000000000001,0
540.1,570.1,10682,offramp,FW_E,2,5,7,4,0,0,95.72200000000001,0
540.1,570.1,10638,offramp,FW_W,0,3,4,1,0,0,120.23666666666668,0
540.1,570.1,10645,offramp,FW_W,8,1,5,12,0,0,122.08,0
570.1,600.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
570.1,600.1,10482,ramp,FW_W,27,12,6,21,0,0,48.6475,0
570.1,600.1,10646,ramp,FW_W,4,5,4,3,0,0,65.446,0
570.1,600.1,10644,ramp,FW_W,15,18,3,0,0,0,43.38611111111111,0
570.1,600.1,10639,ramp,FW_E,6,8,3,1,0,0,46.74,0
570.1,600.1,10681,ramp,FW_E,15,10,1,6,0,1,8.789,0
570.1,600.1,10490,ramp,FW_E,4,4,4,4,0,0,40.8,0
570.1,600.1,10484,ramp,FW_E,1,1,1,1,0,0,44.56,0
570.1,600.1,10481,offramp,FW_E,1,0,3,4,0,0,,0
570.1,600.1,10483,offramp,FW_E,2,0,10,12,0,0,,0
570.1,600.1,10491,offramp,FW_W,2,2,5,5,0,0,74.765,0
570.1,600.1,10479,offramp,FW_W,1,4,6,3,0,0,90.0925,0
570.1,600.1,10643,offramp,FW_E,2,1,8,9,0,0,92.48,0
570.1,600.1,10682,offramp,FW_E,5,3,9,11,0,0,116.60666666666667,0
570.1,600.1,10638,offramp,FW_W,3,1,5,7,0,0,95.58,0
570.1,600.1,10645,offramp,FW_W,1,1,6,6,0,0,94.53,0
600.1,630.1,10480,ramp,FW_W,0,0,1,1,0,0,,0
600.1,630.1,10482,ramp,FW_W,12,18,17,11,0,0,43.69388888888889,0
600.1,630.1,10646,ramp,FW_W,5,0,0,5,0,0,,0
600.1,630.1,10644,ramp,FW_W,18,9,5,14,0,0,44.37222222222223,0
600.1,630.1,10639,ramp,FW_E,8,5,5,8,0,0,41.856,0
600.1,630.1,10681,ramp,FW_E,10,4,1,7,0,1,16.06,0
600.1,630.1,10490,ramp,FW_E,4,4,3,3,0,0,39.989999999999995,0
600.1,630.1,10484,ramp,FW_E,1,2,2,1,0,0,41.46,0
600.1,630.1,10481,offramp,FW_E,0,0,2,2,0,0,,0
600.1,630.1,10483,offramp,FW_E,0,1,9,8,0,0,117.07,0
600.1,630.1,10491,offramp,FW_W,2,6,9,5,0,0,96.95,0
600.1,630.1,10479,offramp,FW_W,4,0,4,8,0,0,,0
600.1,630.1,10643,offramp,FW_E,1,1,3,3,0,0,106.92,0
600.1,630.1,10682,offramp,FW_E,3,6,10,7,0,0,100.04333333333334,0
600.1,630.1,10638,offramp,FW_W,1,0,7,8,0,0,,0
600.1,630.1,10645,offramp,FW_W,1,5,12,8,0,0,109.33,0
630.1,660.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
630.1,660.1,10482,ramp,FW_W,18,23,13,8,0,0,52.0591304347826,0
630.1,660.1,10646,ramp,FW_W,0,0,0,0,0,0,,0
630.1,660.1,10644,ramp,FW_W,9,9,2,2,0,0,44.349999999999994,0
630.1,660.1,10639,ramp,FW_E,5,2,2,5,0,0,40.66,0
630.1,660.1,10681,ramp,FW_E,4,0,0,4,0,0,,0
630.1,660.1,10490,ramp,FW_E,4,3,4,5,0,0,38.663333333333334,0
630.1,660.1,10484,ramp,FW_E,2,6,6,2,0,0,41.538333333333334,0
630.1,660.1,10481,offramp,FW_E,0,2,2,0,0,0,117.85499999999999,0
630.1,660.1,10483,offramp,FW_E,1,5,7,3,0,0,108.69000000000001,0
630.1,660.1,10491,offramp,FW_W,6,5,12,13,0,0,77.47200000000001,0
630.1,660.1,10479,offramp,FW_W,0,2,9,7,0,0,97.44,0
630.1,660.1,10643,offramp,FW_E,1,2,3,2,0,0,117.875,0
630.1,660.1,10682,offramp,FW_E,6,1,7,12,0,0,113.5,0
630.1,660.1,10638,offramp,FW_W,0,0,1,1,0,0,,0
630.1,660.1,10645,offramp,FW_W,5,3,13,15,0,0,114.17333333333333,0
660.1,690.1,10480,ramp,FW_W,0,0,0,0,0,0,,0
660.1,690.1,10482,ramp,FW_W,23,18,14,19,0,0,45.66,0
660.1,690.1,10646,ramp,FW_W,0,0,0,0,0,0,,0
660.1,690.1,10644,ramp,FW_W,9,7,1,3,0,0,48.89857142857143,0
660.1,690.1,10639,ramp,FW_E,2,2,2,2,0,0,43.34,0
660.1,690.1,10681,ramp,FW_E,0,11,11,0,0,0,41.904545454545456,0
660.1,690.1,10490,ramp,FW_E,3,4,4,3,0,0,32.870000000000005,0
660.1,690.1,10484,ramp,FW_E,6,7,5,4,0,0,46.74857142857143,0
660.1,690.1,10481,offramp,FW_E,2,1,1,2,0,0,128.54,0
660.1,690.1,10483,offramp,FW_E,5,1,8,12,0,0,111.9,0
660.1,690.1,10491,offramp,FW_W,5,0,4,9,0,0,,0
660.1,690.1,10479,offramp,FW_W,2,2,8,8,0,0,105.935,0
660.1,690.1,10643,offramp,FW_E,2,3,7,6,0,0,83.8,0
660.1,690.1,10682,offramp,FW_E,1,1,6,6,0,0,145.31,0
