sim_sec,connector,lane,count,stopped_below5,mean_speed_kph,minimum_stopped_front_position_m,maximum_stopped_front_position_m
3400.0,10682,1,21,10,7.273333333333333,58.53,175.94
3401.0,10639,1,6,3,18.2,299.98,317.0
3401.0,10682,1,21,13,7.03047619047619,51.71,224.18
3402.0,10639,1,6,3,15.643333333333333,299.98,317.0
3402.0,10682,1,21,12,7.314285714285714,52.35,224.4
3403.0,10639,1,6,4,15.865,293.35,317.67
3403.0,10682,1,21,13,6.616666666666666,52.4,218.17
3404.0,10639,1,7,4,18.23,293.73,318.99
3404.0,10682,1,20,12,5.881,52.4,219.13
3405.0,10639,1,7,3,18.912857142857145,293.81,320.32
3405.0,10682,1,21,11,6.490476190476191,52.66,219.95
3406.0,10639,1,8,3,20.64625,293.81,320.44
3406.0,10682,1,21,10,7.843809523809524,52.76,212.44
3407.0,10639,1,9,4,21.503333333333334,293.93,320.44
3407.0,10682,1,21,10,8.21952380952381,52.76,213.39
3408.0,10639,1,8,2,24.08,294.06,314.52
3408.0,10682,1,20,10,8.4455,48.08,152.46
3409.0,10639,1,8,3,23.84375,294.18,314.52
3409.0,10682,1,21,9,9.521904761904763,48.08,152.46
3410.0,10639,1,8,2,24.4875,302.34,314.52
3410.0,10682,1,21,8,9.385238095238096,48.08,146.48
3411.0,10639,1,9,3,24.137777777777778,296.24,314.52
3411.0,10682,1,20,8,8.6095,42.48,146.48
3412.0,10639,1,9,3,22.375555555555554,296.24,314.52
3412.0,10682,1,20,10,6.939,42.78,198.36
3413.0,10639,1,9,2,22.176666666666666,296.57,302.83
3413.0,10682,1,21,10,6.7995238095238095,42.83,208.81
3414.0,10639,1,9,3,21.246666666666666,290.02,302.83
3414.0,10682,1,21,10,7.544761904761905,36.71,209.93
3415.0,10639,1,9,3,19.81,291.09,302.95
3415.0,10682,1,20,8,8.087,37.22,211.15
3416.0,10639,1,8,2,21.37875,291.32,297.25
3416.0,10682,1,21,11,7.579047619047619,37.39,206.65
3417.0,10639,1,8,2,21.99875,291.44,297.37
3417.0,10682,1,21,6,8.779523809523809,37.43,207.73
3418.0,10639,1,8,3,19.888749999999998,286.02,313.27
3418.0,10682,1,21,8,8.936666666666667,37.43,162.01
3419.0,10639,1,8,3,18.39125,286.94,313.27
3419.0,10682,1,20,11,7.1875,22.39,175.06
3420.0,10639,1,8,2,16.7275,287.84,313.27
3420.0,10682,1,20,8,8.876999999999999,31.86,145.94
3421.0,10639,1,8,2,17.494999999999997,288.99,306.63
3421.0,10682,1,20,8,7.909999999999999,25.08,224.52
3422.0,10639,1,8,2,18.68125,300.24,307.06
3422.0,10682,1,20,9,8.586,25.3,224.74
3423.0,10639,1,8,2,16.97625,301.42,319.48
3423.0,10682,1,19,8,8.701052631578946,25.32,217.26
3424.0,10639,1,8,1,20.2225,302.36,302.36
3424.0,10682,1,20,7,10.4045,25.32,218.11
3425.0,10639,1,7,0,24.757142857142856,,
3425.0,10682,1,20,6,10.435500000000001,84.05,210.37
3426.0,10639,1,7,1,26.947142857142858,298.93,298.93
3426.0,10682,1,20,6,10.4845,78.14,210.99
3427.0,10639,1,7,1,25.83142857142857,319.62,319.62
3427.0,10682,1,19,8,8.58,78.71,204.79
3428.0,10639,1,7,1,25.83142857142857,319.62,319.62
3428.0,10682,1,19,4,10.94421052631579,78.88,102.91
3429.0,10639,1,7,2,24.252857142857142,314.14,319.62
3429.0,10682,1,19,6,11.425263157894737,73.58,102.91
3430.0,10639,1,7,3,22.225714285714282,308.92,319.62
3430.0,10682,1,20,5,13.392,71.28,90.66
3431.0,10639,1,7,3,22.225714285714282,308.92,319.62
3431.0,10682,1,19,5,11.471578947368421,71.28,91.86
3432.0,10639,1,6,2,25.099999999999998,308.92,314.14
3432.0,10682,1,19,5,10.35,71.28,92.81
3433.0,10639,1,6,2,23.895,308.92,314.14
3433.0,10682,1,19,3,10.40157894736842,64.47,80.2
3434.0,10639,1,6,2,22.856666666666666,308.92,314.27
3434.0,10682,1,18,6,8.705555555555556,59.13,205.06
3435.0,10639,1,6,1,21.676666666666666,308.93,308.93
3435.0,10682,1,19,7,9.333684210526316,59.54,205.98
3436.0,10639,1,6,2,12.9,285.36,309.07
3436.0,10682,1,19,7,9.733157894736843,46.65,220.37
3437.0,10639,1,5,2,9.916,282.89,285.48
3437.0,10682,1,19,7,7.971052631578947,47.47,220.97
3438.0,10639,1,5,4,2.462,275.28,311.05
3438.0,10682,1,20,7,8.419500000000001,47.71,222.18
3439.0,10639,1,5,5,0.978,276.23,311.17
3439.0,10682,1,20,5,9.2965,47.77,134.24
3440.0,10639,1,5,4,2.628,276.63,311.42
3440.0,10682,1,19,6,10.311578947368421,40.1,196.75
3441.0,10639,1,5,3,3.696,276.7,306.61
3441.0,10682,1,19,5,9.49842105263158,40.94,197.58
3442.0,10639,1,5,2,5.901999999999999,276.7,306.61
3442.0,10682,1,19,4,11.069473684210527,41.2,192.16
3443.0,10639,1,5,2,6.338,276.7,294.5
3443.0,10682,1,19,4,9.737368421052631,41.25,192.16
3444.0,10639,1,5,3,5.492,288.77,320.55
3444.0,10682,1,18,4,10.717222222222222,34.68,61.55
3445.0,10639,1,5,2,4.9159999999999995,289.58,320.55
3445.0,10682,1,19,2,11.623684210526315,35.11,41.25
3446.0,10639,1,5,2,17.424,290.13,314.4
3446.0,10682,1,19,3,10.912105263157896,35.26,220.36
3447.0,10639,1,5,2,13.658000000000001,287.56,315.62
3447.0,10682,1,19,7,9.65157894736842,35.3,220.56
3448.0,10639,1,5,2,12.856,287.56,316.26
3448.0,10682,1,20,6,9.6115,35.7,220.96
3449.0,10639,1,5,2,12.77,304.81,316.35
3449.0,10682,1,20,4,10.858,163.72,214.37
3450.0,10639,1,5,3,11.402,299.28,316.46
3450.0,10682,1,19,5,9.83578947368421,118.46,215.35
