link,bin,lane,rows,stopped,mean_speed,qtail_min,nveh
10490,900,1,41,0,40.89878,,8
10490,1050,1,90,0,39.512447,,19
10490,1200,1,125,0,37.998802,,24
10490,1350,1,70,0,39.821144,,14
10490,1500,1,92,0,39.01652,,20
10490,1650,1,100,0,38.84,,22
10490,1800,1,134,0,39.451046,,26
10490,1950,1,91,0,41.83143,,21
10490,2100,1,86,23,28.310116,263.6400146484375,13
10490,2250,1,100,7,36.0195,243.97000122070312,19
10490,2400,1,98,0,40.719593,,23
10490,2550,1,85,0,39.86318,,20
10490,2700,1,93,0,42.19817,,20
10490,2850,1,92,0,40.64728,,19
10490,3000,1,84,0,40.63869,,16
10490,3150,1,67,0,38.816715,,13
10490,3300,1,127,0,38.61268,,26
10490,3450,1,77,0,41.04286,,15
10490,3600,1,65,0,37.339386,,14
10490,3750,1,45,4,34.83311,270.6300048828125,8
10490,3900,1,31,0,41.589355,,7
10490,4050,1,59,0,41.67051,,13
10490,4200,1,66,10,34.382877,264.8699951171875,13
10490,4350,1,57,0,40.651756,,13
10490,4500,1,30,3,35.379333,270.3800048828125,7
10490,4650,1,10,1,39.576,270.42999267578125,3
10490,4800,1,32,0,43.525627,,7
10490,4950,1,159,98,13.390693,242.0500030517578,11
10490,5100,1,186,169,3.2524734,237.16000366210938,9
10490,5250,1,366,324,4.3140707,148.3000030517578,19
10639,150,1,32,0,42.28594,,6
10639,300,1,26,0,42.761154,,5
10639,450,1,27,0,42.163334,,6
10639,600,1,34,0,43.550293,,7
10639,750,1,26,0,37.888847,,5
10639,900,1,28,0,39.535,,6
10639,1050,1,59,0,39.851696,,10
10639,1200,1,49,0,40.991837,,9
10639,1350,1,71,1,40.77268,317.32000732421875,13
10639,1500,1,34,2,35.995586,313.25,6
10639,1650,1,78,10,34.10846,311.0400085449219,13
10639,1800,1,95,2,37.619473,314.0400085449219,18
10639,1950,1,116,6,37.148964,303.6400146484375,21
10639,2100,1,84,23,29.712856,307.3999938964844,13
10639,2250,1,182,84,17.09967,275.6300048828125,16
10639,2400,1,152,63,18.75796,273.3299865722656,16
10639,2550,1,79,19,26.308483,299.0299987792969,13
10639,2700,1,35,4,31.349428,301.3900146484375,8
10639,2850,1,74,3,36.236755,310.3500061035156,13
10639,3000,1,31,1,40.079998,315.19000244140625,6
10639,3150,1,73,2,36.622055,316.489990234375,13
10639,3300,1,79,3,35.08342,314.9100036621094,15
10639,3450,1,36,3,39.59639,313.1300048828125,7
10639,3600,1,44,1,40.31091,313.6600036621094,8
10639,3750,1,58,13,30.20586,307.70001220703125,8
10639,3900,1,92,62,12.9375,290.45001220703125,6
10639,4050,1,161,93,12.589254,278.2099914550781,14
10639,4200,1,43,8,29.737907,307.3999938964844,8
10639,4350,1,101,72,11.409011,296.239990234375,7
10639,4500,1,102,48,16.736862,284.8699951171875,14
10639,4650,1,237,189,7.8199153,252.7899932861328,12
10639,4800,1,280,200,6.9428215,241.85000610351562,20
10639,4950,1,114,72,10.449298,271.1600036621094,12
10639,5100,1,93,69,9.622688,296.4800109863281,6
10639,5250,1,272,234,5.122684,237.64999389648438,13
10644,150,1,286,0,39.36304,,26
10644,300,1,311,0,38.007492,,35
10644,450,1,519,12,35.705627,360.94000244140625,49
10644,600,1,367,0,38.87499,,42
10644,750,1,420,0,40.307617,,40
10644,900,1,293,0,36.8728,,33
10644,1050,1,641,3,36.10128,131.97000122070312,60
10644,1200,1,593,5,36.27784,661.3900146484375,62
10644,1350,1,800,11,34.278538,1.8799999952316284,78
10644,1500,1,679,7,34.153004,0.949999988079071,72
10644,1650,1,606,1,37.711136,729.0700073242188,62
10644,1800,1,498,6,36.497772,708.5,53
10644,1950,1,567,2,40.54083,726.9199829101562,61
10644,2100,1,834,127,27.03794,525.75,62
10644,2250,1,803,127,26.566027,416.04998779296875,76
10644,2400,1,526,4,36.29002,671.5900268554688,55
10644,2550,1,833,52,32.517673,175.36000061035156,68
10644,2700,1,681,1,37.37655,551.6300048828125,73
10644,2850,1,682,10,36.26079,0.5199999809265137,72
10644,3000,1,597,7,36.169796,292.510009765625,64
10644,3150,1,587,3,37.166645,0.05999999865889549,55
10644,3300,1,482,1,37.367428,712.9400024414062,50
10644,3450,1,523,0,38.12549,,60
10644,3600,1,623,19,34.740067,0.6100000143051147,63
10644,3750,1,383,26,34.912952,693.6599731445312,34
10644,3900,1,542,10,33.437973,691.1400146484375,51
10644,4050,1,311,5,35.605305,670.1199951171875,38
10644,4200,1,330,12,38.647392,717.4199829101562,32
10644,4350,1,377,21,36.563873,683.510009765625,40
10644,4500,1,471,55,32.285774,673.9400024414062,45
10644,4650,1,238,0,40.66294,,27
10644,4800,1,233,0,39.759827,,23
10644,4950,1,177,4,40.957855,722.4500122070312,18
10644,5100,1,239,7,37.492596,716.3599853515625,22
10644,5250,1,219,4,39.890915,723.1799926757812,22
10646,150,1,10,0,74.305,,4
10646,300,1,68,0,41.64926,,17
10646,450,1,97,0,42.156494,,25
10646,600,1,81,0,44.8821,,23
10646,750,1,179,1,43.098377,0.3199999928474426,44
10646,900,1,204,0,42.70245,,44
10646,1050,1,110,0,47.427635,,30
10646,1200,1,151,0,45.86371,,34
10646,1350,1,194,4,38.911236,261.1000061035156,36
10646,1500,1,272,42,33.827095,164.8699951171875,50
10646,1650,1,292,6,39.578766,148.5399932861328,64
10646,1800,1,168,1,47.296967,306.07000732421875,43
10646,1950,1,156,1,46.719166,10.630000114440918,40
10646,2100,1,663,302,12.611147,56.84000015258789,55
10646,2250,1,567,193,18.962963,5.239999771118164,70
10646,2400,1,177,0,45.51757,,42
10646,2550,1,233,0,41.320946,,46
10646,2700,1,116,0,51.000256,,32
10646,2850,1,186,0,47.12656,,45
10646,3000,1,202,17,36.72782,4.789999961853027,40
10646,3150,1,187,3,39.27877,267.5299987792969,43
10646,3300,1,157,0,44.44516,,39
10646,3450,1,178,1,43.65264,10.710000038146973,46
10646,3600,1,188,3,43.1817,289.7699890136719,42
10646,3750,1,209,37,29.742393,214.3800048828125,33
10646,3900,1,214,20,37.2114,0.5600000023841858,49
10646,4050,1,199,0,41.23206,,44
10646,4200,1,273,78,24.427618,233.32000732421875,39
10646,4350,1,305,102,20.827213,1.7999999523162842,44
10646,4500,1,545,206,14.557064,112.80999755859375,53
10646,4650,1,265,56,29.845245,107.11000061035156,53
10646,4800,1,166,0,46.131508,,39
10646,4950,1,232,64,25.30625,0.17000000178813934,32
10646,5100,1,286,87,22.115805,219.58999633789062,41
10646,5250,1,407,168,15.094988,163.0399932861328,42
10681,300,1,19,0,65.01527,,7
10681,300,2,28,0,39.425,,8
10681,450,1,25,0,58.238,,7
10681,450,2,8,0,62.51875,,3
10681,600,1,11,0,36.14182,,2
10681,600,2,19,0,51.141052,,5
10681,750,1,18,0,46.589443,,4
10681,750,2,21,0,49.58238,,5
10681,900,1,33,0,38.53818,,7
10681,900,2,30,0,43.512,,7
10681,1050,1,18,0,59.085003,,7
10681,1050,2,41,0,56.304146,,13
10681,1200,1,20,0,59.086,,6
10681,1200,2,26,0,54.953465,,7
10681,1350,1,19,0,69.23473,,6
10681,1350,2,31,0,53.693226,,8
10681,1500,1,14,1,54.465,288.5299987792969,5
10681,1500,2,24,0,52.842083,,7
10681,1650,1,26,0,45.458847,,6
10681,1650,2,30,0,51.061665,,8
10681,1800,1,22,0,56.1,,7
10681,1800,2,47,0,53.73468,,13
10681,1950,1,10,0,57.543,,4
10681,1950,2,35,0,57.211716,,11
10681,2100,1,18,2,48.053333,289.1600036621094,5
10681,2100,2,35,5,40.358288,288.55999755859375,10
10681,2250,1,64,26,23.832188,266.0,11
10681,2250,2,69,19,32.79768,265.0199890136719,14
10681,2400,1,11,1,44.29909,289.69000244140625,6
10681,2400,2,36,3,47.69472,289.5400085449219,11
10681,2550,1,19,0,50.103683,,6
10681,2550,2,31,0,48.467094,,8
10681,2700,1,9,0,70.916664,,4
10681,2700,2,25,0,51.246403,,7
10681,2850,1,14,0,64.924286,,6
10681,2850,2,33,0,44.391518,,9
10681,3000,1,18,0,46.644444,,4
10681,3000,2,16,0,53.10875,,4
10681,3150,1,20,0,64.5935,,8
10681,3150,2,21,0,59.264763,,6
10681,3300,1,27,0,60.73111,,10
10681,3300,2,39,0,43.69564,,9
10681,3450,1,5,0,87.478,,3
10681,3450,2,50,0,46.3566,,11
10681,3600,1,10,0,55.465996,,3
10681,3600,2,37,0,59.156487,,11
10681,3750,1,39,16,23.43641,276.32000732421875,7
10681,3750,2,60,16,33.0695,277.54998779296875,10
10681,3900,1,79,57,11.83481,265.5400085449219,8
10681,3900,2,71,45,16.18676,265.94000244140625,7
10681,4050,1,49,26,18.390818,254.4199981689453,12
10681,4050,2,62,28,15.549355,266.3399963378906,12
10681,4200,1,28,7,24.511786,271.7099914550781,6
10681,4200,2,45,8,37.291557,278.1499938964844,9
10681,4350,1,100,77,8.7058,266.70001220703125,7
10681,4350,2,96,67,15.165104,248.58999633789062,9
10681,4500,1,47,34,7.3017025,260.8900146484375,11
10681,4500,2,76,38,19.393421,248.58999633789062,15
10681,4650,1,37,31,6.56,277.0400085449219,3
10681,4650,2,67,50,13.917612,277.260009765625,5
10681,4800,1,11,8,16.408182,278.2300109863281,4
10681,4800,2,24,9,36.61292,277.6600036621094,7
10681,4950,1,24,2,42.25875,288.6400146484375,6
10681,4950,2,18,3,43.873886,289.55999755859375,5
10681,5100,1,69,62,4.287536,271.75,4
10681,5100,2,113,80,14.177345,259.739990234375,8
10681,5250,1,234,209,4.6711965,219.5500030517578,13
10681,5250,2,257,227,5.631129,218.30999755859375,15
