link,bin,rows_nc,stopped_nc,mean_speed_nc,ttt_nc,rows_g1,stopped_g1,mean_speed_g1,ttt_g1,d
1,3150,28.0,0.0,54.22036,0.03888888888888889,20.0,0.0,69.6435,0.027777777777777776,-0.011111111111111113
1,3300,32.0,0.0,63.08344,0.044444444444444446,33.0,0.0,56.727577,0.04583333333333333,0.001388888888888884
1,3450,21.0,0.0,64.53476,0.029166666666666667,23.0,0.0,57.284786,0.03194444444444444,0.002777777777777775
1,3600,32.0,0.0,51.769062,0.044444444444444446,31.0,0.0,59.998386,0.043055555555555555,-0.001388888888888891
1,3750,33.0,0.0,50.099697,0.04583333333333333,18.0,0.0,56.120556,0.025,-0.02083333333333333
1,3900,39.0,0.0,58.782566,0.05416666666666667,29.0,0.0,56.795174,0.04027777777777778,-0.013888888888888888
1,4050,27.0,0.0,58.059628,0.0375,28.0,0.0,61.682858,0.03888888888888889,0.001388888888888891
1,4200,29.0,0.0,53.309654,0.04027777777777778,20.0,0.0,63.1285,0.027777777777777776,-0.012500000000000004
1,4350,13.0,0.0,62.80385,0.018055555555555554,28.0,0.0,58.40214,0.03888888888888889,0.020833333333333336
1,4500,36.0,0.0,53.780834,0.05,28.0,0.0,56.322502,0.03888888888888889,-0.011111111111111113
1,4650,26.0,0.0,62.01192,0.03611111111111111,19.0,0.0,48.224213,0.02638888888888889,-0.009722222222222219
1,4800,17.0,0.0,58.09647,0.02361111111111111,18.0,0.0,56.115555,0.025,0.001388888888888891
1,4950,32.0,0.0,53.139374,0.044444444444444446,26.0,0.0,78.45231,0.03611111111111111,-0.008333333333333338
1,5100,36.0,0.0,52.531666,0.05,40.0,0.0,63.58075,0.05555555555555555,0.00555555555555555
1,5250,29.0,0.0,53.653793,0.04027777777777778,33.0,0.0,57.30515,0.04583333333333333,0.00555555555555555
2,0,405.0,0.0,119.96975,0.5625,405.0,0.0,119.96975,0.5625,0.0
2,150,4045.0,4.0,109.2008,5.618055555555555,4045.0,4.0,109.2008,5.618055555555555,0.0
2,300,5712.0,32.0,101.37911,7.933333333333334,5712.0,32.0,101.37911,7.933333333333334,0.0
2,450,5779.0,107.0,101.4965,8.026388888888889,5779.0,107.0,101.4965,8.026388888888889,0.0
2,600,5257.0,60.0,106.80225,7.301388888888889,5257.0,60.0,106.80225,7.301388888888889,0.0
2,750,6057.0,58.0,100.76039,8.4125,6057.0,58.0,100.76039,8.4125,0.0
2,900,6623.0,152.0,92.3701,9.198611111111111,6711.0,158.0,90.908424,9.320833333333333,0.12222222222222179
2,1050,8140.0,367.0,87.99852,11.305555555555555,8164.0,302.0,88.73352,11.338888888888889,0.033333333333333215
2,1200,10196.0,799.0,70.597626,14.161111111111111,10220.0,668.0,71.45403,14.194444444444445,0.033333333333333215
2,1350,11338.0,1919.0,52.520397,15.747222222222222,10859.0,1769.0,56.366413,15.081944444444444,-0.6652777777777779
2,1500,13795.0,2582.0,40.36653,19.15972222222222,12995.0,2158.0,43.650578,18.04861111111111,-1.1111111111111107
2,1650,15520.0,3738.0,33.929295,21.555555555555557,14937.0,3162.0,36.146595,20.745833333333334,-0.8097222222222236
2,1800,16914.0,5251.0,28.406376,23.491666666666667,16471.0,4044.0,32.82209,22.87638888888889,-0.6152777777777771
2,1950,18794.0,6673.0,24.850288,26.102777777777778,16977.0,5125.0,28.465185,23.579166666666666,-2.523611111111112
2,2100,20421.0,8047.0,20.923622,28.3625,17820.0,5935.0,26.629951,24.75,-3.6125000000000007
2,2250,21778.0,9423.0,19.961748,30.247222222222224,17656.0,5588.0,26.520061,24.522222222222222,-5.725000000000001
2,2400,23568.0,10952.0,18.088797,32.733333333333334,18034.0,6608.0,24.669157,25.04722222222222,-7.686111111111114
2,2550,25152.0,13292.0,14.397731,34.93333333333333,18423.0,7374.0,22.6519,25.5875,-9.345833333333331
2,2700,26673.0,14805.0,14.139573,37.045833333333334,18744.0,7297.0,23.727959,26.033333333333335,-11.0125
2,2850,27400.0,15577.0,13.458426,38.05555555555556,18144.0,6909.0,23.040909,25.2,-12.855555555555558
2,3000,27778.0,16225.0,12.12756,38.580555555555556,17708.0,6636.0,23.865374,24.594444444444445,-13.98611111111111
2,3150,27831.0,16012.0,12.605089,38.65416666666667,17323.0,6338.0,24.004435,24.059722222222224,-14.594444444444445
2,3300,27932.0,16094.0,12.725199,38.794444444444444,17152.0,5502.0,25.022427,23.822222222222223,-14.972222222222221
2,3450,27864.0,15923.0,12.829195,38.7,17157.0,5654.0,27.46346,23.829166666666666,-14.870833333333337
2,3600,26964.0,14564.0,14.239957,37.45,16491.0,4815.0,29.542656,22.904166666666665,-14.545833333333338
2,3750,27390.0,14454.0,14.419154,38.041666666666664,15663.0,4119.0,31.887547,21.754166666666666,-16.287499999999998
2,3900,27538.0,14464.0,14.882392,38.24722222222222,15133.0,3898.0,30.485512,21.018055555555556,-17.229166666666664
2,4050,27712.0,14832.0,14.025058,38.48888888888889,15594.0,4195.0,30.020714,21.658333333333335,-16.830555555555552
2,4200,29038.0,15950.0,13.430328,40.330555555555556,15439.0,3821.0,33.667206,21.443055555555556,-18.8875
2,4350,29808.0,16622.0,12.552101,41.4,15491.0,4266.0,29.56641,21.51527777777778,-19.88472222222222
2,4500,30603.0,17109.0,12.956573,42.50416666666667,16605.0,4687.0,28.928144,23.0625,-19.44166666666667
2,4650,31453.0,17797.0,12.272887,43.68472222222222,16171.0,4860.0,29.503813,22.459722222222222,-21.224999999999998
2,4800,31858.0,18404.0,10.979898,44.24722222222222,16386.0,4799.0,29.01592,22.758333333333333,-21.488888888888887
2,4950,31742.0,17933.0,12.748995,44.08611111111111,16030.0,4191.0,32.2983,22.26388888888889,-21.82222222222222
2,5100,31716.0,17557.0,12.87602,44.05,16005.0,4534.0,35.67305,22.229166666666668,-21.82083333333333
2,5250,32643.0,18327.0,12.191863,45.3375,15310.0,4303.0,34.37889,21.26388888888889,-24.07361111111111
3,0,16.0,0.0,40.605,0.022222222222222223,16.0,0.0,40.605,0.022222222222222223,0.0
3,150,21.0,0.0,40.20905,0.029166666666666667,21.0,0.0,40.20905,0.029166666666666667,0.0
3,300,18.0,0.0,42.23833,0.025,18.0,0.0,42.23833,0.025,0.0
3,450,20.0,0.0,41.612,0.027777777777777776,20.0,0.0,41.612,0.027777777777777776,0.0
3,600,15.0,0.0,42.15867,0.020833333333333332,15.0,0.0,42.15867,0.020833333333333332,0.0
3,750,14.0,0.0,42.682858,0.019444444444444445,14.0,0.0,42.682858,0.019444444444444445,0.0
3,900,19.0,0.0,42.099476,0.02638888888888889,19.0,0.0,42.099476,0.02638888888888889,0.0
3,1050,24.0,0.0,40.256252,0.03333333333333333,24.0,0.0,40.256252,0.03333333333333333,0.0
3,1200,13.0,0.0,42.333847,0.018055555555555554,13.0,0.0,42.333847,0.018055555555555554,0.0
3,1350,32.0,0.0,41.28344,0.044444444444444446,32.0,0.0,41.28344,0.044444444444444446,0.0
3,1500,25.0,0.0,41.697998,0.034722222222222224,25.0,0.0,41.697998,0.034722222222222224,0.0
3,1650,28.0,0.0,42.221428,0.03888888888888889,28.0,0.0,42.221428,0.03888888888888889,0.0
3,1800,31.0,0.0,42.169353,0.043055555555555555,31.0,0.0,42.169353,0.043055555555555555,0.0
3,1950,23.0,0.0,41.85087,0.03194444444444444,23.0,0.0,41.85087,0.03194444444444444,0.0
3,2100,25.0,0.0,40.3788,0.034722222222222224,25.0,0.0,40.3788,0.034722222222222224,0.0
3,2250,31.0,0.0,39.787422,0.043055555555555555,31.0,0.0,39.787422,0.043055555555555555,0.0
3,2400,36.0,0.0,41.70778,0.05,36.0,0.0,41.70778,0.05,0.0
3,2550,29.0,0.0,42.569656,0.04027777777777778,29.0,0.0,42.569656,0.04027777777777778,0.0
3,2700,24.0,0.0,41.448334,0.03333333333333333,24.0,0.0,41.448334,0.03333333333333333,0.0
3,2850,15.0,0.0,42.970665,0.020833333333333332,15.0,0.0,42.970665,0.020833333333333332,0.0
3,3000,11.0,0.0,41.79091,0.015277777777777777,11.0,0.0,41.79091,0.015277777777777777,0.0
3,3150,25.0,0.0,41.8444,0.034722222222222224,25.0,0.0,41.8444,0.034722222222222224,0.0
3,3300,16.0,0.0,43.8275,0.022222222222222223,16.0,0.0,43.8275,0.022222222222222223,0.0
3,3450,23.0,0.0,40.43174,0.03194444444444444,23.0,0.0,40.43174,0.03194444444444444,0.0
3,3600,15.0,0.0,39.232,0.020833333333333332,15.0,0.0,39.232,0.020833333333333332,0.0
3,3750,15.0,0.0,42.308,0.020833333333333332,15.0,0.0,42.308,0.020833333333333332,0.0
3,3900,14.0,0.0,41.572144,0.019444444444444445,14.0,0.0,41.572144,0.019444444444444445,0.0
3,4050,11.0,0.0,43.022728,0.015277777777777777,11.0,0.0,43.022728,0.015277777777777777,0.0
3,4200,21.0,0.0,40.01905,0.029166666666666667,21.0,0.0,40.01905,0.029166666666666667,0.0
3,4350,24.0,0.0,41.338333,0.03333333333333333,24.0,0.0,41.338333,0.03333333333333333,0.0
3,4500,19.0,0.0,40.24842,0.02638888888888889,19.0,0.0,40.24842,0.02638888888888889,0.0
3,4650,16.0,0.0,41.16375,0.022222222222222223,16.0,0.0,41.16375,0.022222222222222223,0.0
3,4800,11.0,0.0,40.662727,0.015277777777777777,11.0,0.0,40.662727,0.015277777777777777,0.0
3,4950,7.0,0.0,38.96857,0.009722222222222222,7.0,0.0,38.96857,0.009722222222222222,0.0
3,5100,13.0,0.0,42.806923,0.018055555555555554,13.0,0.0,42.806923,0.018055555555555554,0.0
3,5250,16.0,0.0,43.0525,0.022222222222222223,16.0,0.0,43.0525,0.022222222222222223,0.0
4,150,5.0,0.0,42.076,0.006944444444444444,5.0,0.0,42.076,0.006944444444444444,0.0
4,300,2.0,0.0,40.434998,0.002777777777777778,2.0,0.0,40.434998,0.002777777777777778,0.0
4,450,2.0,0.0,43.695,0.002777777777777778,2.0,0.0,43.695,0.002777777777777778,0.0
4,600,1.0,0.0,44.23,0.001388888888888889,1.0,0.0,44.23,0.001388888888888889,0.0
4,750,4.0,0.0,43.2975,0.005555555555555556,4.0,0.0,43.2975,0.005555555555555556,0.0
4,900,2.0,0.0,38.46,0.002777777777777778,2.0,0.0,38.46,0.002777777777777778,0.0
4,1050,8.0,0.0,41.00875,0.011111111111111112,7.0,0.0,40.734287,0.009722222222222222,-0.0013888888888888892
4,1200,4.0,0.0,43.39,0.005555555555555556,5.0,0.0,43.138,0.006944444444444444,0.0013888888888888883
4,1350,2.0,0.0,40.88,0.002777777777777778,2.0,0.0,40.88,0.002777777777777778,0.0
4,1500,5.0,0.0,40.338,0.006944444444444444,6.0,0.0,44.091663,0.008333333333333333,0.0013888888888888892
4,1650,9.0,0.0,39.47667,0.0125,10.0,0.0,39.459,0.013888888888888888,0.0013888888888888874
4,1800,8.0,0.0,40.43,0.011111111111111112,8.0,0.0,38.8475,0.011111111111111112,0.0
4,1950,7.0,0.0,42.43714,0.009722222222222222,8.0,0.0,42.3775,0.011111111111111112,0.0013888888888888892
4,2100,8.0,0.0,45.175,0.011111111111111112,7.0,0.0,40.954285,0.009722222222222222,-0.0013888888888888892
4,2250,6.0,0.0,41.308334,0.008333333333333333,5.0,0.0,42.334003,0.006944444444444444,-0.0013888888888888892
4,2400,6.0,0.0,48.966663,0.008333333333333333,5.0,0.0,52.488,0.006944444444444444,-0.0013888888888888892
4,2550,7.0,0.0,38.66286,0.009722222222222222,5.0,0.0,38.823997,0.006944444444444444,-0.0027777777777777783
4,2700,4.0,0.0,42.97,0.005555555555555556,5.0,0.0,43.704002,0.006944444444444444,0.0013888888888888883
4,2850,1.0,0.0,33.82,0.001388888888888889,1.0,0.0,33.82,0.001388888888888889,0.0
4,3000,4.0,0.0,43.0175,0.005555555555555556,4.0,0.0,43.2,0.005555555555555556,0.0
4,3150,9.0,0.0,40.133335,0.0125,11.0,0.0,42.601818,0.015277777777777777,0.0027777777777777766
4,3300,4.0,0.0,46.375,0.005555555555555556,3.0,0.0,38.87,0.004166666666666667,-0.0013888888888888892
4,3450,3.0,0.0,36.899998,0.004166666666666667,2.0,0.0,42.190002,0.002777777777777778,-0.0013888888888888887
4,3600,4.0,0.0,43.03,0.005555555555555556,4.0,0.0,43.9225,0.005555555555555556,0.0
4,3750,1.0,0.0,40.53,0.001388888888888889,1.0,0.0,42.32,0.001388888888888889,0.0
4,3900,4.0,0.0,40.5375,0.005555555555555556,2.0,0.0,42.205,0.002777777777777778,-0.002777777777777778
4,4050,4.0,0.0,43.747498,0.005555555555555556,4.0,0.0,43.747498,0.005555555555555556,0.0
4,4200,1.0,0.0,46.1,0.001388888888888889,2.0,0.0,43.055,0.002777777777777778,0.001388888888888889
4,4350,6.0,0.0,41.508335,0.008333333333333333,8.0,0.0,40.98625,0.011111111111111112,0.0027777777777777783
4,4500,5.0,0.0,43.664,0.006944444444444444,4.0,0.0,43.6925,0.005555555555555556,-0.0013888888888888883
4,4650,2.0,0.0,43.225,0.002777777777777778,2.0,0.0,43.225,0.002777777777777778,0.0
4,4800,3.0,0.0,43.710003,0.004166666666666667,4.0,0.0,44.205,0.005555555555555556,0.0013888888888888892
4,5100,2.0,0.0,40.989998,0.002777777777777778,2.0,0.0,41.78,0.002777777777777778,0.0
4,5250,1.0,0.0,67.77,0.001388888888888889,1.0,0.0,42.91,0.001388888888888889,0.0
5,0,3.0,0.0,44.836666,0.004166666666666667,3.0,0.0,44.836666,0.004166666666666667,0.0
5,150,7.0,0.0,41.16143,0.009722222222222222,7.0,0.0,41.16143,0.009722222222222222,0.0
5,300,5.0,0.0,40.858,0.006944444444444444,5.0,0.0,40.858,0.006944444444444444,0.0
5,450,7.0,0.0,42.271427,0.009722222222222222,7.0,0.0,42.271427,0.009722222222222222,0.0
5,600,7.0,0.0,42.075714,0.009722222222222222,7.0,0.0,42.075714,0.009722222222222222,0.0
5,750,5.0,0.0,42.856,0.006944444444444444,5.0,0.0,42.856,0.006944444444444444,0.0
5,900,5.0,0.0,41.834,0.006944444444444444,5.0,0.0,41.834,0.006944444444444444,0.0
5,1050,7.0,0.0,41.284283,0.009722222222222222,7.0,0.0,41.284283,0.009722222222222222,0.0
5,1200,4.0,0.0,43.405,0.005555555555555556,4.0,0.0,43.405,0.005555555555555556,0.0
5,1350,11.0,0.0,42.225456,0.015277777777777777,11.0,0.0,42.225456,0.015277777777777777,0.0
5,1500,8.0,0.0,41.34625,0.011111111111111112,8.0,0.0,41.34625,0.011111111111111112,0.0
5,1650,10.0,0.0,41.481,0.013888888888888888,10.0,0.0,41.481,0.013888888888888888,0.0
5,1800,11.0,0.0,42.26909,0.015277777777777777,11.0,0.0,42.26909,0.015277777777777777,0.0
5,1950,6.0,0.0,41.0,0.008333333333333333,6.0,0.0,41.0,0.008333333333333333,0.0
5,2100,10.0,0.0,40.429,0.013888888888888888,10.0,0.0,40.429,0.013888888888888888,0.0
5,2250,13.0,0.0,40.134617,0.018055555555555554,13.0,0.0,40.134617,0.018055555555555554,0.0
5,2400,11.0,0.0,41.45909,0.015277777777777777,11.0,0.0,41.45909,0.015277777777777777,0.0
5,2550,8.0,0.0,41.4375,0.011111111111111112,8.0,0.0,41.4375,0.011111111111111112,0.0
5,2700,8.0,0.0,40.127502,0.011111111111111112,8.0,0.0,40.127502,0.011111111111111112,0.0
5,2850,5.0,0.0,43.64,0.006944444444444444,5.0,0.0,43.64,0.006944444444444444,0.0
5,3000,6.0,0.0,41.535,0.008333333333333333,6.0,0.0,41.535,0.008333333333333333,0.0
5,3150,5.0,0.0,42.138,0.006944444444444444,5.0,0.0,42.138,0.006944444444444444,0.0
5,3300,7.0,0.0,42.637142,0.009722222222222222,7.0,0.0,42.637142,0.009722222222222222,0.0
5,3450,8.0,0.0,37.785,0.011111111111111112,8.0,0.0,37.785,0.011111111111111112,0.0
5,3600,3.0,0.0,38.24,0.004166666666666667,3.0,0.0,38.24,0.004166666666666667,0.0
5,3750,5.0,0.0,42.938,0.006944444444444444,5.0,0.0,42.938,0.006944444444444444,0.0
5,3900,1.0,0.0,41.23,0.001388888888888889,1.0,0.0,41.23,0.001388888888888889,0.0
5,4050,2.0,0.0,43.64,0.002777777777777778,2.0,0.0,43.64,0.002777777777777778,0.0
5,4200,8.0,0.0,40.4425,0.011111111111111112,8.0,0.0,40.4425,0.011111111111111112,0.0
5,4350,9.0,0.0,41.30111,0.0125,9.0,0.0,41.30111,0.0125,0.0
5,4500,7.0,0.0,41.079998,0.009722222222222222,7.0,0.0,41.079998,0.009722222222222222,0.0
5,4650,4.0,0.0,42.502502,0.005555555555555556,4.0,0.0,42.502502,0.005555555555555556,0.0
5,4800,2.0,0.0,37.515,0.002777777777777778,2.0,0.0,37.515,0.002777777777777778,0.0
5,4950,2.0,0.0,35.75,0.002777777777777778,2.0,0.0,35.75,0.002777777777777778,0.0
5,5100,5.0,0.0,43.038002,0.006944444444444444,5.0,0.0,43.038002,0.006944444444444444,0.0
5,5250,5.0,0.0,43.564003,0.006944444444444444,5.0,0.0,43.564003,0.006944444444444444,0.0
6,0,5.0,0.0,40.808002,0.006944444444444444,5.0,0.0,40.808002,0.006944444444444444,0.0
6,150,5.0,0.0,39.496,0.006944444444444444,5.0,0.0,39.496,0.006944444444444444,0.0
6,300,7.0,0.0,41.57,0.009722222222222222,7.0,0.0,41.57,0.009722222222222222,0.0
6,450,6.0,0.0,41.001667,0.008333333333333333,6.0,0.0,41.001667,0.008333333333333333,0.0
6,600,2.0,0.0,44.565002,0.002777777777777778,2.0,0.0,44.565002,0.002777777777777778,0.0
6,750,2.0,0.0,42.195,0.002777777777777778,2.0,0.0,42.195,0.002777777777777778,0.0
6,900,7.0,0.0,41.768574,0.009722222222222222,7.0,0.0,41.768574,0.009722222222222222,0.0
6,1050,6.0,0.0,40.938335,0.008333333333333333,6.0,0.0,40.938335,0.008333333333333333,0.0
6,1200,5.0,0.0,43.624,0.006944444444444444,5.0,0.0,43.624,0.006944444444444444,0.0
6,1350,6.0,0.0,42.09,0.008333333333333333,6.0,0.0,42.09,0.008333333333333333,0.0
6,1500,7.0,0.0,42.677143,0.009722222222222222,7.0,0.0,42.677143,0.009722222222222222,0.0
6,1650,8.0,0.0,42.33875,0.011111111111111112,8.0,0.0,42.33875,0.011111111111111112,0.0
6,1800,7.0,0.0,42.77429,0.009722222222222222,7.0,0.0,42.77429,0.009722222222222222,0.0
6,1950,8.0,0.0,42.17125,0.011111111111111112,8.0,0.0,42.17125,0.011111111111111112,0.0
6,2100,5.0,0.0,40.278,0.006944444444444444,5.0,0.0,40.278,0.006944444444444444,0.0
6,2250,5.0,0.0,38.948,0.006944444444444444,5.0,0.0,38.948,0.006944444444444444,0.0
6,2400,9.0,0.0,41.99222,0.0125,9.0,0.0,41.99222,0.0125,0.0
6,2550,8.0,0.0,43.1475,0.011111111111111112,8.0,0.0,43.1475,0.011111111111111112,0.0
6,2700,8.0,0.0,41.69375,0.011111111111111112,8.0,0.0,41.69375,0.011111111111111112,0.0
6,2850,4.0,0.0,43.4875,0.005555555555555556,4.0,0.0,43.4875,0.005555555555555556,0.0
6,3000,2.0,0.0,40.585,0.002777777777777778,2.0,0.0,40.585,0.002777777777777778,0.0
6,3150,7.0,0.0,42.817142,0.009722222222222222,7.0,0.0,42.817142,0.009722222222222222,0.0
6,3300,5.0,0.0,42.36,0.006944444444444444,5.0,0.0,42.36,0.006944444444444444,0.0
6,3450,5.0,0.0,39.426003,0.006944444444444444,5.0,0.0,39.426003,0.006944444444444444,0.0
6,3600,3.0,0.0,38.176666,0.004166666666666667,3.0,0.0,38.176666,0.004166666666666667,0.0
6,3750,5.0,0.0,43.014,0.006944444444444444,5.0,0.0,43.014,0.006944444444444444,0.0
6,3900,6.0,0.0,41.086666,0.008333333333333333,6.0,0.0,41.086666,0.008333333333333333,0.0
6,4050,5.0,0.0,43.332,0.006944444444444444,5.0,0.0,43.332,0.006944444444444444,0.0
6,4200,6.0,0.0,43.265,0.008333333333333333,6.0,0.0,43.265,0.008333333333333333,0.0
6,4350,3.0,0.0,39.59667,0.004166666666666667,3.0,0.0,39.59667,0.004166666666666667,0.0
6,4500,3.0,0.0,43.286667,0.004166666666666667,3.0,0.0,43.286667,0.004166666666666667,0.0
6,4650,4.0,0.0,43.645,0.005555555555555556,4.0,0.0,43.645,0.005555555555555556,0.0
6,4800,3.0,0.0,45.053333,0.004166666666666667,3.0,0.0,45.053333,0.004166666666666667,0.0
6,4950,2.0,0.0,38.645,0.002777777777777778,2.0,0.0,38.645,0.002777777777777778,0.0
6,5100,4.0,0.0,41.9525,0.005555555555555556,4.0,0.0,41.9525,0.005555555555555556,0.0
6,5250,2.0,0.0,40.29,0.002777777777777778,2.0,0.0,40.29,0.002777777777777778,0.0
7,150,2.0,0.0,43.61,0.002777777777777778,2.0,0.0,43.61,0.002777777777777778,0.0
7,450,3.0,0.0,39.936665,0.004166666666666667,3.0,0.0,39.936665,0.004166666666666667,0.0
7,750,2.0,0.0,40.16,0.002777777777777778,2.0,0.0,40.16,0.002777777777777778,0.0
7,900,1.0,0.0,44.11,0.001388888888888889,1.0,0.0,44.11,0.001388888888888889,0.0
7,1050,3.0,0.0,41.65333,0.004166666666666667,3.0,0.0,41.65333,0.004166666666666667,0.0
7,1200,4.0,0.0,41.260002,0.005555555555555556,4.0,0.0,41.260002,0.005555555555555556,0.0
7,1350,2.0,0.0,43.88,0.002777777777777778,2.0,0.0,43.88,0.002777777777777778,0.0
7,1500,3.0,0.0,39.783333,0.004166666666666667,3.0,0.0,39.916668,0.004166666666666667,0.0
7,1650,7.0,0.0,41.625713,0.009722222222222222,6.0,0.0,41.715,0.008333333333333333,-0.0013888888888888892
7,1800,5.0,0.0,38.797997,0.006944444444444444,4.0,0.0,37.0375,0.005555555555555556,-0.0013888888888888883
7,1950,4.0,0.0,39.629997,0.005555555555555556,5.0,0.0,39.612,0.006944444444444444,0.0013888888888888883
7,2100,6.0,0.0,41.523335,0.008333333333333333,7.0,0.0,40.67857,0.009722222222222222,0.0013888888888888892
7,2250,5.0,0.0,42.34,0.006944444444444444,5.0,0.0,42.34,0.006944444444444444,0.0
7,2400,4.0,0.0,42.685,0.005555555555555556,3.0,0.0,42.85667,0.004166666666666667,-0.0013888888888888892
7,2550,2.0,0.0,37.935,0.002777777777777778,2.0,0.0,44.845,0.002777777777777778,0.0
7,2700,2.0,0.0,30.57,0.002777777777777778,1.0,0.0,32.0,0.001388888888888889,-0.001388888888888889
7,2850,2.0,0.0,42.465,0.002777777777777778,3.0,0.0,38.383335,0.004166666666666667,0.0013888888888888887
7,3000,2.0,0.0,39.339996,0.002777777777777778,4.0,0.0,53.682503,0.005555555555555556,0.002777777777777778
7,3150,7.0,0.0,40.857143,0.009722222222222222,7.0,0.0,44.97571,0.009722222222222222,0.0
7,3300,1.0,0.0,42.0,0.001388888888888889,1.0,0.0,42.0,0.001388888888888889,0.0
7,3450,5.0,0.0,36.988,0.006944444444444444,3.0,0.0,38.99,0.004166666666666667,-0.0027777777777777775
7,3600,2.0,0.0,38.42,0.002777777777777778,2.0,0.0,38.42,0.002777777777777778,0.0
7,3750,2.0,0.0,41.760002,0.002777777777777778,2.0,0.0,41.760002,0.002777777777777778,0.0
7,3900,3.0,0.0,41.02667,0.004166666666666667,3.0,0.0,39.393333,0.004166666666666667,0.0
7,4050,2.0,0.0,41.239998,0.002777777777777778,3.0,0.0,41.243332,0.004166666666666667,0.0013888888888888887
7,4200,2.0,0.0,39.915,0.002777777777777778,2.0,0.0,39.915,0.002777777777777778,0.0
7,4350,3.0,0.0,40.649998,0.004166666666666667,2.0,0.0,39.385002,0.002777777777777778,-0.0013888888888888887
7,4500,2.0,0.0,42.754997,0.002777777777777778,1.0,0.0,42.57,0.001388888888888889,-0.001388888888888889
7,4650,2.0,0.0,38.54,0.002777777777777778,2.0,0.0,38.54,0.002777777777777778,0.0
7,4800,1.0,0.0,74.3,0.001388888888888889,0.0,0.0,0.0,0.0,-0.001388888888888889
7,5100,0.0,0.0,0.0,0.0,3.0,0.0,40.89,0.004166666666666667,0.004166666666666667
7,5250,1.0,0.0,41.51,0.001388888888888889,1.0,0.0,41.51,0.001388888888888889,0.0
8,150,1.0,0.0,44.31,0.001388888888888889,1.0,0.0,44.31,0.001388888888888889,0.0
8,450,4.0,0.0,39.1325,0.005555555555555556,4.0,0.0,39.1325,0.005555555555555556,0.0
8,750,1.0,0.0,46.15,0.001388888888888889,1.0,0.0,46.15,0.001388888888888889,0.0
8,900,1.0,0.0,44.47,0.001388888888888889,1.0,0.0,44.47,0.001388888888888889,0.0
8,1050,4.0,0.0,41.46,0.005555555555555556,4.0,0.0,41.46,0.005555555555555556,0.0
8,1200,1.0,0.0,38.46,0.001388888888888889,1.0,0.0,38.46,0.001388888888888889,0.0
8,1350,2.0,0.0,40.699997,0.002777777777777778,2.0,0.0,40.699997,0.002777777777777778,0.0
8,1500,2.0,0.0,39.11,0.002777777777777778,2.0,0.0,38.515,0.002777777777777778,0.0
8,1650,3.0,0.0,41.3,0.004166666666666667,4.0,0.0,40.585,0.005555555555555556,0.0013888888888888892
8,1800,5.0,0.0,39.346,0.006944444444444444,4.0,0.0,36.69,0.005555555555555556,-0.0013888888888888883
8,1950,2.0,0.0,44.515,0.002777777777777778,3.0,0.0,42.696667,0.004166666666666667,0.0013888888888888887
8,2100,4.0,0.0,43.625,0.005555555555555556,5.0,0.0,41.447998,0.006944444444444444,0.0013888888888888883
