link,bin,seg,lane,rows,stopped,mean_speed
2,750,1700,1,99,2,52.372223
2,750,1700,2,39,0,83.220764
2,750,1700,3,33,0,92.15879
2,750,1700,4,37,0,103.00811
2,750,1800,1,127,25,33.94685
2,750,1800,2,36,1,81.77055
2,750,1800,3,40,0,95.327
2,750,1800,4,38,0,101.259476
2,750,1900,1,146,20,31.961851
2,750,1900,2,36,0,74.58889
2,750,1900,3,34,0,98.83647
2,750,1900,4,39,0,103.33282
2,750,2000,1,28,2,42.070713
2,750,2000,2,26,2,73.97769
2,750,2000,3,44,0,99.50227
2,750,2000,4,34,0,107.362946
2,750,2100,1,19,0,66.57316
2,750,2100,2,25,0,75.6496
2,750,2100,3,33,0,108.604546
2,750,2100,4,34,0,109.458824
2,750,2200,1,24,0,61.403748
2,750,2200,2,22,0,73.792725
2,750,2200,3,39,0,99.479485
2,750,2200,4,37,0,110.26649
2,750,2300,1,25,0,69.51
2,750,2300,2,26,0,65.666534
2,750,2300,3,31,0,98.991936
2,750,2300,4,41,0,105.78244
2,750,4200,1,24,0,119.77125
2,750,4200,2,11,0,116.89273
2,750,4200,3,14,0,120.46071
2,750,4200,4,14,0,115.91929
2,750,4300,1,27,0,109.95148
2,750,4300,2,8,0,123.996254
2,750,4300,3,15,0,114.61533
2,750,4300,4,16,0,116.773125
2,750,4400,1,61,1,57.487213
2,750,4400,2,10,0,100.653
2,750,4400,3,15,0,108.816666
2,750,4400,4,18,0,116.23111
2,750,4500,1,17,0,55.051765
2,750,4500,2,15,0,96.826004
2,750,4500,3,17,0,110.854706
2,750,4500,4,16,0,111.12625
2,750,4600,1,15,0,45.924667
2,750,4600,2,11,0,98.89636
2,750,4600,3,17,0,110.68353
2,750,4600,4,19,0,116.714745
2,900,1700,1,107,7,39.372807
2,900,1700,2,33,0,84.52788
2,900,1700,3,32,0,97.16344
2,900,1700,4,40,0,101.2025
2,900,1800,1,203,61,22.375273
2,900,1800,2,32,0,82.402504
2,900,1800,3,40,0,92.3255
2,900,1800,4,39,0,104.44615
2,900,1900,1,180,37,23.488777
2,900,1900,2,30,0,79.75566
2,900,1900,3,39,0,91.28974
2,900,1900,4,40,0,100.9195
2,900,2000,1,28,8,29.181429
2,900,2000,2,31,1,76.12193
2,900,2000,3,44,0,95.59932
2,900,2000,4,35,0,103.63285
2,900,2100,1,26,0,78.23461
2,900,2100,2,29,0,66.94483
2,900,2100,3,37,0,100.93946
2,900,2100,4,38,0,108.07553
2,900,2200,1,33,0,72.78636
2,900,2200,2,33,0,54.92485
2,900,2200,3,33,0,96.41576
2,900,2200,4,41,0,109.45341
2,900,2300,1,24,0,77.2475
2,900,2300,2,31,0,60.75742
2,900,2300,3,30,0,98.052
2,900,2300,4,43,0,105.469536
2,900,4200,1,27,0,112.60148
2,900,4200,2,13,0,118.93153
2,900,4200,3,23,0,117.37739
2,900,4200,4,13,0,120.8223
2,900,4300,1,28,0,97.23107
2,900,4300,2,14,0,110.88928
2,900,4300,3,15,0,116.194
2,900,4300,4,15,0,118.944
2,900,4400,1,76,6,50.759342
2,900,4400,2,21,3,78.73572
2,900,4400,3,23,0,108.47565
2,900,4400,4,15,0,121.05601
2,900,4500,1,10,0,74.539
2,900,4500,2,11,0,106.38272
2,900,4500,3,19,0,106.97052
2,900,4500,4,22,0,116.556366
2,900,4600,1,7,0,55.397144
2,900,4600,2,11,0,101.704544
2,900,4600,3,16,0,117.30312
2,900,4600,4,19,0,118.695786
2,1050,1700,1,190,62,19.570473
2,1050,1700,2,49,0,65.58572
2,1050,1700,3,53,0,84.16717
2,1050,1700,4,58,0,86.06293
2,1050,1800,1,260,118,14.525422
2,1050,1800,2,64,0,52.940937
2,1050,1800,3,62,0,71.676125
2,1050,1800,4,69,0,78.836235
2,1050,1900,1,239,101,16.86431
2,1050,1900,2,66,0,51.45727
2,1050,1900,3,74,0,66.474594
2,1050,1900,4,67,1,67.16776
2,1050,2000,1,35,7,39.063713
2,1050,2000,2,45,0,72.10467
2,1050,2000,3,54,0,72.96685
2,1050,2000,4,65,0,80.86415
2,1050,2100,1,35,2,75.11543
2,1050,2100,2,47,1,75.31894
2,1050,2100,3,32,0,81.63719
2,1050,2100,4,43,0,85.62884
2,1050,2200,1,34,0,82.09148
2,1050,2200,2,46,0,73.26565
2,1050,2200,3,37,0,81.09837
2,1050,2200,4,32,0,96.31344
2,1050,2300,1,34,0,82.106766
2,1050,2300,2,34,0,79.97353
2,1050,2300,3,32,0,82.997185
2,1050,2300,4,34,0,95.784996
2,1050,4200,1,24,0,105.58709
2,1050,4200,2,14,0,118.99857
2,1050,4200,3,19,0,114.78842
2,1050,4200,4,17,0,118.30765
2,1050,4300,1,28,0,103.406784
2,1050,4300,2,15,0,115.02267
2,1050,4300,3,18,0,114.998886
2,1050,4300,4,24,0,119.473755
2,1050,4400,1,59,1,55.515087
2,1050,4400,2,18,0,86.98333
2,1050,4400,3,21,0,109.71
2,1050,4400,4,18,0,116.98722
2,1050,4500,1,26,0,54.596153
2,1050,4500,2,27,0,89.68778
2,1050,4500,3,26,0,114.62154
2,1050,4500,4,27,0,118.64
2,1050,4600,1,17,0,41.39294
2,1050,4600,2,13,0,79.68
2,1050,4600,3,20,0,109.6995
2,1050,4600,4,19,0,112.19895
2,1200,1700,1,232,106,14.098749
2,1200,1700,2,48,0,70.532295
2,1200,1700,3,44,0,81.1625
2,1200,1700,4,47,0,91.76212
2,1200,1800,1,231,103,15.454372
2,1200,1800,2,39,0,72.34359
2,1200,1800,3,48,0,85.87396
2,1200,1800,4,50,0,100.8878
2,1200,1900,1,230,81,16.021782
2,1200,1900,2,57,0,55.184563
2,1200,1900,3,58,1,69.316895
2,1200,1900,4,56,0,86.80143
2,1200,2000,1,35,7,29.767141
2,1200,2000,2,45,0,63.132
2,1200,2000,3,50,0,74.1604
2,1200,2000,4,65,0,84.781845
2,1200,2100,1,34,0,73.49764
2,1200,2100,2,37,0,53.77135
2,1200,2100,3,43,1,78.96093
2,1200,2100,4,56,0,93.16804
2,1200,2200,1,44,0,67.18432
2,1200,2200,2,54,0,56.569073
2,1200,2200,3,52,0,78.441536
2,1200,2200,4,51,0,87.406075
2,1200,2300,1,59,0,58.28305
2,1200,2300,2,53,0,55.490753
2,1200,2300,3,47,0,76.83596
2,1200,2300,4,53,0,92.570946
2,1200,4200,1,26,0,100.05692
2,1200,4200,2,15,0,113.108665
2,1200,4200,3,24,0,119.51666
2,1200,4200,4,22,0,116.7459
2,1200,4300,1,34,0,97.94853
2,1200,4300,2,21,0,114.33095
2,1200,4300,3,24,0,113.71583
2,1200,4300,4,26,0,117.43038
2,1200,4400,1,75,2,53.972534
2,1200,4400,2,21,0,74.19714
2,1200,4400,3,32,0,103.252815
2,1200,4400,4,25,0,115.964005
2,1200,4500,1,26,0,48.263462
2,1200,4500,2,28,0,72.715004
2,1200,4500,3,26,0,111.83615
2,1200,4500,4,31,0,116.839355
2,1200,4600,1,24,0,50.259167
2,1200,4600,2,21,0,57.26905
2,1200,4600,3,37,0,100.42513
2,1200,4600,4,27,0,109.156296
2,1350,1700,1,167,39,26.74455
2,1350,1700,2,18,0,102.215
2,1350,1700,3,26,0,102.37346
2,1350,1700,4,28,0,113.542854
2,1350,1800,1,205,61,22.529999
2,1350,1800,2,26,0,88.60654
2,1350,1800,3,27,0,109.62
2,1350,1800,4,29,0,106.91276
2,1350,1900,1,164,43,28.34433
2,1350,1900,2,28,0,61.427856
2,1350,1900,3,35,0,100.024864
2,1350,1900,4,33,0,111.19031
2,1350,2000,1,24,2,40.396667
2,1350,2000,2,25,0,64.812805
2,1350,2000,3,42,0,95.63334
2,1350,2000,4,29,0,100.09655
2,1350,2100,1,17,0,67.83295
2,1350,2100,2,32,0,52.714375
2,1350,2100,3,34,0,100.17088
2,1350,2100,4,40,0,98.84475
2,1350,2200,1,21,0,72.180954
2,1350,2200,2,34,0,49.357647
2,1350,2200,3,33,0,103.89848
2,1350,2200,4,30,0,102.792336
2,1350,2300,1,19,0,77.92895
2,1350,2300,2,35,0,52.601997
2,1350,2300,3,37,0,101.51243
2,1350,2300,4,32,0,107.8525
2,1350,4200,1,29,0,112.5062
2,1350,4200,2,16,0,118.44688
2,1350,4200,3,16,0,119.05812
2,1350,4200,4,17,0,120.450584
2,1350,4300,1,37,0,100.79568
2,1350,4300,2,14,0,111.743576
2,1350,4300,3,16,0,112.98125
2,1350,4300,4,16,0,119.485
2,1350,4400,1,99,3,41.867474
2,1350,4400,2,23,1,80.931305
2,1350,4400,3,16,0,105.13563
2,1350,4400,4,19,0,117.606316
2,1350,4500,1,13,0,48.05923
2,1350,4500,2,22,0,88.446815
2,1350,4500,3,22,0,100.25818
2,1350,4500,4,24,0,113.42333
2,1350,4600,1,13,0,54.61846
2,1350,4600,2,14,0,84.10429
2,1350,4600,3,16,0,106.118126
2,1350,4600,4,21,0,114.660484
2,1500,1700,1,208,77,16.289375
2,1500,1700,2,39,0,84.09974
2,1500,1700,3,32,0,86.79719
2,1500,1700,4,39,0,96.12564
2,1500,1800,1,231,101,15.777835
2,1500,1800,2,40,0,68.36425
2,1500,1800,3,41,0,84.054634
2,1500,1800,4,42,0,83.73309
2,1500,1900,1,221,98,17.044796
2,1500,1900,2,58,1,59.80448
2,1500,1900,3,44,1,67.73636
2,1500,1900,4,45,1,79.84667
2,1500,2000,1,32,9,26.139374
2,1500,2000,2,32,1,82.4025
2,1500,2000,3,45,0,79.23844
2,1500,2000,4,36,0,91.052216
2,1500,2100,1,23,0,95.16827
2,1500,2100,2,17,0,72.352356
2,1500,2100,3,31,0,82.769356
2,1500,2100,4,41,0,92.36073
2,1500,2200,1,24,0,92.262085
2,1500,2200,2,32,0,68.91125
2,1500,2200,3,31,0,85.24613
2,1500,2200,4,33,0,96.95909
2,1500,2300,1,37,0,75.28243
2,1500,2300,2,29,0,58.798275
2,1500,2300,3,25,0,79.6604
2,1500,2300,4,37,0,100.06027
2,1500,4200,1,21,0,115.274765
2,1500,4200,2,10,0,118.731
2,1500,4200,3,12,0,115.729164
2,1500,4200,4,16,0,114.9675
2,1500,4300,1,21,0,107.958565
2,1500,4300,2,13,0,117.52154
2,1500,4300,3,18,0,123.23333
2,1500,4300,4,13,0,117.56923
2,1500,4400,1,54,1,55.05037
2,1500,4400,2,15,0,80.13066
2,1500,4400,3,10,0,115.990005
2,1500,4400,4,13,0,117.75769
2,1500,4500,1,17,0,41.161175
2,1500,4500,2,14,0,91.45643
2,1500,4500,3,23,0,110.382614
2,1500,4500,4,17,0,115.4153
2,1500,4600,1,13,0,49.62154
2,1500,4600,2,14,0,71.99
2,1500,4600,3,16,0,106.95
2,1500,4600,4,18,0,112.73722
2,1650,1700,1,225,113,12.832222
2,1650,1700,2,18,0,73.185555
2,1650,1700,3,23,0,99.14174
2,1650,1700,4,33,0,105.2297
2,1650,1800,1,292,162,8.430822
2,1650,1800,2,29,2,62.607933
2,1650,1800,3,27,0,101.592964
2,1650,1800,4,29,0,108.688965
2,1650,1900,1,310,191,7.108355
2,1650,1900,2,26,0,66.40385
2,1650,1900,3,29,0,86.485176
2,1650,1900,4,33,0,107.55121
2,1650,2000,1,38,18,10.670263
2,1650,2000,2,20,0,62.826
2,1650,2000,3,38,0,88.56263
2,1650,2000,4,36,0,101.65195
2,1650,2100,1,14,0,74.37142
2,1650,2100,2,21,0,75.29857
2,1650,2100,3,21,0,95.3019
2,1650,2100,4,35,0,110.062
2,1650,2200,1,22,0,78.23682
2,1650,2200,2,23,0,70.12609
2,1650,2200,3,28,0,98.505356
2,1650,2200,4,33,0,109.97182
2,1650,2300,1,17,0,73.484116
2,1650,2300,2,29,0,82.65414
2,1650,2300,3,30,0,97.19967
2,1650,2300,4,31,0,110.61484
2,1650,4200,1,28,0,99.8775
2,1650,4200,2,14,0,111.77571
2,1650,4200,3,13,0,117.96308
2,1650,4200,4,15,0,112.59133
2,1650,4300,1,42,0,78.94452
2,1650,4300,2,11,0,108.80273
2,1650,4300,3,20,0,117.777504
2,1650,4300,4,16,0,118.01625
2,1650,4400,1,103,16,34.750973
2,1650,4400,2,24,1,60.556667
2,1650,4400,3,25,0,95.871605
2,1650,4400,4,18,0,112.312775
2,1650,4500,1,13,0,43.388462
2,1650,4500,2,25,0,74.0648
2,1650,4500,3,20,0,97.4505
2,1650,4500,4,29,0,103.634476
2,1650,4600,1,10,0,45.959
2,1650,4600,2,18,0,67.57111
2,1650,4600,3,24,0,92.425835
2,1650,4600,4,22,0,105.200905
2,1800,1700,1,369,257,4.420867
2,1800,1700,2,37,0,34.634594
2,1800,1700,3,49,0,82.84449
2,1800,1700,4,44,0,88.20182
2,1800,1800,1,323,202,5.9576163
2,1800,1800,2,44,2,38.45023
2,1800,1800,3,38,0,76.433685
2,1800,1800,4,47,0,86.01511
2,1800,1900,1,292,156,8.150548
2,1800,1900,2,51,0,43.366863
2,1800,1900,3,51,0,69.21098
2,1800,1900,4,48,0,84.8525
2,1800,2000,1,34,15,16.638235
2,1800,2000,2,31,0,52.220646
2,1800,2000,3,41,0,77.958046
2,1800,2000,4,40,0,94.08675
2,1800,2100,1,18,0,88.57111
2,1800,2100,2,25,0,50.6928
2,1800,2100,3,42,1,79.816666
2,1800,2100,4,34,0,99.5047
2,1800,2200,1,27,0,68.87333
2,1800,2200,2,34,0,61.121174
2,1800,2200,3,30,0,81.037994
2,1800,2200,4,36,0,101.505554
2,1800,2300,1,26,0,72.94
2,1800,2300,2,28,0,59.377502
2,1800,2300,3,25,0,82.888
2,1800,2300,4,34,0,103.87647
2,1800,4200,1,21,0,102.22858
2,1800,4200,2,12,0,114.75
2,1800,4200,3,16,0,109.06812
2,1800,4200,4,15,0,109.028
2,1800,4300,1,21,0,101.78429
2,1800,4300,2,8,0,115.88875
2,1800,4300,3,18,0,119.41277
2,1800,4300,4,9,0,109.17555
2,1800,4400,1,55,3,56.865997
2,1800,4400,2,18,0,88.842224
2,1800,4400,3,12,0,113.450005
2,1800,4400,4,13,0,109.73154
2,1800,4500,1,13,0,60.11923
2,1800,4500,2,12,0,86.708336
2,1800,4500,3,19,0,115.63894
2,1800,4500,4,13,0,106.10307
2,1800,4600,1,5,0,37.976
2,1800,4600,2,12,0,81.47
2,1800,4600,3,16,0,108.43938
2,1800,4600,4,14,0,106.97643
2,1950,1700,1,334,213,6.3743715
2,1950,1700,2,59,0,24.444067
2,1950,1700,3,37,0,80.42243
2,1950,1700,4,32,0,95.63406
2,1950,1800,1,346,200,7.110202
2,1950,1800,2,34,1,33.064117
2,1950,1800,3,26,0,89.35384
2,1950,1800,4,37,0,107.94351
2,1950,1900,1,307,186,8.050424
2,1950,1900,2,38,0,42.87895
2,1950,1900,3,34,0,71.838234
2,1950,1900,4,34,0,99.411766
2,1950,2000,1,41,18,14.029268
2,1950,2000,2,29,2,43.857243
2,1950,2000,3,27,0,71.0737
2,1950,2000,4,37,0,102.99568
2,1950,2100,1,9,0,75.98222
2,1950,2100,2,27,0,53.57
2,1950,2100,3,29,0,71.16621
2,1950,2100,4,41,0,106.69585
2,1950,2200,1,14,0,79.46929
2,1950,2200,2,30,0,45.935997
2,1950,2200,3,25,0,68.23
2,1950,2200,4,33,0,103.36939
2,1950,2300,1,20,0,68.955
2,1950,2300,2,35,0,54.004574
2,1950,2300,3,31,0,70.631615
2,1950,2300,4,38,0,105.39132
2,1950,4200,1,16,0,71.49375
2,1950,4200,2,8,0,96.95
2,1950,4200,3,20,0,109.5695
2,1950,4200,4,16,0,108.460625
2,1950,4300,1,16,0,79.2725
2,1950,4300,2,13,0,109.04461
2,1950,4300,3,13,0,113.39693
2,1950,4300,4,17,0,114.25647
2,1950,4400,1,33,0,65.03636
2,1950,4400,2,14,0,103.87643
2,1950,4400,3,16,0,117.08375
2,1950,4400,4,16,0,113.953125
2,1950,4500,1,28,0,47.933216
2,1950,4500,2,15,0,83.711334
2,1950,4500,3,19,0,114.168945
2,1950,4500,4,15,0,117.57734
2,1950,4600,1,24,0,46.899582
2,1950,4600,2,16,0,70.36188
2,1950,4600,3,18,0,114.43944
2,1950,4600,4,17,0,116.15706
2,2100,1700,1,348,236,4.847759
2,2100,1700,2,116,0,18.421122
2,2100,1700,3,40,0,70.95675
2,2100,1700,4,53,0,69.97717
2,2100,1800,1,318,184,7.717296
2,2100,1800,2,79,0,22.40405
2,2100,1800,3,44,0,77.64682
2,2100,1800,4,39,0,78.18616
2,2100,1900,1,272,128,11.451508
2,2100,1900,2,66,1,28.213636
2,2100,1900,3,45,0,61.542004
2,2100,1900,4,39,0,82.541275
2,2100,2000,1,32,10,26.173126
2,2100,2000,2,27,5,40.622593
2,2100,2000,3,36,0,57.51833
2,2100,2000,4,45,0,84.15134
2,2100,2100,1,16,0,78.17313
2,2100,2100,2,23,0,59.048695
2,2100,2100,3,33,0,64.07424
2,2100,2100,4,37,0,88.28378
2,2100,2200,1,26,0,69.47769
2,2100,2200,2,29,0,60.04414
2,2100,2200,3,26,0,56.52692
2,2100,2200,4,31,0,94.21645
2,2100,2300,1,29,0,76.05276
2,2100,2300,2,34,0,58.740295
2,2100,2300,3,31,0,58.77677
2,2100,2300,4,26,0,97.39731
2,2100,4200,1,16,0,85.3575
2,2100,4200,2,8,0,98.645
2,2100,4200,3,11,0,110.81091
2,2100,4200,4,17,0,111.55353
2,2100,4300,1,10,0,94.289
2,2100,4300,2,7,0,112.111435
2,2100,4300,3,15,0,115.38801
2,2100,4300,4,17,0,118.352356
2,2100,4400,1,33,0,64.24
2,2100,4400,2,5,0,106.476
2,2100,4400,3,17,0,112.00647
2,2100,4400,4,16,0,113.663124
2,2100,4500,1,18,0,38.944443
2,2100,4500,2,10,0,95.625
2,2100,4500,3,9,0,114.30778
2,2100,4500,4,19,0,116.76316
2,2100,4600,1,16,0,46.86125
2,2100,4600,2,8,0,86.79625
2,2100,4600,3,18,0,103.73556
2,2100,4600,4,10,0,114.606
2,2250,1700,1,388,278,4.163866
2,2250,1700,2,99,2,21.743837
2,2250,1700,3,40,0,82.270004
2,2250,1700,4,41,0,83.48341
2,2250,1800,1,381,251,5.3043303
2,2250,1800,2,75,5,19.076666
2,2250,1800,3,50,1,73.7316
2,2250,1800,4,47,0,83.27511
2,2250,1900,1,357,248,5.5384593
2,2250,1900,2,119,41,15.390504
2,2250,1900,3,70,0,50.669003
2,2250,1900,4,57,0,75.276665
2,2250,2000,1,42,20,13.973095
2,2250,2000,2,44,23,19.658863
2,2250,2000,3,56,1,54.07375
2,2250,2000,4,53,0,71.55321
2,2250,2100,1,19,0,70.255264
2,2250,2100,2,19,0,67.953156
2,2250,2100,3,41,0,56.707806
2,2250,2100,4,47,0,75.53681
2,2250,2200,1,39,0,44.42359
2,2250,2200,2,33,0,56.17
2,2250,2200,3,46,0,58.165
2,2250,2200,4,41,0,77.614876
2,2250,2300,1,32,0,53.85125
2,2250,2300,2,34,0,58.222355
2,2250,2300,3,47,0,57.5317
2,2250,2300,4,37,0,63.461353
2,2250,4200,1,9,0,86.43667
2,2250,4200,2,5,0,108.14
2,2250,4200,3,16,0,112.76
2,2250,4200,4,18,0,115.97944
2,2250,4300,1,7,0,102.868576
2,2250,4300,2,4,0,107.994995
2,2250,4300,3,15,0,111.195335
2,2250,4300,4,14,0,115.19214
2,2250,4400,1,18,0,70.96778
2,2250,4400,2,8,0,105.3625
2,2250,4400,3,13,0,116.92384
2,2250,4400,4,21,0,120.11714
2,2250,4500,1,12,0,45.525833
2,2250,4500,2,3,0,113.96334
2,2250,4500,3,12,0,116.77
2,2250,4500,4,12,0,114.2925
2,2250,4600,1,17,0,44.95529
2,2250,4600,2,5,0,104.397995
2,2250,4600,3,11,0,117.10364
2,2250,4600,4,21,0,121.92667
2,2400,1700,1,432,343,2.520972
2,2400,1700,2,135,2,17.712666
2,2400,1700,3,36,0,79.96916
2,2400,1700,4,27,0,92.728516
2,2400,1800,1,442,350,2.9781673
2,2400,1800,2,175,66,11.796742
2,2400,1800,3,29,0,94.971375
2,2400,1800,4,31,0,99.01258
2,2400,1900,1,393,284,3.8006108
2,2400,1900,2,264,183,4.6289396
2,2400,1900,3,26,0,82.340775
2,2400,1900,4,30,0,99.608
2,2400,2000,1,48,32,6.7624993
2,2400,2000,2,50,39,7.6804004
2,2400,2000,3,25,0,78.3144
2,2400,2000,4,33,0,99.518486
2,2400,2100,1,13,1,62.470768
2,2400,2100,2,19,0,57.9121
2,2400,2100,3,20,0,76.6095
