link,bin,rows,stopped,mean_speed
3,4950,7,0,38.96857
3,5100,13,0,42.806923
3,5250,16,0,43.0525
4,150,5,0,42.076
4,300,2,0,40.434998
4,450,2,0,43.695
4,600,1,0,44.23
4,750,4,0,43.57
4,900,2,0,38.46
4,1050,7,0,40.734287
4,1200,4,0,43.39
4,1350,2,0,40.88
4,1500,5,0,40.338
4,1650,14,0,38.32
4,1800,7,0,38.315712
4,1950,8,0,51.50375
4,2100,8,0,40.74625
4,2250,6,0,40.845
4,2400,5,0,43.488
4,2550,6,0,39.51167
4,2700,5,0,43.04
4,2850,1,0,33.82
4,3000,5,0,43.174
4,3150,9,0,39.626667
4,3300,4,0,40.447502
4,3450,1,0,41.54
4,3600,4,0,42.97
4,3750,1,0,42.78
4,3900,4,0,42.9825
4,4050,6,0,42.829998
4,4200,1,0,46.1
4,4350,5,0,41.77
4,4500,6,0,42.850002
4,4650,4,0,40.14
4,4800,3,0,43.710003
4,5100,1,0,41.63
4,5250,1,0,40.21
5,0,3,0,44.836666
5,150,7,0,41.16143
5,300,5,0,40.858
5,450,7,0,42.271427
5,600,7,0,42.075714
5,750,5,0,42.856
5,900,5,0,41.834
5,1050,7,0,41.284283
5,1200,4,0,43.405
5,1350,11,0,42.225456
5,1500,8,0,41.34625
5,1650,10,0,41.481
5,1800,11,0,42.26909
5,1950,6,0,41.0
5,2100,10,0,40.429
5,2250,13,0,40.134617
5,2400,11,0,41.45909
5,2550,8,0,41.4375
5,2700,8,0,40.127502
5,2850,5,0,43.64
5,3000,6,0,41.535
5,3150,5,0,42.138
5,3300,7,0,42.637142
5,3450,8,0,37.785
5,3600,3,0,38.24
5,3750,5,0,42.938
5,3900,1,0,41.23
5,4050,2,0,43.64
5,4200,8,0,40.4425
5,4350,9,0,41.30111
5,4500,7,0,41.079998
5,4650,4,0,42.502502
5,4800,2,0,37.515
5,4950,2,0,35.75
5,5100,5,0,43.038002
5,5250,5,0,43.564003
6,0,5,0,40.808002
6,150,5,0,39.496
6,300,7,0,41.57
6,450,6,0,41.001667
6,600,2,0,44.565002
6,750,2,0,42.195
6,900,7,0,41.768574
6,1050,6,0,40.938335
6,1200,5,0,43.624
6,1350,6,0,42.09
6,1500,7,0,42.677143
6,1650,8,0,42.33875
6,1800,7,0,42.77429
6,1950,8,0,42.17125
6,2100,5,0,40.278
6,2250,5,0,38.948
6,2400,9,0,41.99222
6,2550,8,0,43.1475
6,2700,8,0,41.69375
6,2850,4,0,43.4875
6,3000,2,0,40.585
6,3150,7,0,42.817142
6,3300,5,0,42.36
6,3450,5,0,39.426003
6,3600,3,0,38.176666
6,3750,5,0,43.014
6,3900,6,0,41.086666
6,4050,5,0,43.332
6,4200,6,0,43.265
6,4350,3,0,39.59667
6,4500,3,0,43.286667
6,4650,4,0,43.645
6,4800,3,0,45.053333
6,4950,2,0,38.645
6,5100,4,0,41.9525
6,5250,2,0,40.29
7,150,2,0,43.61
7,450,3,0,39.936665
7,750,1,0,38.51
7,900,1,0,44.11
7,1050,3,0,41.65333
7,1200,4,0,41.260002
7,1350,2,0,43.88
7,1500,3,0,39.783333
7,1650,9,0,41.783333
7,1800,3,0,36.38667
7,1950,4,0,39.629997
7,2100,5,0,41.322
7,2250,6,0,40.63
7,2400,3,0,42.85667
7,2550,1,0,46.9
7,2700,1,0,32.0
7,2850,2,0,42.465
7,3000,2,0,39.339996
7,3150,5,0,40.894
7,3300,1,0,42.0
7,3450,4,0,40.6675
7,3600,2,0,38.455
7,3750,2,0,41.760002
7,3900,2,0,39.515
7,4050,2,0,41.239998
7,4200,3,0,40.79
7,4350,2,0,39.385002
7,4500,1,0,42.57
7,4650,3,0,39.553333
7,5250,1,0,41.51
8,150,1,0,44.31
8,450,4,0,39.1325
8,750,1,0,45.5
8,900,1,0,44.47
8,1050,4,0,41.46
8,1200,1,0,38.46
8,1350,2,0,40.699997
8,1500,2,0,39.11
8,1650,7,0,40.611427
8,1800,3,0,35.28
8,1950,2,0,44.515
8,2100,4,0,43.625
8,2250,4,0,37.2875
8,2400,1,0,43.57
8,2550,1,0,42.23
8,2850,2,0,43.315002
8,3000,1,0,37.08
8,3150,3,0,42.156666
8,3300,1,0,41.84
8,3450,3,0,40.673336
8,3600,3,0,39.11
8,3750,1,0,41.59
8,3900,2,0,39.89
8,4050,1,0,39.92
8,4200,1,0,40.37
8,4350,2,0,40.04
8,4500,1,0,43.36
8,4650,3,0,38.210003
8,4800,1,0,42.38
8,5250,1,0,43.19
12,150,5,0,42.772
12,300,1,0,33.83
12,450,6,0,42.20667
12,600,3,0,40.693333
12,750,7,0,40.415714
12,900,3,0,36.176666
12,1050,7,0,39.055717
12,1200,12,0,40.001667
12,1350,3,0,40.866665
12,1500,6,0,41.61
12,1650,14,0,34.645714
12,1800,8,0,40.62125
12,1950,8,0,42.46375
12,2100,8,0,38.197502
12,2250,7,0,38.147144
12,2400,7,0,41.16286
12,2550,11,0,40.775455
12,2700,3,0,39.086666
12,2850,3,0,38.336666
12,3000,9,0,42.95778
12,3150,12,0,38.28583
12,3300,4,0,36.4675
12,3450,4,0,40.91
12,3600,6,0,42.706665
12,3750,4,0,43.0225
12,3900,5,0,40.896004
12,4050,8,0,39.4825
12,4200,5,0,43.4
12,4350,8,0,40.0325
12,4500,7,0,40.591427
12,4650,4,0,37.620003
12,4800,3,0,43.319996
12,4950,1,0,45.32
12,5100,2,0,39.805
12,5250,2,0,39.84
13,0,24,0,42.0225
13,150,28,0,40.74607
13,300,32,0,42.640625
13,450,34,0,41.91941
13,600,25,0,42.7412
13,750,15,0,42.98133
13,900,37,0,41.055946
13,1050,30,0,41.596333
13,1200,27,0,43.16037
13,1350,41,0,41.886097
13,1500,38,0,42.38158
13,1650,44,0,42.11909
13,1800,44,0,42.43432
13,1950,35,0,42.32371
13,2100,41,0,40.94122
13,2250,48,0,39.81271
13,2400,54,0,42.254444
13,2550,46,0,43.106087
13,2700,31,0,41.16226
13,2850,22,0,43.472275
13,3000,28,0,41.908215
13,3150,25,0,42.3744
13,3300,31,0,43.56355
13,3450,35,0,40.750286
13,3600,18,0,41.114445
13,3750,21,0,43.031902
13,3900,20,0,42.4025
13,4050,20,0,43.2645
13,4200,36,0,41.368332
13,4350,37,0,41.64189
13,4500,26,0,40.61346
13,4650,29,0,41.828278
13,4800,11,0,39.442726
13,4950,13,0,40.32923
13,5100,19,0,43.52
13,5250,23,0,43.19652
14,300,9,0,41.266666
14,450,17,0,40.18235
14,750,6,0,41.666668
14,900,9,0,42.72
14,1050,14,0,40.637856
14,1200,14,0,42.74143
14,1350,6,0,42.363335
14,1500,12,0,41.5475
14,1650,33,0,41.33788
14,1800,11,0,35.221817
14,1950,16,0,46.4375
14,2100,22,0,40.86591
14,2250,19,0,39.27316
14,2400,11,0,41.79273
14,2550,10,0,42.9
14,2700,4,0,30.71
14,2850,12,0,42.060833
14,3000,9,0,41.183334
14,3150,19,0,41.07316
14,3300,12,0,42.9475
14,3450,15,0,41.862667
14,3600,13,0,38.786922
14,3750,9,0,49.503334
14,3900,9,0,40.887775
14,4050,12,0,41.6275
14,4200,9,0,41.00889
14,4350,13,0,41.300766
14,4500,3,0,44.396667
14,4650,7,0,41.77714
14,4800,5,0,39.704
14,5250,9,0,41.935555
17,750,1,0,32.78
17,1350,1,0,31.3
17,1500,1,0,32.82
17,2250,1,0,21.57
17,2400,2,0,32.38
17,2550,1,0,41.47
17,2700,1,0,23.78
17,3150,1,0,38.31
17,3600,1,0,28.8
17,3900,1,0,19.71
17,4650,1,0,32.84
17,5100,1,0,34.07
18,2400,1,0,30.39
18,5250,1,0,40.83
19,450,1,0,45.03
19,2550,1,0,39.17
19,4650,1,0,41.79
20,0,2,0,77.67
20,150,1,0,68.37
20,300,4,0,66.645004
20,450,8,0,57.93375
20,600,3,0,81.80667
20,750,5,0,64.62
20,900,12,0,57.374165
20,1050,21,0,54.75476
20,1200,9,0,75.64334
20,1350,13,0,61.36
20,1500,11,0,60.20818
20,1650,7,0,52.389996
20,1800,11,0,69.03182
20,1950,10,0,49.118004
20,2100,15,0,52.229332
20,2250,15,0,64.13933
20,2400,8,0,57.31375
20,2550,11,0,56.852726
20,2700,25,0,57.0776
20,2850,15,0,53.20333
20,3000,7,0,70.73143
20,3150,12,0,65.225
20,3300,10,0,59.892998
20,3450,7,0,72.34286
20,3600,16,0,48.463123
20,3750,16,0,60.836876
20,3900,14,0,52.99857
20,4050,7,0,62.754284
20,4200,9,0,44.826668
20,4350,9,0,50.416668
20,4500,12,0,54.9275
20,4650,13,0,54.666157
20,4800,5,0,54.512
20,4950,11,0,55.834545
20,5100,11,0,64.152725
20,5250,11,0,63.02091
21,0,83,40,18.624939
21,150,61,19,27.106394
21,300,49,15,26.836123
21,450,114,56,16.155174
21,600,87,37,18.023104
21,750,51,22,22.082745
21,900,86,41,19.302559
21,1050,174,113,10.180403
21,1200,318,201,9.375346
21,1350,169,92,14.354083
21,1500,237,161,8.361773
21,1650,265,165,11.139509
21,1800,202,148,7.8515844
21,1950,163,106,10.526565
21,2100,339,213,9.995074
21,2250,300,201,8.762433
21,2400,264,176,9.194924
21,2550,251,159,10.438446
21,2700,280,194,8.475714
21,2850,182,135,7.324286
21,3000,323,244,6.0160065
21,3150,326,241,6.5714726
21,3300,170,121,9.388883
21,3450,229,162,7.4358516
21,3600,114,70,11.780001
21,3750,152,97,10.741776
21,3900,78,37,18.902565
21,4050,70,43,12.910571
21,4200,79,41,15.128608
21,4350,66,39,15.562424
21,4500,130,91,10.157692
21,4650,121,76,11.527356
21,4800,55,22,22.401272
21,4950,178,119,9.380393
21,5100,66,34,16.317122
21,5250,83,46,15.352409
22,0,7,0,71.80143
22,150,5,0,72.979996
22,300,1,0,74.0
22,450,3,0,70.37333
22,600,6,0,71.97833
22,750,5,0,73.147995
22,900,6,0,70.933334
22,1050,17,0,72.09059
22,1200,8,0,74.15125
22,1350,10,0,70.18
22,1500,5,0,73.659996
22,1650,8,0,66.49625
22,1800,6,0,73.325005
22,1950,11,0,70.67364
22,2100,10,0,73.117
22,2250,7,0,72.28571
22,2400,10,0,68.401
22,2550,13,0,72.26923
22,2700,12,0,72.19334
22,2850,8,0,70.22625
22,3000,9,0,73.28111
22,3150,8,0,72.34125
22,3300,8,0,72.396255
22,3450,8,0,69.235
22,3600,11,0,73.15
22,3750,10,0,69.032
22,3900,5,0,71.524
22,4050,7,0,72.32714
22,4200,8,0,72.545
22,4350,9,0,71.64333
22,4500,10,0,73.769
22,4650,5,0,67.722
22,4800,9,0,70.46333
22,4950,2,0,75.525
22,5100,5,0,71.327995
22,5250,4,0,73.515
23,150,9,0,40.314445
23,300,5,0,40.338
23,450,7,0,42.068573
23,600,1,0,42.36
23,750,7,0,41.49286
23,900,5,0,39.532
23,1050,9,0,40.199997
23,1200,15,0,41.035336
23,1350,5,0,41.538002
23,1500,10,0,41.293
23,1650,24,0,38.6725
23,1800,11,0,38.91
23,1950,12,0,40.645832
23,2100,13,0,39.69462
23,2250,13,0,38.91077
23,2400,14,0,41.33857
23,2550,10,0,38.666
23,2700,7,0,41.25714
23,2850,5,0,42.8
23,3000,7,0,41.670002
23,3150,18,0,40.545
23,3300,8,0,41.2125
23,3450,6,0,39.631668
23,3600,10,0,41.285
23,3750,7,0,42.40143
23,3900,8,0,41.91875
23,4050,11,0,41.355453
23,4200,6,0,43.49167
23,4350,10,0,40.291
23,4500,8,0,41.62875
23,4650,6,0,37.923336
23,4800,5,0,43.496
23,5100,6,0,41.88
23,5250,4,0,43.7875
24,0,9,0,40.99222
24,150,536,0,84.66548
24,300,2028,0,103.65811
24,450,2508,0,103.90227
24,600,2440,0,107.08036
24,750,2310,0,107.61213
24,900,2099,0,108.6157
24,1050,2795,0,105.99261
24,1200,3148,1,88.42949
24,1350,3334,0,105.1069
24,1500,2623,1,97.9439
24,1650,2385,0,97.077805
24,1800,2803,0,100.88822
24,1950,2157,0,101.55113
24,2100,2387,0,100.25007
24,2250,1779,0,100.895615
24,2400,1801,0,101.13076
24,2550,2087,0,100.532845
24,2700,2008,0,100.48893
24,2850,1837,0,99.13678
24,3000,1720,0,100.990585
24,3150,1682,0,99.22252
24,3300,2207,0,97.274574
24,3450,1801,0,101.2786
24,3600,1657,0,103.41466
24,3750,1555,0,97.09217
24,3900,1414,0,104.498505
24,4050,1897,0,98.91156
24,4200,1513,0,107.376114
24,4350,1462,0,105.31652
24,4500,2186,0,97.91729
24,4650,2052,0,103.73658
24,4800,1106,0,103.476326
24,4950,1069,0,105.533035
24,5100,1302,0,110.622
24,5250,890,0,118.29116
25,150,116,0,41.635086
25,300,93,0,41.11
25,450,72,0,41.65
25,600,87,0,41.29954
25,750,81,0,41.79062
25,900,121,0,38.067356
25,1050,124,0,40.065807
25,1200,113,0,40.87761
25,1350,160,0,38.533123
25,1500,117,0,39.8406
25,1650,119,0,40.80546
25,1800,91,0,41.156815
25,1950,66,0,42.448486
25,2100,119,0,39.82689
25,2250,156,0,38.641155
25,2400,162,0,41.808147
25,2550,168,0,39.47131
25,2700,128,1,39.53008
25,2850,97,0,41.332577
25,3000,151,0,37.720993
25,3150,80,0,40.7155
25,3300,98,0,40.10653
25,3450,110,0,39.767365
25,3600,79,0,40.960003
25,3750,105,0,41.852287
25,3900,82,0,41.829514
25,4050,77,0,42.104286
25,4200,101,0,42.094353
25,4350,97,0,40.564022
25,4500,77,0,41.588444
25,4650,91,0,39.854614
25,4800,44,0,38.12341
25,4950,72,0,42.163193
25,5100,49,0,42.184696
25,5250,68,0,40.255882
26,0,3175,3,104.19685
26,150,8251,3,104.790306
26,300,12476,24,100.07615
26,450,14545,30,97.76041
26,600,15493,43,92.16826
26,750,15890,77,94.102066
26,900,15931,67,93.81836
26,1050,18183,216,88.90852
26,1200,21531,950,76.41144
26,1350,22730,1485,66.74993
26,1500,22881,1471,64.44297
26,1650,25331,1684,58.348164
26,1800,28730,1911,55.71312
26,1950,29124,2621,53.404232
26,2100,27096,3364,49.123016
26,2250,28395,3705,46.400272
26,2400,30950,4622,43.882023
26,2550,31785,5212,44.327293
26,2700,30570,5772,41.47067
26,2850,30635,5885,40.32071
26,3000,31344,5830,40.252674
26,3150,32110,5550,42.593655
26,3300,31337,5222,41.763077
26,3450,30156,3570,45.465515
26,3600,29095,2999,47.043457
26,3750,27115,2878,45.829716
26,3900,27513,3379,42.690517
26,4050,28759,3920,41.61431
26,4200,30414,4127,42.58319
26,4350,31374,4057,43.448223
26,4500,30848,4693,42.147568
26,4650,31301,5433,42.892467
26,4800,30899,4694,40.64345
26,4950,30103,4234,46.087574
26,5100,28729,4027,47.933247
26,5250,27641,3475,50.018383
27,0,1,0,32.56
27,150,1,0,40.33
27,300,1,0,42.41
27,450,1,0,44.51
27,600,1,0,42.35
27,750,1,0,42.97
27,900,1,0,40.92
27,1350,2,0,40.455
27,1500,1,0,44.51
27,1650,1,0,45.86
27,1800,4,0,43.0525
27,1950,1,0,40.81
27,2100,1,0,45.29
27,2250,1,0,42.93
27,2400,4,1,24.602499
27,2550,3,0,40.15333
27,2700,1,0,43.3
27,2850,1,0,26.78
27,3150,2,0,43.129997
27,3450,1,0,43.48
27,3750,1,0,42.12
27,4050,2,0,10.55
27,4200,1,0,40.73
27,4350,1,0,46.73
27,4500,2,0,36.545
27,4650,1,0,41.31
27,4800,1,0,40.29
27,5100,2,0,36.809998
28,0,30,0,41.312668
28,150,46,0,42.25848
28,300,80,0,39.269375
28,450,92,0,41.444782
28,600,119,0,39.823193
28,750,78,0,40.065002
28,900,107,0,41.731586
28,1050,138,0,39.47638
28,1200,103,0,40.754467
28,1350,127,0,37.442284
28,1500,140,0,38.508785
28,1650,144,0,41.25125
28,1800,126,0,39.700634
28,1950,129,0,40.825657
28,2100,124,0,42.61895
28,2250,136,0,41.076397
28,2400,162,0,39.391296
28,2550,135,0,38.92837
28,2700,120,0,40.70333
28,2850,117,0,42.05761
28,3000,144,0,38.581112
28,3150,114,0,40.217808
28,3300,98,0,39.68265
28,3450,133,0,39.37534
28,3600,140,0,39.07093
28,3750,104,0,39.707787
28,3900,84,0,40.403217
28,4050,102,0,40.380783
28,4200,110,0,39.554092
28,4350,92,0,40.575325
28,4500,126,0,39.165157
28,4650,42,0,41.44405
28,4800,43,0,40.80721
28,4950,64,0,41.812187
28,5100,62,0,40.98726
28,5250,41,0,41.46561
29,150,18,0,43.822777
29,300,22,4,34.137726
29,450,81,17,31.659752
29,600,196,101,20.480715
29,750,206,98,20.721115
29,900,143,60,23.984966
29,1050,92,18,36.69413
29,1200,110,35,32.41518
29,1350,178,37,36.21028
29,1500,229,87,26.12703
29,1650,205,98,23.329367
29,1800,160,41,33.989998
29,1950,197,71,27.638325
29,2100,120,29,32.25375
29,2250,106,24,34.641605
29,2400,127,37,35.350628
29,2550,68,16,33.52706
29,2700,115,19,33.973305
29,2850,80,15,31.280375
29,3000,142,92,15.065775
29,3150,114,22,37.052456
29,3300,72,31,27.275415
29,3450,89,23,38.35753
29,3600,162,34,32.530186
29,3750,158,90,17.979115
29,3900,42,19,26.983809
29,4050,132,19,37.580074
29,4200,125,59,21.8348
29,4350,102,41,29.421177
29,4500,207,75,28.881159
29,4650,147,72,23.520613
29,4800,89,40,26.367752
29,4950,63,1,39.735558
29,5100,129,25,31.74
29,5250,110,10,34.248547
30,150,235,7,56.418594
30,300,339,50,50.23799
30,450,404,87,44.373466
30,600,530,248,34.82055
30,750,520,191,32.597847
30,900,643,110,41.63112
30,1050,863,170,34.46758
30,1200,714,132,40.54064
30,1350,530,95,46.998566
30,1500,701,159,39.213764
30,1650,913,255,30.346453
30,1800,1058,353,28.230972
30,1950,508,209,21.177717
30,2100,577,181,52.83267
30,2250,623,70,43.930176
30,2400,832,175,35.656937
30,2550,754,88,38.96732
30,2700,873,259,34.75693
30,2850,1093,410,27.2058
30,3000,711,364,16.55993
30,3150,731,212,35.81261
30,3300,1011,369,29.026073
30,3450,1017,387,28.663067
30,3600,1172,483,25.256092
30,3750,1537,650,20.609571
30,3900,1003,504,13.1264305
30,4050,686,160,41.172302
30,4200,762,505,14.574081
30,4350,900,446,29.896778
30,4500,1517,893,14.745952
30,4650,2758,1916,8.878024
30,4800,3742,2694,6.6654625
30,4950,3547,2763,4.55702
30,5100,3723,2757,6.014835
30,5250,4641,3698,4.366831
31,0,57,0,74.87105
31,150,421,0,98.283165
31,300,714,0,81.6301
31,450,1024,0,78.51235
31,600,1090,0,77.06852
31,750,1192,0,73.156784
31,900,1509,0,63.505177
31,1050,1341,2,67.94343
31,1200,1340,0,69.66784
31,1350,1245,4,68.69136
31,1500,1177,2,68.28024
31,1650,1377,7,65.230255
31,1800,1335,4,69.27073
31,1950,1227,1,61.74581
31,2100,1588,188,53.959152
31,2250,1569,329,48.35999
31,2400,1357,161,55.20449
31,2550,1202,64,63.081802
31,2700,1367,86,63.877342
31,2850,1296,37,66.72136
31,3000,1380,55,61.85478
31,3150,1509,30,59.452736
31,3300,1573,70,61.021564
31,3450,1736,256,49.18432
31,3600,1708,428,43.07726
31,3750,1618,660,37.108006
31,3900,1603,854,28.521759
31,4050,2100,973,31.322285
31,4200,2086,816,33.869377
31,4350,1933,603,37.45697
31,4500,1901,656,36.736057
31,4650,2024,1058,29.611694
31,4800,2064,1336,25.31769
31,4950,2296,1474,24.3609
31,5100,2570,1795,22.051641
31,5250,3513,2324,19.86273
32,0,666,3,40.691486
32,150,1523,221,40.090065
32,300,2373,764,30.341795
32,450,2715,1328,21.904783
32,600,3940,2192,17.656893
32,750,4762,3155,12.412553
32,900,5400,3128,13.627098
32,1050,5633,2889,15.616202
32,1200,5283,2945,14.836552
32,1350,5372,2875,14.343828
32,1500,5869,3330,13.431193
32,1650,5430,3119,13.325456
32,1800,5524,2946,14.9182005
32,1950,6034,4037,11.436331
32,2100,7173,4763,10.630764
32,2250,8015,5441,9.320984
32,2400,8375,5289,9.541752
32,2550,8558,5447,9.206449
32,2700,9576,7230,6.6473036
32,2850,9429,6869,6.9581194
32,3000,10210,8459,4.751011
32,3150,10765,8177,5.833975
32,3300,10219,6928,7.2329736
32,3450,10437,8136,5.713202
32,3600,11413,9787,4.288105
32,3750,11374,9956,3.6260524
32,3900,12494,10858,3.589503
32,4050,13745,11686,3.5902262
32,4200,14867,13297,2.6038892
32,4350,15498,12756,3.8544412
32,4500,14878,11767,4.3246307
32,4650,14906,12560,3.6704931
32,4800,14791,13588,2.5378838
32,4950,15771,14814,2.0632408
32,5100,15780,14782,1.9871311
32,5250,14887,14120,1.939722
33,150,28,0,41.12357
33,300,23,0,40.36304
33,450,34,0,41.036175
33,600,29,0,40.554825
33,750,30,0,41.799
33,900,35,0,40.54657
33,1050,41,0,39.44683
33,1200,44,0,39.352047
33,1350,46,0,41.32804
33,1500,59,0,39.56678
33,1650,32,0,39.99375
33,1800,41,0,40.737316
33,1950,40,0,41.88725
33,2100,56,0,39.481426
33,2250,52,0,40.566345
33,2400,62,0,41.558388
33,2550,43,0,40.464417
33,2700,33,0,39.33394
33,2850,41,0,41.122196
33,3000,31,0,41.213547
33,3150,53,0,40.484528
33,3300,35,0,41.779716
33,3450,39,0,40.673077
33,3600,43,0,40.102093
33,3750,30,0,40.728333
33,3900,43,0,40.789536
33,4050,31,0,40.97903
33,4200,31,0,42.100323
33,4350,57,0,40.700348
33,4500,47,0,40.844894
33,4650,37,0,41.425674
33,4800,20,0,37.823997
33,4950,24,0,40.267082
33,5100,11,0,40.173637
33,5250,18,0,42.384445
34,150,4,0,43.655
34,300,29,0,41.973103
34,450,23,0,41.05
34,600,21,0,41.43762
34,750,20,0,42.0785
34,900,25,0,41.4124
34,1050,27,0,41.22222
34,1200,33,0,39.203938
34,1350,31,0,41.90452
34,1500,39,0,40.374615
34,1650,19,0,40.856316
34,1800,31,0,40.565163
34,1950,27,0,42.387775
34,2100,37,0,40.188377
34,2250,36,0,40.984447
34,2400,29,0,42.523792
34,2550,25,0,41.342796
34,2700,38,0,40.748684
34,2850,28,0,40.908215
34,3000,20,0,41.293
34,3150,33,0,40.757877
34,3300,27,0,41.525925
34,3450,24,0,41.8675
34,3600,33,0,40.56485
34,3750,20,0,41.6515
34,3900,28,0,42.49821
34,4050,20,0,41.6455
34,4200,22,0,42.083633
34,4350,40,0,41.532
34,4500,34,0,42.139706
34,4650,29,0,40.859997
34,4800,14,0,39.74857
34,4950,4,0,35.215
34,5100,24,0,40.87875
34,5250,12,0,42.41
35,0,19,0,41.877895
35,150,24,0,40.54333
35,300,28,0,41.676075
35,450,28,0,40.593212
35,600,34,0,40.08706
35,750,32,0,41.154373
35,900,26,0,41.592693
35,1050,49,0,41.096325
35,1200,47,0,38.632553
35,1350,32,0,41.646564
35,1500,56,0,38.92875
35,1650,40,0,41.27325
35,1800,38,0,40.056316
35,1950,41,0,40.750977
35,2100,36,0,42.77972
35,2250,59,0,39.87373
35,2400,40,0,40.3235
35,2550,37,0,41.504864
35,2700,37,0,42.433784
35,2850,39,0,40.129997
35,3000,38,0,40.72921
35,3150,33,0,41.00485
35,3300,33,0,39.789093
35,3450,50,0,40.1544
35,3600,46,0,40.92739
35,3750,30,0,41.592335
35,3900,22,0,40.45409
35,4050,40,0,40.65225
35,4200,31,0,39.17355
35,4350,38,0,40.685265
35,4500,26,0,39.809616
35,4650,17,0,42.575882
35,4800,21,0,40.270477
35,4950,20,0,42.302
35,5100,13,0,42.75923
35,5250,17,0,40.750587
36,0,24,0,42.119167
36,150,30,0,39.953
36,300,30,0,41.405003
36,450,38,0,41.071053
36,600,40,0,40.36575
36,750,42,0,41.43262
36,900,32,0,41.68375
36,1050,54,0,41.182037
36,1200,61,0,38.69131
36,1350,36,0,40.947777
36,1500,69,0,37.355362
36,1650,38,0,41.314735
36,1800,52,0,39.271538
36,1950,48,0,40.911877
36,2100,39,0,42.62154
36,2250,70,0,39.97757
36,2400,53,0,39.82358
36,2550,42,0,41.161667
36,2700,42,0,41.918808
36,2850,50,0,39.9188
36,3000,45,0,40.290665
36,3150,37,0,40.94189
36,3300,34,0,39.743237
36,3450,63,0,39.73127
36,3600,55,0,41.375633
36,3750,35,0,41.83343
36,3900,29,0,40.006893
36,4050,45,0,40.63911
36,4200,41,0,39.191708
36,4350,39,0,40.353077
36,4500,31,0,39.119675
36,4650,14,0,43.745716
36,4800,29,0,40.209652
36,4950,26,0,42.196922
36,5100,16,0,43.08
36,5250,21,0,40.92619
37,0,62,3,37.898064
37,150,128,8,37.422264
37,300,137,29,31.442629
37,450,172,45,27.512732
37,600,171,33,31.838774
37,750,71,3,35.445633
37,900,447,259,16.463287
37,1050,259,59,30.700193
37,1200,182,57,28.006428
37,1350,303,141,21.19307
37,1500,342,176,18.557808
37,1650,119,43,22.9779
37,1800,337,169,18.706053
37,1950,244,51,31.133772
