link,bin,lane,cls,rows,stopped,qtail_min,qhead_max,nveh
31,1800,1,ramp,119,1,627.5,627.5,39
31,1800,1,signal,433,0,,,85
31,1800,2,ramp,26,0,,,14
31,1800,2,signal,394,0,,,80
31,1800,3,ramp,56,0,,,11
31,1800,3,signal,271,0,,,63
31,1950,1,ramp,86,0,,,32
31,1950,1,signal,291,0,,,56
31,1950,2,ramp,28,0,,,13
31,1950,2,signal,398,0,,,54
31,1950,3,ramp,46,0,,,10
31,1950,3,signal,151,0,,,36
31,2100,1,ramp,70,0,,,30
31,2100,1,signal,351,0,,,64
31,2100,2,ramp,17,0,,,9
31,2100,2,signal,538,0,,,66
31,2100,3,ramp,59,0,,,9
31,2100,3,signal,177,0,,,35
31,2250,1,ramp,94,0,,,37
31,2250,1,signal,236,0,,,48
31,2250,2,ramp,41,0,,,14
31,2250,2,signal,417,0,,,54
31,2250,3,ramp,70,0,,,16
31,2250,3,signal,177,0,,,31
31,2400,1,ramp,97,0,,,36
31,2400,1,signal,210,0,,,48
31,2400,2,ramp,39,0,,,10
31,2400,2,signal,251,0,,,55
31,2400,3,ramp,37,0,,,10
31,2400,3,signal,199,0,,,38
31,2550,1,ramp,101,0,,,40
31,2550,1,signal,182,0,,,37
31,2550,2,ramp,41,0,,,16
31,2550,2,signal,311,0,,,37
31,2550,3,ramp,39,0,,,11
31,2550,3,signal,136,0,,,21
31,2700,1,ramp,72,0,,,31
31,2700,1,signal,304,0,,,60
31,2700,2,ramp,48,4,729.9299926757812,729.9299926757812,14
31,2700,2,signal,288,0,,,59
31,2700,3,ramp,32,0,,,9
31,2700,3,signal,229,0,,,47
31,2850,1,ramp,132,0,,,44
31,2850,1,signal,285,0,,,56
31,2850,2,ramp,38,1,407.0899963378906,407.0899963378906,14
31,2850,2,signal,403,0,,,56
31,2850,3,ramp,48,0,,,11
31,2850,3,signal,129,0,,,30
31,3000,1,ramp,138,2,620.030029296875,626.5499877929688,43
31,3000,1,signal,371,0,,,75
31,3000,2,ramp,48,0,,,17
31,3000,2,signal,393,0,,,76
31,3000,3,ramp,60,0,,,12
31,3000,3,signal,291,0,,,51
31,3150,1,ramp,70,1,364.3999938964844,364.3999938964844,36
31,3150,1,signal,461,0,,,90
31,3150,2,ramp,25,0,,,12
31,3150,2,signal,452,0,,,92
31,3150,3,ramp,36,0,,,10
31,3150,3,signal,347,0,,,71
31,3300,1,ramp,119,0,,,37
31,3300,1,signal,421,0,,,70
31,3300,2,ramp,35,2,729.9299926757812,729.9299926757812,12
31,3300,2,signal,411,0,,,70
31,3300,3,ramp,60,0,,,13
31,3300,3,signal,316,0,,,51
31,3450,1,ramp,123,2,327.6600036621094,350.2699890136719,36
31,3450,1,signal,437,1,404.04998779296875,404.04998779296875,95
31,3450,2,ramp,75,13,389.75,407.0899963378906,20
31,3450,2,signal,530,1,384.4800109863281,384.4800109863281,99
31,3450,3,ramp,73,12,382.2099914550781,399.5899963378906,13
31,3450,3,signal,279,0,,,56
31,3600,1,ramp,139,0,,,40
31,3600,1,signal,441,0,,,81
31,3600,2,ramp,40,0,,,14
31,3600,2,signal,451,0,,,69
31,3600,3,ramp,27,0,,,9
31,3600,3,signal,326,0,,,52
31,3750,1,ramp,62,0,,,30
31,3750,1,signal,260,0,,,49
31,3750,2,ramp,31,1,407.0899963378906,407.0899963378906,13
31,3750,2,signal,230,0,,,37
31,3750,3,ramp,50,0,,,11
31,3750,3,signal,107,0,,,23
31,3900,1,ramp,76,0,,,34
31,3900,1,signal,132,0,,,37
31,3900,2,ramp,27,0,,,10
31,3900,2,signal,309,0,,,35
31,3900,3,ramp,36,0,,,9
31,3900,3,signal,125,0,,,21
31,4050,1,ramp,109,0,,,35
31,4050,1,signal,227,0,,,48
31,4050,2,ramp,50,3,401.54998779296875,729.9299926757812,15
31,4050,2,signal,320,0,,,60
31,4050,3,ramp,30,0,,,9
31,4050,3,signal,230,0,,,47
31,4200,1,ramp,98,0,,,27
31,4200,1,signal,204,0,,,40
31,4200,2,ramp,41,0,,,11
31,4200,2,signal,299,0,,,47
31,4200,3,ramp,25,0,,,5
31,4200,3,signal,242,0,,,39
31,4350,1,ramp,74,0,,,34
31,4350,1,signal,259,0,,,60
31,4350,2,ramp,33,0,,,13
31,4350,2,signal,289,0,,,58
31,4350,3,ramp,33,0,,,9
31,4350,3,signal,229,0,,,36
31,4500,1,ramp,183,4,373.0799865722656,397.2900085449219,42
31,4500,1,signal,325,0,,,68
31,4500,2,ramp,82,2,406.6000061035156,407.0899963378906,19
31,4500,2,signal,384,0,,,72
31,4500,3,ramp,32,0,,,9
31,4500,3,signal,225,0,,,52
31,4650,1,ramp,99,0,,,26
31,4650,1,signal,360,0,,,74
31,4650,2,ramp,25,0,,,7
31,4650,2,signal,421,0,,,77
31,4650,3,ramp,18,0,,,8
31,4650,3,signal,255,0,,,55
31,4800,1,ramp,59,0,,,22
31,4800,1,signal,326,0,,,64
31,4800,2,ramp,19,0,,,10
31,4800,2,signal,276,0,,,55
31,4800,3,ramp,39,0,,,9
31,4800,3,signal,194,0,,,43
31,4950,1,ramp,74,0,,,23
31,4950,1,signal,268,0,,,60
31,4950,2,ramp,24,0,,,9
31,4950,2,signal,255,0,,,42
31,4950,3,ramp,34,0,,,10
31,4950,3,signal,144,0,,,33
31,5100,1,ramp,133,0,,,38
31,5100,1,signal,265,0,,,49
31,5100,2,ramp,43,0,,,18
31,5100,2,signal,318,0,,,48
31,5100,3,ramp,47,0,,,15
31,5100,3,signal,140,0,,,34
31,5250,1,ramp,77,0,,,29
31,5250,1,signal,213,0,,,44
31,5250,2,ramp,28,0,,,12
31,5250,2,signal,270,0,,,36
31,5250,3,ramp,28,0,,,10
31,5250,3,signal,100,0,,,24
32,0,1,ramp,191,0,,,18
32,0,1,signal,35,3,1947.81005859375,1954.010009765625,8
32,0,2,ramp,211,0,,,23
32,0,2,signal,33,0,,,4
32,0,3,ramp,146,0,,,14
32,0,3,signal,42,0,,,4
32,150,1,ramp,274,0,,,33
32,150,1,signal,265,73,1895.1600341796875,1954.2099609375,49
32,150,2,ramp,304,0,,,40
32,150,2,signal,211,67,1906.77001953125,1954.1800537109375,48
32,150,3,ramp,232,0,,,25
32,150,3,signal,198,77,1910.4100341796875,1953.93994140625,28
32,300,1,ramp,282,0,,,31
32,300,1,signal,514,219,1275.8299560546875,1954.239990234375,60
32,300,2,ramp,282,0,,,37
32,300,2,signal,496,213,1818.4300537109375,1954.1800537109375,80
32,300,3,ramp,262,0,,,24
32,300,3,signal,546,335,1812.5899658203125,1954.2099609375,53
32,450,1,ramp,240,0,,,28
32,450,1,signal,658,370,1725.97998046875,1954.239990234375,75
32,450,2,ramp,233,0,,,26
32,450,2,signal,698,388,1717.800048828125,1954.1199951171875,85
32,450,3,ramp,108,0,,,14
32,450,3,signal,829,566,1725.1500244140625,1953.969970703125,56
32,600,1,ramp,284,0,,,31
32,600,1,signal,1112,815,1602.3699951171875,1954.3199462890625,90
32,600,2,ramp,321,0,,,37
32,600,2,signal,1014,656,1592.449951171875,1954.050048828125,105
32,600,3,ramp,202,0,,,20
32,600,3,signal,1141,901,1610.68994140625,1953.9000244140625,61
32,750,1,ramp,252,0,,,37
32,750,1,signal,1390,1049,1546.1500244140625,1954.3199462890625,98
32,750,2,ramp,205,0,,,32
32,750,2,signal,1292,872,1551.8699951171875,1954.030029296875,105
32,750,3,ramp,180,0,,,17
32,750,3,signal,1373,1057,1564.4100341796875,1954.1400146484375,76
32,900,1,ramp,318,0,,,35
32,900,1,signal,1718,1295,1497.8199462890625,1954.239990234375,109
32,900,2,ramp,321,0,,,41
32,900,2,signal,1497,1135,1501.6199951171875,1954.050048828125,110
32,900,3,ramp,233,0,,,25
32,900,3,signal,1606,1308,1507.6300048828125,1954.1400146484375,78
32,1050,1,ramp,451,0,,,56
32,1050,1,signal,1720,1375,1448.9200439453125,1954.260009765625,108
32,1050,2,ramp,411,0,,,58
32,1050,2,signal,1777,1316,1446.8800048828125,1954.1400146484375,111
32,1050,3,ramp,288,0,,,28
32,1050,3,signal,1860,1413,1448.530029296875,1954.260009765625,81
32,1200,1,ramp,346,1,1273.6800537109375,1273.6800537109375,49
32,1200,1,signal,1789,1337,1425.5400390625,1954.260009765625,105
32,1200,2,ramp,282,0,,,39
32,1200,2,signal,1881,1406,1423.31005859375,1954.1400146484375,110
32,1200,3,ramp,213,0,,,22
32,1200,3,signal,1935,1498,1433.0400390625,1954.0799560546875,90
32,1350,1,ramp,309,1,1275.199951171875,1275.199951171875,36
32,1350,1,signal,1861,1407,1409.780029296875,1954.18994140625,114
32,1350,2,ramp,317,0,,,41
32,1350,2,signal,1992,1538,1414.300048828125,1954.1600341796875,125
32,1350,3,ramp,226,0,,,24
32,1350,3,signal,2071,1634,1410.5,1953.7900390625,91
32,1500,1,ramp,370,0,,,43
32,1500,1,signal,2061,1626,1272.1400146484375,1954.239990234375,110
32,1500,2,ramp,308,0,,,43
32,1500,2,signal,2149,1663,1330.52001953125,1954.4300537109375,120
32,1500,3,ramp,274,0,,,28
32,1500,3,signal,2228,1775,1340.969970703125,1953.9599609375,93
32,1650,1,ramp,338,5,1274.3800048828125,1326.469970703125,41
32,1650,1,signal,2226,1783,1324.31005859375,1954.239990234375,123
32,1650,2,ramp,315,0,,,39
32,1650,2,signal,2175,1642,1298.1700439453125,1954.4300537109375,119
32,1650,3,ramp,251,0,,,26
32,1650,3,signal,2389,1969,1336.2900390625,1953.8399658203125,97
32,1800,1,ramp,450,38,1252.8199462890625,1313.1600341796875,52
32,1800,1,signal,2309,1889,1271.9000244140625,1954.300048828125,117
32,1800,2,ramp,382,0,,,45
32,1800,2,signal,2375,1824,1294.280029296875,1954.27001953125,117
32,1800,3,ramp,343,0,,,32
32,1800,3,signal,2388,1993,1304.8900146484375,1954.02001953125,95
32,1950,1,ramp,437,47,1250.469970703125,1323.5699462890625,45
32,1950,1,signal,2297,1862,1293.0,1954.300048828125,119
32,1950,2,ramp,313,0,,,41
32,1950,2,signal,2326,1779,1305.72998046875,1953.97998046875,121
32,1950,3,ramp,239,0,,,26
32,1950,3,signal,2532,2074,1310.1700439453125,1953.93994140625,95
32,2100,1,ramp,489,86,1256.219970703125,1326.77001953125,43
32,2100,1,signal,2435,1914,1271.3900146484375,1954.22998046875,125
32,2100,2,ramp,346,0,,,46
32,2100,2,signal,2361,1771,1288.1700439453125,1954.31005859375,133
32,2100,3,ramp,331,0,,,36
32,2100,3,signal,2598,2123,1298.199951171875,1953.8199462890625,106
32,2250,1,ramp,535,172,1211.3199462890625,1322.800048828125,41
32,2250,1,signal,2442,1942,1287.9300537109375,1954.22998046875,124
32,2250,2,ramp,407,1,1325.6400146484375,1325.6400146484375,55
32,2250,2,signal,2331,1770,1283.7099609375,1954.31005859375,123
32,2250,3,ramp,357,0,,,35
32,2250,3,signal,2567,2047,1293.5699462890625,1953.9300537109375,104
32,2400,1,ramp,461,77,1250.550048828125,1328.1400146484375,44
32,2400,1,signal,2401,1938,1270.3199462890625,1954.3299560546875,116
32,2400,2,ramp,372,0,,,56
32,2400,2,signal,2263,1771,1291.1199951171875,1953.8599853515625,115
32,2400,3,ramp,338,0,,,40
32,2400,3,signal,2451,1994,1298.31005859375,1953.72998046875,94
32,2550,1,ramp,423,63,1255.4599609375,1314.9599609375,39
32,2550,1,signal,2437,1977,1285.8599853515625,1954.3299560546875,118
32,2550,2,ramp,386,7,1290.8900146484375,1324.510009765625,51
32,2550,2,signal,2287,1769,1288.02001953125,1953.8599853515625,134
32,2550,3,ramp,317,0,,,31
32,2550,3,signal,2447,1980,1290.0400390625,1953.97998046875,98
32,2700,1,ramp,380,48,1272.27001953125,1313.81005859375,38
32,2700,1,signal,2406,1994,1270.68994140625,1954.050048828125,124
32,2700,2,ramp,354,0,,,49
32,2700,2,signal,2348,1812,1271.239990234375,1954.1300048828125,129
32,2700,3,ramp,296,0,,,30
32,2700,3,signal,2428,1934,1293.4200439453125,1953.8699951171875,94
32,2850,1,ramp,470,181,1261.9100341796875,1324.6700439453125,35
32,2850,1,signal,2409,1982,1270.469970703125,1954.260009765625,122
32,2850,2,ramp,258,0,,,35
32,2850,2,signal,2248,1650,1271.010009765625,1954.1300048828125,129
32,2850,3,ramp,204,0,,,21
32,2850,3,signal,2514,2036,1282.489990234375,1954.1500244140625,104
32,3000,1,ramp,237,28,1274.7900390625,1326.6800537109375,26
32,3000,1,signal,2485,2043,1271.530029296875,1954.4200439453125,122
32,3000,2,ramp,217,0,,,30
32,3000,2,signal,2229,1671,1282.93994140625,1954.1099853515625,122
32,3000,3,ramp,158,0,,,17
32,3000,3,signal,2505,2044,1285.5400390625,1954.3900146484375,99
32,3150,1,ramp,428,95,1254.280029296875,1325.8699951171875,38
32,3150,1,signal,2497,2092,1271.5,1954.4200439453125,123
32,3150,2,ramp,362,0,,,42
32,3150,2,signal,2505,1991,1276.22998046875,1954.1700439453125,124
32,3150,3,ramp,218,0,,,22
32,3150,3,signal,2409,1802,1288.9300537109375,1953.9000244140625,93
32,3300,1,ramp,402,102,1262.949951171875,1328.4100341796875,41
32,3300,1,signal,2500,1981,1270.8699951171875,1954.3900146484375,129
32,3300,2,ramp,327,0,,,39
32,3300,2,signal,2379,1845,1283.3599853515625,1954.1700439453125,136
32,3300,3,ramp,240,0,,,26
32,3300,3,signal,2494,1972,1286.8599853515625,1954.199951171875,103
32,3450,1,ramp,313,31,1256.0400390625,1311.5,37
32,3450,1,signal,2607,2121,1271.7099609375,1954.3900146484375,130
32,3450,2,ramp,369,0,,,44
32,3450,2,signal,2407,1918,1286.7099609375,1954.1700439453125,123
32,3450,3,ramp,283,0,,,27
32,3450,3,signal,2488,1915,1298.760009765625,1953.75,100
32,3600,1,ramp,426,110,1238.81005859375,1328.989990234375,38
32,3600,1,signal,2529,2036,1270.449951171875,1954.3699951171875,119
32,3600,2,ramp,279,0,,,39
32,3600,2,signal,2419,1899,1274.1500244140625,1954.0799560546875,127
32,3600,3,ramp,252,0,,,26
32,3600,3,signal,2606,2136,1283.0799560546875,1954.0999755859375,104
32,3750,1,ramp,277,63,1266.2099609375,1328.699951171875,31
32,3750,1,signal,2495,2128,1270.72998046875,1954.3699951171875,118
32,3750,2,ramp,201,0,,,27
32,3750,2,signal,2324,1846,1297.77001953125,1954.050048828125,118
32,3750,3,ramp,160,0,,,18
32,3750,3,signal,2436,1941,1301.489990234375,1954.0,96
32,3900,1,ramp,307,55,1262.5699462890625,1325.3699951171875,28
32,3900,1,signal,2339,1922,1269.27001953125,1954.280029296875,126
32,3900,2,ramp,240,0,,,30
32,3900,2,signal,2345,1817,1280.06005859375,1954.0999755859375,128
32,3900,3,ramp,176,0,,,17
32,3900,3,signal,2601,2128,1283.81005859375,1953.8599853515625,106
32,4050,1,ramp,255,61,1266.3399658203125,1325.25,22
32,4050,1,signal,2257,1878,1283.4000244140625,1954.0999755859375,113
32,4050,2,ramp,185,1,1304.9300537109375,1304.9300537109375,23
32,4050,2,signal,2276,1743,1304.5400390625,1954.1600341796875,124
32,4050,3,ramp,117,0,,,11
32,4050,3,signal,2505,2015,1307.8900146484375,1954.25,99
32,4200,1,ramp,268,50,1264.260009765625,1316.699951171875,24
32,4200,1,signal,2221,1765,1273.1400146484375,1954.22998046875,113
32,4200,2,ramp,243,0,,,28
32,4200,2,signal,2243,1730,1299.469970703125,1954.1600341796875,121
32,4200,3,ramp,197,0,,,16
32,4200,3,signal,2404,1994,1304.219970703125,1954.050048828125,96
32,4350,1,ramp,346,71,1269.9300537109375,1327.8900146484375,30
32,4350,1,signal,2200,1802,1270.6099853515625,1954.3499755859375,117
32,4350,2,ramp,233,0,,,30
32,4350,2,signal,2413,1854,1274.4100341796875,1954.2900390625,135
32,4350,3,ramp,225,0,,,21
32,4350,3,signal,2488,2079,1293.239990234375,1954.2099609375,100
32,4500,1,ramp,292,95,1283.780029296875,1328.6600341796875,26
32,4500,1,signal,2205,1791,1270.4300537109375,1954.3499755859375,120
32,4500,2,ramp,185,0,,,26
32,4500,2,signal,2401,1906,1278.719970703125,1954.300048828125,131
32,4500,3,ramp,106,0,,,12
32,4500,3,signal,2559,2046,1297.3499755859375,1953.6800537109375,103
32,4650,1,ramp,241,18,1273.0999755859375,1321.5,20
32,4650,1,signal,2280,1841,1270.4100341796875,1954.300048828125,124
32,4650,2,ramp,214,0,,,22
32,4650,2,signal,2468,1972,1282.2900390625,1954.300048828125,120
32,4650,3,ramp,101,0,,,8
32,4650,3,signal,2596,2033,1286.6800537109375,1953.8800048828125,101
32,4800,1,ramp,247,75,1264.47998046875,1317.8599853515625,17
32,4800,1,signal,2312,1937,1271.7900390625,1954.31005859375,109
32,4800,2,ramp,169,0,,,22
32,4800,2,signal,2354,1885,1292.449951171875,1954.1500244140625,128
32,4800,3,ramp,115,0,,,11
32,4800,3,signal,2614,2170,1286.1700439453125,1954.1199951171875,107
32,4950,1,ramp,244,66,1264.47998046875,1323.530029296875,20
32,4950,1,signal,2424,1939,1281.780029296875,1954.31005859375,127
32,4950,2,ramp,206,13,1310.6800537109375,1311.0999755859375,25
32,4950,2,signal,2439,2024,1279.1600341796875,1954.219970703125,119
32,4950,3,ramp,133,0,,,15
32,4950,3,signal,2401,1952,1292.239990234375,1954.1500244140625,95
32,5100,1,ramp,242,60,1255.3699951171875,1317.18994140625,20
32,5100,1,signal,2487,2090,1272.0799560546875,1954.1199951171875,130
32,5100,2,ramp,182,0,,,25
32,5100,2,signal,2400,1919,1283.280029296875,1954.219970703125,130
32,5100,3,ramp,126,0,,,11
32,5100,3,signal,2417,1938,1285.7900390625,1954.1199951171875,94
32,5250,1,ramp,159,61,1262.22998046875,1319.5799560546875,10
32,5250,1,signal,2513,1991,1270.3299560546875,1954.3299560546875,134
32,5250,2,ramp,97,0,,,13
32,5250,2,signal,2344,1796,1296.2900390625,1954.1800537109375,131
32,5250,3,ramp,42,0,,,5
32,5250,3,signal,2470,2007,1306.02001953125,1953.8699951171875,103
68,150,1,ramp,4,0,,,4
68,150,1,signal,305,0,,,62
68,150,2,ramp,3,0,,,3
68,150,2,signal,190,0,,,38
68,150,3,ramp,7,0,,,4
68,150,3,signal,69,0,,,16
68,150,4,signal,31,0,,,7
68,300,1,ramp,47,2,235.5500030517578,350.7099914550781,15
68,300,1,signal,439,1,246.5500030517578,246.5500030517578,90
68,300,2,ramp,38,6,327.6400146484375,347.0,18
68,300,2,signal,322,3,334.3599853515625,339.3299865722656,81
68,300,3,ramp,19,0,,,11
68,300,3,signal,257,1,339.5,339.5,57
68,300,4,ramp,17,0,,,7
68,300,4,signal,215,0,,,36
68,450,1,ramp,56,1,239.38999938964844,239.38999938964844,19
68,450,1,signal,518,0,,,115
68,450,2,ramp,21,2,240.00999450683594,346.8399963378906,16
68,450,2,signal,429,0,,,100
68,450,3,ramp,24,0,,,11
68,450,3,signal,342,0,,,82
68,450,4,ramp,19,0,,,7
68,450,4,signal,276,0,,,55
68,600,1,ramp,73,1,310.7799987792969,310.7799987792969,21
68,600,1,signal,526,3,238.52000427246094,302.5199890136719,92
68,600,2,ramp,83,16,285.20001220703125,347.0,25
68,600,2,signal,427,0,,,106
68,600,3,ramp,27,2,339.5,340.1499938964844,17
68,600,3,signal,382,1,335.44000244140625,335.44000244140625,81
68,600,4,ramp,36,3,334.5,334.5,14
68,600,4,signal,334,0,,,51
68,750,1,ramp,123,8,219.5399932861328,301.5400085449219,32
68,750,1,signal,415,5,237.72000122070312,339.9599914550781,104
68,750,2,ramp,80,9,316.9800109863281,346.2099914550781,35
68,750,2,signal,410,2,324.1600036621094,328.0899963378906,111
68,750,3,ramp,45,5,334.1400146484375,339.5,22
68,750,3,signal,354,0,,,88
68,750,4,ramp,31,0,,,13
68,750,4,signal,351,0,,,68
68,900,1,ramp,119,5,14.84000015258789,340.2099914550781,30
68,900,1,signal,445,4,237.72000122070312,346.489990234375,102
68,900,2,ramp,68,4,327.3599853515625,346.9599914550781,32
68,900,2,signal,393,3,326.7300109863281,341.3299865722656,103
68,900,3,ramp,36,3,339.5,339.95001220703125,20
68,900,3,signal,338,3,333.760009765625,339.5,85
68,900,4,ramp,26,0,,,12
68,900,4,signal,253,0,,,52
68,1050,1,ramp,132,10,207.52000427246094,307.67999267578125,31
68,1050,1,signal,459,0,,,106
68,1050,2,ramp,88,1,327.8699951171875,327.8699951171875,43
68,1050,2,signal,389,1,7.650000095367432,7.650000095367432,101
68,1050,3,ramp,34,1,339.5,339.5,21
68,1050,3,signal,346,0,,,83
68,1050,4,ramp,27,0,,,15
68,1050,4,signal,390,0,,,61
68,1200,1,ramp,121,7,211.42999267578125,312.3500061035156,31
68,1200,1,signal,373,1,239.47000122070312,239.47000122070312,86
68,1200,2,ramp,47,7,328.3900146484375,347.0,26
68,1200,2,signal,395,0,,,90
68,1200,3,ramp,25,2,339.5,339.5,15
68,1200,3,signal,305,3,333.44000244140625,333.75,62
68,1200,4,ramp,30,3,334.5,334.5,9
68,1200,4,signal,351,0,,,51
68,1350,1,ramp,129,12,205.77000427246094,298.6300048828125,29
68,1350,1,signal,514,3,5.300000190734863,240.9499969482422,97
68,1350,2,ramp,67,2,346.8399963378906,347.0,35
68,1350,2,signal,359,1,337.010009765625,337.010009765625,93
68,1350,3,ramp,41,1,339.5,339.5,20
68,1350,3,signal,298,0,,,77
68,1350,4,ramp,27,0,,,11
68,1350,4,signal,311,0,,,61
68,1500,1,ramp,232,61,155.75,350.9700012207031,38
68,1500,1,signal,358,13,164.0500030517578,322.8800048828125,80
68,1500,2,ramp,157,38,258.5,347.0,43
68,1500,2,signal,265,3,252.36000061035156,318.1000061035156,67
68,1500,3,ramp,84,14,312.9200134277344,339.5,27
68,1500,3,signal,283,2,243.10000610351562,316.20001220703125,61
68,1500,4,ramp,55,1,334.5,334.5,21
68,1500,4,signal,264,0,,,50
68,1650,1,ramp,323,87,179.4499969482422,339.010009765625,46
68,1650,1,signal,407,23,232.4600067138672,335.4700012207031,81
68,1650,2,ramp,273,110,231.07000732421875,347.45001220703125,55
68,1650,2,signal,257,8,322.9100036621094,337.8399963378906,63
68,1650,3,ramp,137,71,297.3699951171875,339.5,32
68,1650,3,signal,254,11,322.69000244140625,339.95001220703125,47
68,1650,4,ramp,49,5,334.5,334.5,18
68,1650,4,signal,310,20,312.05999755859375,329.1099853515625,44
68,1800,1,ramp,183,20,197.60000610351562,350.79998779296875,38
68,1800,1,signal,473,12,201.2100067138672,335.9200134277344,107
68,1800,2,ramp,223,78,278.3599853515625,347.0,53
68,1800,2,signal,382,16,278.9800109863281,342.44000244140625,97
68,1800,3,ramp,163,93,297.70001220703125,339.9100036621094,34
68,1800,3,signal,307,1,272.05999755859375,272.05999755859375,75
68,1800,4,ramp,34,1,334.95001220703125,334.95001220703125,17
68,1800,4,signal,266,0,,,56
68,1950,1,ramp,149,28,221.58999633789062,351.8900146484375,30
68,1950,1,signal,522,10,238.4600067138672,298.2200012207031,92
68,1950,2,ramp,172,100,292.510009765625,347.45001220703125,38
68,1950,2,signal,460,46,282.4200134277344,347.0,93
68,1950,3,ramp,124,75,303.4700012207031,339.8399963378906,24
68,1950,3,signal,324,19,296.739990234375,333.0799865722656,76
68,1950,4,ramp,32,0,,,15
68,1950,4,signal,312,2,291.989990234375,313.8900146484375,58
68,2100,1,ramp,161,32,2.7300000190734863,348.8999938964844,30
68,2100,1,signal,540,2,246.1699981689453,328.82000732421875,125
68,2100,2,ramp,298,182,249.5399932861328,347.45001220703125,45
68,2100,2,signal,357,2,287.8999938964844,293.95001220703125,93
68,2100,3,ramp,154,86,276.1300048828125,339.5,30
68,2100,3,signal,308,24,326.9700012207031,339.5,70
68,2100,4,ramp,33,0,,,16
68,2100,4,signal,305,0,,,57
68,2250,1,ramp,259,65,4.159999847412109,351.29998779296875,44
68,2250,1,signal,460,17,218.88999938964844,334.9599914550781,89
68,2250,2,ramp,232,64,240.41000366210938,347.0,65
68,2250,2,signal,326,33,230.36000061035156,340.9599914550781,73
68,2250,3,ramp,236,145,276.1300048828125,339.5,40
68,2250,3,signal,245,2,339.5,339.5,59
68,2250,4,ramp,42,0,,,20
68,2250,4,signal,322,0,,,43
68,2400,1,ramp,220,42,182.41000366210938,350.20001220703125,31
68,2400,1,signal,463,16,239.14999389648438,345.32000732421875,89
68,2400,2,ramp,390,285,206.30999755859375,347.45001220703125,53
68,2400,2,signal,288,0,,,66
68,2400,3,ramp,183,126,299.2900085449219,339.5,29
68,2400,3,signal,282,21,315.25,339.5,59
68,2400,4,ramp,25,0,,,12
68,2400,4,signal,254,0,,,43
68,2550,1,ramp,238,68,2.4000000953674316,336.0899963378906,39
68,2550,1,signal,499,28,237.97000122070312,351.69000244140625,91
68,2550,2,ramp,327,183,206.30999755859375,347.6400146484375,52
68,2550,2,signal,311,11,290.6000061035156,315.3399963378906,77
68,2550,3,ramp,153,99,109.91999816894531,339.95001220703125,29
68,2550,3,signal,240,0,,,55
68,2550,4,ramp,27,0,,,13
68,2550,4,signal,242,0,,,45
68,2700,1,ramp,198,28,205.7100067138672,344.5799865722656,42
68,2700,1,signal,429,1,257.8399963378906,257.8399963378906,89
68,2700,2,ramp,159,55,255.7899932861328,347.0,45
