link,bin,seg,rows,stopped,mean_speed
2,1050,300,185,0,112.31027
2,1050,400,182,0,111.33775
2,1050,500,204,0,110.32588
2,1050,600,181,0,109.45828
2,1050,700,198,0,108.91394
2,1050,800,197,0,109.74782
2,1050,900,182,0,109.69181
2,1050,1000,198,0,109.26313
2,1050,1100,185,0,107.541245
2,1050,1200,198,0,102.90313
2,1050,1300,212,1,97.319016
2,1050,1400,255,13,82.60941
2,1050,1500,304,13,62.45918
2,1050,1600,364,53,49.660355
2,1050,1700,399,76,42.783306
2,1050,1800,466,87,34.841328
2,1050,1900,398,47,44.262264
2,1050,2000,192,8,67.06818
2,1050,2100,156,0,82.58955
2,1050,2200,152,0,83.26046
2,1050,2300,145,0,82.60613
2,1050,2400,150,0,87.76006
2,1050,2500,143,0,83.11014
2,1050,2600,148,0,87.62629
2,1050,2700,129,0,97.772484
2,1050,2800,123,0,101.81943
2,1050,2900,129,0,107.08178
2,1050,3000,124,0,110.417496
2,1050,3100,120,0,113.9195
2,1050,3200,115,0,112.30331
2,1050,3300,129,0,112.12969
2,1050,3400,122,0,109.543686
2,1050,3500,125,0,113.01528
2,1050,3600,120,0,113.177246
2,1050,3700,107,0,113.86766
2,1050,3800,119,0,113.75513
2,1050,3900,112,0,114.10759
2,1050,4000,103,0,114.444756
2,1050,4100,76,0,113.718414
2,1050,4200,86,0,116.37826
2,1050,4300,80,0,111.256874
2,1050,4400,135,4,77.944145
2,1050,4500,92,0,85.25783
2,1050,4600,85,0,86.076
2,1200,0,173,0,112.71745
2,1200,100,186,0,113.84817
2,1200,200,176,0,112.508125
2,1200,300,194,0,113.15114
2,1200,400,172,0,111.9146
2,1200,500,189,0,110.619675
2,1200,600,187,0,112.363365
2,1200,700,175,0,111.711945
2,1200,800,200,0,106.074554
2,1200,900,273,10,72.55242
2,1200,1000,449,60,42.89871
2,1200,1100,515,80,32.863438
2,1200,1200,498,72,33.215763
2,1200,1300,501,54,31.367725
2,1200,1400,443,60,35.214584
2,1200,1500,407,62,40.507324
2,1200,1600,375,58,40.866932
2,1200,1700,337,68,45.45223
2,1200,1800,348,63,45.811954
2,1200,1900,365,67,46.044136
2,1200,2000,207,9,66.34734
2,1200,2100,176,0,77.40427
2,1200,2200,191,2,75.07278
2,1200,2300,201,0,76.506714
2,1200,2400,204,0,74.15883
2,1200,2500,224,0,67.10197
2,1200,2600,214,0,68.075
2,1200,2700,170,0,84.133766
2,1200,2800,152,0,94.188416
2,1200,2900,141,0,100.23461
2,1200,3000,124,0,105.09532
2,1200,3100,124,0,108.1825
2,1200,3200,120,0,108.78958
2,1200,3300,128,0,109.04844
2,1200,3400,132,0,106.68894
2,1200,3500,134,0,104.04351
2,1200,3600,136,0,99.1767
2,1200,3700,144,0,101.21868
2,1200,3800,147,0,103.15293
2,1200,3900,139,0,104.8977
2,1200,4000,124,0,106.35967
2,1200,4100,100,0,108.4309
2,1200,4200,102,0,113.00853
2,1200,4300,98,0,109.75368
2,1200,4400,180,3,73.22517
2,1200,4500,128,0,78.19961
2,1200,4600,117,0,75.396324
2,1350,0,181,0,111.3
2,1350,100,190,0,110.937416
2,1350,200,179,0,110.18743
2,1350,300,201,0,109.42155
2,1350,400,209,1,97.51995
2,1350,500,347,56,56.322796
2,1350,600,473,99,38.30666
2,1350,700,527,121,30.895294
2,1350,800,735,219,20.514109
2,1350,900,851,282,16.352785
2,1350,1000,881,303,16.250692
2,1350,1100,702,184,19.757963
2,1350,1200,595,175,23.228151
2,1350,1300,473,141,28.856047
2,1350,1400,354,83,38.57876
2,1350,1500,274,38,51.12741
2,1350,1600,237,21,62.03671
2,1350,1700,196,9,66.53332
2,1350,1800,230,21,58.325954
2,1350,1900,236,14,60.42661
2,1350,2000,118,0,84.53661
2,1350,2100,112,0,89.29241
2,1350,2200,114,0,85.614655
2,1350,2300,112,0,90.190445
2,1350,2400,137,0,84.59861
2,1350,2500,115,0,83.095474
2,1350,2600,120,0,87.646164
2,1350,2700,100,0,101.175804
2,1350,2800,103,0,109.201256
2,1350,2900,101,0,113.98267
2,1350,3000,100,0,116.3608
2,1350,3100,104,0,116.551926
2,1350,3200,98,0,116.77061
2,1350,3300,100,0,116.9806
2,1350,3400,104,0,116.465485
2,1350,3500,107,0,115.743454
2,1350,3600,96,0,116.5199
2,1350,3700,103,0,115.4565
2,1350,3800,102,0,115.96784
2,1350,3900,106,0,112.344055
2,1350,4000,111,0,112.851265
2,1350,4100,78,0,113.31244
2,1350,4200,84,0,114.579285
2,1350,4300,84,0,111.75952
2,1350,4400,124,2,81.494354
2,1350,4500,83,0,89.499275
2,1350,4600,72,0,91.38167
2,1500,0,197,0,95.12888
2,1500,100,267,12,73.08464
2,1500,200,382,40,47.7061
2,1500,300,570,105,28.75637
2,1500,400,781,208,18.728027
2,1500,500,874,287,16.397036
2,1500,600,871,258,15.750471
2,1500,700,811,210,17.607965
2,1500,800,788,228,18.869251
2,1500,900,776,196,19.639769
2,1500,1000,761,155,20.604074
2,1500,1100,607,110,26.700872
2,1500,1200,569,97,28.651388
2,1500,1300,428,33,39.58152
2,1500,1400,359,35,44.02103
2,1500,1500,303,20,54.652374
2,1500,1600,248,13,61.060562
2,1500,1700,268,24,52.708508
2,1500,1800,286,42,49.106396
2,1500,1900,348,74,40.08917
2,1500,2000,132,10,72.98712
2,1500,2100,100,0,93.0646
2,1500,2200,113,0,90.939384
2,1500,2300,130,0,82.158615
2,1500,2400,133,0,81.064514
2,1500,2500,131,0,79.911224
2,1500,2600,124,0,87.54443
2,1500,2700,104,0,103.63097
2,1500,2800,86,0,110.84535
2,1500,2900,87,0,112.77689
2,1500,3000,92,0,114.85195
2,1500,3100,75,0,113.282005
2,1500,3200,84,0,116.951675
2,1500,3300,71,0,115.911835
2,1500,3400,77,0,118.244545
2,1500,3500,84,0,116.65179
2,1500,3600,84,0,116.24274
2,1500,3700,86,0,116.56116
2,1500,3800,89,0,115.09888
2,1500,3900,98,0,113.16562
2,1500,4000,82,0,113.77671
2,1500,4100,67,0,117.8212
2,1500,4200,60,0,115.7755
2,1500,4300,72,0,113.02611
2,1500,4400,104,1,82.46337
2,1500,4500,67,0,89.354774
2,1500,4600,69,0,92.8687
2,1650,0,665,186,20.664015
2,1650,100,800,258,18.158562
2,1650,200,869,282,16.47305
2,1650,300,779,206,20.091566
2,1650,400,712,140,23.03174
2,1650,500,704,102,24.077797
2,1650,600,764,132,21.698978
2,1650,700,685,123,23.706366
2,1650,800,702,170,22.186638
2,1650,900,832,242,18.104424
2,1650,1000,804,207,17.863173
2,1650,1100,623,123,22.604977
2,1650,1200,491,58,29.728676
2,1650,1300,436,62,32.187363
2,1650,1400,400,71,35.392525
2,1650,1500,414,100,33.88367
2,1650,1600,470,178,25.660404
2,1650,1700,459,193,24.311394
2,1650,1800,411,176,25.765182
2,1650,1900,387,134,30.535141
2,1650,2000,139,18,62.887268
2,1650,2100,112,0,81.063576
2,1650,2200,118,0,84.29339
2,1650,2300,100,0,88.2936
2,1650,2400,100,0,91.012405
2,1650,2500,100,0,90.7221
2,1650,2600,94,0,93.25968
2,1650,2700,97,0,98.601654
2,1650,2800,104,0,108.495575
2,1650,2900,86,0,111.548485
2,1650,3000,87,0,115.60253
2,1650,3100,95,0,116.214005
2,1650,3200,95,0,115.41147
2,1650,3300,88,0,114.73011
2,1650,3400,92,0,115.47163
2,1650,3500,88,0,114.94988
2,1650,3600,86,0,115.21512
2,1650,3700,103,0,114.22126
2,1650,3800,87,0,113.32333
2,1650,3900,96,0,115.012085
2,1650,4000,87,0,113.70551
2,1650,4100,70,0,116.19885
2,1650,4200,64,0,114.87266
2,1650,4300,63,0,113.13873
2,1650,4400,120,1,75.06316
2,1650,4500,82,0,82.600975
2,1650,4600,77,0,81.322334
2,1800,0,668,181,22.068188
2,1800,100,773,217,19.769197
2,1800,200,765,180,19.965698
2,1800,300,818,202,17.43242
2,1800,400,866,253,15.483811
2,1800,500,851,256,16.194912
2,1800,600,794,194,18.646473
2,1800,700,823,207,17.388275
2,1800,800,857,227,16.444096
2,1800,900,844,257,16.442429
2,1800,1000,838,260,16.428722
2,1800,1100,762,234,17.759384
2,1800,1200,706,260,17.604773
2,1800,1300,658,292,18.313921
2,1800,1400,563,248,20.86952
2,1800,1500,443,155,26.459278
2,1800,1600,364,97,32.096893
2,1800,1700,333,92,35.70171
2,1800,1800,382,105,33.87013
2,1800,1900,411,103,33.451313
2,1800,2000,169,20,58.665092
2,1800,2100,132,0,79.96561
2,1800,2200,137,0,80.85109
2,1800,2300,147,0,75.22674
2,1800,2400,156,0,75.68045
2,1800,2500,151,0,73.89795
2,1800,2600,135,0,80.065254
2,1800,2700,112,0,92.59143
2,1800,2800,111,0,101.46486
2,1800,2900,97,0,106.40021
2,1800,3000,92,0,108.16783
2,1800,3100,92,0,111.54468
2,1800,3200,98,0,112.63969
2,1800,3300,94,0,112.96458
2,1800,3400,101,0,111.71248
2,1800,3500,99,0,112.89959
2,1800,3600,94,0,112.69894
2,1800,3700,96,0,111.46094
2,1800,3800,103,0,112.1634
2,1800,3900,88,0,112.17954
2,1800,4000,90,0,113.83722
2,1800,4100,73,0,115.55849
2,1800,4200,61,0,115.324425
2,1800,4300,76,0,109.929214
2,1800,4400,158,3,61.370316
2,1800,4500,108,1,62.590553
2,1800,4600,82,0,65.38646
2,1950,0,825,262,14.957855
2,1950,100,852,259,16.363358
2,1950,200,848,246,16.680294
2,1950,300,854,273,16.214087
2,1950,400,831,246,17.306137
2,1950,500,839,280,15.795446
2,1950,600,952,358,13.14917
2,1950,700,900,317,13.808444
2,1950,800,992,419,12.090726
2,1950,900,1006,466,12.154901
2,1950,1000,987,405,12.384802
2,1950,1100,846,321,14.26344
2,1950,1200,735,272,16.254707
2,1950,1300,723,284,16.685257
2,1950,1400,627,257,18.88292
2,1950,1500,463,156,24.733606
2,1950,1600,321,92,32.401558
2,1950,1700,280,88,33.103394
2,1950,1800,279,65,35.542904
2,1950,1900,266,56,41.117744
2,1950,2000,122,3,64.56565
2,1950,2100,120,0,72.576416
2,1950,2200,123,0,69.09472
2,1950,2300,125,0,74.06544
2,1950,2400,122,0,70.37098
2,1950,2500,133,0,71.31203
2,1950,2600,137,0,69.76307
2,1950,2700,115,0,86.35043
2,1950,2800,95,0,97.78716
2,1950,2900,99,0,106.59485
2,1950,3000,97,0,111.06804
2,1950,3100,80,0,114.554
2,1950,3200,85,0,114.43341
2,1950,3300,88,0,114.641815
2,1950,3400,80,0,116.02025
2,1950,3500,79,0,117.98442
2,1950,3600,78,0,115.15051
2,1950,3700,84,0,116.35583
2,1950,3800,85,0,115.80435
2,1950,3900,79,0,116.4148
2,1950,4000,81,0,117.09012
2,1950,4100,55,0,115.72346
2,1950,4200,65,0,117.32785
2,1950,4300,57,0,114.36228
2,1950,4400,99,0,79.97283
2,1950,4500,88,0,86.869545
2,1950,4600,80,0,82.649124
2,2100,0,860,339,13.912325
2,2100,100,983,387,12.42238
2,2100,200,990,390,12.363596
2,2100,300,980,427,12.072439
2,2100,400,989,389,12.231517
2,2100,500,1012,395,12.091146
2,2100,600,991,404,12.076821
2,2100,700,965,385,12.662093
2,2100,800,935,369,13.169455
2,2100,900,901,363,13.975017
2,2100,1000,954,377,12.924497
2,2100,1100,814,289,16.029594
2,2100,1200,752,286,16.629002
2,2100,1300,682,248,18.432772
2,2100,1400,585,216,21.46612
2,2100,1500,511,167,25.948982
2,2100,1600,464,159,26.445711
2,2100,1700,378,117,32.261295
2,2100,1800,354,111,33.588642
2,2100,1900,353,102,37.447025
2,2100,2000,140,15,65.79065
2,2100,2100,130,0,76.37462
2,2100,2200,133,0,77.08872
2,2100,2300,123,0,76.7026
2,2100,2400,131,0,73.34618
2,2100,2500,116,0,75.236725
2,2100,2600,122,0,76.26065
2,2100,2700,105,0,94.91314
2,2100,2800,84,0,103.763565
2,2100,2900,84,0,109.71524
2,2100,3000,83,0,114.38301
2,2100,3100,71,0,115.52169
2,2100,3200,76,0,115.44066
2,2100,3300,88,0,115.07215
2,2100,3400,77,0,112.744156
2,2100,3500,87,0,114.58805
2,2100,3600,75,0,114.0528
2,2100,3700,78,0,115.34615
2,2100,3800,76,0,114.372765
2,2100,3900,76,0,115.11302
2,2100,4000,71,0,115.54465
2,2100,4100,49,0,116.68959
2,2100,4200,54,0,115.05482
2,2100,4300,50,0,113.5754
2,2100,4400,87,0,83.6854
2,2100,4500,52,0,95.18635
2,2100,4600,49,0,89.41592
2,2250,0,845,317,13.744225
2,2250,100,913,336,13.894557
2,2250,200,957,353,12.556907
2,2250,300,954,321,13.316698
2,2250,400,962,362,13.169563
2,2250,500,960,345,13.818135
2,2250,600,967,352,13.381117
2,2250,700,940,341,13.60984
2,2250,800,929,383,13.425318
2,2250,900,1010,412,12.05499
2,2250,1000,944,373,12.760084
2,2250,1100,828,304,13.907282
2,2250,1200,764,300,15.526387
2,2250,1300,692,269,17.058022
2,2250,1400,651,242,17.744839
2,2250,1500,567,197,20.598713
2,2250,1600,415,131,27.128603
2,2250,1700,349,88,31.501892
2,2250,1800,347,93,31.802853
2,2250,1900,311,60,38.4218
2,2250,2000,129,9,64.52713
2,2250,2100,111,0,72.28549
2,2250,2200,116,0,77.32758
2,2250,2300,122,0,76.66131
2,2250,2400,105,0,80.18933
2,2250,2500,111,0,84.67054
2,2250,2600,109,0,82.59642
2,2250,2700,95,0,99.277054
2,2250,2800,77,0,106.08182
2,2250,2900,72,0,111.42181
2,2250,3000,78,0,114.02051
2,2250,3100,70,0,113.35571
2,2250,3200,73,0,114.079185
2,2250,3300,64,0,115.25437
2,2250,3400,68,0,115.41809
2,2250,3500,70,0,117.65586
2,2250,3600,73,0,114.3674
2,2250,3700,81,0,114.66419
2,2250,3800,68,0,112.87103
2,2250,3900,94,0,114.04298
2,2250,4000,82,0,113.356705
2,2250,4100,69,0,115.8429
2,2250,4200,64,0,113.93328
2,2250,4300,81,0,109.67729
2,2250,4400,105,0,77.79838
2,2250,4500,83,0,85.07277
2,2250,4600,81,0,83.33926
2,2400,0,826,309,14.227372
2,2400,100,955,390,12.955916
2,2400,200,925,347,13.69093
2,2400,300,980,414,11.955786
2,2400,400,1003,459,11.438704
2,2400,500,1039,460,10.592367
2,2400,600,1009,443,11.869226
2,2400,700,937,403,12.58444
2,2400,800,999,450,12.079379
2,2400,900,1051,499,11.473597
2,2400,1000,1006,436,11.521968
2,2400,1100,935,383,11.96432
2,2400,1200,746,315,14.632493
2,2400,1300,749,324,14.870481
2,2400,1400,685,300,15.545183
2,2400,1500,538,205,19.632807
2,2400,1600,404,135,24.441586
2,2400,1700,350,140,26.146145
2,2400,1800,346,111,25.70523
2,2400,1900,288,75,36.46604
2,2400,2000,103,10,63.11078
2,2400,2100,94,0,77.22915
2,2400,2200,98,0,79.05082
2,2400,2300,99,0,77.32
2,2400,2400,112,0,81.10884
2,2400,2500,104,0,80.14087
2,2400,2600,101,0,85.48466
2,2400,2700,85,0,97.80341
2,2400,2800,93,0,105.942474
2,2400,2900,75,0,110.566795
2,2400,3000,85,0,111.65859
2,2400,3100,90,0,113.124664
2,2400,3200,77,0,113.99052
2,2400,3300,97,0,113.232056
2,2400,3400,85,0,112.03929
2,2400,3500,88,0,113.68523
2,2400,3600,88,0,112.82488
2,2400,3700,84,0,113.382385
2,2400,3800,76,0,113.70895
2,2400,3900,79,0,114.79773
2,2400,4000,72,0,112.6768
2,2400,4100,59,0,115.237465
2,2400,4200,50,0,115.308
2,2400,4300,49,0,111.009384
2,2400,4400,101,0,79.925446
2,2400,4500,62,0,79.86581
2,2400,4600,57,0,80.76807
2,2550,0,939,403,11.598413
2,2550,100,973,408,12.402015
2,2550,200,910,336,13.535198
2,2550,300,970,403,12.726855
2,2550,400,1022,434,11.623425
2,2550,500,961,443,11.550655
2,2550,600,1008,489,10.583799
2,2550,700,1002,482,10.948533
2,2550,800,1101,582,10.07693
2,2550,900,1097,555,10.833811
2,2550,1000,1070,495,11.006776
2,2550,1100,882,384,13.097869
2,2550,1200,801,350,14.615719
2,2550,1300,718,295,15.764081
2,2550,1400,712,275,16.750238
2,2550,1500,627,276,18.622679
2,2550,1600,522,249,21.17157
2,2550,1700,408,197,24.399534
2,2550,1800,363,151,25.543388
2,2550,1900,374,148,27.110212
2,2550,2000,108,16,63.20972
2,2550,2100,80,0,83.899
2,2550,2200,102,0,78.99127
2,2550,2300,91,0,78.141975
2,2550,2400,91,0,80.61253
2,2550,2500,90,0,79.67467
2,2550,2600,85,0,82.70071
2,2550,2700,73,0,101.22123
2,2550,2800,72,0,107.87014
2,2550,2900,66,0,108.33045
2,2550,3000,72,0,112.90708
2,2550,3100,63,0,112.69555
2,2550,3200,71,0,116.57127
2,2550,3300,63,0,115.487144
2,2550,3400,70,0,116.36457
2,2550,3500,66,0,117.55803
2,2550,3600,60,0,116.5535
2,2550,3700,71,0,117.20732
2,2550,3800,71,0,115.482666
2,2550,3900,65,0,114.057236
2,2550,4000,75,0,116.28387
2,2550,4100,48,0,115.63458
2,2550,4200,54,0,116.60963
2,2550,4300,47,0,111.047874
2,2550,4400,98,3,71.20296
2,2550,4500,50,0,74.5376
2,2550,4600,61,0,83.07541
2,2700,0,972,447,10.311389
2,2700,100,1057,486,10.193283
2,2700,200,1172,585,8.641493
2,2700,300,1069,497,10.383395
2,2700,400,1090,477,10.550441
2,2700,500,1033,505,11.034395
2,2700,600,996,464,11.512269
2,2700,700,870,377,13.421287
2,2700,800,833,354,14.333218
2,2700,900,923,443,12.790683
2,2700,1000,967,438,12.270827
2,2700,1100,898,384,13.426525
2,2700,1200,869,337,14.648009
2,2700,1300,770,310,15.958689
2,2700,1400,701,293,17.177189
2,2700,1500,641,267,18.413961
2,2700,1600,592,223,19.524729
2,2700,1700,514,214,22.772781
2,2700,1800,359,109,30.897213
2,2700,1900,336,83,37.243275
2,2700,2000,116,4,81.24189
2,2700,2100,96,0,90.28073
2,2700,2200,96,0,89.66156
2,2700,2300,104,0,88.65317
2,2700,2400,101,0,92.199005
2,2700,2500,104,0,89.98567
2,2700,2600,94,0,88.725105
2,2700,2700,89,0,102.97652
