case_id,controller,scenario_id,category,demand_profile,urban_volume_vph,freeway_volume_vph,rand_seed,returncode,elapsed_sec,run_dir,state_csv,action_csv,decision_dir,ok,state_rows,completed_sim_sec,warmup_sec,analysis_time_h,vehicle_hours_total,vehicle_hours_freeway,vehicle_hours_urban,stopped_vehicle_hours,mean_total_vehicles,mean_freeway_vehicles,mean_urban_vehicles,mean_ramp_vehicles,mean_boundary_vehicles,mean_speed_kph,freeway_mean_speed_kph,mean_stopped_vehicles,final_total_vehicles,final_urban_vehicles,final_freeway_vehicles,final_stopped_vehicles,controller_statuses,fallback_state_rows,mean_decision_wall_sec_state_csv,max_decision_wall_sec_state_csv,action_rows,decision_count_action_csv,mean_vsl_kph,mean_ramp_green_sec,mean_ramp_rate_vph,mean_signal_green_sec,mean_signal_split_abs_sec,mean_signal_offset_abs_sec,vsl_mean_abs_step_kph,ramp_green_abs_step_sec,ramp_rate_abs_step_vph,signal_green_abs_step_sec,signal_split_abs_step_sec,signal_offset_abs_step_sec,decision_json_count,controller_variants,controller_statuses_json,controller_error_count,controller_error_sample,mean_decision_wall_sec,max_decision_wall_sec,mean_prediction_wall_sec,prediction_error_count,prediction_lag_max_abs_sec,prediction_total_abs_error_mean_veh,prediction_total_abs_error_max_veh,prediction_np_abs_error_mean_veh,prediction_freeway_abs_error_mean_veh,wu_convergence_rate,wu_residual_mean,wu_residual_max,wu_iterations_mean,pfo_convergence_rate,pfo_residual_objective_mean,pfo_residual_control_mean,pfo_iterations_mean,primary_rank_key,vehicle_hours_total_delta_vs_no_control,vehicle_hours_total_pct_vs_no_control,stopped_vehicle_hours_delta_vs_no_control,stopped_vehicle_hours_pct_vs_no_control,mean_speed_kph_delta_vs_no_control,mean_speed_kph_pct_vs_no_control,mean_total_vehicles_delta_vs_no_control,mean_total_vehicles_pct_vs_no_control,final_total_vehicles_delta_vs_no_control,final_total_vehicles_pct_vs_no_control,prediction_total_abs_error_mean_veh_delta_vs_no_control,prediction_total_abs_error_mean_veh_pct_vs_no_control
wu_sym_high_u2600_fw3400_seed13_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,13,0,61.164,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed13_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed13_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed13_300s\decisions,True,61,300.0,60.0,0.06805555555555555,68.19027777777778,9.679166666666667,15.11111111111111,24.78611111111111,1001.9795918367347,142.22448979591837,222.0408163265306,34.95918367346939,547.1428571428571,35.927953897959185,92.32808467346938,364.2040816326531,1352.0,347.0,160.0,541.0,ok,0,1.751389180327869,2.442392,162,6,120.0,10.0,825.5365,57.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.08,0.0,6,wu,ok,0,,1.8226525,2.442392,0.040768,5,1.0,67.89174439115963,154.27087836574128,102.47678658070909,17.31248767967245,0.3333333333333333,0.05730556803336891,0.09063471655205634,2.5,0.0,0.0,0.0,0.0,74.38680555555555,0.03055555555555145,0.044829342842581846,0.04027777777777786,0.1627658977381156,-0.02131720408163318,-0.05929801475285827,0.4489795918367463,0.044829342842589034,3.0,0.2223869532987398,-4.263256414560601e-14,-6.279491641867032e-14
wu_sym_high_u2600_fw3400_seed17_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,17,0,61.665,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed17_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed17_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed17_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed17_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.63888888888889,9.791666666666666,14.834722222222222,24.00138888888889,993.8775510204082,143.87755102040816,217.9795918367347,36.44897959183673,540.204081632653,36.42703520408163,91.21390414285713,352.6734693877551,1375.0,315.0,184.0,557.0,ok,0,1.519999475409836,2.292867,162,6,120.0,10.0,825.5365,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,wu,ok,0,,1.6196711666666668,2.292867,0.04123516666666666,5,1.0,41.569354189679984,159.2121237032818,108.36006525323526,24.579094196837097,0.3333333333333333,0.057384791200467244,0.0876959451609458,2.3333333333333335,0.0,0.0,0.0,0.0,73.6392361111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wu_sym_high_u2600_fw3400_seed19_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,19,0,62.663,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed19_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed19_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed19_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed19_300s\decisions,True,61,300.0,60.0,0.06805555555555555,70.58055555555555,11.186111111111112,15.341666666666667,25.34722222222222,1037.1020408163265,164.3673469387755,225.42857142857142,32.02040816326531,561.1020408163265,34.62653967346939,81.76257918367348,372.44897959183675,1380.0,316.0,181.0,546.0,ok,0,1.7955767213114753,2.386859,162,6,120.0,10.0,825.5365,57.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.32,0.0,6,wu,ok,0,,1.8853635,2.386859,0.04050433333333334,5,1.0,66.72453189897053,183.08380160062734,113.95670263724483,28.196103561824685,0.3333333333333333,0.059059044730904585,0.10345428335905904,2.5,0.0,0.0,0.0,0.0,76.9173611111111,0.01527777777776862,0.021650559962196954,0.01249999999999929,0.049339400252176355,-0.019439061224488796,-0.056107698308499106,0.2244897959183163,0.02165055996220501,4.0,0.29069767441860467,-2.3476517276149025,-3.398838149242044
wu_sym_high_u2600_fw3400_seed23_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,23,0,62.159,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed23_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed23_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed23_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed23_300s\decisions,True,61,300.0,60.0,0.06805555555555555,71.40277777777777,11.625,15.447222222222223,25.8125,1049.1836734693877,170.81632653061226,226.9795918367347,28.306122448979593,565.7755102040817,34.12776069387755,76.05043414285714,379.2857142857143,1377.0,332.0,189.0,555.0,ok,0,1.6959817049180328,2.471001,162,6,120.0,10.0,825.5365,57.0,1.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.48,0.0,6,wu,ok,0,,1.7591813333333333,2.471001,0.04155483333333333,5,1.0,76.70785570979454,123.6108829941686,108.66167395086566,30.848616359537793,0.3333333333333333,0.056777591304751025,0.0939854767646148,2.3333333333333335,0.0,0.0,0.0,0.0,77.85590277777777,-0.01805555555556282,-0.025280516500408825,-0.03750000000000142,-0.1450676982591931,-0.0025963265306216954,-0.007607088695466115,-0.26530612244891927,-0.025280516500392907,2.0,0.14545454545454545,1.3219444444442559,1.7535696289339182
wu_sym_high_u2600_fw3400_seed29_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,29,0,62.664,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed29_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed29_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed29_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed29_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.47777777777777,11.698611111111111,15.772222222222222,22.75138888888889,991.5102040816327,171.89795918367346,231.75510204081633,28.428571428571427,501.85714285714283,36.08184544897959,75.97254448979591,334.3061224489796,1434.0,340.0,191.0,590.0,ok,0,1.7636411147540985,2.523568,162,6,120.0,10.0,825.5365,57.0,4.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,6,wu,ok,0,,1.83576,2.523568,0.041275,5,1.0,39.656860928023775,103.80961458989532,99.33103552062319,35.43177276776579,0.3333333333333333,0.06358786539600363,0.10053532651445435,2.3333333333333335,0.0,0.0,0.0,0.0,73.16562499999999,0.09305555555555145,0.13809592513963567,0.2375000000000007,1.0549043800123412,-0.12147995918367371,-0.3355491734918968,1.3673469387755404,0.13809592513964483,19.0,1.342756183745583,-2.5399301824234044,-6.019249605438747
wu_sym_high_u2600_fw3400_seed31_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,31,0,58.65,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed31_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed31_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed31_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed31_300s\decisions,True,61,300.0,60.0,0.06805555555555555,65.99027777777778,8.934722222222222,15.993055555555555,23.820833333333333,969.6530612244898,131.28571428571428,235.0,29.79591836734694,520.6122448979592,36.091788428571434,97.05410514285714,350.0204081632653,1297.0,349.0,140.0,533.0,ok,0,1.4143259344262296,1.975226,162,6,120.0,10.0,825.5365,57.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.16,0.0,6,wu,ok,0,,1.500019,1.975226,0.041132,5,1.0,63.80157910504454,197.47931694925182,100.13295879833267,15.953133545624345,0.3333333333333333,0.05297470794892011,0.09432824406784124,2.3333333333333335,0.0,0.0,0.0,0.0,71.94548611111111,0.019444444444445708,0.029474304722206593,-0.00833333333333286,-0.03497114880223617,-0.028612938775502528,-0.07921545080439997,0.28571428571422075,0.029474304722197975,4.0,0.30935808197989173,-1.4000000000000057,-2.147187260211141
wu_sym_high_u2600_fw3400_seed37_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,37,0,60.162,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed37_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed37_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed37_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed37_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.50416666666666,9.598611111111111,16.10972222222222,24.15277777777778,991.8979591836735,141.0408163265306,236.71428571428572,33.02040816326531,525.4285714285714,37.29676871428571,94.75009440816328,354.8979591836735,1354.0,362.0,154.0,580.0,ok,0,1.4349910327868853,2.090393,162,6,120.0,10.0,825.5365,57.0,3.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.96,0.0,6,wu,ok,0,,1.5112653333333335,2.090393,0.042347666666666665,5,1.0,49.59689728825332,159.25322913721243,101.33418073184619,19.139725031057388,0.3333333333333333,0.06135658346559694,0.10641690177084104,2.3333333333333335,0.0,0.0,0.0,0.0,73.5423611111111,0.03611111111111143,0.05352327233052726,0.023611111111112137,0.09785299027226581,-0.06336136734694264,-0.16959621716652684,0.5306122448979522,0.05352327233052609,13.0,0.9694258016405667,-2.347849182049643,-4.519897278528289
wu_sym_high_u2600_fw3400_seed41_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,41,0,60.658,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed41_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed41_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed41_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed41_300s\decisions,True,61,300.0,60.0,0.06805555555555555,65.35277777777777,10.6625,14.879166666666666,22.544444444444444,960.2857142857143,156.6734693877551,218.6326530612245,34.44897959183673,492.6530612244898,37.813128020408165,85.79420226530613,331.265306122449,1304.0,325.0,168.0,511.0,ok,0,1.6249119836065573,2.330436,162,6,120.0,10.0,825.5365,57.0,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.8800000000000001,0.0,6,wu,ok,0,,1.7001995,2.330436,0.04120583333333333,5,1.0,52.91656437844006,193.44242006006812,102.6137437775566,28.34127250122737,0.3333333333333333,0.06852557608332366,0.10739834725561058,2.3333333333333335,0.0,0.0,0.0,0.0,70.98888888888888,0.03472222222221433,0.05315868931934405,0.24305555555555713,1.089867347574274,-0.12673106122448985,-0.33403144948907454,0.5102040816326507,0.0531586893193559,6.0,0.4622496147919877,-0.14499491436436074,-0.27325792211316197
wu_sym_high_u2600_fw3400_seed43_300s,wu,sym_high,4_symmetric_high,sym,2600.0,3400.0,43,0,62.659,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed43_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed43_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed43_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\wu_sym_high_u2600_fw3400_seed43_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.88055555555556,10.116666666666667,15.741666666666667,24.545833333333334,997.4285714285714,148.6530612244898,231.30612244897958,31.183673469387756,530.6530612244898,35.094284816326535,80.24267130612245,360.6734693877551,1366.0,335.0,174.0,568.0,ok,0,1.602995426229508,2.271885,162,6,120.0,10.0,825.5365,57.0,1.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.48,0.0,6,wu,ok,0,,1.6970144999999999,2.271885,0.040806833333333334,5,1.0,56.4444940061565,159.14287140820647,99.48265540561155,20.742099238986075,0.5,0.05640691633570148,0.11396793014103901,2.3333333333333335,0.0,0.0,0.0,0.0,74.0170138888889,-0.0027777777777799884,-0.004091987887719108,0.06944444444444642,0.28372013845543564,-0.04850416326529938,-0.13802024447594863,-0.040816326530602964,-0.004091987887714922,0.0,0.0,-0.2448265857733105,-0.43187426347135227
pfo_sym_high_u2600_fw3400_seed11_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,11,0,247.048,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed11_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed11_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed11_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed11_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.25,10.98611111111111,15.077777777777778,22.929166666666667,988.1632653061224,161.42857142857142,221.55102040816325,30.306122448979593,516.9795918367347,37.29930312244898,83.41134753061225,336.9183673469388,1369.0,342.0,190.0,554.0,ok,0,33.38688768852459,54.315274,162,6,120.0,10.0,825.5365,57.0,4.0,10.0,0.0,0.0,0.0,0.0,7.2,10.2,6,pfo,ok,0,,32.50132983333334,54.315274,0.04365016666666667,5,1.0,40.831142647053056,73.38450034771654,39.95755638361371,27.04520408585125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6666666666666667,72.98229166666667,0.08194444444444571,0.12199913153160793,-0.6402777777777757,-2.716558632881547,0.2580639183673483,0.6966935337814287,1.2040816326530148,0.12199913153160134,-6.0,-0.43636363636363634,-20.31767482671642,-33.22660300901474
pfo_sym_high_u2600_fw3400_seed13_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,13,0,245.042,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed13_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed13_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed13_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed13_300s\decisions,True,61,300.0,60.0,0.06805555555555555,68.15138888888889,9.66388888888889,15.238888888888889,23.8,1001.4081632653061,142.0,223.91836734693877,36.40816326530612,541.4285714285714,36.26189224489796,92.37211230612245,349.7142857142857,1361.0,345.0,161.0,539.0,ok,0,32.63792936065574,53.239361,162,6,120.0,10.0,825.5365,57.0,6.4,11.166666666666666,0.0,0.0,0.0,0.0,2.88,4.8,6,pfo,ok,0,,31.99131416666667,53.239361,0.041112666666666665,5,1.0,25.769738787032473,76.87495047972084,64.29003964639632,14.385092162161095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,74.10138888888889,-0.008333333333339965,-0.012226184411624604,-0.9458333333333329,-3.8221922882640156,0.3126211428571395,0.8696174728265692,-0.12244897959180889,-0.012226184411612096,12.0,0.8895478131949592,-42.1220056041272,-62.042897824867204
pfo_sym_high_u2600_fw3400_seed17_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,17,0,243.046,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed17_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed17_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed17_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed17_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.36111111111111,9.819444444444445,14.516666666666667,23.1625,989.795918367347,144.28571428571428,213.30612244897958,35.204081632653065,540.0816326530612,36.81827910204082,91.02219965306122,340.3469387755102,1364.0,309.0,191.0,538.0,ok,0,32.67267919672131,53.737338,162,6,120.0,10.0,825.5365,57.0,3.6,10.333333333333334,0.0,0.0,0.0,0.0,6.72,9.8,6,pfo,ok,0,,31.925,53.737338,0.040659,5,1.0,34.14186934668335,90.15840507612711,44.64201674751995,24.210442644794647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6666666666666667,73.15173611111112,-0.27777777777777146,-0.41067761806980585,-0.8388888888888886,-3.495168103697701,0.39124389795918546,1.0740481506860233,-4.081632653061206,-0.4106776180698133,-11.0,-0.8,-7.427484842996634,-17.867693611753495
pfo_sym_high_u2600_fw3400_seed19_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,19,0,242.556,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed19_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed19_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed19_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed19_300s\decisions,True,61,300.0,60.0,0.06805555555555555,70.41388888888889,11.116666666666667,15.277777777777779,25.052777777777777,1034.6530612244899,163.3469387755102,224.48979591836735,33.57142857142857,557.8775510204082,34.609861775510204,82.36098665306122,368.1224489795918,1393.0,322.0,170.0,594.0,ok,0,32.408651737704915,52.673621,162,6,120.0,10.0,825.5365,57.0,7.6,11.333333333333334,0.0,0.0,0.0,0.0,2.88,4.8,6,pfo,ok,0,,31.799911166666668,52.673621,0.04053383333333333,5,1.0,36.86104601710091,53.473928082725934,64.54819805459913,22.783927152330353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,76.67708333333334,-0.15138888888888857,-0.21453736689826158,-0.281944444444445,-1.1128775834658209,-0.03611695918367275,-0.10424574655616774,-2.2244897959183163,-0.21453736689825711,17.0,1.2354651162790697,-32.21113760948452,-46.634022436039885
pfo_sym_high_u2600_fw3400_seed23_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,23,0,242.554,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed23_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed23_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed23_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed23_300s\decisions,True,61,300.0,60.0,0.06805555555555555,71.13194444444444,11.545833333333333,15.222222222222221,25.358333333333334,1045.204081632653,169.6530612244898,223.6734693877551,29.46938775510204,565.1632653061224,34.253879857142856,76.14090687755103,372.61224489795916,1385.0,316.0,192.0,521.0,ok,0,32.60286813114754,53.320037,162,6,120.0,10.0,825.5365,57.0,8.8,16.666666666666668,0.0,0.0,0.0,0.0,2.4,10.4,6,pfo,ok,0,,31.677859166666668,53.320037,0.04026366666666667,5,1.0,46.77022880958435,81.01202663462595,87.34671102779859,25.802413296818845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,77.47152777777778,-0.2888888888888914,-0.404488264006382,-0.49166666666666714,-1.9019987105093505,0.12352283673468634,0.36191486851668775,-4.244897959183618,-0.4044882640063732,10.0,0.7272727272727273,-28.615682455765935,-37.95892624424452
pfo_sym_high_u2600_fw3400_seed29_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,29,0,242.541,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed29_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed29_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed29_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed29_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.02916666666667,11.658333333333333,15.613888888888889,21.3625,984.9183673469388,171.30612244897958,229.42857142857142,25.3265306122449,500.14285714285717,36.56564512244898,75.97488732653062,313.8979591836735,1417.0,347.0,193.0,562.0,ok,0,32.08022878688524,51.254383,162,6,120.0,10.0,825.5365,57.0,6.4,14.666666666666666,0.0,0.0,0.0,0.0,3.36,9.6,6,pfo,ok,0,,31.501247333333332,51.254383,0.039298,5,1.0,25.920720709120246,82.76923802736974,70.90666385459517,32.974172612705374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,72.36979166666667,-0.3555555555555543,-0.5276501020260921,-1.1513888888888886,-5.114127082048117,0.36231971428571086,1.0007912538443597,-5.224489795918316,-0.5276501020260889,2.0,0.1413427561837456,-16.276070401326933,-38.57182020956391
pfo_sym_high_u2600_fw3400_seed31_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,31,0,246.057,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed31_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed31_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed31_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed31_300s\decisions,True,61,300.0,60.0,0.06805555555555555,65.63472222222222,8.901388888888889,15.680555555555555,22.444444444444443,964.4285714285714,130.79591836734693,230.40816326530611,30.102040816326532,518.5510204081633,36.65969687755102,97.46905734693878,329.7959183673469,1291.0,334.0,145.0,478.0,ok,0,32.85751031147541,53.225883,162,6,120.0,10.0,825.5365,57.0,9.2,16.833333333333332,0.0,0.0,0.0,0.0,2.88,10.2,6,pfo,ok,0,,32.12409733333333,53.225883,0.040562,5,1.0,18.477104719902787,43.29734754544825,81.17423061327092,12.12496069203316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,71.24583333333334,-0.3361111111111086,-0.5094844101981056,-1.3847222222222229,-5.81103922597191,0.5392955102040844,1.493049605732263,-4.9387755102040956,-0.5094844101981109,-2.0,-0.15467904098994587,-46.72447438514176,-71.66156867131268
pfo_sym_high_u2600_fw3400_seed37_300s,pfo,sym_high,4_symmetric_high,sym,2600.0,3400.0,37,0,244.053,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed37_300s,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed37_300s\state.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed37_300s\action.csv,evaluation\runs\controller_no_wu_pfo_sym_300s_10seeds_20260629\pfo_sym_high_u2600_fw3400_seed37_300s\decisions,True,61,300.0,60.0,0.06805555555555555,67.27222222222223,9.64861111111111,15.872222222222222,23.025,988.4897959183673,141.77551020408163,233.22448979591837,31.959183673469386,523.6734693877551,37.77101942857143,94.47999434693877,338.3265306122449,1341.0,358.0,163.0,540.0,ok,0,32.54940313114754,53.436986,162,6,120.0,10.0,825.5365,57.0,2.8,10.333333333333334,0.0,0.0,0.0,0.0,5.76,9.8,6,pfo,ok,0,,31.849413833333333,53.436986,0.0401735,5,1.0,34.02255384213085,73.54801903342104,38.206692421561456,19.30093339220226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6666666666666667,73.02847222222222,-0.19583333333332575,-0.29026082302323025,-1.1041666666666679,-4.57606630979106,0.41088934693877377,1.099807056455564,-2.877551020408191,-0.29026082302324424,0.0,0.0,-17.922192628172112,-34.5024162133861
