scope,window_sec,start_sec,end_sec,minute,n_veh,production_veh_km_h,k_veh_km_lane,q_veh_h_lane,speed_kph
omega,30,450,480,7.75,811.1666666666666,65313.57116666665,3.4415955757532735,277.11061955682743,80.51806595438667
pn_core,30,480,510,8.25,280.8,8331.673166666662,2.159453791822232,64.07358693725735,29.671200735992386
omega_urban,30,480,510,8.25,356.6666666666667,10726.097833333337,2.3653427922447214,71.1333594364114,30.07317149532711
ramp_inside,30,480,510,8.25,29.85,1519.371333333333,4.654682010681163,236.92430193672757,50.900212171970956
freeway,30,480,510,8.25,478.1166666666667,53036.32033333334,6.091164916513311,675.6781267794364,110.9275706766131
omega,30,480,510,8.25,864.6333333333333,65281.78949999998,3.668442475424868,276.9757771774684,75.50228169937158
pn_core,30,510,540,8.75,285.95,8718.679333333335,2.1990591587306523,67.04980465117093,30.49022323249986
omega_urban,30,510,540,8.75,377.8833333333333,12065.286833333339,2.506047529372176,80.01459602128081,31.92860274335114
ramp_inside,30,510,540,8.75,31.583333333333332,1767.182833333333,4.9249706366503645,275.56697299501616,55.95301846965699
freeway,30,510,540,8.75,454.7,50168.2785,5.792838611646952,639.1395222666762,110.33269958214207
omega,30,510,540,8.75,864.1666666666666,64000.74816666663,3.6664625149539187,271.54061031678566,74.06065361620054
pn_core,30,540,570,9.25,312.1333333333333,9643.663500000002,2.4004184836922335,74.16326820560063,30.89597447671936
omega_urban,30,540,570,9.25,389.56666666666666,13077.316500000004,2.583529085323744,86.72617661264854,33.56887952425773
ramp_inside,30,540,570,9.25,31.116666666666667,1870.9245000000005,4.852200621966349,291.74400715218263,60.12612212104983
freeway,30,540,570,9.25,457.3666666666667,50016.23633333332,5.826811713980488,637.2025182339838,109.35697762553747
omega,30,540,570,9.25,878.05,64964.477333333314,3.725366338964654,275.629493862573,73.9872186473815
pn_core,30,570,600,9.75,328.95,12669.462333333331,2.5297447465096976,97.43275810564673,38.51485737447433
omega_urban,30,570,600,9.75,391.4166666666667,15424.369,2.5957979194330507,102.29136459553156,39.40652075793059
ramp_inside,30,570,600,9.75,36.5,2015.5838333333334,5.6916547199283904,314.3015681754253,55.22147488584475
freeway,30,570,600,9.75,460.51666666666665,50093.76783333332,5.866942441111976,638.1902628278235,108.77731786761244
omega,30,570,600,9.75,888.4333333333333,67533.72066666666,3.7694204594432708,286.53020866310754,76.01439312647732
pn_core,30,600,630,10.25,327.0,11343.777,2.514748539622043,87.23775732277713,34.6904495412844
omega_urban,30,600,630,10.25,402.05,14381.613666666666,2.666316083052309,95.37601745971452,35.77070928159847
ramp_inside,30,600,630,10.25,27.4,1656.2818333333328,4.272639433590079,258.27354285543316,60.448242092457406
freeway,30,600,630,10.25,473.51666666666665,51333.11566666668,6.032561314987961,653.9794468660784,108.408255253247
omega,30,600,630,10.25,902.9666666666667,67371.01116666665,3.831082085538543,285.83986928114774,74.61073996825277
pn_core,30,630,660,10.75,331.7,8427.295833333334,2.5508932434025433,64.80895990776125,25.40637875590393
omega_urban,30,630,660,10.75,416.56666666666666,11102.482500000004,2.76258774529741,73.62946810485467,26.65235456509563
ramp_inside,30,630,660,10.75,25.333333333333332,1459.1496666666665,3.9503722257037226,227.5335914346649,57.598013157894734
freeway,30,630,660,10.75,478.7,52660.91966666666,6.098596532648771,670.8955548051573,110.00818814845762
omega,30,630,660,10.75,920.6,65222.55183333332,3.905896306190833,276.7244452380586,70.84787294518065
pn_core,30,660,690,11.25,336.06666666666666,9495.27316666667,2.584474493014214,73.02209274980851,28.254135588176958
omega_urban,30,660,690,11.25,434.85,12585.325833333334,2.883839195909207,83.46339181661578,28.94176344333295
ramp_inside,30,660,690,11.25,21.55,1241.3225,3.360415320944022,193.56654975557012,57.60197215777262
freeway,30,660,690,11.25,470.5,51368.778499999986,5.99412924297315,654.4337882734545,109.17912539851218
omega,30,660,690,11.25,926.9,65195.42683333335,3.9326257725486453,276.6093600356848,70.33706638616178
pn_core,30,690,720,11.75,353.7,10809.001333333337,2.7200812185453107,83.12513858646095,30.559800207332025
omega_urban,30,690,720,11.75,436.93333333333334,13907.666666666666,2.8976554505368046,92.23289469236123,31.830180042722
ramp_inside,30,690,720,11.75,30.55,1731.7396666666668,4.763837032707187,270.0401163690562,56.685422804146214
freeway,30,690,720,11.75,486.93333333333334,52284.869166666685,6.203488486103562,666.1047040105036,107.37582660186203
omega,30,690,720,11.75,954.4166666666666,67924.27550000003,4.049372727460678,288.1872439454037,71.16836689077101
pn_core,30,720,750,12.25,370.5833333333333,13294.347000000002,2.8499201721965406,102.23834771706024,35.87410928715989
omega_urban,30,720,750,12.25,435.76666666666665,15906.706666666667,2.8899183479453496,105.4901326047226,36.502807312782075
ramp_inside,30,720,750,12.25,38.75,1960.448,6.042510147869181,305.70392088696366,50.5922064516129
freeway,30,720,750,12.25,499.35,53131.020500000035,6.361675743844086,676.8845986993754,106.40036146991095
omega,30,720,750,12.25,973.8666666666667,70998.17516666668,4.1318946513748775,301.22910072753973,72.90338359118293
pn_core,30,750,780,12.75,348.1,11291.448666666667,2.6770151885089706,86.83533347008338,32.43737048740783
omega_urban,30,750,780,12.75,420.8833333333333,14233.295000000007,2.791215024885792,94.39239739666219,33.81767314774484
ramp_inside,30,750,780,12.75,33.38333333333333,1623.5604999999994,5.205654979002998,253.17111734011763,48.63386420369444
freeway,30,750,780,12.75,495.9,53552.972000000045,6.317723042700075,682.2602242578588,107.99147408751774
omega,30,750,780,12.75,950.1666666666666,69409.82750000004,4.031340944600249,294.49010302584514,73.05016049815826
pn_core,30,780,810,13.25,341.9,8795.749166666668,2.6293349409687354,67.64249960781899,25.726087062493914
omega_urban,30,780,810,13.25,430.75,11728.976833333332,2.8566488068020948,77.78425461625322,27.22919752369897
ramp_inside,30,780,810,13.25,31.033333333333335,1727.0880000000002,4.839205976487061,269.31475525840233,55.65267454350161
freeway,30,780,810,13.25,485.81666666666666,53424.48583333334,6.189262249501394,680.6233216246294,109.96840886479812
omega,30,780,810,13.25,947.6,66880.5506666667,4.02045116201003,283.75895698994384,70.5788841986774
pn_core,30,810,840,13.75,329.3333333333333,7953.984500000001,2.532692718803852,61.169024175998075,24.151774797570855
omega_urban,30,810,840,13.75,443.75,11949.67416666667,2.9428622356783043,79.2478756816765,26.92884319248827
ramp_inside,30,810,840,13.75,32.5,1881.8303333333336,5.0679117369225395,293.4446164060571,57.9024717948718
freeway,30,810,840,13.75,483.1,53482.69583333328,6.154652151499105,681.3649119821919,110.70729835092791
omega,30,810,840,13.75,959.35,67314.20033333333,4.0703037381535685,285.5988338433156,70.1664672260732
pn_core,30,840,870,14.25,330.1333333333333,9325.991000000002,2.5388450088090435,71.72025152225787,28.249164983844917
omega_urban,30,840,870,14.25,433.0833333333333,13183.400500000002,2.872123011985004,87.42970471948728,30.440793919568986
ramp_inside,30,840,870,14.25,34.35,1941.1989999999998,5.356392866562746,302.70231371699373,56.512343522561856
freeway,30,840,870,14.25,481.26666666666665,52969.1693333333,6.1312956436447985,674.8226288563862,110.06199473611298
omega,30,840,870,14.25,948.7,68093.7688333333,4.025118211691552,288.9063655884521,71.77587101647866
pn_core,30,870,900,14.75,337.0,11869.629500000003,2.5916521646869377,91.28175367272088,35.2214525222552
omega_urban,30,870,900,14.75,411.6333333333333,14952.209999999997,2.7298708543392585,99.16009949054984,36.32409911733743
ramp_inside,30,870,900,14.75,34.016666666666666,1753.0031666666666,5.304414284645591,273.3558560988424,51.533655071043604
freeway,30,870,900,14.75,490.3833333333333,53167.65349999997,6.247441187247573,677.3512999460437,108.42059647214758
omega,30,870,900,14.75,936.0333333333333,69872.86666666664,3.971376427480077,296.454672839776,74.64784017663186
pn_core,30,900,930,15.25,339.56666666666666,11688.986833333332,2.611390761786927,89.89254608191526,34.42324580347501
omega_urban,30,900,930,15.25,413.76666666666665,14532.712833333335,2.7440186990779183,96.37807724884308,35.12296664786918
ramp_inside,30,900,930,15.25,38.75,2030.597166666666,6.042510147869181,316.64268350497383,52.402507526881706
freeway,30,900,930,15.25,512.7166666666667,55558.61333333331,6.531965919290933,707.8119211059961,108.36123915092801
omega,30,900,930,15.25,965.2333333333333,72121.92333333331,4.09526538266232,305.9969084760428,74.71967745277477
pn_core,30,930,960,15.75,339.26666666666665,9584.9815,2.60908365303498,73.71198235299481,28.252057869915504
omega_urban,30,930,960,15.75,435.6333333333333,12605.589666666667,2.8890341076491834,83.59777755152675,28.936237661642053
ramp_inside,30,930,960,15.75,37.416666666666664,1800.1368333333332,5.834595820200564,280.7056795605099,48.11056124721603
freeway,30,930,960,15.75,522.6,55812.604999999996,6.657878729814597,711.0477529373208,106.79794297742058
omega,30,930,960,15.75,995.65,70218.33149999999,4.224316377643822,297.9204015128539,70.52511575352783
pn_core,30,960,990,16.25,334.71666666666664,9163.362666666666,2.574092503630453,70.46958068509832,27.37647562615147
omega_urban,30,960,990,16.25,461.1,13334.514666666664,3.0579240042169378,88.43186398564912,28.918921419793243
ramp_inside,30,960,990,16.25,34.21666666666667,2055.2706666666663,5.335601433795884,320.49016412777263,60.0663614223088
freeway,30,960,990,16.25,533.6166666666667,56929.874500000005,6.798230108830015,725.2816695839351,106.68683730518163
omega,30,960,990,16.25,1028.9333333333334,72319.65983333332,4.365529986946869,306.83585944817963,70.28605011662562
pn_core,30,990,1020,16.75,369.53333333333336,12226.4965,2.841845291564727,94.02619026932422,33.08631562330867
omega_urban,30,990,1020,16.75,477.56666666666666,16406.957500000004,3.1671276807934694,108.80769719240323,34.355323864032954
ramp_inside,30,990,1020,16.75,30.433333333333334,1707.5506666666663,4.745644529036183,266.268186615074,56.107907995618824
freeway,30,990,1020,16.75,564.9,60288.562333333306,7.196777065580302,768.0710616345223,106.72430931728326
omega,30,990,1020,16.75,1072.9,78403.07049999999,4.552070548459858,332.6463865522153,73.07584164414203
pn_core,30,1020,1050,17.25,403.46666666666664,14357.915166666666,3.1028049259516015,110.41757246908925,35.58637268671514
omega_urban,30,1020,1050,17.25,488.35,17820.125999999997,3.2386406147459152,118.1795511896993,36.49048018838947
ramp_inside,30,1020,1050,17.25,39.25,2187.785666666667,6.120478020744913,341.15398947602785,55.73976220806795
freeway,30,1020,1050,17.25,583.8,62147.90099999997,7.437561428369234,791.7588751827844,106.45409558067827
omega,30,1020,1050,17.25,1111.4,82155.81266666664,4.715417287313157,348.56841758292336,73.92101193689638
pn_core,30,1050,1080,17.75,421.03333333333336,13554.090166666663,3.237898960648933,104.23586682731036,32.19243963264982
omega_urban,30,1050,1080,17.75,520.6,17643.96466666667,3.4525162363811273,117.01128406800154,33.89159559482649
ramp_inside,30,1050,1080,17.75,40.78333333333333,2284.751166666666,6.359579497563822,356.2743770306911,56.021687780956256
freeway,30,1050,1080,17.75,579.4166666666666,60918.68333333331,7.381718141408485,776.0987485903385,105.13795483963754
omega,30,1050,1080,17.75,1140.8,80847.39916666664,4.840154796982948,343.01711684794594,70.86903854020568
pn_core,30,1080,1110,18.25,424.03333333333336,11803.563333333335,3.260970048168401,90.77368090164006,27.836404370725575
omega_urban,30,1080,1110,18.25,553.7166666666667,15789.288833333332,3.67213941994142,104.71144075680859,28.51510489720976
ramp_inside,30,1080,1110,18.25,32.56666666666667,1755.9488333333334,5.07830745330597,273.8151908272443,53.91859263050153
freeway,30,1080,1110,18.25,587.7333333333333,61400.730333333326,7.4876717543112,782.2399856130538,104.47038963248637
omega,30,1080,1110,18.25,1174.0166666666667,78945.96799999996,4.981085554790145,334.9497771017375,67.2443332718161
pn_core,30,1110,1140,18.75,419.01666666666665,12041.50366666667,3.222390062927512,92.60352831988834,28.7375291356748
omega_urban,30,1110,1140,18.75,568.9333333333333,16439.084499999994,3.7730533437413927,109.02075710236515,28.89457083430981
ramp_inside,30,1110,1140,18.75,37.516666666666666,1909.3299999999995,5.85018939477571,297.7327974356403,50.89284762327853
freeway,30,1110,1140,18.75,593.8333333333334,62528.58883333338,7.565385225899162,796.6088052023973,105.29652904855466
omega,30,1110,1140,18.75,1200.2833333333333,80877.00333333331,5.092529044154993,343.1427205903218,67.38159323493062
pn_core,30,1140,1170,19.25,442.03333333333336,14281.633000000002,3.3993965732852107,109.83093495464216,32.30895030540683
omega_urban,30,1140,1170,19.25,576.1666666666666,19632.141166666657,3.821023379808412,130.1964773969323,34.07371912062481
ramp_inside,30,1140,1170,19.25,46.63333333333333,2515.3861666666667,7.271803610209879,392.23861775207985,53.93966047176555
freeway,30,1140,1170,19.25,608.8166666666667,64985.645000000004,7.756271594635714,827.9114879234259,106.74090996194803
omega,30,1140,1170,19.25,1231.6166666666666,87133.17233333336,5.225469247204431,369.6862219894156,70.74699027024104
pn_core,30,1170,1200,19.75,472.2,15957.89966666667,3.6313891755643084,122.72203327885352,33.794789637159404
omega_urban,30,1170,1200,19.75,580.1166666666667,19830.00566666666,3.8472189985823375,131.50867562753822,34.182789094147715
ramp_inside,30,1170,1200,19.75,56.333333333333336,2796.9655000000002,8.784380343999068,436.14690108361293,49.650275147928994
freeway,30,1170,1200,19.75,634.7,66623.52333333333,8.086023019160592,848.7779160090059,104.9685258127199
omega,30,1170,1200,19.75,1271.15,89250.49450000004,5.393200184243404,378.66953811998195,70.21240176218387
pn_core,30,1200,1230,20.25,473.1166666666667,13616.234499999997,3.63843867452859,104.71377927836781,28.779866488181202
omega_urban,30,1200,1230,20.25,591.5166666666667,17618.450499999995,3.922821543904552,116.84207916082822,29.78521399791496
ramp_inside,30,1200,1230,20.25,41.93333333333333,2183.5158333333334,6.5389056051780035,340.48816983096,52.071124801271864
freeway,30,1200,1230,20.25,640.3,66679.04033333331,8.157366534061016,849.4851977798497,104.13718621479512
omega,30,1200,1230,20.25,1273.75,86481.00666666665,5.404231392581548,366.91923147403656,67.8948040562643
pn_core,30,1230,1260,20.75,476.26666666666665,12113.499833333331,3.6626633164240316,93.1572049406326,25.43428016517357
omega_urban,30,1230,1260,20.75,608.0666666666667,15819.151666666667,4.032577870666188,104.90948516124132,26.01548898147133
ramp_inside,30,1230,1260,20.75,46.016666666666666,2426.8051666666665,7.175643233663144,378.42567345766946,52.73752625860195
freeway,30,1230,1260,20.75,655.8,68464.7238333333,8.35483519137469,872.2346508851517,104.39878596116696
omega,30,1230,1260,20.75,1309.8833333333334,86710.68066666668,5.557536903332177,367.89368599090403,66.19725471734125
pn_core,30,1260,1290,21.25,473.43333333333334,12476.234999999997,3.6408739559889787,95.94676986615112,26.352675491093425
omega_urban,30,1260,1290,21.25,627.8,16361.394666666665,4.163445434498793,108.50553349309689,26.061476053944993
ramp_inside,30,1260,1290,21.25,50.7,2437.448666666666,7.905942309599162,380.0853755675751,48.075910585141344
freeway,30,1260,1290,21.25,674.55,69290.5753333333,8.59370856715736,882.7559274558281,102.7211849875225
omega,30,1260,1290,21.25,1353.05,88089.41866666664,5.7406832468949665,373.7433575761797,65.10433366591526
pn_core,30,1290,1320,21.75,490.1,14977.500333333333,3.769046664430469,115.1824070043996,30.560090457729714
omega_urban,30,1290,1320,21.75,639.85,19682.42983333333,4.243358651264818,130.5299818882359,30.76100622541741
ramp_inside,30,1290,1320,21.75,52.75,2512.272166666666,8.22561058838966,391.7530338398097,47.62601263823064
freeway,30,1290,1320,21.75,685.4166666666666,70742.46100000002,8.732148959166517,901.2528250796763,103.21088534954411
omega,30,1290,1320,21.75,1378.0166666666667,92937.16300000003,5.846611132090742,394.31123361889576,67.4426988062554
pn_core,30,1320,1350,22.25,521.45,16804.602833333334,4.010139529008913,129.2334875659127,32.22668104963723
omega_urban,30,1320,1350,22.25,647.55,20959.805166666672,4.2944235283684185,139.00128246120192,32.367856021414056
ramp_inside,30,1320,1350,22.25,55.333333333333336,2470.6488333333327,8.628444598247606,385.2624683158146,44.650280120481916
freeway,30,1320,1350,22.25,706.7333333333333,72325.16783333334,9.003721445945216,921.4163730344833,102.33728115272145
omega,30,1320,1350,22.25,1409.6166666666666,95755.6218333333,5.980682741123579,406.2693130738896,67.93025657093534
pn_core,30,1350,1380,22.75,553.6333333333333,16618.406833333338,4.257641029009431,127.80157282865441,30.01699108916853
omega_urban,30,1350,1380,22.75,681.5166666666667,20398.346833333337,4.519683743816771,135.27780183906432,29.93081142549706
ramp_inside,30,1350,1380,22.75,56.333333333333336,2434.1821666666665,8.784380343999068,379.576011454078,43.21033431952662
freeway,30,1350,1380,22.75,737.05,73557.7145,9.389953153099595,937.1189107985549,99.8001689166271
omega,30,1350,1380,22.75,1474.9,96390.2435,6.257665068434564,408.9618683896208,65.35374838972133
pn_core,30,1380,1410,23.25,564.65,15423.342166666664,4.342363189289256,118.61109232329075,27.314871454293215
omega_urban,30,1380,1410,23.25,722.2166666666667,20028.891000000003,4.789598094221519,132.8276438229117,27.73252394249187
ramp_inside,30,1380,1410,23.25,50.1,2234.4148333333333,7.8123808621482835,348.4251433539637,44.59909846972721
freeway,30,1380,1410,23.25,750.1166666666667,75629.07333333335,9.55642135453392,963.5078429039198,100.82308085408938
omega,30,1380,1410,23.25,1522.4333333333334,97892.37916666665,6.45933818497552,415.3350881939123,64.29994471569636
pn_core,30,1410,1440,23.75,559.2333333333333,14639.23866666667,4.300707059045772,112.58105216568366,26.17733563807594
omega_urban,30,1410,1440,23.75,737.6666666666666,19208.490333333335,4.892059438539784,127.38690885939928,26.039525982828742
ramp_inside,30,1410,1440,23.75,55.233333333333334,2601.892999999999,8.612851023672459,405.7281253205105,47.107296318648146
freeway,30,1410,1440,23.75,757.3,77017.9925,9.64793639894488,981.2025527722353,101.7007691799815
omega,30,1410,1440,23.75,1550.2,98828.37583333332,6.57714583299699,419.3063090530697,63.752016406485176
pn_core,30,1440,1470,24.25,563.2,18028.421000000006,4.331212163654847,138.6450929096067,32.010690696022735
omega_urban,30,1440,1470,24.25,734.6833333333333,23737.263833333334,4.872274561913064,157.4208390162233,32.30951725233094
ramp_inside,30,1440,1470,24.25,60.4,2921.783,9.418519043388349,455.61041102894603,48.37389072847682
freeway,30,1440,1470,24.25,776.1333333333333,78039.89700000001,9.887871434175475,994.2215275798357,100.54960101357156
omega,30,1440,1470,24.25,1571.2166666666667,104698.9438333333,6.666314767063661,444.2137931573952,66.63558632906556
pn_core,30,1470,1500,24.75,587.9833333333333,19327.32133333333,4.521804981107342,148.63410733273992,32.87052580855466
omega_urban,30,1470,1500,24.75,728.65,24063.508666666658,4.832262688511541,159.58443022659355,33.02478373247328
ramp_inside,30,1470,1500,24.75,60.93333333333333,2838.3220000000006,9.501684774455796,442.59585775278333,46.58077680525165
freeway,30,1470,1500,24.75,793.4166666666666,78352.85499999998,10.1080596036747,998.2085853898722,98.75372965024681
omega,30,1470,1500,24.75,1583.0,105254.68566666667,6.716308768955125,446.5716792903656,66.49064160875974
pn_core,30,1500,1530,25.25,604.6333333333333,17314.66033333333,4.6498495168403915,133.1560146400664,28.636628810849544
omega_urban,30,1500,1530,25.25,751.6,21609.193333333333,4.984462549489157,143.30789634735333,28.750922476494587
ramp_inside,30,1500,1530,25.25,71.61666666666666,2991.8466666666664,11.16759832490059,466.5358411406946,41.775843611822204
freeway,30,1500,1530,25.25,798.8,79967.01216666667,10.176642804010525,1018.7728078669635,100.10892860123519
omega,30,1500,1530,25.25,1622.0166666666667,104568.05216666665,6.88184760690126,443.658449601731,64.46792706610083
