run,t,link,lane,cls,n,stopped,min_pos,max_pos,q_up_end_pos,q_down_end_pos,vmean
h11_canon0905_lcd1000_x18_20260907,1801,68,1,unknown_or_exit,9,0,309.54,2020.94,,,101.649994
h11_canon0905_lcd1000_x18_20260907,1801,68,2,ramp_R_F_W,1,0,343.09,343.09,,,15.34
h11_canon0905_lcd1000_x18_20260907,1801,68,2,unknown_or_exit,12,0,240.31,1882.21,,,100.70333
h11_canon0905_lcd1000_x18_20260907,1801,68,3,unknown_or_exit,8,0,237.18,1584.57,,,60.44625
h11_canon0905_lcd1000_x18_20260907,1801,68,4,unknown_or_exit,8,0,560.71,1494.72,,,68.3725
h11_canon0905_lcd1000_x18_20260907,1951,68,1,ramp_R_F_W,12,2,121.67,272.85,121.66999816894531,180.88999938964844,13.198334
h11_canon0905_lcd1000_x18_20260907,1951,68,1,unknown_or_exit,10,0,664.15,2002.42,,,96.323
h11_canon0905_lcd1000_x18_20260907,1951,68,2,unknown_or_exit,14,0,240.26,1817.41,,,90.656425
h11_canon0905_lcd1000_x18_20260907,1951,68,3,unknown_or_exit,9,0,360.35,1909.29,,,80.35667
h11_canon0905_lcd1000_x18_20260907,1951,68,4,unknown_or_exit,9,0,406.71,1831.09,,,74.03778
h11_canon0905_lcd1000_x18_20260907,2101,68,1,ramp_R_F_E,1,0,88.29,88.29,,,40.01
h11_canon0905_lcd1000_x18_20260907,2101,68,1,ramp_R_F_W,12,6,70.17,335.69,177.14999389648438,230.77000427246094,15.342502
h11_canon0905_lcd1000_x18_20260907,2101,68,1,unknown_or_exit,14,1,238.78,1907.95,238.77999877929688,238.77999877929688,98.64715
h11_canon0905_lcd1000_x18_20260907,2101,68,2,ramp_R_F_W,1,0,1753.69,1753.69,,,70.06
h11_canon0905_lcd1000_x18_20260907,2101,68,2,unknown_or_exit,14,0,278.6,1842.0,,,78.840004
h11_canon0905_lcd1000_x18_20260907,2101,68,3,unknown_or_exit,9,0,487.86,1823.31,,,90.64555
h11_canon0905_lcd1000_x18_20260907,2101,68,4,unknown_or_exit,8,0,344.74,1788.25,,,77.0775
h11_canon0905_lcd1000_x18_20260907,2251,68,1,ramp_R_F_W,14,6,136.14,311.96,136.13999938964844,228.10000610351562,12.54
h11_canon0905_lcd1000_x18_20260907,2251,68,1,unknown_or_exit,9,0,242.63,1834.41,,,105.509995
h11_canon0905_lcd1000_x18_20260907,2251,68,2,unknown_or_exit,9,0,282.02,1946.75,,,93.16333
h11_canon0905_lcd1000_x18_20260907,2251,68,3,unknown_or_exit,10,0,399.17,1935.91,,,76.244
h11_canon0905_lcd1000_x18_20260907,2251,68,4,unknown_or_exit,6,0,460.77,1682.76,,,85.11666
h11_canon0905_lcd1000_x18_20260907,2401,68,1,ramp_R_F_E,1,1,234.92,234.92,234.9199981689453,234.9199981689453,1.93
h11_canon0905_lcd1000_x18_20260907,2401,68,1,ramp_R_F_W,17,5,77.76,338.46,98.37999725341797,217.3300018310547,14.167647
h11_canon0905_lcd1000_x18_20260907,2401,68,1,unknown_or_exit,11,0,573.68,1787.55,,,115.65818
h11_canon0905_lcd1000_x18_20260907,2401,68,2,unknown_or_exit,10,0,266.89,1816.9,,,100.872
h11_canon0905_lcd1000_x18_20260907,2401,68,3,unknown_or_exit,8,0,454.29,1951.01,,,103.1125
h11_canon0905_lcd1000_x18_20260907,2401,68,4,unknown_or_exit,9,0,789.07,1730.8,,,92.14111
h11_canon0905_lcd1000_x18_20260907,2551,68,1,ramp_R_F_W,16,2,56.0,305.92,193.52999877929688,239.10000610351562,17.74
h11_canon0905_lcd1000_x18_20260907,2551,68,1,unknown_or_exit,12,0,244.28,1879.69,,,98.05833
h11_canon0905_lcd1000_x18_20260907,2551,68,2,unknown_or_exit,12,0,258.15,2014.51,,,108.16333
h11_canon0905_lcd1000_x18_20260907,2551,68,3,ramp_R_F_E,1,0,1158.01,1158.01,,,103.74
h11_canon0905_lcd1000_x18_20260907,2551,68,3,unknown_or_exit,7,0,660.67,1916.91,,,77.061424
h11_canon0905_lcd1000_x18_20260907,2551,68,4,unknown_or_exit,8,0,464.86,1785.82,,,86.8125
h11_canon0905_lcd1000_x18_20260907,2701,68,1,ramp_R_F_E,1,0,81.67,81.67,,,22.26
h11_canon0905_lcd1000_x18_20260907,2701,68,1,ramp_R_F_W,24,10,14.39,259.09,28.6200008392334,228.4199981689453,8.979583
h11_canon0905_lcd1000_x18_20260907,2701,68,1,unknown_or_exit,15,0,239.12,1920.03,,,75.66933
h11_canon0905_lcd1000_x18_20260907,2701,68,2,ramp_R_F_E,1,0,110.26,110.26,,,40.37
h11_canon0905_lcd1000_x18_20260907,2701,68,2,unknown_or_exit,13,0,382.19,1982.0,,,83.86846
h11_canon0905_lcd1000_x18_20260907,2701,68,3,unknown_or_exit,11,0,511.72,1934.24,,,61.146366
h11_canon0905_lcd1000_x18_20260907,2701,68,4,unknown_or_exit,9,0,683.38,1582.39,,,80.96334
h11_canon0905_lcd1000_x18_20260907,2851,68,1,ramp_R_F_E,1,0,224.52,224.52,,,15.78
h11_canon0905_lcd1000_x18_20260907,2851,68,1,ramp_R_F_W,7,2,197.14,350.53,197.13999938964844,211.07000732421875,19.125715
h11_canon0905_lcd1000_x18_20260907,2851,68,1,unknown_or_exit,10,0,494.43,1832.02,,,111.93101
h11_canon0905_lcd1000_x18_20260907,2851,68,2,unknown_or_exit,9,0,305.96,1797.86,,,72.57333
h11_canon0905_lcd1000_x18_20260907,2851,68,3,unknown_or_exit,7,0,526.59,1696.43,,,79.02142
h11_canon0905_lcd1000_x18_20260907,2851,68,4,unknown_or_exit,6,0,334.72,1716.07,,,101.11834
h11_canon0905_lcd1000_x18_20260907,3001,68,1,ramp_R_F_W,2,0,217.82,281.64,,,35.425
h11_canon0905_lcd1000_x18_20260907,3001,68,1,unknown_or_exit,12,0,196.15,1991.26,,,96.57166
h11_canon0905_lcd1000_x18_20260907,3001,68,2,unknown_or_exit,11,0,264.63,1849.36,,,90.83818
h11_canon0905_lcd1000_x18_20260907,3001,68,3,unknown_or_exit,6,0,591.28,1716.92,,,84.025
h11_canon0905_lcd1000_x18_20260907,3001,68,4,unknown_or_exit,8,0,459.31,1660.77,,,82.79125
h11_canon0905_lcd1000_x18_20260907,3151,68,1,ramp_R_F_W,21,8,52.6,295.29,82.11000061035156,215.4600067138672,10.56
h11_canon0905_lcd1000_x18_20260907,3151,68,1,unknown_or_exit,11,0,334.69,1764.33,,,107.88545
h11_canon0905_lcd1000_x18_20260907,3151,68,2,unknown_or_exit,10,0,262.86,2006.78,,,102.638
h11_canon0905_lcd1000_x18_20260907,3151,68,3,unknown_or_exit,10,0,342.54,1906.96,,,77.54401
h11_canon0905_lcd1000_x18_20260907,3151,68,4,unknown_or_exit,7,0,812.95,1807.41,,,70.50714
h11_canon0905_lcd1000_x18_20260907,3301,68,1,ramp_R_F_W,8,1,179.68,288.27,217.22000122070312,217.22000122070312,15.884999
h11_canon0905_lcd1000_x18_20260907,3301,68,1,unknown_or_exit,12,0,449.37,1813.53,,,106.305824
h11_canon0905_lcd1000_x18_20260907,3301,68,2,unknown_or_exit,11,0,237.37,1731.05,,,84.88636
h11_canon0905_lcd1000_x18_20260907,3301,68,3,unknown_or_exit,5,0,347.93,1901.76,,,58.536
h11_canon0905_lcd1000_x18_20260907,3301,68,4,unknown_or_exit,4,0,357.07,1493.01,,,112.48499
h11_canon0905_lcd1000_x18_20260907,3451,68,1,ramp_R_F_E,1,0,1590.49,1590.49,,,89.63
h11_canon0905_lcd1000_x18_20260907,3451,68,1,ramp_R_F_W,1,0,159.01,159.01,,,42.19
h11_canon0905_lcd1000_x18_20260907,3451,68,1,unknown_or_exit,16,0,259.1,1815.65,,,78.41
h11_canon0905_lcd1000_x18_20260907,3451,68,2,unknown_or_exit,11,0,290.02,1995.04,,,89.97546
h11_canon0905_lcd1000_x18_20260907,3451,68,3,unknown_or_exit,14,0,764.07,1982.93,,,88.843575
h11_canon0905_lcd1000_x18_20260907,3451,68,4,unknown_or_exit,9,0,386.6,1730.0,,,82.101105
h11_canon0905_lcd1000_x18_20260907,3601,68,1,ramp_R_F_W,17,4,73.68,269.33,147.6999969482422,223.67999267578125,11.652352
h11_canon0905_lcd1000_x18_20260907,3601,68,1,unknown_or_exit,16,0,486.84,1949.34,,,85.430626
h11_canon0905_lcd1000_x18_20260907,3601,68,2,unknown_or_exit,7,0,243.26,1897.4,,,63.28714
h11_canon0905_lcd1000_x18_20260907,3601,68,3,unknown_or_exit,11,0,322.96,1937.92,,,91.744545
h11_canon0905_lcd1000_x18_20260907,3601,68,4,unknown_or_exit,11,0,835.42,1984.41,,,74.72819
h11_canon0905_lcd1000_x18_20260907,3751,68,1,ramp_R_F_E,1,1,112.9,112.9,112.9000015258789,112.9000015258789,0.0
h11_canon0905_lcd1000_x18_20260907,3751,68,1,ramp_R_F_W,17,7,96.51,270.49,96.51000213623047,218.8800048828125,9.4123535
h11_canon0905_lcd1000_x18_20260907,3751,68,1,unknown_or_exit,20,0,486.82,2000.92,,,83.86951
h11_canon0905_lcd1000_x18_20260907,3751,68,2,unknown_or_exit,21,0,246.03,2002.59,,,81.97381
h11_canon0905_lcd1000_x18_20260907,3751,68,3,unknown_or_exit,7,0,409.11,1906.2,,,82.79286
h11_canon0905_lcd1000_x18_20260907,3751,68,4,unknown_or_exit,5,0,667.55,1786.22,,,77.81801
h11_canon0905_lcd1000_x18_20260907,3901,68,1,ramp_R_F_W,13,3,115.97,261.55,214.02999877929688,236.85000610351562,10.993846
h11_canon0905_lcd1000_x18_20260907,3901,68,1,unknown_or_exit,20,0,242.12,1970.29,,,80.2115
h11_canon0905_lcd1000_x18_20260907,3901,68,2,unknown_or_exit,11,0,359.79,1802.56,,,80.44546
h11_canon0905_lcd1000_x18_20260907,3901,68,3,ramp_R_F_E,1,0,1520.37,1520.37,,,58.71
h11_canon0905_lcd1000_x18_20260907,3901,68,3,unknown_or_exit,10,0,374.52,1906.33,,,68.543
h11_canon0905_lcd1000_x18_20260907,3901,68,4,unknown_or_exit,6,0,732.15,1828.47,,,76.151665
h11_canon0905_lcd1000_x18_20260907,4051,68,1,ramp_R_F_W,23,10,56.22,341.14,56.220001220703125,341.1400146484375,9.738696
h11_canon0905_lcd1000_x18_20260907,4051,68,1,unknown_or_exit,13,0,574.89,1950.61,,,91.33923
h11_canon0905_lcd1000_x18_20260907,4051,68,2,unknown_or_exit,11,0,288.83,1978.33,,,102.630005
h11_canon0905_lcd1000_x18_20260907,4051,68,3,unknown_or_exit,8,0,315.27,1697.03,,,63.46875
h11_canon0905_lcd1000_x18_20260907,4051,68,4,unknown_or_exit,7,0,501.25,1544.33,,,64.755714
h11_canon0905_lcd1000_x18_20260907,4201,68,1,ramp_R_F_W,25,10,80.69,344.41,80.69000244140625,270.2900085449219,8.7752
h11_canon0905_lcd1000_x18_20260907,4201,68,1,unknown_or_exit,15,0,242.94,1903.52,,,80.576004
h11_canon0905_lcd1000_x18_20260907,4201,68,2,unknown_or_exit,4,0,402.45,1762.23,,,101.5275
h11_canon0905_lcd1000_x18_20260907,4201,68,3,unknown_or_exit,7,0,262.07,1804.49,,,63.24572
h11_canon0905_lcd1000_x18_20260907,4201,68,4,unknown_or_exit,7,0,473.76,1669.36,,,95.778564
h11_canon0905_lcd1000_x18_20260907,4351,68,1,unknown_or_exit,17,0,250.14,1998.93,,,79.027054
h11_canon0905_lcd1000_x18_20260907,4351,68,2,unknown_or_exit,10,0,284.69,2019.88,,,88.880005
h11_canon0905_lcd1000_x18_20260907,4351,68,3,unknown_or_exit,6,0,427.96,1927.64,,,92.82
h11_canon0905_lcd1000_x18_20260907,4351,68,4,unknown_or_exit,6,0,805.3,1907.75,,,101.886665
h11_canon0905_lcd1000_x18_20260907,4501,68,1,ramp_R_F_W,7,2,187.56,299.49,210.5,245.30999755859375,14.721429
h11_canon0905_lcd1000_x18_20260907,4501,68,1,unknown_or_exit,12,0,593.99,1891.69,,,77.44333
h11_canon0905_lcd1000_x18_20260907,4501,68,2,unknown_or_exit,8,0,260.67,1895.37,,,72.91499
h11_canon0905_lcd1000_x18_20260907,4501,68,3,unknown_or_exit,10,0,465.63,1868.16,,,102.410995
h11_canon0905_lcd1000_x18_20260907,4501,68,4,unknown_or_exit,9,0,763.76,1896.31,,,104.19444
h11_canon0905_lcd1000_x18_20260907,4651,68,1,ramp_R_F_W,16,1,102.27,275.28,224.3300018310547,224.3300018310547,14.0225
h11_canon0905_lcd1000_x18_20260907,4651,68,1,unknown_or_exit,7,0,724.74,1864.18,,,90.202866
h11_canon0905_lcd1000_x18_20260907,4651,68,2,unknown_or_exit,10,0,240.28,1794.89,,,79.7
h11_canon0905_lcd1000_x18_20260907,4651,68,3,unknown_or_exit,12,0,346.16,1814.67,,,71.10833
h11_canon0905_lcd1000_x18_20260907,4651,68,4,unknown_or_exit,7,0,367.24,1559.89,,,66.53857
h11_canon0905_lcd1000_x18_20260907,4801,68,1,ramp_R_F_W,6,1,199.67,299.75,231.38999938964844,231.38999938964844,21.306665
h11_canon0905_lcd1000_x18_20260907,4801,68,1,unknown_or_exit,6,0,909.28,1994.02,,,125.399994
h11_canon0905_lcd1000_x18_20260907,4801,68,2,unknown_or_exit,4,0,245.98,1103.57,,,43.5625
h11_canon0905_lcd1000_x18_20260907,4801,68,3,unknown_or_exit,8,0,554.19,1890.91,,,91.07625
h11_canon0905_lcd1000_x18_20260907,4801,68,4,unknown_or_exit,6,0,588.39,1926.13,,,94.02834
h11_canon0905_lcd1000_x18_20260907,4951,68,1,ramp_R_F_W,5,0,222.39,350.27,,,32.618004
h11_canon0905_lcd1000_x18_20260907,4951,68,1,unknown_or_exit,11,0,625.24,1850.81,,,97.47818
h11_canon0905_lcd1000_x18_20260907,4951,68,2,unknown_or_exit,6,0,486.33,1923.41,,,78.65
h11_canon0905_lcd1000_x18_20260907,4951,68,3,unknown_or_exit,8,0,328.41,1905.55,,,88.95
h11_canon0905_lcd1000_x18_20260907,4951,68,4,unknown_or_exit,6,0,444.15,1787.85,,,74.48333
h11_canon0905_lcd1000_x18_20260907,5101,68,1,ramp_R_F_W,9,1,170.9,300.66,184.44000244140625,184.44000244140625,19.51
h11_canon0905_lcd1000_x18_20260907,5101,68,1,unknown_or_exit,11,1,242.92,1986.79,242.9199981689453,242.9199981689453,97.444534
h11_canon0905_lcd1000_x18_20260907,5101,68,2,unknown_or_exit,11,0,264.5,1948.63,,,91.678185
h11_canon0905_lcd1000_x18_20260907,5101,68,3,unknown_or_exit,10,0,364.62,1910.93,,,94.824
h11_canon0905_lcd1000_x18_20260907,5101,68,4,unknown_or_exit,6,0,484.2,1565.87,,,65.48
h11_canon0905_lcd1000_x18_20260907,5251,68,1,ramp_R_F_W,6,0,204.99,328.47,,,26.828333
h11_canon0905_lcd1000_x18_20260907,5251,68,1,unknown_or_exit,9,0,239.12,1591.12,,,91.39777
h11_canon0905_lcd1000_x18_20260907,5251,68,2,unknown_or_exit,10,0,280.66,1812.17,,,97.142006
h11_canon0905_lcd1000_x18_20260907,5251,68,3,unknown_or_exit,7,0,394.61,1735.49,,,75.347145
h11_canon0905_lcd1000_x18_20260907,5251,68,4,unknown_or_exit,7,0,902.42,1769.28,,,76.69
h11_canon0905_lcd1000_x18_20260907,901,69,1,ramp_R_F_W,16,0,72.88,1598.08,,,37.92875
h11_canon0905_lcd1000_x18_20260907,901,69,1,signal_or_other,3,0,1149.58,1573.91,,,39.300003
h11_canon0905_lcd1000_x18_20260907,901,69,2,ramp_R_F_W,4,0,166.42,462.9,,,43.9525
h11_canon0905_lcd1000_x18_20260907,901,69,2,signal_or_other,1,0,792.27,792.27,,,47.32
h11_canon0905_lcd1000_x18_20260907,901,69,3,ramp_R_F_W,4,0,33.85,614.25,,,43.42
h11_canon0905_lcd1000_x18_20260907,901,69,3,signal_or_other,1,0,296.63,296.63,,,44.26
h11_canon0905_lcd1000_x18_20260907,901,69,4,ramp_R_F_W,2,0,60.24,302.88,,,43.28
h11_canon0905_lcd1000_x18_20260907,901,69,4,signal_or_other,1,0,174.33,174.33,,,36.26
h11_canon0905_lcd1000_x18_20260907,1051,69,1,ramp_R_F_W,32,0,211.93,1635.34,,,34.297188
h11_canon0905_lcd1000_x18_20260907,1051,69,1,signal_or_other,8,0,97.7,1560.44,,,36.791252
h11_canon0905_lcd1000_x18_20260907,1051,69,2,ramp_R_F_W,4,0,132.74,776.56,,,41.345
h11_canon0905_lcd1000_x18_20260907,1051,69,2,signal_or_other,4,0,233.6,1056.39,,,43.0625
h11_canon0905_lcd1000_x18_20260907,1051,69,3,ramp_R_F_W,6,0,81.15,807.46,,,43.016666
h11_canon0905_lcd1000_x18_20260907,1051,69,3,signal_or_other,1,0,751.75,751.75,,,43.41
h11_canon0905_lcd1000_x18_20260907,1051,69,4,ramp_R_F_W,5,0,286.96,706.51,,,38.528
h11_canon0905_lcd1000_x18_20260907,1051,69,4,signal_or_other,1,0,200.47,200.47,,,46.37
h11_canon0905_lcd1000_x18_20260907,1201,69,1,ramp_R_F_W,29,0,103.47,1647.41,,,37.07
h11_canon0905_lcd1000_x18_20260907,1201,69,1,signal_or_other,8,0,215.58,1744.17,,,40.837498
h11_canon0905_lcd1000_x18_20260907,1201,69,2,ramp_R_F_W,5,0,27.68,816.3,,,42.488
h11_canon0905_lcd1000_x18_20260907,1201,69,2,signal_or_other,4,0,218.19,1161.27,,,41.1825
h11_canon0905_lcd1000_x18_20260907,1201,69,3,ramp_R_F_W,7,0,27.52,767.31,,,39.237144
h11_canon0905_lcd1000_x18_20260907,1201,69,3,signal_or_other,2,0,136.53,1228.71,,,42.725
h11_canon0905_lcd1000_x18_20260907,1201,69,4,ramp_R_F_W,4,0,52.86,425.19,,,42.4
h11_canon0905_lcd1000_x18_20260907,1201,69,4,signal_or_other,3,0,262.12,1388.91,,,39.670002
h11_canon0905_lcd1000_x18_20260907,1351,69,1,ramp_R_F_W,43,0,111.54,1725.18,,,29.535114
h11_canon0905_lcd1000_x18_20260907,1351,69,1,signal_or_other,9,0,312.95,1739.55,,,30.794443
h11_canon0905_lcd1000_x18_20260907,1351,69,2,ramp_R_F_W,11,0,103.71,1497.75,,,42.066364
h11_canon0905_lcd1000_x18_20260907,1351,69,2,signal_or_other,5,0,165.82,1598.22,,,40.073997
h11_canon0905_lcd1000_x18_20260907,1351,69,3,ramp_R_F_W,6,0,133.29,888.86,,,40.498337
h11_canon0905_lcd1000_x18_20260907,1351,69,3,signal_or_other,5,0,805.43,1633.08,,,41.416
h11_canon0905_lcd1000_x18_20260907,1351,69,4,ramp_R_F_W,5,0,32.87,798.36,,,42.415997
h11_canon0905_lcd1000_x18_20260907,1351,69,4,signal_or_other,3,0,257.29,456.06,,,42.62
h11_canon0905_lcd1000_x18_20260907,1501,69,1,ramp_R_F_W,31,0,225.21,1739.55,,,34.15355
h11_canon0905_lcd1000_x18_20260907,1501,69,1,signal_or_other,7,0,30.94,1665.34,,,39.447144
h11_canon0905_lcd1000_x18_20260907,1501,69,2,ramp_R_F_W,7,0,11.0,790.96,,,43.15429
h11_canon0905_lcd1000_x18_20260907,1501,69,2,signal_or_other,2,0,348.83,1453.54,,,41.425
h11_canon0905_lcd1000_x18_20260907,1501,69,3,ramp_R_F_W,7,0,121.83,756.65,,,42.594288
h11_canon0905_lcd1000_x18_20260907,1501,69,3,signal_or_other,2,0,21.23,488.97,,,40.739998
h11_canon0905_lcd1000_x18_20260907,1501,69,4,ramp_R_F_W,6,0,45.49,690.16,,,39.84833
h11_canon0905_lcd1000_x18_20260907,1501,69,4,signal_or_other,3,0,2.25,534.32,,,38.186665
h11_canon0905_lcd1000_x18_20260907,1651,69,1,ramp_R_F_W,30,0,33.4,1738.68,,,35.969
h11_canon0905_lcd1000_x18_20260907,1651,69,1,signal_or_other,6,0,333.26,1690.23,,,39.175
h11_canon0905_lcd1000_x18_20260907,1651,69,2,ramp_R_F_W,1,0,530.05,530.05,,,40.06
h11_canon0905_lcd1000_x18_20260907,1651,69,2,signal_or_other,5,0,263.04,968.88,,,40.418
h11_canon0905_lcd1000_x18_20260907,1651,69,3,ramp_R_F_W,4,0,109.81,521.54,,,41.68
h11_canon0905_lcd1000_x18_20260907,1651,69,3,signal_or_other,3,0,624.13,1610.06,,,42.789997
h11_canon0905_lcd1000_x18_20260907,1651,69,4,ramp_R_F_W,4,0,260.39,716.52,,,40.0725
h11_canon0905_lcd1000_x18_20260907,1651,69,4,signal_or_other,2,0,637.57,1556.97,,,38.17
h11_canon0905_lcd1000_x18_20260907,1801,69,1,ramp_R_F_W,25,0,163.84,1738.81,,,35.4416
h11_canon0905_lcd1000_x18_20260907,1801,69,1,signal_or_other,12,0,4.99,1663.33,,,34.735
h11_canon0905_lcd1000_x18_20260907,1801,69,2,ramp_R_F_W,7,0,109.21,1314.63,,,39.728573
h11_canon0905_lcd1000_x18_20260907,1801,69,2,signal_or_other,4,0,370.17,1254.36,,,42.420002
h11_canon0905_lcd1000_x18_20260907,1801,69,3,ramp_R_F_W,3,0,55.55,386.68,,,41.59
h11_canon0905_lcd1000_x18_20260907,1801,69,3,signal_or_other,4,0,290.25,1651.18,,,43.8475
h11_canon0905_lcd1000_x18_20260907,1801,69,4,ramp_R_F_W,4,0,132.31,495.89,,,42.22
h11_canon0905_lcd1000_x18_20260907,1801,69,4,signal_or_other,2,0,1.12,574.04,,,43.46
h11_canon0905_lcd1000_x18_20260907,1951,69,1,ramp_R_F_W,32,0,129.1,1722.06,,,40.399998
h11_canon0905_lcd1000_x18_20260907,1951,69,1,signal_or_other,10,0,36.66,1561.39,,,39.157
h11_canon0905_lcd1000_x18_20260907,1951,69,2,ramp_R_F_W,5,0,150.97,1295.68,,,44.145996
h11_canon0905_lcd1000_x18_20260907,1951,69,2,signal_or_other,6,0,39.62,1269.86,,,42.513332
h11_canon0905_lcd1000_x18_20260907,1951,69,3,ramp_R_F_W,3,0,181.88,423.73,,,42.013332
h11_canon0905_lcd1000_x18_20260907,1951,69,3,signal_or_other,8,0,75.36,1210.5,,,42.92375
h11_canon0905_lcd1000_x18_20260907,1951,69,4,ramp_R_F_W,3,0,124.91,595.15,,,35.923332
h11_canon0905_lcd1000_x18_20260907,1951,69,4,signal_or_other,4,0,238.32,909.81,,,35.697502
h11_canon0905_lcd1000_x18_20260907,2101,69,1,ramp_R_F_W,39,0,172.91,1702.14,,,35.16051
h11_canon0905_lcd1000_x18_20260907,2101,69,1,signal_or_other,7,0,401.18,1788.92,,,36.760002
h11_canon0905_lcd1000_x18_20260907,2101,69,2,ramp_R_F_W,5,0,46.06,953.48,,,39.484
h11_canon0905_lcd1000_x18_20260907,2101,69,2,signal_or_other,4,0,456.54,927.26,,,42.805
h11_canon0905_lcd1000_x18_20260907,2101,69,3,ramp_R_F_W,5,0,143.34,711.58,,,40.407997
h11_canon0905_lcd1000_x18_20260907,2101,69,3,signal_or_other,2,0,457.88,968.45,,,41.68
h11_canon0905_lcd1000_x18_20260907,2101,69,4,ramp_R_F_W,3,0,136.67,686.9,,,36.26
h11_canon0905_lcd1000_x18_20260907,2101,69,4,signal_or_other,3,0,294.34,1271.07,,,38.286667
h11_canon0905_lcd1000_x18_20260907,2251,69,1,ramp_R_F_W,27,0,331.64,1720.83,,,38.446293
h11_canon0905_lcd1000_x18_20260907,2251,69,1,signal_or_other,9,0,45.65,1609.8,,,41.06222
h11_canon0905_lcd1000_x18_20260907,2251,69,2,ramp_R_F_W,8,0,115.61,995.72,,,39.0875
h11_canon0905_lcd1000_x18_20260907,2251,69,2,signal_or_other,2,0,766.99,1059.96,,,40.77
h11_canon0905_lcd1000_x18_20260907,2251,69,3,ramp_R_F_W,9,0,88.04,783.43,,,41.56555
h11_canon0905_lcd1000_x18_20260907,2251,69,3,signal_or_other,3,0,166.85,1098.08,,,40.73
h11_canon0905_lcd1000_x18_20260907,2251,69,4,ramp_R_F_W,1,0,126.69,126.69,,,29.08
h11_canon0905_lcd1000_x18_20260907,2251,69,4,signal_or_other,3,0,45.23,458.87,,,35.523335
h11_canon0905_lcd1000_x18_20260907,2401,69,1,ramp_R_F_W,26,0,76.14,1540.01,,,37.068844
h11_canon0905_lcd1000_x18_20260907,2401,69,1,signal_or_other,10,0,177.37,1721.81,,,34.256
h11_canon0905_lcd1000_x18_20260907,2401,69,2,ramp_R_F_W,5,0,266.73,818.03,,,38.28
h11_canon0905_lcd1000_x18_20260907,2401,69,2,signal_or_other,5,0,65.95,1404.42,,,41.333996
h11_canon0905_lcd1000_x18_20260907,2401,69,3,ramp_R_F_W,5,0,103.7,630.04,,,42.764
h11_canon0905_lcd1000_x18_20260907,2401,69,3,signal_or_other,6,0,38.75,1509.45,,,39.673336
h11_canon0905_lcd1000_x18_20260907,2401,69,4,ramp_R_F_W,5,0,62.36,756.07,,,39.733997
h11_canon0905_lcd1000_x18_20260907,2401,69,4,signal_or_other,3,0,144.8,735.17,,,40.406666
h11_canon0905_lcd1000_x18_20260907,2551,69,1,ramp_R_F_W,40,0,27.88,1737.28,,,35.622997
h11_canon0905_lcd1000_x18_20260907,2551,69,1,signal_or_other,8,0,342.33,1683.34,,,40.00375
h11_canon0905_lcd1000_x18_20260907,2551,69,2,ramp_R_F_W,9,0,122.7,1441.02,,,38.59778
h11_canon0905_lcd1000_x18_20260907,2551,69,2,signal_or_other,4,0,186.25,1014.01,,,38.5825
h11_canon0905_lcd1000_x18_20260907,2551,69,3,ramp_R_F_W,4,0,140.38,471.35,,,42.497498
h11_canon0905_lcd1000_x18_20260907,2551,69,3,signal_or_other,6,0,344.49,1236.94,,,39.735
h11_canon0905_lcd1000_x18_20260907,2551,69,4,ramp_R_F_W,5,0,169.69,519.35,,,37.924
h11_canon0905_lcd1000_x18_20260907,2551,69,4,signal_or_other,1,0,357.66,357.66,,,40.9
h11_canon0905_lcd1000_x18_20260907,2701,69,1,ramp_R_F_W,36,0,88.7,1734.71,,,37.50222
h11_canon0905_lcd1000_x18_20260907,2701,69,1,signal_or_other,5,0,346.8,1580.7,,,34.582
h11_canon0905_lcd1000_x18_20260907,2701,69,2,ramp_R_F_W,7,0,137.72,922.58,,,41.647144
h11_canon0905_lcd1000_x18_20260907,2701,69,2,signal_or_other,3,0,8.45,725.87,,,38.3
h11_canon0905_lcd1000_x18_20260907,2701,69,3,ramp_R_F_W,6,0,67.57,661.01,,,42.508335
h11_canon0905_lcd1000_x18_20260907,2701,69,3,signal_or_other,6,0,167.8,1715.26,,,42.875
h11_canon0905_lcd1000_x18_20260907,2701,69,4,ramp_R_F_W,3,0,110.2,736.72,,,38.213333
h11_canon0905_lcd1000_x18_20260907,2701,69,4,signal_or_other,2,0,290.41,328.43,,,34.18
h11_canon0905_lcd1000_x18_20260907,2851,69,1,ramp_R_F_W,35,0,63.95,1735.1,,,39.008854
h11_canon0905_lcd1000_x18_20260907,2851,69,1,signal_or_other,1,0,1603.79,1603.79,,,41.25
h11_canon0905_lcd1000_x18_20260907,2851,69,2,ramp_R_F_W,8,0,109.94,1077.92,,,39.85125
h11_canon0905_lcd1000_x18_20260907,2851,69,2,signal_or_other,5,0,1026.47,1672.9,,,35.838
h11_canon0905_lcd1000_x18_20260907,2851,69,3,ramp_R_F_W,6,0,259.91,754.45,,,40.013332
h11_canon0905_lcd1000_x18_20260907,2851,69,3,signal_or_other,4,0,141.81,1708.73,,,40.665
h11_canon0905_lcd1000_x18_20260907,2851,69,4,ramp_R_F_W,5,0,158.05,762.94,,,37.982
h11_canon0905_lcd1000_x18_20260907,2851,69,4,signal_or_other,3,0,16.26,1587.69,,,36.056667
h11_canon0905_lcd1000_x18_20260907,3001,69,1,ramp_R_F_W,25,0,46.29,1664.34,,,36.6944
